date,DWFACT_2023_Q1,meta
2022-12-23 00:00:00,-68.00164424283196,
2022-12-23 10:00:00,-65.68376413838456,
2022-12-23 10:30:00,-78.60807050284618,
2022-12-23 12:00:00,-81.463785673367,
2022-12-23 13:30:00,-76.74592325981658,
2022-12-23 15:00:00,-74.27125782579205,
2022-12-23 15:30:30,-74.27125782579205,
2022-12-23 23:59:59,-74.73286212055976,w
2022-12-26 00:00:00,-74.73286212055976,
2022-12-26 10:00:00,-74.73286212055976,
2022-12-26 10:30:00,-74.73286212055976,
2022-12-26 12:00:00,-74.73286212055976,
2022-12-26 13:30:00,-74.73286212055976,
2022-12-26 15:00:00,-74.73286212055976,
2022-12-26 15:30:30,-74.73286212055976,
2022-12-26 23:59:59,-74.73286212055976,c
2022-12-27 00:00:00,-75.5721285747768,
2022-12-27 10:00:00,-79.8008477135208,
2022-12-27 10:30:00,-70.78900557104811,
2022-12-27 12:00:00,-71.62761982867562,
2022-12-27 13:30:00,-70.12046967426022,
2022-12-27 15:00:00,-77.87792604221548,
2022-12-27 15:30:30,-77.87792604221548,
2022-12-27 23:59:59,-78.04917722387862,c
2022-12-28 00:00:00,-74.46577539188769,
2022-12-28 10:00:00,-58.487621165863686,
2022-12-28 10:30:00,-52.91405995153059,
2022-12-28 12:00:00,-66.02898872540402,
2022-12-28 13:30:00,-67.24260791947029,
2022-12-28 15:00:00,-63.079227735129564,
2022-12-28 15:30:30,-63.079227735129564,
2022-12-28 23:59:59,-62.73808934638754,c
2022-12-29 00:00:00,-59.57284109379361,
2022-12-29 10:00:00,-65.83541451769474,
2022-12-29 10:30:00,-65.686231552283,
2022-12-29 12:00:00,-61.53360678042844,
2022-12-29 13:30:00,-62.935767856477355,
2022-12-29 15:00:00,-71.45045219615525,
2022-12-29 15:30:30,-71.45045219615525,
2022-12-29 23:59:59,-72.29322698503955,c
2022-12-30 00:00:00,-67.66886995234063,
2022-12-30 10:00:00,-81.59813457843137,
2022-12-30 10:30:00,-88.69059624226011,
2022-12-30 12:00:00,-83.92887924634098,
2022-12-30 13:30:00,-86.80983293824414,
2022-12-30 15:00:00,-85.93462127170798,
2022-12-30 15:30:30,-85.93462127170798,
2022-12-30 23:59:59,-83.52009275914958,w
2023-01-02 00:00:00,-83.52009275914958,
2023-01-02 10:00:00,-83.52009275914958,
2023-01-02 10:30:00,-83.52009275914958,
2023-01-02 12:00:00,-83.52009275914958,
2023-01-02 13:30:00,-83.52009275914958,
2023-01-02 15:00:00,-83.52009275914958,
2023-01-02 15:30:30,-83.52009275914958,
2023-01-02 23:59:59,-83.52009275914958,c
2023-01-03 00:00:00,-62.99969354767643,
2023-01-03 10:00:00,-42.27485584099196,
2023-01-03 10:30:00,-18.93068549217685,
2023-01-03 12:00:00,-16.056181489745256,
2023-01-03 13:30:00,-4.252568163249862,
2023-01-03 15:00:00,1.6692147964617448,
2023-01-03 15:30:30,1.6692147964617448,
2023-01-03 23:59:59,-5.887427774282628,c
2023-01-04 00:00:00,16.909168086228988,
2023-01-04 10:00:00,16.846847817943797,
2023-01-04 10:30:00,17.870928781264297,
2023-01-04 12:00:00,24.904442673279846,
2023-01-04 13:30:00,30.236684803792798,
2023-01-04 15:00:00,44.22631888964736,
2023-01-04 15:30:30,44.22631888964736,
2023-01-04 23:59:59,44.809391898029105,c
2023-01-05 00:00:00,43.04126058292144,
2023-01-05 10:00:00,28.191778401902184,
2023-01-05 10:30:00,35.71370110096552,
2023-01-05 12:00:00,32.46601026267746,
2023-01-05 13:30:00,36.119351666573664,
2023-01-05 15:00:00,42.982920584427575,
2023-01-05 15:30:30,42.982920584427575,
2023-01-05 23:59:59,52.716174007879886,c
2023-01-06 00:00:00,38.098596239168046,
2023-01-06 10:00:00,43.21429885404916,
2023-01-06 10:30:00,37.80040576796523,
2023-01-06 12:00:00,39.35170759014835,
2023-01-06 13:30:00,56.66764601070224,
2023-01-06 15:00:00,51.84572398349769,
2023-01-06 15:30:30,51.84572398349769,
2023-01-06 23:59:59,57.70124955105712,w
2023-01-09 00:00:00,45.578515392315126,
2023-01-09 10:00:00,18.00879276350628,
2023-01-09 10:30:00,34.18111954508635,
2023-01-09 12:00:00,40.44157040524226,
2023-01-09 13:30:00,33.99991664628192,
2023-01-09 15:00:00,24.87523655923991,
2023-01-09 15:30:30,24.87523655923991,
2023-01-09 23:59:59,21.712395183172248,c
2023-01-10 00:00:00,-1.3353335853882982,
2023-01-10 10:00:00,13.5484974132371,
