date,AS_TOPIX_2022_Q2,meta
2022-02-24 00:00:00,-187.8111986883975,
2022-02-24 01:00:00,-196.5162328175057,
2022-02-24 02:30:00,-196.5162328175057,
2022-02-24 03:00:00,-196.5162328175057,
2022-02-24 18:30:00,-196.5162328175057,
2022-02-24 20:00:00,-188.14654609143602,
2022-02-24 23:00:00,-180.17567427851193,
2022-02-24 23:59:59,-173.08196798375516,c
2022-02-25 00:00:00,-154.80348428391375,
2022-02-25 01:00:00,-156.76262331646066,
2022-02-25 02:30:00,-156.76262331646066,
2022-02-25 03:00:00,-156.76262331646066,
2022-02-25 18:30:00,-156.76262331646066,
2022-02-25 20:00:00,-156.76262331646066,
2022-02-25 23:00:00,-156.76262331646066,
2022-02-25 23:59:59,-156.1745625400494,w
2022-02-28 00:00:00,-171.85655735781884,
2022-02-28 01:00:00,-181.3457796634744,
2022-02-28 02:30:00,-181.3457796634744,
2022-02-28 03:00:00,-181.3457796634744,
2022-02-28 18:30:00,-181.3457796634744,
2022-02-28 20:00:00,-165.35356059445436,
2022-02-28 23:00:00,-159.02684970790952,
2022-02-28 23:59:59,-155.99673198788,c
2022-03-01 00:00:00,-154.53035381374733,
2022-03-01 01:00:00,-149.24805264536533,
2022-03-01 02:30:00,-149.24805264536533,
2022-03-01 03:00:00,-149.24805264536533,
2022-03-01 18:30:00,-149.24805264536533,
2022-03-01 20:00:00,-144.53938313150206,
2022-03-01 23:00:00,-144.3967571793471,
2022-03-01 23:59:59,-137.68632295367496,c
2022-03-02 00:00:00,-133.75292169664644,
2022-03-02 01:00:00,-126.21739371760337,
2022-03-02 02:30:00,-126.21739371760337,
2022-03-02 03:00:00,-126.21739371760337,
2022-03-02 18:30:00,-126.21739371760337,
2022-03-02 20:00:00,-140.16051678303796,
2022-03-02 23:00:00,-147.74604357006552,
2022-03-02 23:59:59,-141.8527241851419,c
2022-03-03 00:00:00,-143.76949612068572,
2022-03-03 01:00:00,-140.77343939986295,
2022-03-03 02:30:00,-140.77343939986295,
2022-03-03 03:00:00,-140.77343939986295,
2022-03-03 18:30:00,-140.77343939986295,
2022-03-03 20:00:00,-144.55329013744594,
2022-03-03 23:00:00,-145.12590544767576,
2022-03-03 23:59:59,-148.3580298026072,c
2022-03-04 00:00:00,-152.54202907794024,
2022-03-04 01:00:00,-141.53029510491007,
2022-03-04 02:30:00,-141.53029510491007,
2022-03-04 03:00:00,-141.53029510491007,
2022-03-04 18:30:00,-141.53029510491007,
2022-03-04 20:00:00,-141.53029510491007,
2022-03-04 23:00:00,-141.53029510491007,
2022-03-04 23:59:59,-141.5166727984767,w
2022-03-07 00:00:00,-153.79797406854863,
2022-03-07 01:00:00,-159.81066907178817,
2022-03-07 02:30:00,-159.81066907178817,
2022-03-07 03:00:00,-159.81066907178817,
2022-03-07 18:30:00,-159.81066907178817,
2022-03-07 20:00:00,-119.84407332620772,
2022-03-07 23:00:00,-119.42483257254192,
2022-03-07 23:59:59,-119.19380258190635,c
2022-03-08 00:00:00,-125.83997948694086,
2022-03-08 01:00:00,-126.36966195875827,
2022-03-08 02:30:00,-126.36966195875827,
2022-03-08 03:00:00,-126.36966195875827,
2022-03-08 18:30:00,-126.36966195875827,
2022-03-08 20:00:00,-124.96696210595245,
2022-03-08 23:00:00,-120.72158096592172,
2022-03-08 23:59:59,-114.62877684039033,c
2022-03-09 00:00:00,-117.6073521911138,
2022-03-09 01:00:00,-118.33214615134547,
2022-03-09 02:30:00,-118.33214615134547,
2022-03-09 03:00:00,-118.33214615134547,
2022-03-09 18:30:00,-118.33214615134547,
2022-03-09 20:00:00,-140.0515696457127,
2022-03-09 23:00:00,-137.35760013835056,
2022-03-09 23:59:59,-143.26653271994888,c
2022-03-10 00:00:00,-136.68027444770277,
2022-03-10 01:00:00,-135.76540326827157,
2022-03-10 02:30:00,-135.76540326827157,
2022-03-10 03:00:00,-135.76540326827157,
2022-03-10 18:30:00,-135.76540326827157,
2022-03-10 20:00:00,-152.21941268108222,
2022-03-10 23:00:00,-154.156783443832,
2022-03-10 23:59:59,-159.4063529624343,c
2022-03-11 00:00:00,-158.15767121644112,
2022-03-11 01:00:00,-155.96803742535639,
2022-03-11 02:30:00,-155.96803742535639,
2022-03-11 03:00:00,-155.96803742535639,
2022-03-11 18:30:00,-155.96803742535639,
2022-03-11 20:00:00,-155.96803742535639,
2022-03-11 23:00:00,-155.96803742535639,
2022-03-11 23:59:59,-156.73902612707332,w
2022-03-14 00:00:00,-173.20076383349897,
2022-03-14 01:00:00,-175.9264976713744,
2022-03-14 02:30:00,-175.9264976713744,
2022-03-14 03:00:00,-175.9264976713744,
2022-03-14 18:30:00,-175.9264976713744,
2022-03-14 20:00:00,-175.9264976713744,
2022-03-14 23:00:00,-175.9264976713744,
2022-03-14 23:59:59,-182.65079315643564,c
2022-03-15 00:00:00,-199.00053647319046,
2022-03-15 01:00:00,-193.46038641757224,
2022-03-15 02:30:00,-193.46038641757224,
2022-03-15 03:00:00,-193.46038641757224,
2022-03-15 18:30:00,-193.46038641757224,
2022-03-15 20:00:00,-193.46038641757224,
2022-03-15 23:00:00,-193.46038641757224,
2022-03-15 23:59:59,-185.3915375047912,c
2022-03-16 00:00:00,-181.24569950170113,
2022-03-16 01:00:00,-187.59733743041562,
2022-03-16 02:30:00,-187.59733743041562,
2022-03-16 03:00:00,-187.59733743041562,
2022-03-16 18:30:00,-187.59733743041562,
2022-03-16 20:00:00,-187.59733743041562,
2022-03-16 23:00:00,-187.59733743041562,
2022-03-16 23:59:59,-159.24395212814875,c
2022-03-17 00:00:00,-150.61915157208261,
2022-03-17 01:00:00,-157.81473023163454,
2022-03-17 02:30:00,-157.81473023163454,
2022-03-17 03:00:00,-157.81473023163454,
2022-03-17 18:30:00,-157.81473023163454,
2022-03-17 20:00:00,-157.81473023163454,
2022-03-17 23:00:00,-157.81473023163454,
2022-03-17 23:59:59,-157.87626867607315,c
2022-03-18 00:00:00,-147.6392500612482,
2022-03-18 01:00:00,-145.8075685371559,
2022-03-18 02:30:00,-145.8075685371559,
2022-03-18 03:00:00,-145.8075685371559,
2022-03-18 18:30:00,-145.8075685371559,
2022-03-18 20:00:00,-145.8075685371559,
2022-03-18 23:00:00,-145.8075685371559,
2022-03-18 23:59:59,-148.89657071797225,w
2022-03-21 00:00:00,-148.89657071797225,
2022-03-21 01:00:00,-148.89657071797225,
2022-03-21 02:30:00,-148.89657071797225,
2022-03-21 03:00:00,-148.89657071797225,
2022-03-21 18:30:00,-148.89657071797225,
2022-03-21 20:00:00,-148.89657071797225,
2022-03-21 23:00:00,-148.89657071797225,
2022-03-21 23:59:59,-148.89657071797225,c
2022-03-22 00:00:00,-153.07362892934873,
2022-03-22 01:00:00,-155.13560660123667,
2022-03-22 02:30:00,-155.13560660123667,
2022-03-22 03:00:00,-155.13560660123667,
2022-03-22 18:30:00,-155.13560660123667,
2022-03-22 20:00:00,-155.13560660123667,
2022-03-22 23:00:00,-155.13560660123667,
2022-03-22 23:59:59,-157.02319517555813,c
2022-03-23 00:00:00,-141.7228564179584,
2022-03-23 01:00:00,-137.69863277609068,
2022-03-23 02:30:00,-137.69863277609068,
2022-03-23 03:00:00,-137.69863277609068,
2022-03-23 18:30:00,-137.69863277609068,
2022-03-23 20:00:00,-137.69863277609068,
2022-03-23 23:00:00,-137.69863277609068,
2022-03-23 23:59:59,-131.40331741733584,c
2022-03-24 00:00:00,-136.09523142904033,
2022-03-24 01:00:00,-135.1151743346816,
2022-03-24 02:30:00,-135.1151743346816,
2022-03-24 03:00:00,-135.1151743346816,
2022-03-24 18:30:00,-135.1151743346816,
2022-03-24 20:00:00,-135.1151743346816,
2022-03-24 23:00:00,-135.1151743346816,
2022-03-24 23:59:59,-143.26874700891676,c
2022-03-25 00:00:00,-140.85823046465052,
2022-03-25 01:00:00,-139.65169810440628,
2022-03-25 02:30:00,-139.65169810440628,
2022-03-25 03:00:00,-139.65169810440628,
2022-03-25 18:30:00,-139.65169810440628,
2022-03-25 20:00:00,-139.65169810440628,
2022-03-25 23:00:00,-139.65169810440628,
2022-03-25 23:59:59,-140.93390455584077,w
2022-03-28 00:00:00,-139.96188350120931,
2022-03-28 01:00:00,-138.2315169291522,
2022-03-28 02:30:00,-138.2315169291522,
2022-03-28 03:00:00,-138.2315169291522,
2022-03-28 18:30:00,-138.2315169291522,
2022-03-28 20:00:00,-138.2315169291522,
2022-03-28 23:00:00,-138.2315169291522,
2022-03-28 23:59:59,-150.31190396122193,c
2022-03-29 00:00:00,-142.06221260681178,
2022-03-29 01:00:00,-138.68072822106777,
2022-03-29 02:30:00,-138.68072822106777,
2022-03-29 03:00:00,-138.68072822106777,
2022-03-29 18:30:00,-138.68072822106777,
2022-03-29 20:00:00,-138.68072822106777,
2022-03-29 23:00:00,-138.68072822106777,
2022-03-29 23:59:59,-126.07887207366109,c
2022-03-30 00:00:00,-114.29126150293119,
2022-03-30 01:00:00,-118.51177298698074,
2022-03-30 02:30:00,-118.51177298698074,
2022-03-30 03:00:00,-118.51177298698074,
2022-03-30 18:30:00,-118.51177298698074,
2022-03-30 20:00:00,-118.51177298698074,
2022-03-30 23:00:00,-118.51177298698074,
2022-03-30 23:59:59,-114.53480948651473,c
2022-03-31 00:00:00,-115.29669454899569,
2022-03-31 01:00:00,-116.14891208431762,
2022-03-31 02:30:00,-116.14891208431762,
2022-03-31 03:00:00,-116.14891208431762,
2022-03-31 18:30:00,-116.14891208431762,
2022-03-31 20:00:00,-116.14891208431762,
2022-03-31 23:00:00,-116.14891208431762,
2022-03-31 23:59:59,-98.70166556316121,c
2022-04-01 00:00:00,-91.95777532699641,
2022-04-01 01:00:00,-94.90382219130555,
2022-04-01 02:30:00,-94.90382219130555,
2022-04-01 03:00:00,-94.90382219130555,
2022-04-01 18:30:00,-94.90382219130555,
2022-04-01 20:00:00,-94.90382219130555,
2022-04-01 23:00:00,-94.90382219130555,
2022-04-01 23:59:59,-100.25019370692443,w
2022-04-04 00:00:00,-84.14543064091306,
2022-04-04 01:00:00,-77.1718312485063,
2022-04-04 02:30:00,-77.1718312485063,
2022-04-04 03:00:00,-77.1718312485063,
2022-04-04 18:30:00,-77.1718312485063,
2022-04-04 20:00:00,-77.1718312485063,
2022-04-04 23:00:00,-77.1718312485063,
2022-04-04 23:59:59,-52.05468178498141,c
2022-04-05 00:00:00,-49.50198663744153,
2022-04-05 01:00:00,-51.64181081074743,
2022-04-05 02:30:00,-51.64181081074743,
2022-04-05 03:00:00,-51.64181081074743,
2022-04-05 18:30:00,-51.64181081074743,
2022-04-05 20:00:00,-51.64181081074743,
2022-04-05 23:00:00,-51.64181081074743,
2022-04-05 23:59:59,-39.239431866257505,c
2022-04-06 00:00:00,-38.996660550508366,
2022-04-06 01:00:00,-32.74870255798744,
2022-04-06 02:30:00,-32.74870255798744,
2022-04-06 03:00:00,-32.74870255798744,
2022-04-06 18:30:00,-32.74870255798744,
2022-04-06 20:00:00,-32.74870255798744,
2022-04-06 23:00:00,-32.74870255798744,
2022-04-06 23:59:59,-43.52364686353688,c
2022-04-07 00:00:00,-47.70211957747338,
2022-04-07 01:00:00,-44.069535653617024,
2022-04-07 02:30:00,-44.069535653617024,
