date,NUFAM_2022_Q3,meta
2022-08-16 00:00:00,-7.043326864745254,
2022-08-16 10:00:00,6.97203934046216,
2022-08-16 10:30:00,0.5221734610745017,
2022-08-16 12:00:00,-1.2062423061606893,
2022-08-16 13:30:00,-4.651536957236502,
2022-08-16 15:00:00,-1.0911220663465997,
2022-08-16 15:30:30,-1.0911220663465997,
2022-08-16 23:59:59,-8.845429390523535,c
2022-08-17 00:00:00,6.674269756133839,
2022-08-17 10:00:00,-0.8674068617786048,
2022-08-17 10:30:00,4.525378425474045,
2022-08-17 12:00:00,7.728550404866084,
2022-08-17 13:30:00,13.281563116413437,
2022-08-17 15:00:00,13.80216053446891,
2022-08-17 15:30:30,13.80216053446891,
2022-08-17 23:59:59,12.522503315856241,c
2022-08-18 00:00:00,19.194131586486847,
2022-08-18 10:00:00,8.966621836537428,
2022-08-18 10:30:00,13.669355779393698,
2022-08-18 12:00:00,9.769731255544443,
2022-08-18 13:30:00,12.255167628633444,
2022-08-18 15:00:00,10.050852873480565,
2022-08-18 15:30:30,10.050852873480565,
2022-08-18 23:59:59,12.703171719313374,c
2022-08-19 00:00:00,6.753645443366295,
2022-08-19 10:00:00,15.38044107883357,
2022-08-19 10:30:00,16.876097692415073,
2022-08-19 12:00:00,23.34802127805291,
2022-08-19 13:30:00,18.86200144778074,
2022-08-19 15:00:00,20.95885340822676,
2022-08-19 15:30:30,20.95885340822676,
2022-08-19 23:59:59,22.848457219330626,w
2022-08-22 00:00:00,21.897767437255965,
2022-08-22 10:00:00,6.62640958287497,
2022-08-22 10:30:00,13.214698735411659,
2022-08-22 12:00:00,14.54029763908406,
2022-08-22 13:30:00,13.094727357706674,
2022-08-22 15:00:00,18.268996202038238,
2022-08-22 15:30:30,18.268996202038238,
2022-08-22 23:59:59,19.526605630336732,c
2022-08-23 00:00:00,19.504213454590328,
2022-08-23 10:00:00,38.96538158632431,
2022-08-23 10:30:00,33.86062536845721,
2022-08-23 12:00:00,31.589541125985647,
2022-08-23 13:30:00,30.300604745131466,
2022-08-23 15:00:00,35.145207509281406,
2022-08-23 15:30:30,35.145207509281406,
2022-08-23 23:59:59,34.60185456053344,c
2022-08-24 00:00:00,29.91336454340133,
2022-08-24 10:00:00,31.32599849313621,
2022-08-24 10:30:00,32.24323777656353,
2022-08-24 12:00:00,29.98551719874699,
2022-08-24 13:30:00,31.01067759286289,
2022-08-24 15:00:00,28.586642368067416,
2022-08-24 15:30:30,28.586642368067416,
2022-08-24 23:59:59,29.041055705651445,c
2022-08-25 00:00:00,31.835850873418778,
2022-08-25 10:00:00,38.53987593466387,
2022-08-25 10:30:00,35.125963653979994,
2022-08-25 12:00:00,27.952592530923553,
2022-08-25 13:30:00,23.912609133517662,
2022-08-25 15:00:00,24.172824955487926,
2022-08-25 15:30:30,24.172824955487926,
2022-08-25 23:59:59,26.637224453953564,c
2022-08-26 00:00:00,28.25332374208338,
2022-08-26 10:00:00,29.550429026242213,
2022-08-26 10:30:00,21.68804381439614,
2022-08-26 12:00:00,21.85883823152416,
2022-08-26 13:30:00,20.309656464787437,
2022-08-26 15:00:00,25.120131160388198,
2022-08-26 15:30:30,25.120131160388198,
2022-08-26 23:59:59,23.282183161337457,w
2022-08-29 00:00:00,23.150729408556998,
2022-08-29 10:00:00,25.18547411420002,
2022-08-29 10:30:00,31.110936460521444,
2022-08-29 12:00:00,30.990234615961086,
2022-08-29 13:30:00,32.43178234871003,
2022-08-29 15:00:00,28.61274690089772,
2022-08-29 15:30:30,28.61274690089772,
2022-08-29 23:59:59,29.536754443015866,c
2022-08-30 00:00:00,17.934507292078166,
2022-08-30 10:00:00,2.2919072312180333,
2022-08-30 10:30:00,6.713498026498229,
2022-08-30 12:00:00,4.633581085642845,
2022-08-30 13:30:00,6.302027865499738,
2022-08-30 15:00:00,4.4648063489569125,
2022-08-30 15:30:30,4.4648063489569125,
2022-08-30 23:59:59,0.0,a
2022-08-31 00:00:00,-11.948093118989334,
2022-08-31 10:00:00,0.08068893429823731,
2022-08-31 10:30:00,6.41641551621629,
2022-08-31 12:00:00,14.031093672495345,
2022-08-31 13:30:00,16.837375762389968,
2022-08-31 15:00:00,22.241261350690735,
2022-08-31 15:30:30,22.241261350690735,
2022-08-31 23:59:59,29.379204712951648,e
2022-09-01 00:00:00,20.505924009085277,
2022-09-01 10:00:00,9.520653861808881,
2022-09-01 10:30:00,19.158649046214492,
2022-09-01 12:00:00,12.252291610004747,
2022-09-01 13:30:00,9.087336929938033,
2022-09-01 15:00:00,9.196831616921301,
2022-09-01 15:30:30,9.196831616921301,
2022-09-01 23:59:59,6.856167750581363,c
2022-09-02 00:00:00,15.383733914747268,
2022-09-02 10:00:00,12.15766443346871,
2022-09-02 10:30:00,22.969463433571306,
2022-09-02 12:00:00,18.330844205346025,
2022-09-02 13:30:00,18.486197877355266,
2022-09-02 15:00:00,22.850651628823258,
2022-09-02 15:30:30,22.850651628823258,
2022-09-02 23:59:59,25.377597116057913,w
2022-09-05 00:00:00,25.377597116057913,
2022-09-05 10:00:00,25.377597116057913,
2022-09-05 10:30:00,25.377597116057913,
2022-09-05 12:00:00,25.377597116057913,
2022-09-05 13:30:00,25.377597116057913,
2022-09-05 15:00:00,25.377597116057913,
2022-09-05 15:30:30,25.377597116057913,
2022-09-05 23:59:59,25.377597116057913,c
2022-09-06 00:00:00,25.615019423932836,
2022-09-06 10:00:00,4.389846160990103,
2022-09-06 10:30:00,3.968115727383619,
2022-09-06 12:00:00,9.776688472340311,
2022-09-06 13:30:00,2.0920566038525976,
2022-09-06 15:00:00,1.730679276899835,
2022-09-06 15:30:30,1.730679276899835,
2022-09-06 23:59:59,3.98414314563432,c
2022-09-07 00:00:00,2.5871405892298185,
2022-09-07 10:00:00,1.9869981194542419,
