date,AMLP_2022_Q4,meta
2022-11-18 00:00:00,-96.44456839379006,
2022-11-18 10:00:00,-88.21602956645918,
2022-11-18 10:30:00,-76.62708021869511,
2022-11-18 12:00:00,-70.17308830467942,
2022-11-18 13:30:00,-87.62446084020905,
2022-11-18 15:00:00,-103.21643481936306,
2022-11-18 15:30:30,-103.21643481936306,
2022-11-18 23:59:59,-133.00964215205823,w
2022-11-21 00:00:00,-109.89106088795299,
2022-11-21 10:00:00,-90.35647065271482,
2022-11-21 10:30:00,-110.65827194547501,
2022-11-21 12:00:00,-147.63968098472435,
2022-11-21 13:30:00,-132.9869476843696,
2022-11-21 15:00:00,-148.1731319432231,
2022-11-21 15:30:30,-148.1731319432231,
2022-11-21 23:59:59,-113.3369203591376,c
2022-11-22 00:00:00,-116.59335949329034,
2022-11-22 10:00:00,-140.11452286367043,
2022-11-22 10:30:00,-156.05698288713847,
2022-11-22 12:00:00,-181.03062440666974,
2022-11-22 13:30:00,-176.2611675864432,
2022-11-22 15:00:00,-152.68489613780787,
2022-11-22 15:30:30,-152.68489613780787,
2022-11-22 23:59:59,-139.7144469300342,c
2022-11-23 00:00:00,-154.14261073556895,
2022-11-23 10:00:00,-116.3513171566768,
2022-11-23 10:30:00,-100.38131745063805,
2022-11-23 12:00:00,-108.22446097930063,
2022-11-23 13:30:00,-121.85417969827219,
2022-11-23 15:00:00,-93.92087868390615,
2022-11-23 15:30:30,-93.92087868390615,
2022-11-23 23:59:59,-118.21665400652137,c
2022-11-24 00:00:00,-118.21665400652137,
2022-11-24 10:00:00,-118.21665400652137,
2022-11-24 10:30:00,-118.21665400652137,
2022-11-24 12:00:00,-118.21665400652137,
2022-11-24 13:30:00,-118.21665400652137,
2022-11-24 15:00:00,-118.21665400652137,
2022-11-24 15:30:30,-118.21665400652137,
2022-11-24 23:59:59,-118.21665400652137,c
2022-11-25 00:00:00,-124.59383498130711,
2022-11-25 10:00:00,-89.1125704376503,
2022-11-25 10:30:00,-73.96488965569125,
2022-11-25 12:00:00,-72.59684329155192,
2022-11-25 13:30:00,-72.59684329155192,
2022-11-25 15:00:00,-72.59684329155192,
2022-11-25 15:30:30,-72.59684329155192,
2022-11-25 23:59:59,-63.4733335871839,w
2022-11-28 00:00:00,-90.89405839049667,
2022-11-28 10:00:00,-59.466708320942274,
2022-11-28 10:30:00,-52.089621170191606,
2022-11-28 12:00:00,-48.79009512354867,
2022-11-28 13:30:00,-75.59501863855735,
2022-11-28 15:00:00,-84.54098525896316,
2022-11-28 15:30:30,-84.54098525896316,
2022-11-28 23:59:59,-69.98034744097438,c
2022-11-29 00:00:00,-78.9802929647085,
2022-11-29 10:00:00,-69.56118003627691,
2022-11-29 10:30:00,-71.28454572024563,
2022-11-29 12:00:00,-91.35383846214023,
2022-11-29 13:30:00,-83.82463899008033,
2022-11-29 15:00:00,-102.17067234171617,
2022-11-29 15:30:30,-102.17067234171617,
2022-11-29 23:59:59,-99.6855722605462,c
2022-11-30 00:00:00,-104.7945695519864,
2022-11-30 10:00:00,-100.4020449409011,
2022-11-30 10:30:00,-84.58626899015417,
2022-11-30 12:00:00,-71.58505076915293,
2022-11-30 13:30:00,-48.48214977356881,
2022-11-30 15:00:00,-82.55376360881888,
2022-11-30 15:30:30,-82.55376360881888,m
2022-11-30 23:59:59,-66.49991717539902,c
2022-12-01 00:00:00,-91.09307767038553,
2022-12-01 10:00:00,-96.38994823213082,
2022-12-01 10:30:00,-94.12637935644119,
2022-12-01 12:00:00,-71.60754709627602,
2022-12-01 13:30:00,-79.33086887614368,
2022-12-01 15:00:00,-89.76779369020494,
2022-12-01 15:30:30,-89.76779369020494,
2022-12-01 23:59:59,-94.35613602804008,c
2022-12-02 00:00:00,-118.03619805554055,
2022-12-02 10:00:00,-96.91849146904167,
2022-12-02 10:30:00,-83.38952183188809,
2022-12-02 12:00:00,-86.47712142684964,
2022-12-02 13:30:00,-81.78533583573372,
2022-12-02 15:00:00,-72.97666753347269,
2022-12-02 15:30:30,-72.97666753347269,
2022-12-02 23:59:59,-80.08023909812263,w
2022-12-05 00:00:00,-108.5009832390418,
2022-12-05 10:00:00,-75.69168746157942,
2022-12-05 10:30:00,-72.164501511895,
2022-12-05 12:00:00,-42.60583699627588,
2022-12-05 13:30:00,-59.9879078267283,
2022-12-05 15:00:00,-54.846193111106544,
2022-12-05 15:30:30,-54.846193111106544,
2022-12-05 23:59:59,-51.334160196053375,c
2022-12-06 00:00:00,-58.20206590186396,
2022-12-06 10:00:00,-93.43548767668179,
2022-12-06 10:30:00,-81.46721689274821,
2022-12-06 12:00:00,-101.95833309909435,
2022-12-06 13:30:00,-122.57978017290714,
2022-12-06 15:00:00,-107.41368156142605,
2022-12-06 15:30:30,-107.41368156142605,
2022-12-06 23:59:59,-83.70624741331892,c
2022-12-07 00:00:00,-70.21511071894864,
2022-12-07 10:00:00,-81.07240911850249,
2022-12-07 10:30:00,-99.66061287538241,
2022-12-07 12:00:00,-76.18346174639922,
2022-12-07 13:30:00,-75.85022934760175,
2022-12-07 15:00:00,-102.07613371682257,
2022-12-07 15:30:30,-102.07613371682257,
2022-12-07 23:59:59,-115.99810954741955,c
2022-12-08 00:00:00,-118.79954252176282,
2022-12-08 10:00:00,-102.46128766533616,
2022-12-08 10:30:00,-110.06424724514642,
2022-12-08 12:00:00,-94.04666582776935,
2022-12-08 13:30:00,-103.29690267033561,
2022-12-08 15:00:00,-102.23079227632093,
2022-12-08 15:30:30,-102.23079227632093,s
2022-12-08 23:59:59,-89.07731819207712,c
2022-12-09 00:00:00,-92.96060543828062,
2022-12-09 10:00:00,-51.773991655199865,
2022-12-09 10:30:00,-39.38161957658363,
2022-12-09 12:00:00,-15.678894162878237,
2022-12-09 13:30:00,-7.485117912414523,
2022-12-09 15:00:00,0.5945170040251355,
2022-12-09 15:30:30,0.5945170040251355,
2022-12-09 23:59:59,0.0,a
2022-12-12 00:00:00,-9.954812454162834,
2022-12-12 10:00:00,-20.05482979112614,
2022-12-12 10:30:00,-73.4848067734761,
2022-12-12 12:00:00,-86.00784519594012,
2022-12-12 13:30:00,-78.46325628767957,
2022-12-12 15:00:00,-56.70999093537543,
2022-12-12 15:30:30,-56.70999093537543,
2022-12-12 23:59:59,-57.72928688971595,c
2022-12-13 00:00:00,-74.2446526944872,
2022-12-13 10:00:00,-26.529209391929612,
2022-12-13 10:30:00,-18.794017067381816,
2022-12-13 12:00:00,-7.795681822844983,
2022-12-13 13:30:00,-16.562188861771972,
2022-12-13 15:00:00,-16.90755664137299,
2022-12-13 15:30:30,-16.90755664137299,
2022-12-13 23:59:59,-15.987248068074877,c
2022-12-14 00:00:00,-1.540508472060992,
2022-12-14 10:00:00,18.89200970821156,
2022-12-14 10:30:00,-4.80843713984126,
2022-12-14 12:00:00,-50.15733883009884,
2022-12-14 13:30:00,-44.658780877211115,
2022-12-14 15:00:00,-52.9304200653462,
2022-12-14 15:30:30,-52.9304200653462,
2022-12-14 23:59:59,-63.09613632311468,c
2022-12-15 00:00:00,-68.8053672126216,
2022-12-15 10:00:00,-46.9716658928194,
2022-12-15 10:30:00,-52.09948963206514,
2022-12-15 12:00:00,-73.88834784886396,
2022-12-15 13:30:00,-67.81111466472291,
2022-12-15 15:00:00,-54.86483892196185,
2022-12-15 15:30:30,-54.86483892196185,
2022-12-15 23:59:59,-69.14111251091194,c
2022-12-16 00:00:00,-50.7435011378048,
2022-12-16 10:00:00,-53.73376743073453,
2022-12-16 10:30:00,-49.8922181484667,
2022-12-16 12:00:00,-88.42935243958527,
2022-12-16 13:30:00,-96.84898267831116,
2022-12-16 15:00:00,-69.97312288000106,
2022-12-16 15:30:30,-69.97312288000106,
2022-12-16 23:59:59,-86.93924258303878,e
2022-12-19 00:00:00,-115.09698824807205,
2022-12-19 10:00:00,-149.94145794633863,
2022-12-19 10:30:00,-125.61891642425192,
2022-12-19 12:00:00,-135.32048484900315,
2022-12-19 13:30:00,-139.48903914690615,
2022-12-19 15:00:00,-142.39223134892666,
2022-12-19 15:30:30,-142.39223134892666,
2022-12-19 23:59:59,-150.51014720871336,c
2022-12-20 00:00:00,-164.20879190507398,
2022-12-20 10:00:00,-166.44946596543394,
2022-12-20 10:30:00,-170.3000386717547,
2022-12-20 12:00:00,-177.91325532763804,
2022-12-20 13:30:00,-174.60295930335442,
2022-12-20 15:00:00,-168.4210799130115,
2022-12-20 15:30:30,-168.4210799130115,
2022-12-20 23:59:59,-160.7606102661179,c
2022-12-21 00:00:00,-180.2754059972778,
2022-12-21 10:00:00,-179.64111388933924,
2022-12-21 10:30:00,-175.60937272677512,
2022-12-21 12:00:00,-160.5602400542036,
2022-12-21 13:30:00,-143.36312109532446,
2022-12-21 15:00:00,-158.53799350331352,
2022-12-21 15:30:30,-158.53799350331352,
2022-12-21 23:59:59,-181.3227355853647,c
2022-12-22 00:00:00,-185.36677534449154,
2022-12-22 10:00:00,-174.0625148074179,
2022-12-22 10:30:00,-194.91702925227293,
2022-12-22 12:00:00,-169.14821261084367,
2022-12-22 13:30:00,-171.75980037536283,
2022-12-22 15:00:00,-169.75805070572193,
2022-12-22 15:30:30,-169.75805070572193,
2022-12-22 23:59:59,-195.66012736885315,c
2022-12-23 00:00:00,-188.52795316337978,
2022-12-23 10:00:00,-217.73153750714738,
2022-12-23 10:30:00,-234.05677015085348,
2022-12-23 12:00:00,-224.30811824515678,
2022-12-23 13:30:00,-246.73754036817274,
2022-12-23 15:00:00,-244.21707189832074,
2022-12-23 15:30:30,-244.21707189832074,
2022-12-23 23:59:59,-247.5164313223258,w
2022-12-26 00:00:00,-247.5164313223258,
2022-12-26 10:00:00,-247.5164313223258,
2022-12-26 10:30:00,-247.5164313223258,
2022-12-26 12:00:00,-247.5164313223258,
2022-12-26 13:30:00,-247.5164313223258,
2022-12-26 15:00:00,-247.5164313223258,
2022-12-26 15:30:30,-247.5164313223258,
2022-12-26 23:59:59,-247.5164313223258,c
2022-12-27 00:00:00,-262.1088632916379,
2022-12-27 10:00:00,-254.60783945227195,
2022-12-27 10:30:00,-274.6124640341689,
2022-12-27 12:00:00,-272.0162601971107,
2022-12-27 13:30:00,-272.5464851462447,
2022-12-27 15:00:00,-282.0953567164441,
2022-12-27 15:30:30,-282.0953567164441,
2022-12-27 23:59:59,-271.30430878282635,c
2022-12-28 00:00:00,-268.22092823508297,
2022-12-28 10:00:00,-258.4083856281034,
2022-12-28 10:30:00,-252.11391055131978,
2022-12-28 12:00:00,-251.8394484237567,
2022-12-28 13:30:00,-239.42660845041297,
2022-12-28 15:00:00,-248.94778541389766,
2022-12-28 15:30:30,-248.94778541389766,
2022-12-28 23:59:59,-256.2963628521409,c
2022-12-29 00:00:00,-263.77083351007235,
2022-12-29 10:00:00,-247.78538325289807,
2022-12-29 10:30:00,-265.16135109545786,
2022-12-29 12:00:00,-255.16795487619237,
2022-12-29 13:30:00,-246.39294549615852,
2022-12-29 15:00:00,-250.80250135624047,
2022-12-29 15:30:30,-250.80250135624047,
