date,SPHQ_2022_Q2,meta
2022-06-24 15:30:30,53.4626292627504,
2022-06-24 23:59:59,26.393851076309147,w
2022-06-27 00:00:00,18.750440972522938,
2022-06-27 10:00:00,45.39556436432463,
2022-06-27 10:30:00,51.22652298012031,
2022-06-27 12:00:00,9.474276293482035,
2022-06-27 13:30:00,32.02190880520129,
2022-06-27 15:00:00,28.387503328100138,
2022-06-27 15:30:30,28.387503328100138,
2022-06-27 23:59:59,34.796380019756725,c
2022-06-28 00:00:00,21.97704571440454,
2022-06-28 10:00:00,-0.17009673300481154,
2022-06-28 10:30:00,17.0440606155139,
2022-06-28 12:00:00,71.26243702923125,
2022-06-28 13:30:00,70.4397964558641,
2022-06-28 15:00:00,84.9866276659302,
2022-06-28 15:30:30,84.9866276659302,
2022-06-28 23:59:59,94.57158449999088,c
2022-06-29 00:00:00,110.95187534457136,
2022-06-29 10:00:00,102.69026573198403,
2022-06-29 10:30:00,96.7060312113565,
2022-06-29 12:00:00,97.07271913453451,
2022-06-29 13:30:00,107.55399838347512,
2022-06-29 15:00:00,108.04404057600232,
2022-06-29 15:30:30,108.04404057600232,
2022-06-29 23:59:59,103.05301659476186,c
2022-06-30 00:00:00,141.3422003306291,
2022-06-30 10:00:00,197.34332548401676,
2022-06-30 10:30:00,189.74516603380425,
2022-06-30 12:00:00,137.70565397612677,
2022-06-30 13:30:00,141.10053788911637,
2022-06-30 15:00:00,156.9898945997561,
2022-06-30 15:30:30,156.9898945997561,
2022-06-30 23:59:59,159.28240181265278,c
2022-07-01 00:00:00,192.11361152222912,
2022-07-01 10:00:00,167.98048571537515,
2022-07-01 10:30:00,204.83806564735187,
2022-07-01 12:00:00,192.8787546464971,
2022-07-01 13:30:00,184.3207928784493,
2022-07-01 15:00:00,162.95170865785144,
2022-07-01 15:30:30,162.95170865785144,
2022-07-01 23:59:59,160.89901636747618,w
