date,SPHQ_2022_Q2,meta
2022-05-20 00:00:00,-105.86714676985139,
2022-05-20 10:00:00,-109.02275426375809,
2022-05-20 10:30:00,-115.34143408851969,
2022-05-20 12:00:00,-70.7034204770066,
2022-05-20 13:30:00,-19.740737736406118,
2022-05-20 15:00:00,-33.11321673829252,
2022-05-20 15:30:30,-33.11321673829252,
2022-05-20 23:59:59,-87.78386887578881,w
2022-05-23 00:00:00,-106.73230764255322,
2022-05-23 10:00:00,-142.99463367006683,
2022-05-23 10:30:00,-161.68245605599031,
2022-05-23 12:00:00,-185.06406661789424,
2022-05-23 13:30:00,-165.5731508136646,
2022-05-23 15:00:00,-165.81763791017738,
2022-05-23 15:30:30,-165.81763791017738,
2022-05-23 23:59:59,-169.71732260671752,c
2022-05-24 00:00:00,-131.54824943306676,
2022-05-24 10:00:00,-91.85900534701568,
2022-05-24 10:30:00,-79.04473143579617,
2022-05-24 12:00:00,-82.20061180698895,
2022-05-24 13:30:00,-82.97993323761193,
2022-05-24 15:00:00,-70.01504324663392,
2022-05-24 15:30:30,-70.01504324663392,
2022-05-24 23:59:59,-85.17449831181375,c
2022-05-25 00:00:00,-63.00132518183091,
2022-05-25 10:00:00,-99.65666597244353,
2022-05-25 10:30:00,-116.12770783645328,
2022-05-25 12:00:00,-110.08282333132274,
2022-05-25 13:30:00,-98.18206452810364,
2022-05-25 15:00:00,-132.60600879926642,
2022-05-25 15:30:30,-132.60600879926642,
2022-05-25 23:59:59,-125.29793082559218,c
2022-05-26 00:00:00,-131.3942470751449,
2022-05-26 10:00:00,-155.86009558033084,
2022-05-26 10:30:00,-159.0786663827489,
2022-05-26 12:00:00,-164.17974661950166,
2022-05-26 13:30:00,-179.54177133189523,
2022-05-26 15:00:00,-186.3813829358096,
2022-05-26 15:30:30,-186.3813829358096,
2022-05-26 23:59:59,-184.57448505085677,c
2022-05-27 00:00:00,-221.77091943887717,
2022-05-27 10:00:00,-236.3134375124423,
2022-05-27 10:30:00,-248.54617490346027,
2022-05-27 12:00:00,-245.82344277270022,
2022-05-27 13:30:00,-243.54164655802515,
2022-05-27 15:00:00,-245.82666317083886,
2022-05-27 15:30:30,-245.82666317083886,
2022-05-27 23:59:59,-262.75537749003297,w
2022-05-30 00:00:00,-262.75537749003297,
2022-05-30 10:00:00,-262.75537749003297,
2022-05-30 10:30:00,-262.75537749003297,
2022-05-30 12:00:00,-262.75537749003297,
2022-05-30 13:30:00,-262.75537749003297,
2022-05-30 15:00:00,-262.75537749003297,
2022-05-30 15:30:30,-262.75537749003297,
2022-05-30 23:59:59,-262.75537749003297,c
2022-05-31 00:00:00,-235.04470470372507,
2022-05-31 10:00:00,-249.96773761140184,
2022-05-31 10:30:00,-253.36275335448818,
2022-05-31 12:00:00,-275.9311426480017,
2022-05-31 13:30:00,-265.95271459569267,
2022-05-31 15:00:00,-266.47874434627875,
2022-05-31 15:30:30,-266.47874434627875,s
2022-05-31 23:59:59,-277.9903935326247,c
2022-06-01 00:00:00,-264.5658739221499,
2022-06-01 10:00:00,-273.61122728272903,
2022-06-01 10:30:00,-244.66221791317548,
2022-06-01 12:00:00,-218.53624863584764,
2022-06-01 13:30:00,-225.61634408616192,
2022-06-01 15:00:00,-245.58029087791738,
2022-06-01 15:30:30,-245.58029087791738,
2022-06-01 23:59:59,-225.864871392017,c
2022-06-02 00:00:00,-240.04252669552488,
2022-06-02 10:00:00,-249.5587340354291,
2022-06-02 10:30:00,-219.6629476086864,
2022-06-02 12:00:00,-239.1847983219941,
2022-06-02 13:30:00,-254.71367175224577,
2022-06-02 15:00:00,-238.9037509410732,
2022-06-02 15:30:30,-238.9037509410732,
2022-06-02 23:59:59,-253.3232498543848,c
2022-06-03 00:00:00,-207.4278802405629,
2022-06-03 10:00:00,-223.28323689342778,
2022-06-03 10:30:00,-227.6848022059662,
2022-06-03 12:00:00,-204.25507844916456,
2022-06-03 13:30:00,-222.06213191955567,
2022-06-03 15:00:00,-213.16885954924783,
2022-06-03 15:30:30,-213.16885954924783,
2022-06-03 23:59:59,-211.14937828038455,w
2022-06-06 00:00:00,-242.50026191392317,
2022-06-06 10:00:00,-256.6677871814113,
2022-06-06 10:30:00,-281.9731520881669,
2022-06-06 12:00:00,-270.6329475150528,
2022-06-06 13:30:00,-255.43236678308313,
2022-06-06 15:00:00,-257.4328633531795,
2022-06-06 15:30:30,-257.4328633531795,
2022-06-06 23:59:59,-252.0498822758882,c
2022-06-07 00:00:00,-224.87272797014703,
2022-06-07 10:00:00,-247.19212400823926,
2022-06-07 10:30:00,-253.14502946591074,
2022-06-07 12:00:00,-255.8876241576436,
2022-06-07 13:30:00,-267.5602398055835,
2022-06-07 15:00:00,-273.3858728140408,
2022-06-07 15:30:30,-273.3858728140408,u
2022-06-07 23:59:59,-286.1527166468113,c
2022-06-08 00:00:00,-267.2003243181648,
2022-06-08 10:00:00,-297.6007743236023,
2022-06-08 10:30:00,-292.26966080743523,
2022-06-08 12:00:00,-282.40182642354193,
2022-06-08 13:30:00,-258.39352776653413,
2022-06-08 15:00:00,-252.8124204739156,
2022-06-08 15:30:30,-252.8124204739156,
2022-06-08 23:59:59,-257.9038176090239,c
2022-06-09 00:00:00,-243.04733508662366,
2022-06-09 10:00:00,-217.95523078613905,
2022-06-09 10:30:00,-209.54763520461665,
2022-06-09 12:00:00,-206.44285563391804,
2022-06-09 13:30:00,-194.5475109592312,
2022-06-09 15:00:00,-169.08411393342658,
2022-06-09 15:30:30,-169.08411393342658,
2022-06-09 23:59:59,-149.18392189990573,c
2022-06-10 00:00:00,-85.43542785368209,
2022-06-10 10:00:00,-62.29124454171961,
2022-06-10 10:30:00,-24.970986253999854,
2022-06-10 12:00:00,-12.37254370903156,
2022-06-10 13:30:00,-22.588435470070635,
2022-06-10 15:00:00,-23.30156836360493,
2022-06-10 15:30:30,-23.30156836360493,
2022-06-10 23:59:59,0.0,a
2022-06-13 00:00:00,79.01887251347125,
2022-06-13 10:00:00,81.01017092869529,
2022-06-13 10:30:00,100.00018290677667,
2022-06-13 12:00:00,103.68919590832229,
2022-06-13 13:30:00,122.60261920589005,
2022-06-13 15:00:00,136.62321370816062,
2022-06-13 15:30:30,136.62321370816062,
2022-06-13 23:59:59,141.12445530680657,c
2022-06-14 00:00:00,140.00856698326197,
2022-06-14 10:00:00,123.60765734513075,
2022-06-14 10:30:00,150.9210292311143,
2022-06-14 12:00:00,126.80603128367852,
2022-06-14 13:30:00,134.1659632012936,
2022-06-14 15:00:00,142.33298595667657,
2022-06-14 15:30:30,142.33298595667657,
2022-06-14 23:59:59,134.01244403144256,c
2022-06-15 00:00:00,95.86370856158305,
2022-06-15 10:00:00,112.7974714631016,
2022-06-15 10:30:00,86.37965508777779,
2022-06-15 12:00:00,86.92275219400608,
2022-06-15 13:30:00,89.94794775154242,
2022-06-15 15:00:00,86.11941097330123,
2022-06-15 15:30:30,86.11941097330123,
2022-06-15 23:59:59,75.28738299990528,c
2022-06-16 00:00:00,131.67758825219312,
2022-06-16 10:00:00,197.01708822120236,
2022-06-16 10:30:00,190.59236142019472,
2022-06-16 12:00:00,212.36865978140918,
2022-06-16 13:30:00,211.80378758679353,
2022-06-16 15:00:00,228.8039240168814,
2022-06-16 15:30:30,228.8039240168814,
2022-06-16 23:59:59,209.04132758071728,c
2022-06-17 00:00:00,219.4209061813874,
2022-06-17 10:00:00,190.63448766365036,
2022-06-17 10:30:00,200.83464337020814,
2022-06-17 12:00:00,195.25371889178405,
2022-06-17 13:30:00,154.95315154726677,
2022-06-17 15:00:00,160.15960869763876,
2022-06-17 15:30:30,160.15960869763876,
2022-06-17 23:59:59,155.62324360894377,e
2022-06-20 00:00:00,155.62324360894377,
2022-06-20 10:00:00,155.62324360894377,
2022-06-20 10:30:00,155.62324360894377,
2022-06-20 12:00:00,155.62324360894377,
2022-06-20 13:30:00,155.62324360894377,
2022-06-20 15:00:00,155.62324360894377,
2022-06-20 15:30:30,155.62324360894377,
2022-06-20 23:59:59,155.62324360894377,c
2022-06-21 00:00:00,102.46372740761808,
2022-06-21 10:00:00,89.9933077319588,
2022-06-21 10:30:00,89.7828245317196,
2022-06-21 12:00:00,124.8353468963337,
2022-06-21 13:30:00,127.0715606539618,
2022-06-21 15:00:00,132.36332275172504,
2022-06-21 15:30:30,132.36332275172504,
2022-06-21 23:59:59,136.90771869521018,c
2022-06-22 00:00:00,161.05244564995542,
2022-06-22 10:00:00,149.205400209343,
2022-06-22 10:30:00,118.81426180810035,
2022-06-22 12:00:00,142.71661385753214,
2022-06-22 13:30:00,124.25900466113103,
2022-06-22 15:00:00,124.89342815214172,
2022-06-22 15:30:30,124.89342815214172,
2022-06-22 23:59:59,142.08000631541245,c
2022-06-23 00:00:00,142.86095751445987,
2022-06-23 10:00:00,155.87353130941665,
2022-06-23 10:30:00,170.54883339112575,
2022-06-23 12:00:00,164.86496275981654,
2022-06-23 13:30:00,182.0032594309214,
2022-06-23 15:00:00,167.0991809546049,
2022-06-23 15:30:30,167.0991809546049,
2022-06-23 23:59:59,151.7766361084391,c
2022-06-24 00:00:00,144.3722600824442,
2022-06-24 10:00:00,88.58710140126868,
2022-06-24 10:30:00,63.61754942535481,
2022-06-24 12:00:00,52.58729833192524,
2022-06-24 13:30:00,50.3271916406768,
2022-06-24 15:00:00,53.4626292627504,
