date,AS_TWDP_2022_Q3,meta
2022-08-11 00:00:00,-156.71142945127843,
2022-08-11 01:00:00,-138.92402226724946,
2022-08-11 02:30:00,-138.92402226724946,
2022-08-11 03:00:00,-138.92402226724946,
2022-08-11 18:30:00,-138.92402226724946,
2022-08-11 20:00:00,-138.92402226724946,
2022-08-11 23:00:00,-146.84222595225128,
2022-08-11 23:59:59,-150.60292874721245,c
2022-08-12 00:00:00,-162.20510032620015,
2022-08-12 01:00:00,-167.0041283068555,
2022-08-12 02:30:00,-167.0041283068555,
2022-08-12 03:00:00,-167.0041283068555,
2022-08-12 18:30:00,-167.0041283068555,
2022-08-12 20:00:00,-167.0041283068555,
2022-08-12 23:00:00,-167.0041283068555,
2022-08-12 23:59:59,-178.15010086759926,w
2022-08-15 00:00:00,-187.15121054069243,
2022-08-15 01:00:00,-185.03118823046,
2022-08-15 02:30:00,-185.03118823046,
2022-08-15 03:00:00,-185.03118823046,
2022-08-15 18:30:00,-185.03118823046,
2022-08-15 20:00:00,-185.03118823046,
2022-08-15 23:00:00,-160.82708220350574,
2022-08-15 23:59:59,-159.2155812853029,c
2022-08-16 00:00:00,-157.535690778258,
2022-08-16 01:00:00,-160.3812057199719,
2022-08-16 02:30:00,-160.3812057199719,
2022-08-16 03:00:00,-160.3812057199719,
2022-08-16 18:30:00,-160.3812057199719,
2022-08-16 20:00:00,-160.3812057199719,
2022-08-16 23:00:00,-159.9026795505418,
2022-08-16 23:59:59,-161.17550941878054,c
2022-08-17 00:00:00,-161.4745479706566,
2022-08-17 01:00:00,-148.29181880051655,
2022-08-17 02:30:00,-148.29181880051655,
2022-08-17 03:00:00,-148.29181880051655,
2022-08-17 18:30:00,-148.29181880051655,
2022-08-17 20:00:00,-148.29181880051655,
2022-08-17 23:00:00,-132.11861273789623,
2022-08-17 23:59:59,-126.52195058173267,c
2022-08-18 00:00:00,-127.25440310434456,
2022-08-18 01:00:00,-127.310058273209,
2022-08-18 02:30:00,-127.310058273209,
2022-08-18 03:00:00,-127.310058273209,
2022-08-18 18:30:00,-127.310058273209,
2022-08-18 20:00:00,-127.310058273209,
2022-08-18 23:00:00,-96.44531779974984,
2022-08-18 23:59:59,-94.69628072265459,c
2022-08-19 00:00:00,-102.56106191289975,
2022-08-19 01:00:00,-102.29070434681813,
2022-08-19 02:30:00,-102.29070434681813,
2022-08-19 03:00:00,-102.29070434681813,
2022-08-19 18:30:00,-102.29070434681813,
2022-08-19 20:00:00,-102.29070434681813,
2022-08-19 23:00:00,-102.29070434681813,
2022-08-19 23:59:59,-90.82207837441318,w
2022-08-22 00:00:00,-121.86651591368644,
2022-08-22 01:00:00,-119.28782542549769,
2022-08-22 02:30:00,-119.28782542549769,
2022-08-22 03:00:00,-119.28782542549769,
2022-08-22 18:30:00,-119.28782542549769,
2022-08-22 20:00:00,-119.28782542549769,
2022-08-22 23:00:00,-120.0807935911621,
2022-08-22 23:59:59,-116.34367672313115,c
2022-08-23 00:00:00,-119.5906486523314,
2022-08-23 01:00:00,-130.1090993084052,
2022-08-23 02:30:00,-130.1090993084052,
2022-08-23 03:00:00,-130.1090993084052,
2022-08-23 18:30:00,-130.1090993084052,
2022-08-23 20:00:00,-130.1090993084052,
2022-08-23 23:00:00,-145.30964647892108,
2022-08-23 23:59:59,-140.46150511463625,c
2022-08-24 00:00:00,-134.89110797092565,
2022-08-24 01:00:00,-121.49794617240603,
2022-08-24 02:30:00,-121.49794617240603,
2022-08-24 03:00:00,-121.49794617240603,
2022-08-24 18:30:00,-121.49794617240603,
2022-08-24 20:00:00,-121.49794617240603,
2022-08-24 23:00:00,-125.44489362743548,
2022-08-24 23:59:59,-122.66101353966782,c
2022-08-25 00:00:00,-121.41105074246161,
2022-08-25 01:00:00,-110.59846559628478,
2022-08-25 02:30:00,-110.59846559628478,
2022-08-25 03:00:00,-110.59846559628478,
2022-08-25 18:30:00,-110.59846559628478,
2022-08-25 20:00:00,-110.59846559628478,
2022-08-25 23:00:00,-122.12479935458201,
2022-08-25 23:59:59,-117.09658459708074,c
2022-08-26 00:00:00,-119.71016809783839,
2022-08-26 01:00:00,-126.51025476264682,
2022-08-26 02:30:00,-126.51025476264682,
2022-08-26 03:00:00,-126.51025476264682,
2022-08-26 18:30:00,-126.51025476264682,
2022-08-26 20:00:00,-126.51025476264682,
2022-08-26 23:00:00,-126.51025476264682,
2022-08-26 23:59:59,-111.55447038913276,w
2022-08-29 00:00:00,-83.06049701166175,
2022-08-29 01:00:00,-80.42523412263378,
2022-08-29 02:30:00,-80.42523412263378,
2022-08-29 03:00:00,-80.42523412263378,
2022-08-29 18:30:00,-80.42523412263378,
2022-08-29 20:00:00,-80.42523412263378,
2022-08-29 23:00:00,-65.65536200633602,
2022-08-29 23:59:59,-64.03068274894392,c
2022-08-30 00:00:00,-56.93062097167263,
2022-08-30 01:00:00,-44.03047294814223,
2022-08-30 02:30:00,-44.03047294814223,
2022-08-30 03:00:00,-44.03047294814223,
2022-08-30 18:30:00,-44.03047294814223,
2022-08-30 20:00:00,-44.03047294814223,
2022-08-30 23:00:00,-27.48802993551446,
2022-08-30 23:59:59,-12.247643677931457,c
2022-08-31 00:00:00,-29.311931531038045,
2022-08-31 01:00:00,-23.124773964613752,
2022-08-31 02:30:00,-23.124773964613752,
2022-08-31 03:00:00,-23.124773964613752,
2022-08-31 18:30:00,-23.124773964613752,
2022-08-31 20:00:00,-23.124773964613752,
2022-08-31 23:00:00,-6.5699672001755065,
2022-08-31 23:59:59,-8.052890716931628,c
2022-09-01 00:00:00,-19.03192442717313,
2022-09-01 01:00:00,-20.439107516675357,
2022-09-01 02:30:00,-20.439107516675357,
2022-09-01 03:00:00,-20.439107516675357,
2022-09-01 18:30:00,-20.439107516675357,
2022-09-01 20:00:00,-20.439107516675357,
2022-09-01 23:00:00,1.4421858933435305,
2022-09-01 23:59:59,0.0,a
2022-09-02 00:00:00,0.8397612791841319,
2022-09-02 01:00:00,18.012519861876953,
2022-09-02 02:30:00,18.012519861876953,
2022-09-02 03:00:00,18.012519861876953,
2022-09-02 18:30:00,18.012519861876953,
2022-09-02 20:00:00,18.012519861876953,
2022-09-02 23:00:00,18.012519861876953,
2022-09-02 23:59:59,16.418975092107072,w
2022-09-05 00:00:00,93.82497284245271,
2022-09-05 01:00:00,103.30372431236691,
2022-09-05 02:30:00,103.30372431236691,
2022-09-05 03:00:00,103.30372431236691,
2022-09-05 18:30:00,103.30372431236691,
2022-09-05 20:00:00,103.30372431236691,
2022-09-05 23:00:00,151.21994911962773,
2022-09-05 23:59:59,152.5519295039399,c
2022-09-06 00:00:00,153.5428413220397,
2022-09-06 01:00:00,153.80993776635194,
2022-09-06 02:30:00,153.80993776635194,
2022-09-06 03:00:00,153.80993776635194,
2022-09-06 18:30:00,153.80993776635194,
2022-09-06 20:00:00,153.80993776635194,
2022-09-06 23:00:00,156.39818523129688,
2022-09-06 23:59:59,158.745355793498,c
2022-09-07 00:00:00,147.55366017945835,
2022-09-07 01:00:00,140.93844176710732,
2022-09-07 02:30:00,140.93844176710732,
2022-09-07 03:00:00,140.93844176710732,
2022-09-07 18:30:00,140.93844176710732,
2022-09-07 20:00:00,140.93844176710732,
2022-09-07 23:00:00,130.7314536322217,
2022-09-07 23:59:59,83.55499347856772,c
2022-09-08 00:00:00,84.75355179494191,
2022-09-08 01:00:00,65.64185520456063,
2022-09-08 02:30:00,65.64185520456063,
2022-09-08 03:00:00,65.64185520456063,
2022-09-08 18:30:00,65.64185520456063,
2022-09-08 20:00:00,65.64185520456063,
2022-09-08 23:00:00,65.64185520456063,
2022-09-08 23:59:59,72.99552394219864,c
2022-09-09 00:00:00,72.99552394219864,
2022-09-09 01:00:00,72.99552394219864,
2022-09-09 02:30:00,72.99552394219864,
2022-09-09 03:00:00,72.99552394219864,
2022-09-09 18:30:00,72.99552394219864,
2022-09-09 20:00:00,72.99552394219864,
2022-09-09 23:00:00,72.99552394219864,
2022-09-09 23:59:59,72.99552394219864,w
2022-09-12 00:00:00,91.96326006933545,
2022-09-12 01:00:00,91.88371789351919,
2022-09-12 02:30:00,91.88371789351919,
2022-09-12 03:00:00,91.88371789351919,
2022-09-12 18:30:00,91.88371789351919,
2022-09-12 20:00:00,91.88371789351919,
2022-09-12 23:00:00,78.66714683145625,
2022-09-12 23:59:59,75.31161395307974,c
2022-09-13 00:00:00,81.5884265179455,
2022-09-13 01:00:00,95.88326675312196,
2022-09-13 02:30:00,95.88326675312196,
2022-09-13 03:00:00,95.88326675312196,
2022-09-13 18:30:00,95.88326675312196,
2022-09-13 20:00:00,95.88326675312196,
2022-09-13 23:00:00,144.6854778687626,
2022-09-13 23:59:59,149.14476736301378,c
2022-09-14 00:00:00,124.96048252417499,
2022-09-14 01:00:00,120.3383314409268,
2022-09-14 02:30:00,120.3383314409268,
2022-09-14 03:00:00,120.3383314409268,
2022-09-14 18:30:00,120.3383314409268,
2022-09-14 20:00:00,120.3383314409268,
2022-09-14 23:00:00,117.82674702124186,
2022-09-14 23:59:59,116.67591535998193,c
2022-09-15 00:00:00,126.35317356719115,
2022-09-15 01:00:00,116.72527087560564,
2022-09-15 02:30:00,116.72527087560564,
2022-09-15 03:00:00,116.72527087560564,
2022-09-15 18:30:00,116.72527087560564,
2022-09-15 20:00:00,116.72527087560564,
2022-09-15 23:00:00,181.6952753051876,
2022-09-15 23:59:59,188.42430077792972,c
2022-09-16 00:00:00,177.8221057140657,
2022-09-16 01:00:00,170.8652345107847,
2022-09-16 02:30:00,170.8652345107847,
2022-09-16 03:00:00,170.8652345107847,
2022-09-16 18:30:00,170.8652345107847,
2022-09-16 20:00:00,170.8652345107847,
2022-09-16 23:00:00,170.8652345107847,
2022-09-16 23:59:59,126.9847709746096,w
2022-09-19 00:00:00,163.9071989539122,
2022-09-19 01:00:00,166.2374177195989,
2022-09-19 02:30:00,166.2374177195989,
2022-09-19 03:00:00,166.2374177195989,
2022-09-19 18:30:00,166.2374177195989,
2022-09-19 20:00:00,166.2374177195989,
2022-09-19 23:00:00,182.80335240031087,
2022-09-19 23:59:59,162.09544755140752,c
2022-09-20 00:00:00,161.53499057071684,
2022-09-20 01:00:00,147.59656434321855,
2022-09-20 02:30:00,147.59656434321855,
2022-09-20 03:00:00,147.59656434321855,
2022-09-20 18:30:00,147.59656434321855,
2022-09-20 20:00:00,147.59656434321855,
2022-09-20 23:00:00,128.0727916252961,
2022-09-20 23:59:59,115.62585070343962,c
2022-09-21 00:00:00,124.28797612677384,
2022-09-21 01:00:00,123.49522956079558,
2022-09-21 02:30:00,123.49522956079558,
2022-09-21 03:00:00,123.49522956079558,
2022-09-21 18:30:00,123.49522956079558,
2022-09-21 20:00:00,123.49522956079558,
2022-09-21 23:00:00,127.59777862890753,
2022-09-21 23:59:59,122.98469686536602,c
2022-09-22 00:00:00,111.39230750871688,
2022-09-22 01:00:00,125.49375714366691,
2022-09-22 02:30:00,125.49375714366691,
2022-09-22 03:00:00,125.49375714366691,
2022-09-22 18:30:00,125.49375714366691,
2022-09-22 20:00:00,125.49375714366691,
2022-09-22 23:00:00,115.47771370896274,
2022-09-22 23:59:59,118.51772737195806,e
2022-09-23 00:00:00,103.68338376749526,
2022-09-23 01:00:00,99.85218487859245,
2022-09-23 02:30:00,99.85218487859245,
2022-09-23 03:00:00,99.85218487859245,
2022-09-23 18:30:00,99.85218487859245,
2022-09-23 20:00:00,99.85218487859245,
2022-09-23 23:00:00,99.85218487859245,
2022-09-23 23:59:59,100.17670606289708,w
2022-09-26 00:00:00,107.83084173438834,
2022-09-26 01:00:00,125.86860231440512,
2022-09-26 02:30:00,125.86860231440512,
2022-09-26 03:00:00,125.86860231440512,
2022-09-26 18:30:00,125.86860231440512,
2022-09-26 20:00:00,125.86860231440512,
2022-09-26 23:00:00,103.04686693210216,
2022-09-26 23:59:59,109.9607511058073,c
2022-09-27 00:00:00,107.58767451402355,
2022-09-27 01:00:00,96.64338914510937,
2022-09-27 02:30:00,96.64338914510937,
2022-09-27 03:00:00,96.64338914510937,
2022-09-27 18:30:00,96.64338914510937,
2022-09-27 20:00:00,96.64338914510937,
2022-09-27 23:00:00,94.16048927614217,
2022-09-27 23:59:59,75.51645064080168,c
2022-09-28 00:00:00,83.55873976430406,
2022-09-28 01:00:00,90.45700745184332,
2022-09-28 02:30:00,90.45700745184332,
2022-09-28 03:00:00,90.45700745184332,
2022-09-28 18:30:00,90.45700745184332,
2022-09-28 20:00:00,90.45700745184332,
2022-09-28 23:00:00,61.12610069831195,
2022-09-28 23:59:59,33.86560454478124,c
2022-09-29 00:00:00,31.286333097044224,
2022-09-29 01:00:00,12.407023475016409,
2022-09-29 02:30:00,12.407023475016409,
2022-09-29 03:00:00,12.407023475016409,
2022-09-29 18:30:00,12.407023475016409,
2022-09-29 20:00:00,12.407023475016409,
2022-09-29 23:00:00,10.647163071212503,
2022-09-29 23:59:59,-0.8688587234383087,c
2022-09-30 00:00:00,17.83549521680526,
2022-09-30 01:00:00,24.931117635788944,
2022-09-30 02:30:00,24.931117635788944,
2022-09-30 03:00:00,24.931117635788944,
2022-09-30 18:30:00,24.931117635788944,
2022-09-30 20:00:00,24.931117635788944,
2022-09-30 23:00:00,24.931117635788944,
2022-09-30 23:59:59,24.523414881277265,w
2022-10-03 00:00:00,6.743186827459877,
2022-10-03 01:00:00,11.383245601972304,
2022-10-03 02:30:00,11.383245601972304,
2022-10-03 03:00:00,11.383245601972304,
2022-10-03 18:30:00,11.383245601972304,
2022-10-03 20:00:00,11.383245601972304,
2022-10-03 23:00:00,55.92189907751276,
2022-10-03 23:59:59,52.02917516223035,c
2022-10-04 00:00:00,43.87339979296762,
2022-10-04 01:00:00,43.245548542780334,
2022-10-04 02:30:00,43.245548542780334,
2022-10-04 03:00:00,43.245548542780334,
2022-10-04 18:30:00,43.245548542780334,
2022-10-04 20:00:00,43.245548542780334,
2022-10-04 23:00:00,86.72569741134896,
2022-10-04 23:59:59,90.68838550197403,c
2022-10-05 00:00:00,97.29653196563937,
2022-10-05 01:00:00,99.14616737607673,
2022-10-05 02:30:00,99.14616737607673,
2022-10-05 03:00:00,99.14616737607673,
2022-10-05 18:30:00,99.14616737607673,
2022-10-05 20:00:00,99.14616737607673,
2022-10-05 23:00:00,89.2118906453918,
2022-10-05 23:59:59,95.68545988667242,c
2022-10-06 00:00:00,101.09135518695017,
2022-10-06 01:00:00,84.20029419472019,
2022-10-06 02:30:00,84.20029419472019,
2022-10-06 03:00:00,84.20029419472019,
2022-10-06 18:30:00,84.20029419472019,
2022-10-06 20:00:00,84.20029419472019,
2022-10-06 23:00:00,56.577264510769375,
2022-10-06 23:59:59,59.28895349783462,c
2022-10-07 00:00:00,53.65199495960261,
2022-10-07 01:00:00,58.10119147338951,
2022-10-07 02:30:00,58.10119147338951,
2022-10-07 03:00:00,58.10119147338951,
2022-10-07 18:30:00,58.10119147338951,
2022-10-07 20:00:00,58.10119147338951,
2022-10-07 23:00:00,58.10119147338951,
2022-10-07 23:59:59,47.25644473587733,w
2022-10-10 00:00:00,47.25644473587733,
2022-10-10 01:00:00,47.25644473587733,
2022-10-10 02:30:00,47.25644473587733,
2022-10-10 03:00:00,47.25644473587733,
2022-10-10 18:30:00,47.25644473587733,
2022-10-10 20:00:00,47.25644473587733,
2022-10-10 23:00:00,49.042398900415705,
2022-10-10 23:59:59,49.042398900415705,c
2022-10-11 00:00:00,52.34182598511543,
2022-10-11 01:00:00,53.90957379597442,
2022-10-11 02:30:00,53.90957379597442,
2022-10-11 03:00:00,53.90957379597442,
2022-10-11 18:30:00,53.90957379597442,
2022-10-11 20:00:00,53.90957379597442,
2022-10-11 23:00:00,93.15762596216216,
2022-10-11 23:59:59,102.03598530553633,c
2022-10-12 00:00:00,105.42736179930445,
2022-10-12 01:00:00,101.90905402971131,
2022-10-12 02:30:00,101.90905402971131,
2022-10-12 03:00:00,101.90905402971131,
2022-10-12 18:30:00,101.90905402971131,
