date,MSCI_US_MIG_HEDGED_2021_Q2,meta
2021-04-06 00:00:00,-319.6038563354891,
2021-04-06 10:00:00,-303.7064136049712,
2021-04-06 10:30:00,-284.707326279909,
2021-04-06 12:00:00,-304.84188707629164,
2021-04-06 13:30:00,-303.8086980912684,
2021-04-06 15:00:00,-271.3206523393922,
2021-04-06 15:30:30,-271.3206523393922,
2021-04-06 23:59:59,-268.2767869054744,c
2021-04-07 00:00:00,-249.2963584536672,
2021-04-07 10:00:00,-234.41424072497892,
2021-04-07 10:30:00,-230.25923861393784,
2021-04-07 12:00:00,-231.60776638207454,
2021-04-07 13:30:00,-242.1153340432879,
2021-04-07 15:00:00,-242.4326387422966,
2021-04-07 15:30:30,-242.4326387422966,
2021-04-07 23:59:59,-205.25746191181224,c
2021-04-08 00:00:00,-187.70474621307957,
2021-04-08 10:00:00,-184.6957702855438,
2021-04-08 10:30:00,-165.27037838552815,
2021-04-08 12:00:00,-117.70749731362136,
2021-04-08 13:30:00,-115.7985493426454,
2021-04-08 15:00:00,-119.80029878509288,
2021-04-08 15:30:30,-119.80029878509288,
2021-04-08 23:59:59,-118.78983360360402,c
2021-04-09 00:00:00,-129.99670545409933,
2021-04-09 10:00:00,-98.59342769606582,
2021-04-09 10:30:00,-84.77869980537295,
2021-04-09 12:00:00,-90.947430975944,
2021-04-09 13:30:00,-87.44540459327013,
2021-04-09 15:00:00,-91.22762899305883,
2021-04-09 15:30:30,-91.22762899305883,
2021-04-09 23:59:59,-75.83929829421837,w
2021-04-12 00:00:00,-88.13733119418626,
2021-04-12 10:00:00,-95.94485512502678,
2021-04-12 10:30:00,-100.22766061185979,
2021-04-12 12:00:00,-115.65250308632244,
2021-04-12 13:30:00,-111.4669214471769,
2021-04-12 15:00:00,-109.67907206506484,
2021-04-12 15:30:30,-109.67907206506484,
2021-04-12 23:59:59,-86.9211537844152,c
2021-04-13 00:00:00,-37.090142283158514,
2021-04-13 10:00:00,-56.012742519392845,
2021-04-13 10:30:00,-17.86785100955609,
2021-04-13 12:00:00,21.998649824000836,
2021-04-13 13:30:00,17.53275546621302,
2021-04-13 15:00:00,-3.837219397790534,
2021-04-13 15:30:30,-3.837219397790534,
2021-04-13 23:59:59,2.3699902200407905,c
2021-04-14 00:00:00,0.8249661312088392,
2021-04-14 10:00:00,-0.11339000983099368,
2021-04-14 10:30:00,-19.473797601162687,
2021-04-14 12:00:00,-45.49091928333584,
2021-04-14 13:30:00,-28.38413511503245,
2021-04-14 15:00:00,-40.15442064258244,
2021-04-14 15:30:30,-40.15442064258244,
2021-04-14 23:59:59,-38.728463283293365,c
2021-04-15 00:00:00,-52.19068612870038,
2021-04-15 10:00:00,-31.807494129677707,
2021-04-15 10:30:00,-30.982693370888853,
2021-04-15 12:00:00,-43.384507117771506,
2021-04-15 13:30:00,-37.80421398745443,
2021-04-15 15:00:00,-37.422439957244194,
2021-04-15 15:30:30,-37.422439957244194,
2021-04-15 23:59:59,-13.34401020776454,c
2021-04-16 00:00:00,-14.49996618866652,
2021-04-16 10:00:00,18.23524246037141,
2021-04-16 10:30:00,26.929974093118233,
2021-04-16 12:00:00,45.6606557141248,
2021-04-16 13:30:00,49.994459143949314,
2021-04-16 15:00:00,68.72018692880732,
2021-04-16 15:30:30,68.72018692880732,
2021-04-16 23:59:59,83.91506924931832,w
2021-04-19 00:00:00,72.40111066255167,
2021-04-19 10:00:00,49.05561353864181,
2021-04-19 10:30:00,56.76282834463922,
2021-04-19 12:00:00,64.92010843443762,
2021-04-19 13:30:00,62.44321050646761,
2021-04-19 15:00:00,71.43322653851072,
2021-04-19 15:30:30,71.43322653851072,s
2021-04-19 23:59:59,67.43368111855523,c
2021-04-20 00:00:00,69.71786109630756,
2021-04-20 10:00:00,73.22029380860653,
2021-04-20 10:30:00,72.36329046418132,
2021-04-20 12:00:00,28.202836903409377,
2021-04-20 13:30:00,33.93626646589939,
2021-04-20 15:00:00,29.16921018349609,
2021-04-20 15:30:30,29.16921018349609,
2021-04-20 23:59:59,63.288893885526704,c
2021-04-21 00:00:00,50.756083084263764,
2021-04-21 10:00:00,74.21810040956456,
2021-04-21 10:30:00,91.29288144051623,
2021-04-21 12:00:00,71.25933125510505,
2021-04-21 13:30:00,63.509690555801114,
2021-04-21 15:00:00,45.49300360600023,
2021-04-21 15:30:30,45.49300360600023,
2021-04-21 23:59:59,54.74860208808229,c
2021-04-22 00:00:00,48.01335886931406,
2021-04-22 10:00:00,52.32824617919533,
2021-04-22 10:30:00,50.058289250926805,
2021-04-22 12:00:00,67.15313177413952,
2021-04-22 13:30:00,71.72004262361264,
2021-04-22 15:00:00,76.36153799899245,
2021-04-22 15:30:30,76.36153799899245,
2021-04-22 23:59:59,60.7112231797953,c
2021-04-23 00:00:00,96.22252789645103,
2021-04-23 10:00:00,65.08788898657241,
2021-04-23 10:30:00,51.88221722589668,
2021-04-23 12:00:00,84.44179037919122,
2021-04-23 13:30:00,73.65417646911544,
2021-04-23 15:00:00,84.7682793281976,
2021-04-23 15:30:30,84.7682793281976,
2021-04-23 23:59:59,91.32962172771329,w
2021-04-26 00:00:00,83.93405850274087,
2021-04-26 10:00:00,62.44316905173383,
2021-04-26 10:30:00,47.76818106659141,
2021-04-26 12:00:00,72.56580702067504,
2021-04-26 13:30:00,78.49575570525224,
2021-04-26 15:00:00,66.94032501999686,
2021-04-26 15:30:30,66.94032501999686,
2021-04-26 23:59:59,65.32077259754044,c
2021-04-27 00:00:00,83.38657964096927,
2021-04-27 10:00:00,110.72613357087926,
2021-04-27 10:30:00,110.70784909072171,
2021-04-27 12:00:00,121.08336532848836,
2021-04-27 13:30:00,153.2913988090521,
