date,MSCI_ESG_2020_Q4,meta
2020-10-14 00:00:00,128.71590693225437,
2020-10-14 10:00:00,115.60780072181296,
2020-10-14 10:30:00,112.25161198963849,
2020-10-14 12:00:00,94.43172581393537,
2020-10-14 13:30:00,93.74738900171803,
2020-10-14 15:00:00,106.25303632900238,
2020-10-14 15:30:30,106.25303632900238,
2020-10-14 23:59:59,107.64584768451289,c
2020-10-15 00:00:00,90.67629494008008,
2020-10-15 10:00:00,109.70187699760697,
2020-10-15 10:30:00,94.87037500562144,
2020-10-15 12:00:00,87.94106665090305,
2020-10-15 13:30:00,74.35162325213616,
2020-10-15 15:00:00,77.64707089897502,
2020-10-15 15:30:30,77.64707089897502,
2020-10-15 23:59:59,82.45978830981676,c
2020-10-16 00:00:00,88.36067411754868,
2020-10-16 10:00:00,119.59417696573234,
2020-10-16 10:30:00,121.77398154431057,
2020-10-16 12:00:00,102.72980699693585,
2020-10-16 13:30:00,106.19701137885647,
2020-10-16 15:00:00,114.18139403520718,
2020-10-16 15:30:30,114.18139403520718,
2020-10-16 23:59:59,107.64831162387225,w
2020-10-19 00:00:00,107.15437817655561,
2020-10-19 10:00:00,114.73011259811176,
2020-10-19 10:30:00,120.43262245087203,
2020-10-19 12:00:00,112.43295659615626,
2020-10-19 13:30:00,120.15524355280252,
2020-10-19 15:00:00,107.47030592913711,
2020-10-19 15:30:30,107.47030592913711,
2020-10-19 23:59:59,112.15454400055728,c
2020-10-20 00:00:00,117.51433233528985,
2020-10-20 10:00:00,135.97603071854826,
2020-10-20 10:30:00,132.5592665966734,
2020-10-20 12:00:00,126.2189228525051,
2020-10-20 13:30:00,126.04098405054663,
2020-10-20 15:00:00,115.5673770120062,
2020-10-20 15:30:30,115.5673770120062,
2020-10-20 23:59:59,112.91077123734044,c
2020-10-21 00:00:00,123.51994268741248,
2020-10-21 10:00:00,145.25195184348127,
2020-10-21 10:30:00,133.99519943248401,
2020-10-21 12:00:00,113.30164480857911,
2020-10-21 13:30:00,123.64968711463939,
2020-10-21 15:00:00,130.57208787851573,
2020-10-21 15:30:30,130.57208787851573,
2020-10-21 23:59:59,129.6446585703235,c
2020-10-22 00:00:00,118.38442596188929,
2020-10-22 10:00:00,118.35821717567057,
2020-10-22 10:30:00,107.78261868314655,
2020-10-22 12:00:00,79.76168164135504,
2020-10-22 13:30:00,81.04001252723151,
2020-10-22 15:00:00,75.28992202544941,
2020-10-22 15:30:30,75.28992202544941,
2020-10-22 23:59:59,68.75623507630394,c
2020-10-23 00:00:00,69.8751182786915,
2020-10-23 10:00:00,61.770846246585506,
2020-10-23 10:30:00,69.79811771493814,
2020-10-23 12:00:00,58.95323917742678,
2020-10-23 13:30:00,61.55309381649806,
2020-10-23 15:00:00,60.67037180664249,
2020-10-23 15:30:30,60.67037180664249,
2020-10-23 23:59:59,63.36728226096898,w
2020-10-26 00:00:00,64.75206153754789,
2020-10-26 10:00:00,80.57470627439238,
2020-10-26 10:30:00,65.1171291885986,
2020-10-26 12:00:00,56.631968220432555,
2020-10-26 13:30:00,52.09525435345245,
2020-10-26 15:00:00,55.98535719317499,
2020-10-26 15:30:30,55.98535719317499,
2020-10-26 23:59:59,56.851786122794124,c
2020-10-27 00:00:00,65.07732912298968,
2020-10-27 10:00:00,85.75370308378729,
2020-10-27 10:30:00,70.90767858012771,
2020-10-27 12:00:00,83.5635258806036,
2020-10-27 13:30:00,87.53379976966596,
2020-10-27 15:00:00,87.07510875977198,
