date,FDL_2021_Q2,meta
2021-05-21 00:00:00,-41.848716456176476,
2021-05-21 10:00:00,-49.65280733682465,
2021-05-21 10:30:00,-47.31455286546293,
2021-05-21 12:00:00,-54.0912701154258,
2021-05-21 13:30:00,-53.17998206236362,
2021-05-21 15:00:00,-53.86634180956872,
2021-05-21 15:30:30,-53.86634180956872,
2021-05-21 23:59:59,-49.964439857728735,w
2021-05-24 00:00:00,-55.40902341639594,
2021-05-24 10:00:00,-63.394828057409086,
2021-05-24 10:30:00,-50.66019583158294,
2021-05-24 12:00:00,-53.14236360570004,
2021-05-24 13:30:00,-54.36548675633043,
2021-05-24 15:00:00,-62.044465312536374,
2021-05-24 15:30:30,-62.044465312536374,
2021-05-24 23:59:59,-62.16316487848161,c
2021-05-25 00:00:00,-68.0613487954223,
2021-05-25 10:00:00,-83.96771453189342,
2021-05-25 10:30:00,-83.22602559838472,
2021-05-25 12:00:00,-75.8702025283109,
2021-05-25 13:30:00,-76.75120036639368,
2021-05-25 15:00:00,-58.53533488270401,
2021-05-25 15:30:30,-58.53533488270401,
2021-05-25 23:59:59,-50.442302657025095,c
2021-05-26 00:00:00,-51.3729557673019,
2021-05-26 10:00:00,-47.48692306313018,
2021-05-26 10:30:00,-51.40280787565629,
2021-05-26 12:00:00,-56.98272910758325,
2021-05-26 13:30:00,-61.04308984999312,
2021-05-26 15:00:00,-69.96732569630231,
2021-05-26 15:30:30,-69.96732569630231,
2021-05-26 23:59:59,-68.26969447887276,c
2021-05-27 00:00:00,-89.53486462029272,
2021-05-27 10:00:00,-103.06078548331351,
2021-05-27 10:30:00,-102.57461671287422,
2021-05-27 12:00:00,-98.53447296720438,
2021-05-27 13:30:00,-103.50311218937281,
2021-05-27 15:00:00,-113.11903025067102,
2021-05-27 15:30:30,-113.11903025067102,m
2021-05-27 23:59:59,-115.16176664375743,c
2021-05-28 00:00:00,-110.76290751320687,
2021-05-28 10:00:00,-85.60397653657625,
2021-05-28 10:30:00,-74.26268450924988,
2021-05-28 12:00:00,-87.72924989303044,
2021-05-28 13:30:00,-96.7752988818292,
2021-05-28 15:00:00,-92.54499240163412,
2021-05-28 15:30:30,-92.54499240163412,
2021-05-28 23:59:59,-94.91775008003961,w
2021-05-31 00:00:00,-94.91775008003961,
2021-05-31 10:00:00,-94.91775008003961,
2021-05-31 10:30:00,-94.91775008003961,
2021-05-31 12:00:00,-94.91775008003961,
2021-05-31 13:30:00,-94.91775008003961,
2021-05-31 15:00:00,-94.91775008003961,
2021-05-31 15:30:30,-94.91775008003961,s
2021-05-31 23:59:59,-94.91775008003961,c
2021-06-01 00:00:00,-101.64802730564159,
2021-06-01 10:00:00,-108.09987580006248,
2021-06-01 10:30:00,-111.57849915364136,
2021-06-01 12:00:00,-114.30859746570192,
2021-06-01 13:30:00,-110.88521990025271,
2021-06-01 15:00:00,-115.32846013334924,
2021-06-01 15:30:30,-115.32846013334924,
2021-06-01 23:59:59,-116.09112515211618,c
2021-06-02 00:00:00,-119.36617275285295,
2021-06-02 10:00:00,-98.39656887153038,
2021-06-02 10:30:00,-107.09483016176446,
2021-06-02 12:00:00,-105.75829867353809,
2021-06-02 13:30:00,-92.20652069560725,
2021-06-02 15:00:00,-98.81893267609675,
2021-06-02 15:30:30,-98.81893267609675,
