date,WCLD_2021_Q3,meta
2021-07-30 00:00:00,560.1456827090758,
2021-07-30 10:00:00,559.5817578762686,
2021-07-30 10:30:00,562.0389517544395,
2021-07-30 12:00:00,567.5227152281683,
2021-07-30 13:30:00,582.8543670511341,
2021-07-30 15:00:00,560.5777537682906,
2021-07-30 15:30:30,560.5777537682906,s
2021-07-30 23:59:59,559.2577411633787,w
2021-08-02 00:00:00,550.1969878374314,
2021-08-02 10:00:00,560.0442922357985,
2021-08-02 10:30:00,541.9148571555493,
2021-08-02 12:00:00,560.5056384491102,
2021-08-02 13:30:00,566.9139724254355,
2021-08-02 15:00:00,552.5432323745315,
2021-08-02 15:30:30,552.5432323745315,
2021-08-02 23:59:59,530.8470278943839,c
2021-08-03 00:00:00,517.075636447844,
2021-08-03 10:00:00,468.32215513741454,
2021-08-03 10:30:00,455.2606552706707,
2021-08-03 12:00:00,450.1720732802031,
2021-08-03 13:30:00,423.7626780573069,
2021-08-03 15:00:00,442.29847704367313,
2021-08-03 15:30:30,442.29847704367313,
2021-08-03 23:59:59,449.12978187035,c
2021-08-04 00:00:00,409.9586461974033,
2021-08-04 10:00:00,409.64266690289503,
2021-08-04 10:30:00,393.00777479776093,
2021-08-04 12:00:00,353.7569699810387,
2021-08-04 13:30:00,326.8002832085557,
2021-08-04 15:00:00,326.1404347343445,
2021-08-04 15:30:30,326.1404347343445,
2021-08-04 23:59:59,320.7002924835544,c
2021-08-05 00:00:00,244.94787547962474,
2021-08-05 10:00:00,188.99762906933287,
2021-08-05 10:30:00,221.15040705610076,
2021-08-05 12:00:00,222.33311205114578,
2021-08-05 13:30:00,229.5779784985838,
2021-08-05 15:00:00,211.85124942749803,
2021-08-05 15:30:30,211.85124942749803,
2021-08-05 23:59:59,193.1547551698718,c
2021-08-06 00:00:00,160.180689559727,
2021-08-06 10:00:00,188.58658974964314,
2021-08-06 10:30:00,158.92702897668153,
2021-08-06 12:00:00,142.02676147936526,
2021-08-06 13:30:00,154.03042027226655,
2021-08-06 15:00:00,148.85620863828504,
2021-08-06 15:30:30,148.85620863828504,
2021-08-06 23:59:59,130.320463990114,w
2021-08-09 00:00:00,151.64555949245585,
2021-08-09 10:00:00,152.52869875134834,
2021-08-09 10:30:00,179.62440301637625,
2021-08-09 12:00:00,202.57817532136897,
2021-08-09 13:30:00,208.38977930438105,
2021-08-09 15:00:00,200.060008081904,
2021-08-09 15:30:30,200.060008081904,
2021-08-09 23:59:59,172.56747860671953,c
2021-08-10 00:00:00,135.83969480667312,
2021-08-10 10:00:00,121.9960488634024,
2021-08-10 10:30:00,98.5764744028921,
2021-08-10 12:00:00,134.48159718129187,
2021-08-10 13:30:00,144.57502196408805,
2021-08-10 15:00:00,145.35508795401802,
2021-08-10 15:30:30,145.35508795401802,
2021-08-10 23:59:59,156.82368145256092,c
2021-08-11 00:00:00,153.42599328419536,
2021-08-11 10:00:00,126.2986684737537,
2021-08-11 10:30:00,120.67066041865525,
2021-08-11 12:00:00,122.01483375829187,
2021-08-11 13:30:00,112.44940229627085,
2021-08-11 15:00:00,108.71972237525908,
2021-08-11 15:30:30,108.71972237525908,
2021-08-11 23:59:59,119.1884219109011,c
2021-08-12 00:00:00,105.49036652241067,
2021-08-12 10:00:00,48.03740987415991,
2021-08-12 10:30:00,39.321821506125055,
2021-08-12 12:00:00,34.968517123627414,
2021-08-12 13:30:00,19.624671553726735,
2021-08-12 15:00:00,-0.43816794265150305,
2021-08-12 15:30:30,-0.43816794265150305,
2021-08-12 23:59:59,3.5602943642060914,c
2021-08-13 00:00:00,-4.116926202344027,
2021-08-13 10:00:00,6.358312505898373,
2021-08-13 10:30:00,16.937973005603457,
2021-08-13 12:00:00,23.240942597019227,
2021-08-13 13:30:00,25.655127314139925,
2021-08-13 15:00:00,16.258098578958858,
2021-08-13 15:30:30,16.258098578958858,
2021-08-13 23:59:59,0.0,a
2021-08-16 00:00:00,-10.323451721399657,
2021-08-16 10:00:00,-24.917034927366018,
2021-08-16 10:30:00,-16.366280514868254,
2021-08-16 12:00:00,-15.196910746008571,
2021-08-16 13:30:00,-31.44036347244416,
2021-08-16 15:00:00,-34.17635373088981,
2021-08-16 15:30:30,-34.17635373088981,
2021-08-16 23:59:59,-42.12340500777672,c
2021-08-17 00:00:00,-66.87149255263253,
2021-08-17 10:00:00,-74.4367947052878,
2021-08-17 10:30:00,-88.02533831174865,
2021-08-17 12:00:00,-94.52954331342819,
2021-08-17 13:30:00,-84.26020114221551,
2021-08-17 15:00:00,-91.37011834816032,
2021-08-17 15:30:30,-91.37011834816032,
2021-08-17 23:59:59,-86.15046855767676,c
2021-08-18 00:00:00,-75.24149901520077,
2021-08-18 10:00:00,-98.36106711900604,
2021-08-18 10:30:00,-112.57480676091016,
2021-08-18 12:00:00,-67.73005826130415,
2021-08-18 13:30:00,-49.789453195161315,
2021-08-18 15:00:00,-35.39063016440439,
2021-08-18 15:30:30,-35.39063016440439,
2021-08-18 23:59:59,-37.38050626394096,c
2021-08-19 00:00:00,-35.68393217205911,
2021-08-19 10:00:00,-42.36869824900901,
2021-08-19 10:30:00,-48.239162154890245,
2021-08-19 12:00:00,-38.55389203058864,
2021-08-19 13:30:00,-33.34170349993505,
2021-08-19 15:00:00,-34.41441027844754,
2021-08-19 15:30:30,-34.41441027844754,
2021-08-19 23:59:59,-33.97057850236833,c
2021-08-20 00:00:00,-50.05733511986277,
2021-08-20 10:00:00,-0.46687525668403973,
2021-08-20 10:30:00,-24.515004625088725,
2021-08-20 12:00:00,-23.58973988091429,
2021-08-20 13:30:00,-21.3145746566421,
2021-08-20 15:00:00,-45.45530926879248,
2021-08-20 15:30:30,-45.45530926879248,
2021-08-20 23:59:59,-50.7109515882676,e
2021-08-23 00:00:00,-44.14354228247077,
2021-08-23 10:00:00,-84.75677672049976,
2021-08-23 10:30:00,-97.62760006603038,
2021-08-23 12:00:00,-74.8530668942737,
2021-08-23 13:30:00,-58.81694097130759,
2021-08-23 15:00:00,-45.718719600626635,
2021-08-23 15:30:30,-45.718719600626635,
2021-08-23 23:59:59,-53.962593224727854,c
2021-08-24 00:00:00,-39.58486884315523,
2021-08-24 10:00:00,17.70511682055623,
2021-08-24 10:30:00,25.118496129715062,
2021-08-24 12:00:00,34.0558907755387,
2021-08-24 13:30:00,53.1042263074886,
2021-08-24 15:00:00,62.676480468909915,
2021-08-24 15:30:30,62.676480468909915,
2021-08-24 23:59:59,47.96590332332435,c
2021-08-25 00:00:00,14.925235757758232,
2021-08-25 10:00:00,28.183411718057204,
2021-08-25 10:30:00,39.825437763869814,
2021-08-25 12:00:00,63.3535308642939,
2021-08-25 13:30:00,64.2961501118977,
2021-08-25 15:00:00,53.49226848276216,
2021-08-25 15:30:30,53.49226848276216,
2021-08-25 23:59:59,36.162117717921674,c
2021-08-26 00:00:00,14.604921831902734,
2021-08-26 10:00:00,38.14533341371608,
2021-08-26 10:30:00,35.18421580695137,
2021-08-26 12:00:00,42.7249003295007,
2021-08-26 13:30:00,34.03874638442893,
2021-08-26 15:00:00,31.60222018729402,
2021-08-26 15:30:30,31.60222018729402,
2021-08-26 23:59:59,26.337362054360725,c
2021-08-27 00:00:00,33.667840361233765,
2021-08-27 10:00:00,12.143519276208902,
2021-08-27 10:30:00,36.49101196108124,
2021-08-27 12:00:00,35.60151582645699,
2021-08-27 13:30:00,33.44588661994811,
2021-08-27 15:00:00,21.918391755409004,
2021-08-27 15:30:30,21.918391755409004,
2021-08-27 23:59:59,19.500864860487358,w
2021-08-30 00:00:00,10.889966436161862,
2021-08-30 10:00:00,27.691960116151176,
2021-08-30 10:30:00,22.0499578179472,
2021-08-30 12:00:00,45.13464458487596,
2021-08-30 13:30:00,51.11176905063998,
2021-08-30 15:00:00,52.14686184916625,
2021-08-30 15:30:30,52.14686184916625,
2021-08-30 23:59:59,44.880861871233115,c
2021-08-31 00:00:00,137.46825632820762,
2021-08-31 10:00:00,129.56462059879308,
