date,FTCS_2021_Q2,meta
2021-03-26 00:00:00,56.40671863052124,
2021-03-26 10:00:00,44.002689675061156,
2021-03-26 10:30:00,21.482714328396927,
2021-03-26 12:00:00,29.97038375575079,
2021-03-26 13:30:00,29.13913360925,
2021-03-26 15:00:00,29.956446463366138,
2021-03-26 15:30:30,29.956446463366138,
2021-03-26 23:59:59,22.344456806153225,w
2021-03-29 00:00:00,26.54743314229277,
2021-03-29 10:00:00,29.829764289377884,
2021-03-29 10:30:00,32.01397363729163,
2021-03-29 12:00:00,32.83272489973626,
2021-03-29 13:30:00,30.71770083279113,
2021-03-29 15:00:00,50.50044430163815,
2021-03-29 15:30:30,50.50044430163815,
2021-03-29 23:59:59,46.62710838566827,c
2021-03-30 00:00:00,42.04521257157671,
2021-03-30 10:00:00,32.25767555699728,
2021-03-30 10:30:00,31.817214873443543,
2021-03-30 12:00:00,20.03211913306643,
2021-03-30 13:30:00,23.23370164346869,
2021-03-30 15:00:00,33.587424538112586,
2021-03-30 15:30:30,33.587424538112586,
2021-03-30 23:59:59,30.14851596566552,c
2021-03-31 00:00:00,18.530039875347608,
2021-03-31 10:00:00,13.160477552696118,
2021-03-31 10:30:00,13.31118493339552,
2021-03-31 12:00:00,16.09687460026925,
2021-03-31 13:30:00,11.61879893404209,
2021-03-31 15:00:00,8.240387208914761,
2021-03-31 15:30:30,8.240387208914761,s
2021-03-31 23:59:59,15.735953997661007,c
2021-04-01 00:00:00,7.951251133321384,
2021-04-01 10:00:00,-2.383818369947323,
2021-04-01 10:30:00,3.7816078327692,
2021-04-01 12:00:00,10.946866531498406,
2021-04-01 13:30:00,8.6333010493262,
2021-04-01 15:00:00,-0.14332637478224455,
2021-04-01 15:30:30,-0.14332637478224455,
2021-04-01 23:59:59,-10.228403354428893,c
2021-04-02 00:00:00,-10.228403354428893,
2021-04-02 10:00:00,-10.228403354428893,
2021-04-02 10:30:00,-10.228403354428893,
2021-04-02 12:00:00,-10.228403354428893,
2021-04-02 13:30:00,-10.228403354428893,
2021-04-02 15:00:00,-10.228403354428893,
2021-04-02 15:30:30,-10.228403354428893,
2021-04-02 23:59:59,-10.228403354428893,w
2021-04-05 00:00:00,-18.304326677105372,
2021-04-05 10:00:00,-19.74862409916186,
2021-04-05 10:30:00,-24.412644760936747,
2021-04-05 12:00:00,-29.084416029039733,
2021-04-05 13:30:00,-38.371020037311055,
2021-04-05 15:00:00,-43.36305192339196,
2021-04-05 15:30:30,-43.36305192339196,
2021-04-05 23:59:59,-37.629996291929565,c
2021-04-06 00:00:00,-31.206091747905553,
2021-04-06 10:00:00,-37.14807340816524,
2021-04-06 10:30:00,-29.23427979376817,
2021-04-06 12:00:00,-25.228189881151685,
2021-04-06 13:30:00,-15.213879493191632,
2021-04-06 15:00:00,-27.60987295639241,
2021-04-06 15:30:30,-27.60987295639241,
2021-04-06 23:59:59,-33.29791667576493,c
2021-04-07 00:00:00,-31.498580307752718,
2021-04-07 10:00:00,-28.36268597382752,
2021-04-07 10:30:00,-26.61311781744351,
2021-04-07 12:00:00,-28.174989550744254,
2021-04-07 13:30:00,-33.45751144202188,
2021-04-07 15:00:00,-37.51162825846972,
2021-04-07 15:30:30,-37.51162825846972,
2021-04-07 23:59:59,-28.845417823762205,c
2021-04-08 00:00:00,-47.4206706747238,
2021-04-08 10:00:00,-23.92565507549212,
2021-04-08 10:30:00,-11.99454114822704,
2021-04-08 12:00:00,-21.217437346464088,
2021-04-08 13:30:00,-12.638980780469234,
2021-04-08 15:00:00,-11.959148975603718,
2021-04-08 15:30:30,-11.959148975603718,
2021-04-08 23:59:59,-22.908101261848678,c
2021-04-09 00:00:00,4.822166293284759,
2021-04-09 10:00:00,10.712829783542897,
2021-04-09 10:30:00,9.591218944310887,
2021-04-09 12:00:00,2.14426801523572,
2021-04-09 13:30:00,-0.10384698322088662,
2021-04-09 15:00:00,-2.222101982313597,
2021-04-09 15:30:30,-2.222101982313597,
2021-04-09 23:59:59,0.0,a
2021-04-12 00:00:00,8.290700739404777,
2021-04-12 10:00:00,48.74205768586026,
2021-04-12 10:30:00,39.8154042028568,
2021-04-12 12:00:00,42.20629788103792,
2021-04-12 13:30:00,34.39772848856993,
2021-04-12 15:00:00,42.25916820134595,
2021-04-12 15:30:30,42.25916820134595,
2021-04-12 23:59:59,33.27632387599047,c
2021-04-13 00:00:00,27.912933519473388,
2021-04-13 10:00:00,36.562244408310754,
2021-04-13 10:30:00,35.59932820824304,
2021-04-13 12:00:00,40.85574392068631,
2021-04-13 13:30:00,32.08066895675151,
2021-04-13 15:00:00,35.57287639339573,
2021-04-13 15:30:30,35.57287639339573,
2021-04-13 23:59:59,30.145189647118837,c
2021-04-14 00:00:00,37.103343475031615,
