date,REMX_2022_Q3,meta
2022-08-30 13:30:00,-283.74424369945746,
2022-08-30 15:00:00,-337.0500791926738,
2022-08-30 15:30:30,-337.0500791926738,
2022-08-30 23:59:59,-315.6229199371048,c
2022-08-31 00:00:00,-352.7493590546951,
2022-08-31 10:00:00,-282.1616042014323,
2022-08-31 10:30:00,-294.9066790735126,
2022-08-31 12:00:00,-309.1041181618791,
2022-08-31 13:30:00,-222.51998389180153,
2022-08-31 15:00:00,-202.83885236544825,
2022-08-31 15:30:30,-202.83885236544825,s
2022-08-31 23:59:59,-149.22658989448382,c
2022-09-01 00:00:00,-126.77055053717163,
2022-09-01 10:00:00,-247.40467933939658,
2022-09-01 10:30:00,-300.9643338629919,
2022-09-01 12:00:00,-261.64917414977003,
2022-09-01 13:30:00,-402.413068408619,
2022-09-01 15:00:00,-421.37720650825645,
2022-09-01 15:30:30,-421.37720650825645,
2022-09-01 23:59:59,-433.7051082259543,c
2022-09-02 00:00:00,-507.3043905841214,
2022-09-02 10:00:00,-341.96311735535164,
2022-09-02 10:30:00,-202.57740340815826,
2022-09-02 12:00:00,-285.84436018788824,
2022-09-02 13:30:00,-282.92067443406927,
2022-09-02 15:00:00,-265.18591159871244,
2022-09-02 15:30:30,-265.18591159871244,
2022-09-02 23:59:59,-183.78769890348144,w
2022-09-05 00:00:00,-183.78769890348144,
2022-09-05 10:00:00,-183.78769890348144,
2022-09-05 10:30:00,-183.78769890348144,
2022-09-05 12:00:00,-183.78769890348144,
2022-09-05 13:30:00,-183.78769890348144,
2022-09-05 15:00:00,-183.78769890348144,
2022-09-05 15:30:30,-183.78769890348144,
2022-09-05 23:59:59,-183.78769890348144,c
2022-09-06 00:00:00,-90.99891439868884,
2022-09-06 10:00:00,-17.949664547403245,
2022-09-06 10:30:00,-57.16502831361208,
2022-09-06 12:00:00,-60.77325569230493,
2022-09-06 13:30:00,-149.03952522742975,
2022-09-06 15:00:00,-91.92472244658711,
2022-09-06 15:30:30,-91.92472244658711,
2022-09-06 23:59:59,-81.8900239820648,c
2022-09-07 00:00:00,-47.39306774286206,
2022-09-07 10:00:00,-70.11607781965495,
2022-09-07 10:30:00,-64.9668744343237,
2022-09-07 12:00:00,-59.3922301630198,
2022-09-07 13:30:00,-61.624964481472716,
2022-09-07 15:00:00,-68.09331769311893,
2022-09-07 15:30:30,-68.09331769311893,
2022-09-07 23:59:59,-89.80079581356927,c
2022-09-08 00:00:00,39.21134436270472,
2022-09-08 10:00:00,88.35516410662467,
2022-09-08 10:30:00,33.15150164260103,
2022-09-08 12:00:00,-0.8944500854452144,
2022-09-08 13:30:00,37.893249958482556,
2022-09-08 15:00:00,66.43156759433668,
2022-09-08 15:30:30,66.43156759433668,
2022-09-08 23:59:59,21.840312521010446,c
2022-09-09 00:00:00,38.98563253410407,
2022-09-09 10:00:00,-111.72947436107097,
2022-09-09 10:30:00,-180.79133907200253,
2022-09-09 12:00:00,-170.47213995010702,
2022-09-09 13:30:00,-73.53733326356996,
2022-09-09 15:00:00,-7.037252607226719,
2022-09-09 15:30:30,-7.037252607226719,
2022-09-09 23:59:59,0.0,a
2022-09-12 00:00:00,71.86829914093778,
2022-09-12 10:00:00,587.9531709488901,
2022-09-12 10:30:00,704.6150347949997,
2022-09-12 12:00:00,707.2683480618666,
2022-09-12 13:30:00,684.1986458478514,
2022-09-12 15:00:00,570.0009822603365,
2022-09-12 15:30:30,570.0009822603365,
2022-09-12 23:59:59,595.6164894843732,c
2022-09-13 00:00:00,637.3441055239873,
2022-09-13 10:00:00,901.3803407334494,
2022-09-13 10:30:00,793.7926040381676,
2022-09-13 12:00:00,681.1935256794668,
2022-09-13 13:30:00,615.6537622783849,
2022-09-13 15:00:00,630.9454238070116,
2022-09-13 15:30:30,630.9454238070116,
2022-09-13 23:59:59,619.1002372912249,c
2022-09-14 00:00:00,732.5299686319345,
2022-09-14 10:00:00,1021.6344663247542,
2022-09-14 10:30:00,977.7276291183025,
2022-09-14 12:00:00,856.4654309709454,
2022-09-14 13:30:00,933.3914776416077,
2022-09-14 15:00:00,973.3337291101748,
2022-09-14 15:30:30,973.3337291101748,
2022-09-14 23:59:59,941.9466558603226,c
2022-09-15 00:00:00,991.5573308172634,
2022-09-15 10:00:00,1018.2242318592821,
2022-09-15 10:30:00,810.2150567789172,
2022-09-15 12:00:00,702.243835862485,
2022-09-15 13:30:00,668.0085720379861,
2022-09-15 15:00:00,606.0744669154697,
2022-09-15 15:30:30,606.0744669154697,
2022-09-15 23:59:59,701.0495414571296,c
2022-09-16 00:00:00,633.4446759701641,
2022-09-16 10:00:00,793.6549431426015,
2022-09-16 10:30:00,634.4804299457905,
2022-09-16 12:00:00,611.404412240157,
2022-09-16 13:30:00,715.6292158702154,
2022-09-16 15:00:00,622.2640902638145,
2022-09-16 15:30:30,622.2640902638145,
2022-09-16 23:59:59,443.7290124632864,e
2022-09-19 00:00:00,480.56460872366006,
2022-09-19 10:00:00,719.0829795786881,
2022-09-19 10:30:00,699.1009260523865,
2022-09-19 12:00:00,742.3417470436971,
2022-09-19 13:30:00,720.2124525750546,
2022-09-19 15:00:00,694.0735930251562,
2022-09-19 15:30:30,694.0735930251562,
2022-09-19 23:59:59,733.6964444506821,c
2022-09-20 00:00:00,755.8601474637753,
2022-09-20 10:00:00,628.5350293468491,
2022-09-20 10:30:00,709.4827183302355,
2022-09-20 12:00:00,649.9703057901856,
2022-09-20 13:30:00,669.0028660010448,
2022-09-20 15:00:00,653.7397279594511,
2022-09-20 15:30:30,653.7397279594511,
2022-09-20 23:59:59,642.5054958610235,c
2022-09-21 00:00:00,711.9633922207404,
2022-09-21 10:00:00,692.1755212113835,
2022-09-21 10:30:00,876.5933464982222,
2022-09-21 12:00:00,952.4893829352718,
2022-09-21 13:30:00,1006.4190526692887,
2022-09-21 15:00:00,1106.818583387087,
2022-09-21 15:30:30,1106.818583387087,
2022-09-21 23:59:59,935.7035050741579,c
2022-09-22 00:00:00,913.7543214354259,
2022-09-22 10:00:00,898.816999788125,
2022-09-22 10:30:00,887.2470411234794,
2022-09-22 12:00:00,838.1898623352317,
2022-09-22 13:30:00,846.4067649918807,
2022-09-22 15:00:00,856.7342317742159,
2022-09-22 15:30:30,856.7342317742159,
2022-09-22 23:59:59,883.6805751743996,c
2022-09-23 00:00:00,908.5506272152502,
2022-09-23 10:00:00,608.2624857384703,
2022-09-23 10:30:00,699.0130653286224,
2022-09-23 12:00:00,657.4690495761456,
2022-09-23 13:30:00,683.1386293781293,
2022-09-23 15:00:00,515.8920047552047,
2022-09-23 15:30:30,515.8920047552047,
2022-09-23 23:59:59,662.9866586419839,w
2022-09-26 00:00:00,593.7801238231318,
2022-09-26 10:00:00,667.4430657499402,
2022-09-26 10:30:00,792.8407376627852,
2022-09-26 12:00:00,622.9666893340541,
2022-09-26 13:30:00,524.8348532764803,
2022-09-26 15:00:00,615.4065343164821,
2022-09-26 15:30:30,615.4065343164821,
2022-09-26 23:59:59,569.936823080352,c
2022-09-27 00:00:00,671.9272092457027,
2022-09-27 10:00:00,655.2013335464135,
2022-09-27 10:30:00,646.8492513136157,
2022-09-27 12:00:00,676.7383027295873,
2022-09-27 13:30:00,612.5785884055067,
2022-09-27 15:00:00,687.3594430037974,
2022-09-27 15:30:30,687.3594430037974,
2022-09-27 23:59:59,678.6923158828636,c
2022-09-28 00:00:00,754.5524927401098,
2022-09-28 10:00:00,684.2671721396614,
2022-09-28 10:30:00,658.8773229436915,
2022-09-28 12:00:00,664.5469493257492,
2022-09-28 13:30:00,683.917801249781,
2022-09-28 15:00:00,807.0197815482065,
2022-09-28 15:30:30,807.0197815482065,
2022-09-28 23:59:59,869.9986803742586,c
2022-09-29 00:00:00,950.8253534624241,
2022-09-29 10:00:00,746.9810409965553,
2022-09-29 10:30:00,606.8186390405326,
2022-09-29 12:00:00,721.8618800557629,
2022-09-29 13:30:00,659.4104545270252,
2022-09-29 15:00:00,749.7425715476961,
2022-09-29 15:30:30,749.7425715476961,
2022-09-29 23:59:59,856.6396673351451,c
2022-09-30 00:00:00,873.0233522793492,
2022-09-30 10:00:00,849.4374592294221,
2022-09-30 10:30:00,798.3342045449936,
2022-09-30 12:00:00,1049.5730928985458,
2022-09-30 13:30:00,1086.1607886830125,
2022-09-30 15:00:00,1116.7573304139287,
2022-09-30 15:30:30,1116.7573304139287,
2022-09-30 23:59:59,1090.8800901403179,w
