date,FTSE_EM_ADR_2023_Q1,meta
2023-01-06 00:00:00,-81.9864157276794,
2023-01-06 10:00:00,-102.25912912989844,
2023-01-06 10:30:00,-117.8524704400877,
2023-01-06 12:00:00,-139.26288368772094,
2023-01-06 13:30:00,-124.39710921779937,
2023-01-06 15:00:00,-144.98572942283533,
2023-01-06 15:30:30,-144.98572942283533,
2023-01-06 23:59:59,-169.00941324876385,w
2023-01-09 00:00:00,-75.22037130533221,
2023-01-09 10:00:00,-201.5858119176806,
2023-01-09 10:30:00,-176.12339549557413,
2023-01-09 12:00:00,-175.65741470120258,
2023-01-09 13:30:00,-164.7946234537552,
2023-01-09 15:00:00,-184.28594579522985,
2023-01-09 15:30:30,-184.28594579522985,
2023-01-09 23:59:59,-187.28831718005029,c
2023-01-10 00:00:00,-151.11927289934368,
2023-01-10 10:00:00,-250.67344536105588,
2023-01-10 10:30:00,-280.90262764404605,
2023-01-10 12:00:00,-284.17226937217094,
2023-01-10 13:30:00,-251.11832319017032,
2023-01-10 15:00:00,-240.2797532309651,
2023-01-10 15:30:30,-240.2797532309651,
2023-01-10 23:59:59,-262.57961727709807,c
2023-01-11 00:00:00,-301.2052241006145,
2023-01-11 10:00:00,-263.6404023551675,
2023-01-11 10:30:00,-282.9528323584252,
2023-01-11 12:00:00,-291.11327409484363,
2023-01-11 13:30:00,-285.86560856880754,
2023-01-11 15:00:00,-305.2286433078165,
2023-01-11 15:30:30,-305.2286433078165,
2023-01-11 23:59:59,-311.07669588838417,c
2023-01-12 00:00:00,-301.099190523114,
2023-01-12 10:00:00,-319.09177190527174,
2023-01-12 10:30:00,-343.87654643988157,
2023-01-12 12:00:00,-305.12438651920684,
2023-01-12 13:30:00,-245.61311267310222,
2023-01-12 15:00:00,-250.41514160476444,
2023-01-12 15:30:30,-250.41514160476444,
2023-01-12 23:59:59,-278.8091640987784,c
2023-01-13 00:00:00,-283.62583814132745,
2023-01-13 10:00:00,-122.83831282390571,
2023-01-13 10:30:00,-135.11588296334486,
2023-01-13 12:00:00,-166.1375915302574,
2023-01-13 13:30:00,-191.9473849260259,
2023-01-13 15:00:00,-195.57585177620987,
2023-01-13 15:30:30,-195.57585177620987,
2023-01-13 23:59:59,-186.9938092130418,w
2023-01-16 00:00:00,-186.9938092130418,
2023-01-16 10:00:00,-186.9938092130418,
2023-01-16 10:30:00,-186.9938092130418,
2023-01-16 12:00:00,-186.9938092130418,
2023-01-16 13:30:00,-186.9938092130418,
2023-01-16 15:00:00,-186.9938092130418,
2023-01-16 15:30:30,-186.9938092130418,
2023-01-16 23:59:59,-186.9938092130418,c
2023-01-17 00:00:00,-310.7644493481453,
2023-01-17 10:00:00,-373.77821321274797,
2023-01-17 10:30:00,-345.6839291114473,
2023-01-17 12:00:00,-343.0351630901741,
2023-01-17 13:30:00,-363.26764649231484,
2023-01-17 15:00:00,-373.238870120595,
2023-01-17 15:30:30,-373.238870120595,
2023-01-17 23:59:59,-335.98706565193066,c
2023-01-18 00:00:00,-303.66943563823054,
2023-01-18 10:00:00,-432.1744513606941,
2023-01-18 10:30:00,-503.41152807599815,
2023-01-18 12:00:00,-515.8901994368099,
2023-01-18 13:30:00,-488.68375771691217,
2023-01-18 15:00:00,-482.0352448555695,
2023-01-18 15:30:30,-482.0352448555695,
2023-01-18 23:59:59,-508.7412870868977,c
2023-01-19 00:00:00,-462.6990097175374,
2023-01-19 10:00:00,-471.1574304386359,
2023-01-19 10:30:00,-506.5659034185074,
2023-01-19 12:00:00,-495.1071517041627,
2023-01-19 13:30:00,-507.9575731383528,
2023-01-19 15:00:00,-514.3488428444247,
2023-01-19 15:30:30,-514.3488428444247,
2023-01-19 23:59:59,-551.026403794084,c
2023-01-20 00:00:00,-510.071771115937,
2023-01-20 10:00:00,-528.4660350669179,
2023-01-20 10:30:00,-501.6512295767696,
2023-01-20 12:00:00,-487.02127056981715,
2023-01-20 13:30:00,-505.1730701531548,
2023-01-20 15:00:00,-515.8859882009499,
2023-01-20 15:30:30,-515.8859882009499,
2023-01-20 23:59:59,-520.4538598339047,w
2023-01-23 00:00:00,-522.3124983790876,
2023-01-23 10:00:00,-477.5101064898407,
2023-01-23 10:30:00,-410.28545584320455,
2023-01-23 12:00:00,-448.31365008398745,
2023-01-23 13:30:00,-461.21505404541375,
2023-01-23 15:00:00,-456.2661250959354,
2023-01-23 15:30:30,-456.2661250959354,
2023-01-23 23:59:59,-448.5539330937407,c
2023-01-24 00:00:00,-452.83596647507636,
2023-01-24 10:00:00,-438.0122446514837,
2023-01-24 10:30:00,-447.50801770393275,
2023-01-24 12:00:00,-409.98519131836304,
2023-01-24 13:30:00,-429.51556017316386,
2023-01-24 15:00:00,-406.57711826220725,
2023-01-24 15:30:30,-406.57711826220725,
2023-01-24 23:59:59,-412.1523355807635,c
2023-01-25 00:00:00,-434.0045079146205,
2023-01-25 10:00:00,-469.6699316696697,
2023-01-25 10:30:00,-486.0943879937222,
2023-01-25 12:00:00,-454.34802276553614,
2023-01-25 13:30:00,-427.00152246976484,
2023-01-25 15:00:00,-404.12041357853576,
2023-01-25 15:30:30,-404.12041357853576,
2023-01-25 23:59:59,-422.6982710142834,c
2023-01-26 00:00:00,-356.55162016934815,
2023-01-26 10:00:00,-262.8182558665403,
2023-01-26 10:30:00,-223.64057501631018,
2023-01-26 12:00:00,-150.81462907604623,
2023-01-26 13:30:00,-114.07549427038856,
2023-01-26 15:00:00,-110.55966358807609,
2023-01-26 15:30:30,-110.55966358807609,
2023-01-26 23:59:59,-92.01960303039357,c
2023-01-27 00:00:00,-88.73515762537352,
2023-01-27 10:00:00,-90.02971427354356,
2023-01-27 10:30:00,-96.83059296152601,
2023-01-27 12:00:00,-91.41605478178894,
2023-01-27 13:30:00,-99.86667543447174,
2023-01-27 15:00:00,-84.80001940642461,
2023-01-27 15:30:30,-84.80001940642461,
2023-01-27 23:59:59,-111.61408609137732,w
2023-01-30 00:00:00,-191.71157727488253,
2023-01-30 10:00:00,-250.1625956229087,
