date,MSCI_US_SC_AD_HEDGED_2021_Q4,meta
2021-10-07 00:00:00,141.85939597446486,
2021-10-07 10:00:00,115.20258509130963,
2021-10-07 10:30:00,95.06675035570515,
2021-10-07 12:00:00,84.32885391064883,
2021-10-07 13:30:00,81.65670742276325,
2021-10-07 15:00:00,104.06948174954596,
2021-10-07 15:30:30,104.06948174954596,
2021-10-07 23:59:59,110.84584927419291,c
2021-10-08 00:00:00,87.51784757482255,
2021-10-08 10:00:00,111.8079357812403,
2021-10-08 10:30:00,107.63408262165103,
2021-10-08 12:00:00,117.13896854013274,
2021-10-08 13:30:00,128.47433763158188,
2021-10-08 15:00:00,113.29372258957846,
2021-10-08 15:30:30,113.29372258957846,
2021-10-08 23:59:59,116.24232950814803,w
2021-10-11 00:00:00,118.23599580601058,
2021-10-11 10:00:00,81.61807216149919,
2021-10-11 10:30:00,59.887984162147404,
2021-10-11 12:00:00,58.23821171385589,
2021-10-11 13:30:00,99.11195035380933,
2021-10-11 15:00:00,82.49223056872233,
2021-10-11 15:30:30,82.49223056872233,
2021-10-11 23:59:59,117.07575528815414,c
2021-10-12 00:00:00,104.02292089024922,
2021-10-12 10:00:00,80.29956584702086,
2021-10-12 10:30:00,81.5068904363161,
2021-10-12 12:00:00,76.78870815674327,
2021-10-12 13:30:00,79.4461952237325,
2021-10-12 15:00:00,60.02764534864218,
2021-10-12 15:30:30,60.02764534864218,
2021-10-12 23:59:59,80.312503763942,c
2021-10-13 00:00:00,82.34741571589893,
2021-10-13 10:00:00,86.74352288795762,
2021-10-13 10:30:00,91.80134506906688,
2021-10-13 12:00:00,93.33392435596124,
2021-10-13 13:30:00,88.78374981947036,
2021-10-13 15:00:00,91.29050340325557,
2021-10-13 15:30:30,91.29050340325557,
2021-10-13 23:59:59,82.95286195878998,c
2021-10-14 00:00:00,41.539551638557896,
2021-10-14 10:00:00,13.898462670494155,
2021-10-14 10:30:00,11.264625571405304,
2021-10-14 12:00:00,5.723567236047529,
2021-10-14 13:30:00,17.94685367191687,
2021-10-14 15:00:00,5.612530106074701,
2021-10-14 15:30:30,5.612530106074701,
2021-10-14 23:59:59,7.032370348636505,c
2021-10-15 00:00:00,-33.23119323481387,
2021-10-15 10:00:00,-38.82400756730567,
2021-10-15 10:30:00,-18.718042111159775,
2021-10-15 12:00:00,-22.22073365333563,
2021-10-15 13:30:00,-8.576530610755071,
2021-10-15 15:00:00,-21.63391970032717,
2021-10-15 15:30:30,-21.63391970032717,
2021-10-15 23:59:59,4.797047322601429,w
2021-10-18 00:00:00,32.41621458198915,
2021-10-18 10:00:00,11.18325319966516,
2021-10-18 10:30:00,-3.3881569411196324,
2021-10-18 12:00:00,2.1045141539161705,
2021-10-18 13:30:00,6.525811716726821,
2021-10-18 15:00:00,10.463235892006196,
2021-10-18 15:30:30,10.463235892006196,s
2021-10-18 23:59:59,6.410794077317405,c
2021-10-19 00:00:00,-11.518950934380882,
2021-10-19 10:00:00,-11.379638575026547,
2021-10-19 10:30:00,-17.483111568341883,
2021-10-19 12:00:00,-39.49297886798831,
2021-10-19 13:30:00,-29.29308151315854,
2021-10-19 15:00:00,-7.324037545599822,
2021-10-19 15:30:30,-7.324037545599822,
2021-10-19 23:59:59,-3.170381695834294,c
2021-10-20 00:00:00,1.6852742870114525,
2021-10-20 10:00:00,8.910428881116786,
2021-10-20 10:30:00,-0.8894055270793615,
2021-10-20 12:00:00,2.891404170979513,
2021-10-20 13:30:00,19.184171174997573,
2021-10-20 15:00:00,21.25874751509764,
2021-10-20 15:30:30,21.25874751509764,
2021-10-20 23:59:59,18.499448695310093,c
2021-10-21 00:00:00,18.329220358951716,
2021-10-21 10:00:00,-9.096386614885887,
2021-10-21 10:30:00,-10.08923648022028,
2021-10-21 12:00:00,6.538383306541618,
2021-10-21 13:30:00,0.015343152130299131,
2021-10-21 15:00:00,7.807483319971652,
2021-10-21 15:30:30,7.807483319971652,
2021-10-21 23:59:59,4.772211515976778,c
2021-10-22 00:00:00,3.79183751862638,
2021-10-22 10:00:00,13.199053628907677,
2021-10-22 10:30:00,2.70532955957151,
2021-10-22 12:00:00,40.06860929096547,
2021-10-22 13:30:00,23.34884661985143,
2021-10-22 15:00:00,22.172491275289758,
2021-10-22 15:30:30,22.172491275289758,
2021-10-22 23:59:59,19.953021761793025,w
2021-10-25 00:00:00,4.737441533085075,
2021-10-25 10:00:00,-9.803987110437447,
2021-10-25 10:30:00,-26.525521179513817,
2021-10-25 12:00:00,-18.261496746870762,
2021-10-25 13:30:00,-27.740781546703147,
2021-10-25 15:00:00,-38.94062936120463,
2021-10-25 15:30:30,-38.94062936120463,
2021-10-25 23:59:59,-29.547519736172035,c
2021-10-26 00:00:00,-40.41918230348074,
2021-10-26 10:00:00,-21.63511711697629,
2021-10-26 10:30:00,-42.73943938405591,
2021-10-26 12:00:00,-29.561746335300086,
2021-10-26 13:30:00,7.117251310363827,
2021-10-26 15:00:00,-13.137005801046143,
2021-10-26 15:30:30,-13.137005801046143,
2021-10-26 23:59:59,7.54991213649555,c
2021-10-27 00:00:00,32.65090413719281,
2021-10-27 10:00:00,29.80078502673223,
2021-10-27 10:30:00,59.07558529100697,
2021-10-27 12:00:00,65.59777757790107,
2021-10-27 13:30:00,64.68506874974901,
2021-10-27 15:00:00,72.2885956882983,
2021-10-27 15:30:30,72.2885956882983,
2021-10-27 23:59:59,110.09612496146838,c
2021-10-28 00:00:00,96.29502603123456,
2021-10-28 10:00:00,60.86409928303965,
2021-10-28 10:30:00,44.88726583854168,
2021-10-28 12:00:00,55.14838214318843,
2021-10-28 13:30:00,42.72862055090445,
2021-10-28 15:00:00,41.01673418313385,
2021-10-28 15:30:30,41.01673418313385,
2021-10-28 23:59:59,27.71155739542155,c
2021-10-29 00:00:00,17.364640148307444,
2021-10-29 10:00:00,14.3173467392171,
2021-10-29 10:30:00,37.42481324315031,
2021-10-29 12:00:00,38.549446730466116,
2021-10-29 13:30:00,48.5613999588104,
2021-10-29 15:00:00,53.09532816223418,
2021-10-29 15:30:30,53.09532816223418,
2021-10-29 23:59:59,50.51944453860688,w
2021-11-01 00:00:00,40.097893774768636,
2021-11-01 10:00:00,-6.537137102402085,
2021-11-01 10:30:00,-38.2182141425983,
2021-11-01 12:00:00,-55.86166025795683,
2021-11-01 13:30:00,-67.56282048148842,
2021-11-01 15:00:00,-65.8980713373694,
2021-11-01 15:30:30,-65.8980713373694,
2021-11-01 23:59:59,-92.17548507070387,c
2021-11-02 00:00:00,-95.68290633981997,
2021-11-02 10:00:00,-90.43233786342262,
2021-11-02 10:30:00,-91.75506407946159,
2021-11-02 12:00:00,-66.88998882518081,
2021-11-02 13:30:00,-71.62555917679038,
2021-11-02 15:00:00,-89.22350634090708,
2021-11-02 15:30:30,-89.22350634090708,
2021-11-02 23:59:59,-98.11120265341833,c
2021-11-03 00:00:00,-94.56423673533845,
2021-11-03 10:00:00,-93.60337611160867,
2021-11-03 10:30:00,-123.25784277947696,
2021-11-03 12:00:00,-134.22445198872447,
2021-11-03 13:30:00,-133.01227067783293,
2021-11-03 15:00:00,-183.86385554718345,
2021-11-03 15:30:30,-183.86385554718345,
2021-11-03 23:59:59,-169.4320601482832,c
2021-11-04 00:00:00,-155.47189964371682,
2021-11-04 10:00:00,-165.91629561567152,
2021-11-04 10:30:00,-164.29487602351492,
2021-11-04 12:00:00,-131.6651617116877,
2021-11-04 13:30:00,-117.07458904128634,
2021-11-04 15:00:00,-109.16126497099867,
2021-11-04 15:30:30,-109.16126497099867,
2021-11-04 23:59:59,-123.17797814285404,c
2021-11-05 00:00:00,-161.2671175019368,
2021-11-05 10:00:00,-197.58384942159955,
2021-11-05 10:30:00,-178.64573423576712,
2021-11-05 12:00:00,-200.61640031593288,
2021-11-05 13:30:00,-151.21774677247322,
2021-11-05 15:00:00,-175.309262931969,
2021-11-05 15:30:30,-175.309262931969,
2021-11-05 23:59:59,-185.72093897571176,w
2021-11-08 00:00:00,-172.60108037437567,
2021-11-08 10:00:00,-192.63593074396977,
2021-11-08 10:30:00,-185.25553228267472,
2021-11-08 12:00:00,-173.95812081394251,
2021-11-08 13:30:00,-147.69667251380906,
2021-11-08 15:00:00,-146.01456681425134,
2021-11-08 15:30:30,-146.01456681425134,
2021-11-08 23:59:59,-140.56469996029045,c
2021-11-09 00:00:00,-100.73314707110694,
2021-11-09 10:00:00,-89.56748937676548,
2021-11-09 10:30:00,-96.34833573606375,
2021-11-09 12:00:00,-91.63519320853084,
2021-11-09 13:30:00,-102.88236781187243,
2021-11-09 15:00:00,-101.50270398020712,
2021-11-09 15:30:30,-101.50270398020712,
2021-11-09 23:59:59,-91.74867770613582,c
2021-11-10 00:00:00,-61.28442701040876,
2021-11-10 10:00:00,-113.81293555753382,
2021-11-10 10:30:00,-86.16725532953569,
2021-11-10 12:00:00,-76.5220624474241,
2021-11-10 13:30:00,-41.56054961641985,
2021-11-10 15:00:00,-1.6366960365930936,
2021-11-10 15:30:30,-1.6366960365930936,
2021-11-10 23:59:59,-11.34766565926111,c
2021-11-11 00:00:00,-23.649260155140837,
2021-11-11 10:00:00,-34.60114919048374,
2021-11-11 10:30:00,-1.8621976563272256,
2021-11-11 12:00:00,-1.0443749715286685,
2021-11-11 13:30:00,-7.922117559928665,
2021-11-11 15:00:00,-4.462191033103409,
2021-11-11 15:30:30,-4.462191033103409,
2021-11-11 23:59:59,0.0,a
2021-11-12 00:00:00,5.737936555697161,
2021-11-12 10:00:00,44.934659069331246,
2021-11-12 10:30:00,49.17872342921419,
2021-11-12 12:00:00,56.464734680258516,
2021-11-12 13:30:00,50.32842362093015,
2021-11-12 15:00:00,59.791156067270094,
2021-11-12 15:30:30,59.791156067270094,
2021-11-12 23:59:59,47.742666666663354,w
2021-11-15 00:00:00,33.05375256695061,
2021-11-15 10:00:00,33.512581957481416,
2021-11-15 10:30:00,65.69601104730555,
2021-11-15 12:00:00,90.32908987125211,
2021-11-15 13:30:00,86.94304957885379,
2021-11-15 15:00:00,71.88166525790803,
2021-11-15 15:30:30,71.88166525790803,
2021-11-15 23:59:59,72.27916553686646,c
2021-11-16 00:00:00,102.99636412391101,
2021-11-16 10:00:00,89.08744014422518,
2021-11-16 10:30:00,113.10609540168025,
2021-11-16 12:00:00,83.46966190943476,
2021-11-16 13:30:00,82.4033927644723,
2021-11-16 15:00:00,81.71086404366906,
2021-11-16 15:30:30,81.71086404366906,
2021-11-16 23:59:59,83.66199626460002,c
0,83.66199626460002,
0,83.66199626460002,
0,83.66199626460002,
0,83.66199626460002,
0,83.66199626460002,
0,83.66199626460002,
0,83.66199626460002,
0,83.66199626460002,
0,83.66199626460002,
0,83.66199626460002,
0,83.66199626460002,
0,83.66199626460002,
0,83.66199626460002,
0,83.66199626460002,
0,83.66199626460002,
0,83.66199626460002,
0,83.66199626460002,
0,83.66199626460002,
0,83.66199626460002,
0,83.66199626460002,
0,83.66199626460002,
0,83.66199626460002,
0,83.66199626460002,
0,83.66199626460002,
2021-11-17 00:00:00,103.59167561176946,
2021-11-17 10:00:00,136.5542679956825,
2021-11-17 10:30:00,145.73910524268922,
2021-11-17 12:00:00,163.0810838802363,
2021-11-17 13:30:00,156.9765975364544,
2021-11-17 15:00:00,172.44099292509873,
2021-11-17 15:30:30,172.44099292509873,
2021-11-17 23:59:59,173.28865148506884,c
2021-11-18 00:00:00,135.93284742474498,
2021-11-18 10:00:00,141.61025032154794,
2021-11-18 10:30:00,191.10921953794514,
2021-11-18 12:00:00,159.81170386646772,
2021-11-18 13:30:00,164.53941931957525,
2021-11-18 15:00:00,167.67371412143257,
2021-11-18 15:30:30,167.67371412143257,
2021-11-18 23:59:59,168.0824737721723,c
2021-11-19 00:00:00,203.14442696083916,
2021-11-19 10:00:00,206.3469090673334,
2021-11-19 10:30:00,214.50196560344557,
2021-11-19 12:00:00,227.6081357286812,
2021-11-19 13:30:00,215.5518063114405,
2021-11-19 15:00:00,216.03075710749272,
2021-11-19 15:30:30,216.03075710749272,
2021-11-19 23:59:59,232.6112455325656,w
2021-11-22 00:00:00,214.6962504701596,
2021-11-22 10:00:00,203.7906730707009,
2021-11-22 10:30:00,200.60422950283464,
2021-11-22 12:00:00,234.9392042577365,
2021-11-22 13:30:00,221.46427779215537,
2021-11-22 15:00:00,201.01200422160582,
2021-11-22 15:30:30,201.01200422160582,u
2021-11-22 23:59:59,258.5608927297126,c
2021-11-23 00:00:00,254.1757307795715,
2021-11-23 10:00:00,267.44172568691556,
2021-11-23 10:30:00,292.30917660983414,
2021-11-23 12:00:00,276.1860155149734,
2021-11-23 13:30:00,294.58551380704193,
2021-11-23 15:00:00,265.52074606228507,
2021-11-23 15:30:30,265.52074606228507,
2021-11-23 23:59:59,238.14664630198695,c
2021-11-24 00:00:00,273.1002483385728,
2021-11-24 10:00:00,274.2998853244562,
2021-11-24 10:30:00,229.3018568815578,
2021-11-24 12:00:00,241.04162161637487,
2021-11-24 13:30:00,240.65970379739247,
2021-11-24 15:00:00,259.4677275940776,
