date,AS_MSCI_EM_REST_AD_2023_Q1,meta
2022-12-29 00:00:00,-322.43748324737317,
2022-12-29 01:00:00,-361.61825087882426,
2022-12-29 02:30:00,-361.61825087882426,
2022-12-29 03:00:00,-361.61825087882426,
2022-12-29 18:30:00,-361.61825087882426,
2022-12-29 20:00:00,-361.61825087882426,
2022-12-29 23:00:00,-361.61825087882426,
2022-12-29 23:59:59,-376.9416050121272,c
2022-12-30 00:00:00,-376.9416050121272,
2022-12-30 01:00:00,-376.9416050121272,
2022-12-30 02:30:00,-376.9416050121272,
2022-12-30 03:00:00,-376.9416050121272,
2022-12-30 18:30:00,-376.9416050121272,
2022-12-30 20:00:00,-376.9416050121272,
2022-12-30 23:00:00,-376.9416050121272,
2022-12-30 23:59:59,-376.9416050121272,w
2023-01-02 00:00:00,-492.1035130516666,
2023-01-02 01:00:00,-514.7918406902518,
2023-01-02 02:30:00,-514.7918406902518,
2023-01-02 03:00:00,-514.7918406902518,
2023-01-02 18:30:00,-514.7918406902518,
2023-01-02 20:00:00,-745.7963482334562,
2023-01-02 23:00:00,-483.20598209692434,
2023-01-02 23:59:59,-496.0891042430176,c
2023-01-03 00:00:00,-527.9372829781369,
2023-01-03 01:00:00,-406.8963024956247,
2023-01-03 02:30:00,-406.8963024956247,
2023-01-03 03:00:00,-406.8963024956247,
2023-01-03 18:30:00,-406.8963024956247,
2023-01-03 20:00:00,-236.752471534086,
2023-01-03 23:00:00,-112.32127828534794,
2023-01-03 23:59:59,33.53017726226426,c
2023-01-04 00:00:00,16.28566505566596,
2023-01-04 01:00:00,397.52546823052216,
2023-01-04 02:30:00,397.52546823052216,
2023-01-04 03:00:00,397.52546823052216,
2023-01-04 18:30:00,397.52546823052216,
2023-01-04 20:00:00,1345.7971512645163,
2023-01-04 23:00:00,1033.9737499495222,
2023-01-04 23:59:59,1011.6481463970777,c
2023-01-05 00:00:00,1065.187080173895,
2023-01-05 01:00:00,1077.3138322662726,
2023-01-05 02:30:00,1077.3138322662726,
2023-01-05 03:00:00,1077.3138322662726,
2023-01-05 18:30:00,1077.3138322662726,
2023-01-05 20:00:00,1120.7682887214232,
2023-01-05 23:00:00,1265.7939886834392,
2023-01-05 23:59:59,1291.4444449220955,c
