date,EU_MSCI_FACT_INTL_2022_Q2,meta
2022-05-09 00:00:00,-147.28418334038417,
2022-05-09 03:30:00,-151.49091351637838,
2022-05-09 04:00:00,-143.6216392187696,
2022-05-09 06:00:00,-136.3990177542168,
2022-05-09 08:00:00,-141.02976069557445,
2022-05-09 10:30:00,-126.74294350848447,
2022-05-09 11:00:00,-136.90738557623405,
2022-05-09 23:59:59,-130.57562648464648,c
2022-05-10 00:00:00,-127.24614755367276,
2022-05-10 03:30:00,-119.95621053622455,
2022-05-10 04:00:00,-121.54572296518927,
2022-05-10 06:00:00,-127.27928570125846,
2022-05-10 08:00:00,-119.76778200386019,
2022-05-10 10:30:00,-101.08747561847622,
2022-05-10 11:00:00,-97.03940365893169,
2022-05-10 23:59:59,-103.82035674813477,c
2022-05-11 00:00:00,-105.93631218657896,
2022-05-11 03:30:00,-98.90869595918815,
2022-05-11 04:00:00,-90.69975560783973,
2022-05-11 06:00:00,-76.10084246221163,
2022-05-11 08:00:00,-75.98360896515379,
2022-05-11 10:30:00,-73.30152511443856,
2022-05-11 11:00:00,-72.0992983685178,
2022-05-11 23:59:59,-52.03907518624783,c
2022-05-12 00:00:00,-62.627932803216254,
2022-05-12 03:30:00,-36.01728957430595,
2022-05-12 04:00:00,-27.66160291773531,
2022-05-12 06:00:00,-39.187134249308485,
2022-05-12 08:00:00,-37.90503045550963,
2022-05-12 10:30:00,-47.28848388120463,
2022-05-12 11:00:00,-56.46191489315402,
2022-05-12 23:59:59,-56.52330939869637,c
2022-05-13 00:00:00,-64.10333913660747,
2022-05-13 03:30:00,-64.10437005631672,
2022-05-13 04:00:00,-55.08414110673533,
2022-05-13 06:00:00,-55.709023540677606,
2022-05-13 08:00:00,-60.73596904245494,
2022-05-13 10:30:00,-47.34201132008326,
2022-05-13 11:00:00,-50.21921833739856,
2022-05-13 23:59:59,-47.58519317691588,w
2022-05-16 00:00:00,-30.227067240202302,
2022-05-16 03:30:00,-49.35417539446013,
2022-05-16 04:00:00,-53.89746166955638,
2022-05-16 06:00:00,-58.474865733895115,
2022-05-16 08:00:00,-54.742917766476296,
2022-05-16 10:30:00,-53.91013536218344,
2022-05-16 11:00:00,-48.06664515834467,
2022-05-16 23:59:59,-35.98083315940238,c
2022-05-17 00:00:00,-25.648631796091877,
2022-05-17 03:30:00,-34.189129115359435,
2022-05-17 04:00:00,-31.582181816849868,
2022-05-17 06:00:00,-52.20531747953157,
2022-05-17 08:00:00,-56.04640217942466,
2022-05-17 10:30:00,-41.97394860262284,
2022-05-17 11:00:00,-48.00714434629805,
2022-05-17 23:59:59,-37.1212598265455,c
2022-05-18 00:00:00,-33.959778266965714,
2022-05-18 03:30:00,-22.16269681370943,
2022-05-18 04:00:00,-22.24789374267681,
2022-05-18 06:00:00,-19.141235234868873,
2022-05-18 08:00:00,-2.312094030137871,
2022-05-18 10:30:00,3.594671348605857,
2022-05-18 11:00:00,-2.609223930063024,
2022-05-18 23:59:59,4.953507659956074,c
2022-05-19 00:00:00,2.175874462677541,
2022-05-19 03:30:00,6.474292373082164,
2022-05-19 04:00:00,-4.853202030004127,
2022-05-19 06:00:00,6.392681988154948,
2022-05-19 08:00:00,1.1270062383239292,
2022-05-19 10:30:00,-0.010312405651291101,
2022-05-19 11:00:00,-4.11186367491365,
2022-05-19 23:59:59,0.0,a
2022-05-20 00:00:00,-30.62306217402312,
2022-05-20 03:30:00,-0.3355900326449728,
2022-05-20 04:00:00,-7.902893188778421,
2022-05-20 06:00:00,-5.7636278556770435,
2022-05-20 08:00:00,-14.008272474236492,
2022-05-20 10:30:00,-32.66747298266165,
2022-05-20 11:00:00,-29.203837235021012,
2022-05-20 23:59:59,-40.46781094229988,w
2022-05-23 00:00:00,-25.13091787737153,
2022-05-23 03:30:00,-26.315741875936,
2022-05-23 04:00:00,-30.465055592994645,
2022-05-23 06:00:00,-27.28997328310959,
2022-05-23 08:00:00,-30.36017645412693,
2022-05-23 10:30:00,-21.73948827219533,
2022-05-23 11:00:00,-15.452719523154315,
2022-05-23 23:59:59,-12.468592617098125,c
2022-05-24 00:00:00,-12.944547546500075,
2022-05-24 03:30:00,-27.60239918736528,
2022-05-24 04:00:00,-28.125643363885388,
2022-05-24 06:00:00,-29.804243530962538,
2022-05-24 08:00:00,-37.72792081980731,
2022-05-24 10:30:00,-37.98738839824756,
2022-05-24 11:00:00,-32.77790640904607,
2022-05-24 23:59:59,-27.589125776627952,c
0,-27.589125776627952,
0,-27.589125776627952,
0,-27.589125776627952,
0,-27.589125776627952,
0,-27.589125776627952,
0,-27.589125776627952,
0,-27.589125776627952,
0,-27.589125776627952,
0,-27.589125776627952,
0,-27.589125776627952,
0,-27.589125776627952,
0,-27.589125776627952,
0,-27.589125776627952,
0,-27.589125776627952,
0,-27.589125776627952,
0,-27.589125776627952,
0,-27.589125776627952,
0,-27.589125776627952,
0,-27.589125776627952,
0,-27.589125776627952,
0,-27.589125776627952,
0,-27.589125776627952,
0,-27.589125776627952,
0,-27.589125776627952,
2022-05-25 00:00:00,-27.589125776627952,
2022-05-25 03:30:00,-27.589125776627952,
2022-05-25 04:00:00,-27.589125776627952,
2022-05-25 06:00:00,-27.589125776627952,
2022-05-25 08:00:00,-27.589125776627952,
2022-05-25 10:30:00,-27.589125776627952,
2022-05-25 11:00:00,-27.589125776627952,
2022-05-25 23:59:59,-27.589125776627952,c
2022-05-26 00:00:00,-27.589125776627952,
2022-05-26 03:30:00,-27.589125776627952,
2022-05-26 04:00:00,-27.589125776627952,
2022-05-26 06:00:00,-27.589125776627952,
2022-05-26 08:00:00,-27.589125776627952,
2022-05-26 10:30:00,-27.589125776627952,
2022-05-26 11:00:00,-27.589125776627952,
2022-05-26 23:59:59,-27.589125776627952,c
2022-05-27 00:00:00,-27.589125776627952,
2022-05-27 03:30:00,-27.589125776627952,
2022-05-27 04:00:00,-27.589125776627952,
2022-05-27 06:00:00,-27.589125776627952,
2022-05-27 08:00:00,-27.589125776627952,
2022-05-27 10:30:00,-27.589125776627952,
2022-05-27 11:00:00,-27.589125776627952,
2022-05-27 23:59:59,-27.589125776627952,w
2022-05-30 00:00:00,-27.589125776627952,
2022-05-30 03:30:00,-27.589125776627952,
2022-05-30 04:00:00,-27.589125776627952,
2022-05-30 06:00:00,-27.589125776627952,
2022-05-30 08:00:00,-27.589125776627952,
2022-05-30 10:30:00,-27.589125776627952,
2022-05-30 11:00:00,-27.589125776627952,
2022-05-30 23:59:59,-27.589125776627952,c
2022-05-31 00:00:00,-27.589125776627952,
2022-05-31 03:30:00,-27.589125776627952,
2022-05-31 04:00:00,-27.589125776627952,
2022-05-31 06:00:00,-27.589125776627952,
2022-05-31 08:00:00,-27.589125776627952,
2022-05-31 10:30:00,-27.589125776627952,
2022-05-31 11:00:00,-27.589125776627952,
2022-05-31 23:59:59,-27.589125776627952,e
2022-06-01 00:00:00,-27.589125776627952,
2022-06-01 03:30:00,-27.589125776627952,
2022-06-01 04:00:00,-27.589125776627952,
2022-06-01 06:00:00,-27.589125776627952,
2022-06-01 08:00:00,-27.589125776627952,
2022-06-01 10:30:00,-27.589125776627952,
2022-06-01 11:00:00,-27.589125776627952,
2022-06-01 23:59:59,-27.589125776627952,c
2022-06-02 00:00:00,-27.589125776627952,
2022-06-02 03:30:00,-27.589125776627952,
2022-06-02 04:00:00,-27.589125776627952,
2022-06-02 06:00:00,-27.589125776627952,
2022-06-02 08:00:00,-27.589125776627952,
2022-06-02 10:30:00,-27.589125776627952,
2022-06-02 11:00:00,-27.589125776627952,
2022-06-02 23:59:59,-27.589125776627952,c
2022-06-03 00:00:00,-27.589125776627952,
2022-06-03 03:30:00,-27.589125776627952,
2022-06-03 04:00:00,-27.589125776627952,
2022-06-03 06:00:00,-27.589125776627952,
2022-06-03 08:00:00,-27.589125776627952,
2022-06-03 10:30:00,-27.589125776627952,
2022-06-03 11:00:00,-27.589125776627952,
2022-06-03 23:59:59,-27.589125776627952,w
2022-06-06 00:00:00,-27.589125776627952,
2022-06-06 03:30:00,-27.589125776627952,
2022-06-06 04:00:00,-27.589125776627952,
2022-06-06 06:00:00,-27.589125776627952,
2022-06-06 08:00:00,-27.589125776627952,
2022-06-06 10:30:00,-27.589125776627952,
2022-06-06 11:00:00,-27.589125776627952,
2022-06-06 23:59:59,-27.589125776627952,c
2022-06-07 00:00:00,-27.589125776627952,
2022-06-07 03:30:00,-27.589125776627952,
2022-06-07 04:00:00,-27.589125776627952,
2022-06-07 06:00:00,-27.589125776627952,
2022-06-07 08:00:00,-27.589125776627952,
2022-06-07 10:30:00,-27.589125776627952,
2022-06-07 11:00:00,-27.589125776627952,
2022-06-07 23:59:59,-27.589125776627952,c
2022-06-08 00:00:00,-27.589125776627952,
2022-06-08 03:30:00,-27.589125776627952,
2022-06-08 04:00:00,-27.589125776627952,
2022-06-08 06:00:00,-27.589125776627952,
2022-06-08 08:00:00,-27.589125776627952,
2022-06-08 10:30:00,-27.589125776627952,
2022-06-08 11:00:00,-27.589125776627952,
2022-06-08 23:59:59,-27.589125776627952,c
2022-06-09 00:00:00,-27.589125776627952,
2022-06-09 03:30:00,-27.589125776627952,
2022-06-09 04:00:00,-27.589125776627952,
2022-06-09 06:00:00,-27.589125776627952,
2022-06-09 08:00:00,-27.589125776627952,
2022-06-09 10:30:00,-27.589125776627952,
2022-06-09 11:00:00,-27.589125776627952,
2022-06-09 23:59:59,-27.589125776627952,c
2022-06-10 00:00:00,-27.589125776627952,
2022-06-10 03:30:00,-27.589125776627952,
2022-06-10 04:00:00,-27.589125776627952,
2022-06-10 06:00:00,-27.589125776627952,
2022-06-10 08:00:00,-27.589125776627952,
2022-06-10 10:30:00,-27.589125776627952,
2022-06-10 11:00:00,-27.589125776627952,
2022-06-10 23:59:59,-27.589125776627952,w
2022-06-13 00:00:00,-27.589125776627952,
2022-06-13 03:30:00,-27.589125776627952,
2022-06-13 04:00:00,-27.589125776627952,
2022-06-13 06:00:00,-27.589125776627952,
2022-06-13 08:00:00,-27.589125776627952,
2022-06-13 10:30:00,-27.589125776627952,
2022-06-13 11:00:00,-27.589125776627952,
2022-06-13 23:59:59,-27.589125776627952,c
2022-06-14 00:00:00,-27.589125776627952,
2022-06-14 03:30:00,-27.589125776627952,
2022-06-14 04:00:00,-27.589125776627952,
2022-06-14 06:00:00,-27.589125776627952,
2022-06-14 08:00:00,-27.589125776627952,
2022-06-14 10:30:00,-27.589125776627952,
2022-06-14 11:00:00,-27.589125776627952,
2022-06-14 23:59:59,-27.589125776627952,c
2022-06-15 00:00:00,-27.589125776627952,
2022-06-15 03:30:00,-27.589125776627952,
2022-06-15 04:00:00,-27.589125776627952,
2022-06-15 06:00:00,-27.589125776627952,
2022-06-15 08:00:00,-27.589125776627952,
2022-06-15 10:30:00,-27.589125776627952,
2022-06-15 11:00:00,-27.589125776627952,
2022-06-15 23:59:59,-27.589125776627952,c
2022-06-16 00:00:00,-27.589125776627952,
2022-06-16 03:30:00,-27.589125776627952,
2022-06-16 04:00:00,-27.589125776627952,
2022-06-16 06:00:00,-27.589125776627952,
2022-06-16 08:00:00,-27.589125776627952,
2022-06-16 10:30:00,-27.589125776627952,
2022-06-16 11:00:00,-27.589125776627952,
2022-06-16 23:59:59,-27.589125776627952,c
2022-06-17 00:00:00,-27.589125776627952,
2022-06-17 03:30:00,-27.589125776627952,
2022-06-17 04:00:00,-27.589125776627952,
2022-06-17 06:00:00,-27.589125776627952,
2022-06-17 08:00:00,-27.589125776627952,
2022-06-17 10:30:00,-27.589125776627952,
2022-06-17 11:00:00,-27.589125776627952,
2022-06-17 23:59:59,-27.589125776627952,w
2022-06-20 00:00:00,-27.589125776627952,
2022-06-20 03:30:00,-27.589125776627952,
2022-06-20 04:00:00,-27.589125776627952,
2022-06-20 06:00:00,-27.589125776627952,
2022-06-20 08:00:00,-27.589125776627952,
2022-06-20 10:30:00,-27.589125776627952,
2022-06-20 11:00:00,-27.589125776627952,
2022-06-20 23:59:59,-27.589125776627952,c
2022-06-21 00:00:00,-27.589125776627952,
2022-06-21 03:30:00,-27.589125776627952,
2022-06-21 04:00:00,-27.589125776627952,
2022-06-21 06:00:00,-27.589125776627952,
2022-06-21 08:00:00,-27.589125776627952,
2022-06-21 10:30:00,-27.589125776627952,
2022-06-21 11:00:00,-27.589125776627952,
2022-06-21 23:59:59,-27.589125776627952,c
