date,EU_FTSEUK_MIG_2021_Q4,meta
2021-11-10 00:00:00,-1098.5601961127522,
2021-11-10 03:30:00,-1200.1787009421064,
2021-11-10 04:00:00,-1189.6964751763512,
2021-11-10 06:00:00,-1198.3751851040902,
2021-11-10 08:00:00,-1200.74556027978,
2021-11-10 10:30:00,-1124.1118046319557,
2021-11-10 11:00:00,-1156.3765458179773,
2021-11-10 23:59:59,-1138.6969814524227,c
2021-11-11 00:00:00,-792.2692221496031,
2021-11-11 03:30:00,-687.4773855706021,
2021-11-11 04:00:00,-445.2695755945224,
2021-11-11 06:00:00,-461.33692547693954,
2021-11-11 08:00:00,-358.80734810410377,
2021-11-11 10:30:00,-342.782628319203,
2021-11-11 11:00:00,-396.90036641145116,
2021-11-11 23:59:59,-353.13680646980356,c
2021-11-12 00:00:00,-461.6347942540292,
2021-11-12 03:30:00,-331.64637605521966,
2021-11-12 04:00:00,-282.70151335631,
2021-11-12 06:00:00,-255.34003305865144,
2021-11-12 08:00:00,-229.87280631104886,
2021-11-12 10:30:00,-208.7831299796626,
2021-11-12 11:00:00,-196.2504627434978,
2021-11-12 23:59:59,-234.13574055705885,w
2021-11-15 00:00:00,-246.7304839693129,
2021-11-15 03:30:00,-269.9047671348312,
2021-11-15 04:00:00,-232.82470365722384,
2021-11-15 06:00:00,-208.54934813362706,
2021-11-15 08:00:00,-186.5286193517636,
2021-11-15 10:30:00,-171.35986260222626,
2021-11-15 11:00:00,-194.52292558563795,
2021-11-15 23:59:59,-261.4221987013061,c
2021-11-16 00:00:00,-206.14122240425831,
2021-11-16 03:30:00,-309.4253590151434,
2021-11-16 04:00:00,-326.8474847705497,
2021-11-16 06:00:00,-327.0299361410257,
2021-11-16 08:00:00,-368.73996273160355,
2021-11-16 10:30:00,-293.7501131843187,
2021-11-16 11:00:00,-286.769554001301,
2021-11-16 23:59:59,-227.79764223652728,c
2021-11-17 00:00:00,-256.83359804112933,
2021-11-17 03:30:00,-163.39302974485554,
2021-11-17 04:00:00,-192.51222385595338,
2021-11-17 06:00:00,-200.29451412993103,
2021-11-17 08:00:00,-159.44966719065633,
2021-11-17 10:30:00,-147.8798078664704,
2021-11-17 11:00:00,-160.20611068206972,
2021-11-17 23:59:59,-174.4713880718823,c
2021-11-18 00:00:00,-160.36981090643212,
2021-11-18 03:30:00,-178.16227046406038,
2021-11-18 04:00:00,-172.9874139101471,
2021-11-18 06:00:00,-140.66579233223547,
2021-11-18 08:00:00,-96.30022884130904,
2021-11-18 10:30:00,-73.94957228993599,
2021-11-18 11:00:00,-78.19923694198587,
2021-11-18 23:59:59,-31.688041767806226,c
2021-11-19 00:00:00,-72.56382702986548,
2021-11-19 03:30:00,-3.2252843839692105,
2021-11-19 04:00:00,-13.81839051181987,
2021-11-19 06:00:00,23.589410538133052,
2021-11-19 08:00:00,42.202180368641166,
2021-11-19 10:30:00,34.96193584585535,
2021-11-19 11:00:00,15.756357362143262,
2021-11-19 23:59:59,38.73580622554073,w
2021-11-22 00:00:00,25.22219703477049,
2021-11-22 03:30:00,62.96317489863668,
2021-11-22 04:00:00,114.35992413631357,
2021-11-22 06:00:00,113.74849601989354,
2021-11-22 08:00:00,143.5408896374429,
2021-11-22 10:30:00,97.10947996080677,
2021-11-22 11:00:00,87.30842636473744,
2021-11-22 23:59:59,16.871127639798033,c
2021-11-23 00:00:00,-9.093246639332847,
2021-11-23 03:30:00,-52.62117944134479,
2021-11-23 04:00:00,-70.31875939343718,
2021-11-23 06:00:00,-70.62953025186061,
2021-11-23 08:00:00,-126.4876354894268,
2021-11-23 10:30:00,-74.14713913701553,
2021-11-23 11:00:00,-92.84098655403523,
2021-11-23 23:59:59,-78.32882052981813,c
2021-11-24 00:00:00,33.035515385276994,
2021-11-24 03:30:00,-30.571640301366642,
2021-11-24 04:00:00,-42.79228371717409,
2021-11-24 06:00:00,-134.11278811662487,
2021-11-24 08:00:00,-86.33744269283852,
2021-11-24 10:30:00,-73.9557809585026,
2021-11-24 11:00:00,-42.73548687823859,
2021-11-24 23:59:59,-34.40803659890753,c
2021-11-25 00:00:00,-38.44219725375797,
2021-11-25 03:30:00,0.7152658443515065,
2021-11-25 04:00:00,13.095613716186108,
2021-11-25 06:00:00,-88.91197879084302,
2021-11-25 08:00:00,-73.83449624904279,
2021-11-25 10:30:00,-63.46468010734225,
2021-11-25 11:00:00,-70.01065959066727,
2021-11-25 23:59:59,-52.32303486214869,c
2021-11-26 00:00:00,-58.8156764259802,
2021-11-26 03:30:00,-14.586235376740206,
2021-11-26 04:00:00,-16.521102218653596,
2021-11-26 06:00:00,-58.95780576991001,
2021-11-26 08:00:00,-35.88541702481234,
2021-11-26 10:30:00,-30.145092762324566,
2021-11-26 11:00:00,-29.05075680338723,
2021-11-26 23:59:59,-55.19973991681309,w
2021-11-29 00:00:00,-61.75255221759835,
2021-11-29 03:30:00,-51.19544727085258,
2021-11-29 04:00:00,-66.70178559967098,
2021-11-29 06:00:00,-87.83726445471484,
2021-11-29 08:00:00,-113.35502132972033,
2021-11-29 10:30:00,-41.891134406098445,
2021-11-29 11:00:00,-39.42572958107576,
2021-11-29 23:59:59,-28.89748479831769,c
2021-11-30 00:00:00,-14.132935652209653,
2021-11-30 03:30:00,-29.282172023930343,
2021-11-30 04:00:00,-6.447659758464852,
2021-11-30 06:00:00,-2.7467818728955535,
2021-11-30 08:00:00,10.66741378350207,
2021-11-30 10:30:00,-1.3436718600928543,
2021-11-30 11:00:00,-60.68482210387083,
2021-11-30 23:59:59,-44.66465676066764,c
2021-12-01 00:00:00,-13.485952518617978,
2021-12-01 03:30:00,-74.14055677342049,
2021-12-01 04:00:00,-80.8323796036525,
2021-12-01 06:00:00,-80.47160670818675,
2021-12-01 08:00:00,-47.502325972795006,
2021-12-01 10:30:00,-51.476035776338904,
2021-12-01 11:00:00,-13.997252818818652,
2021-12-01 23:59:59,0.0,a
2021-12-02 00:00:00,-10.461676478767004,
2021-12-02 03:30:00,-80.47450649232678,
2021-12-02 04:00:00,-37.11334501198644,
2021-12-02 06:00:00,-65.62683866484849,
2021-12-02 08:00:00,-63.968333806619285,
2021-12-02 10:30:00,-58.31196244220973,
2021-12-02 11:00:00,-56.52049359420971,
2021-12-02 23:59:59,-34.989623919031146,c
2021-12-03 00:00:00,-7.430677881738575,
2021-12-03 03:30:00,-30.283799443298903,
2021-12-03 04:00:00,-25.87331813636365,
2021-12-03 06:00:00,-38.006687799661904,
2021-12-03 08:00:00,-33.65528732401481,
2021-12-03 10:30:00,-150.60859513084824,
2021-12-03 11:00:00,-136.55803050188524,
2021-12-03 23:59:59,-115.37661710051589,w
2021-12-06 00:00:00,-93.29071368507539,
2021-12-06 03:30:00,-82.98205238671744,
2021-12-06 04:00:00,-59.753983784371485,
2021-12-06 06:00:00,-74.91059681662955,
2021-12-06 08:00:00,-63.21646501111445,
2021-12-06 10:30:00,-106.76096640905644,
2021-12-06 11:00:00,-153.6243554919347,
2021-12-06 23:59:59,-133.76226275602085,c
2021-12-07 00:00:00,-133.76226275602085,
2021-12-07 03:30:00,-73.77956484543802,
2021-12-07 04:00:00,-82.336991108848,
2021-12-07 06:00:00,-74.77225522116532,
2021-12-07 08:00:00,-100.16207451730315,
2021-12-07 10:30:00,-58.06673626180691,
2021-12-07 11:00:00,-64.72998486601,
2021-12-07 23:59:59,-64.83664629938949,c
2021-12-08 00:00:00,-40.64672359185215,
2021-12-08 03:30:00,11.903529172088838,
2021-12-08 04:00:00,59.354439411521525,
2021-12-08 06:00:00,62.17524335407552,
2021-12-08 08:00:00,-15.037308450637738,
2021-12-08 10:30:00,-44.684529655090046,
2021-12-08 11:00:00,-36.76729343897114,
2021-12-08 23:59:59,-9.058397491386586,c
2021-12-09 00:00:00,39.834786135108516,
2021-12-09 03:30:00,49.5712759663229,
2021-12-09 04:00:00,72.47168820593788,
2021-12-09 06:00:00,-6.323353811783818,
2021-12-09 08:00:00,44.15043801218144,
2021-12-09 10:30:00,23.053405735279284,
2021-12-09 11:00:00,-13.153325573439815,
2021-12-09 23:59:59,12.153617075663078,c
2021-12-10 00:00:00,-13.170153709023452,
2021-12-10 03:30:00,-40.886871343499934,
2021-12-10 04:00:00,-27.669422238870993,
2021-12-10 06:00:00,-64.46115601193787,
2021-12-10 08:00:00,-31.359425819675835,
2021-12-10 10:30:00,-8.44993798874566,
2021-12-10 11:00:00,-12.030335293286498,
2021-12-10 23:59:59,-43.54918162096692,w
2021-12-13 00:00:00,-105.35073675246076,
2021-12-13 03:30:00,-21.8940432818913,
2021-12-13 04:00:00,8.458666641766285,
2021-12-13 06:00:00,5.454933947062273,
2021-12-13 08:00:00,-7.39551247006284,
2021-12-13 10:30:00,33.43695380281997,
2021-12-13 11:00:00,46.183862296677034,
2021-12-13 23:59:59,7.032209021953349,c
2021-12-14 00:00:00,27.72799134435718,
2021-12-14 03:30:00,27.56258559775779,
2021-12-14 04:00:00,17.92674137358017,
2021-12-14 06:00:00,0.19384991216793424,
2021-12-14 08:00:00,-49.84752949506128,
2021-12-14 10:30:00,-102.72395236246894,
2021-12-14 11:00:00,-126.69123495358417,
2021-12-14 23:59:59,-151.3790004553921,c
2021-12-15 00:00:00,-141.40045781773688,
2021-12-15 03:30:00,-122.55100505869314,
2021-12-15 04:00:00,-112.947855796167,
2021-12-15 06:00:00,-170.70531072719996,
2021-12-15 08:00:00,-171.0997207972382,
2021-12-15 10:30:00,-144.13652489380138,
2021-12-15 11:00:00,-160.02603560629996,
2021-12-15 23:59:59,-169.27552767475163,c
2021-12-16 00:00:00,-134.15098322774247,
2021-12-16 03:30:00,-107.33491431939728,
2021-12-16 04:00:00,-143.144881268875,
