date,SMLF_2023_Q1,meta
2023-02-13 00:00:00,-9.003742375322247,
2023-02-13 10:00:00,-13.00284288477053,
2023-02-13 10:30:00,-15.533340556216046,
2023-02-13 12:00:00,-13.380540347449823,
2023-02-13 13:30:00,-12.127119553977707,
2023-02-13 15:00:00,-18.530618335859174,
2023-02-13 15:30:30,-18.530618335859174,
2023-02-13 23:59:59,-23.24601064471244,c
2023-02-14 00:00:00,-11.730222512452258,
2023-02-14 10:00:00,-10.858899377751186,
2023-02-14 10:30:00,-11.552173701135018,
2023-02-14 12:00:00,-8.087023718952253,
2023-02-14 13:30:00,-18.227274995462324,
2023-02-14 15:00:00,-16.447181888381294,
2023-02-14 15:30:30,-16.447181888381294,
2023-02-14 23:59:59,-5.569903516390639,c
2023-02-15 00:00:00,3.84709567978814,
2023-02-15 10:00:00,13.015500753668505,
2023-02-15 10:30:00,10.265269772467548,
2023-02-15 12:00:00,12.085257443609692,
2023-02-15 13:30:00,5.045613576767323,
2023-02-15 15:00:00,-0.20764308900271544,
2023-02-15 15:30:30,-0.20764308900271544,
2023-02-15 23:59:59,5.278823251956339,c
2023-02-16 00:00:00,8.220626890099595,
2023-02-16 10:00:00,15.859631748147194,
2023-02-16 10:30:00,15.617235019291968,
2023-02-16 12:00:00,8.47991028743536,
2023-02-16 13:30:00,1.6457775904655705,
2023-02-16 15:00:00,1.47751020320635,
2023-02-16 15:30:30,1.47751020320635,
2023-02-16 23:59:59,3.084480744531561,c
2023-02-17 00:00:00,-4.30327417079917,
2023-02-17 10:00:00,-1.231557868467064,
2023-02-17 10:30:00,-2.627340749235543,
2023-02-17 12:00:00,-1.255403851063022,
2023-02-17 13:30:00,-2.5920170525675985,
2023-02-17 15:00:00,-7.006770042580854,
2023-02-17 15:30:30,-7.006770042580854,
2023-02-17 23:59:59,-2.3071960326934686,w
2023-02-20 00:00:00,-2.3071960326934686,
2023-02-20 10:00:00,-2.3071960326934686,
2023-02-20 10:30:00,-2.3071960326934686,
2023-02-20 12:00:00,-2.3071960326934686,
2023-02-20 13:30:00,-2.3071960326934686,
2023-02-20 15:00:00,-2.3071960326934686,
2023-02-20 15:30:30,-2.3071960326934686,
2023-02-20 23:59:59,-2.3071960326934686,c
2023-02-21 00:00:00,0.11312146648128873,
2023-02-21 10:00:00,-5.065117962041256,
2023-02-21 10:30:00,-11.07264873453397,
2023-02-21 12:00:00,-9.957720308030616,
2023-02-21 13:30:00,-3.7936520312765083,
2023-02-21 15:00:00,-2.1226871347523115,
2023-02-21 15:30:30,-2.1226871347523115,
2023-02-21 23:59:59,0.005212466686089101,c
2023-02-22 00:00:00,25.99242625212088,
2023-02-22 10:00:00,13.004878220305955,
2023-02-22 10:30:00,18.552284229394672,
2023-02-22 12:00:00,17.20816976874761,
2023-02-22 13:30:00,20.59215404038332,
2023-02-22 15:00:00,26.79655328034437,
2023-02-22 15:30:30,26.79655328034437,
2023-02-22 23:59:59,24.943242627447546,c
2023-02-23 00:00:00,6.440764815064142,
2023-02-23 10:00:00,3.379552377777827,
2023-02-23 10:30:00,2.096475308393167,
2023-02-23 12:00:00,8.771597822640842,
2023-02-23 13:30:00,9.107907103816501,
2023-02-23 15:00:00,5.055137895921348,
2023-02-23 15:30:30,5.055137895921348,
2023-02-23 23:59:59,4.130951977432346,c
2023-02-24 00:00:00,7.8721801457257925,
2023-02-24 10:00:00,1.7708937613529656,
2023-02-24 10:30:00,6.11366147450957,
2023-02-24 12:00:00,-3.3856355769923994,
2023-02-24 13:30:00,-3.653216865950924,
2023-02-24 15:00:00,-10.89008730049079,
2023-02-24 15:30:30,-10.89008730049079,
2023-02-24 23:59:59,-11.529993174148444,w
2023-02-27 00:00:00,-8.458898581821586,
2023-02-27 10:00:00,-11.938714825094962,
2023-02-27 10:30:00,-6.649900191324207,
2023-02-27 12:00:00,-5.171135511861507,
2023-02-27 13:30:00,-1.5620850787994982,
