date,AR1_STAY_HEDGED_2022_Q2,meta
2022-04-22 00:00:00,91.61131966485658,
2022-04-22 10:00:00,104.03834269707619,
2022-04-22 10:30:00,101.00122014106375,
2022-04-22 12:00:00,97.03220059558112,
2022-04-22 13:30:00,95.45358732094962,
2022-04-22 15:00:00,98.10528245179813,
2022-04-22 15:30:30,98.10528245179813,
2022-04-22 23:59:59,95.9575757936974,w
2022-04-25 00:00:00,90.13053375920111,
2022-04-25 10:00:00,87.27546559109311,
2022-04-25 10:30:00,91.36438935323719,
2022-04-25 12:00:00,82.45311715748215,
2022-04-25 13:30:00,89.08243795083877,
2022-04-25 15:00:00,92.02904427514585,
2022-04-25 15:30:30,92.02904427514585,
2022-04-25 23:59:59,96.2429129900163,c
2022-04-26 00:00:00,92.86364129254724,
2022-04-26 10:00:00,72.97127732308712,
2022-04-26 10:30:00,70.91094310868777,
2022-04-26 12:00:00,66.95412043449403,
2022-04-26 13:30:00,65.61450114642912,
2022-04-26 15:00:00,65.35780628212933,
2022-04-26 15:30:30,65.35780628212933,
2022-04-26 23:59:59,58.60680598077903,c
2022-04-27 00:00:00,53.34967966062487,
2022-04-27 10:00:00,47.54265901115741,
2022-04-27 10:30:00,38.16174487936854,
2022-04-27 12:00:00,41.28850057697366,
2022-04-27 13:30:00,38.60162087102066,
2022-04-27 15:00:00,36.685607607269276,
2022-04-27 15:30:30,36.685607607269276,
2022-04-27 23:59:59,35.15359165526718,c
2022-04-28 00:00:00,21.75660863019698,
2022-04-28 10:00:00,18.93179101740077,
2022-04-28 10:30:00,17.464095274937335,
2022-04-28 12:00:00,22.93998699436571,
2022-04-28 13:30:00,28.578608233808552,
2022-04-28 15:00:00,36.61674260001382,
2022-04-28 15:30:30,36.61674260001382,
2022-04-28 23:59:59,36.062523636656465,c
2022-04-29 00:00:00,19.03582451864503,
2022-04-29 10:00:00,26.23707201669248,
2022-04-29 10:30:00,22.570828485165293,
2022-04-29 12:00:00,17.37646736873245,
2022-04-29 13:30:00,12.40461177700746,
2022-04-29 15:00:00,7.600403498118112,
2022-04-29 15:30:30,7.600403498118112,
2022-04-29 23:59:59,4.765247329874683,w
2022-05-02 00:00:00,3.474943343392056,
2022-05-02 10:00:00,0.8063882231668345,
2022-05-02 10:30:00,4.026617170452141,
2022-05-02 12:00:00,-1.6520426233373655,
2022-05-02 13:30:00,-8.878105748355836,
2022-05-02 15:00:00,-7.870802977664937,
2022-05-02 15:30:30,-7.870802977664937,
2022-05-02 23:59:59,-0.7652555706977751,c
2022-05-03 00:00:00,-1.7363415943920586,
2022-05-03 10:00:00,6.112419771404916,
2022-05-03 10:30:00,8.022448203120575,
2022-05-03 12:00:00,8.601490774456067,
2022-05-03 13:30:00,6.879730577994053,
2022-05-03 15:00:00,2.8364809078388475,
2022-05-03 15:30:30,2.8364809078388475,
2022-05-03 23:59:59,-1.0461067466125087,c
2022-05-04 00:00:00,-5.732916245262743,
2022-05-04 10:00:00,-13.476780614951394,
2022-05-04 10:30:00,-15.230783411622951,
2022-05-04 12:00:00,-19.306485596801053,
2022-05-04 13:30:00,-17.21420927837812,
2022-05-04 15:00:00,-8.781703850232361,
2022-05-04 15:30:30,-8.781703850232361,
2022-05-04 23:59:59,-0.1570771313838577,c
2022-05-05 00:00:00,0.16034692580990395,
2022-05-05 10:00:00,-4.824386594449379,
2022-05-05 10:30:00,-13.32753871122361,
2022-05-05 12:00:00,-22.897516663948693,
2022-05-05 13:30:00,-14.169721954453735,
2022-05-05 15:00:00,-15.136901467839493,
2022-05-05 15:30:30,-15.136901467839493,
2022-05-05 23:59:59,-13.479350500277803,c
2022-05-06 00:00:00,-10.864387380663516,
2022-05-06 10:00:00,-22.297528285668648,
2022-05-06 10:30:00,-23.117139615987696,
2022-05-06 12:00:00,-24.275687577068936,
2022-05-06 13:30:00,-22.092443698279,
2022-05-06 15:00:00,-30.811149941175415,
2022-05-06 15:30:30,-30.811149941175415,s
2022-05-06 23:59:59,-28.948501493462857,w
2022-05-09 00:00:00,-37.24324744060766,
2022-05-09 10:00:00,-34.15556560843464,
2022-05-09 10:30:00,-41.03122524012497,
2022-05-09 12:00:00,-44.82684103243378,
2022-05-09 13:30:00,-47.45716142011514,
2022-05-09 15:00:00,-49.20656178831922,
2022-05-09 15:30:30,-49.20656178831922,
2022-05-09 23:59:59,-51.09441323772745,c
2022-05-10 00:00:00,-46.474411218059515,
2022-05-10 10:00:00,-40.946139784370985,
2022-05-10 10:30:00,-44.386414186433115,
2022-05-10 12:00:00,-54.59970402889758,
2022-05-10 13:30:00,-49.22662265106135,
2022-05-10 15:00:00,-48.89398345894938,
2022-05-10 15:30:30,-48.89398345894938,u
2022-05-10 23:59:59,-50.4869116101417,c
2022-05-11 00:00:00,-60.346969913803036,
2022-05-11 10:00:00,-49.48406457233676,
2022-05-11 10:30:00,-39.538256236087136,
2022-05-11 12:00:00,-45.76914635317797,
2022-05-11 13:30:00,-49.523687394670446,
2022-05-11 15:00:00,-50.23787272214253,
2022-05-11 15:30:30,-50.23787272214253,
2022-05-11 23:59:59,-49.52121096298151,c
2022-05-12 00:00:00,-55.83487188771943,
2022-05-12 10:00:00,-52.533084611822744,
2022-05-12 10:30:00,-46.95403606313636,
2022-05-12 12:00:00,-53.95839351603564,
2022-05-12 13:30:00,-49.93228664481035,
2022-05-12 15:00:00,-53.89725210764567,
2022-05-12 15:30:30,-53.89725210764567,
2022-05-12 23:59:59,-48.19292744643906,c
2022-05-13 00:00:00,-41.36963359185597,
2022-05-13 10:00:00,-38.8134946653779,
2022-05-13 10:30:00,-36.01992603275744,
2022-05-13 12:00:00,-32.12484193920574,
2022-05-13 13:30:00,-32.10756908807173,
2022-05-13 15:00:00,-28.38565689581486,
2022-05-13 15:30:30,-28.38565689581486,
2022-05-13 23:59:59,-26.162568972820225,w
2022-05-16 00:00:00,-29.94847555422774,
2022-05-16 10:00:00,-25.61161591769536,
2022-05-16 10:30:00,-25.21433005513819,
2022-05-16 12:00:00,-28.1492955304044,
2022-05-16 13:30:00,-30.981465752740803,
2022-05-16 15:00:00,-30.217021558661088,
2022-05-16 15:30:30,-30.217021558661088,
2022-05-16 23:59:59,-33.72835459646541,c
2022-05-17 00:00:00,-35.30343678480398,
2022-05-17 10:00:00,-32.863906970820096,
2022-05-17 10:30:00,-34.50980912557344,
2022-05-17 12:00:00,-32.016800268972986,
2022-05-17 13:30:00,-31.36054751420778,
2022-05-17 15:00:00,-33.38266845972754,
2022-05-17 15:30:30,-33.38266845972754,
