date,EU_MSCI_DM_AD_2022_Q2,meta
2022-03-31 00:00:00,-292.19622354537506,
2022-03-31 03:30:00,-265.35049218228744,
2022-03-31 04:00:00,-209.049891008965,
2022-03-31 06:00:00,-227.929047642151,
2022-03-31 08:00:00,-202.42484727260774,
2022-03-31 10:30:00,-214.17966399363578,
2022-03-31 11:00:00,-229.6896178962486,
2022-03-31 23:59:59,-229.27171762555957,c
2022-04-01 00:00:00,-238.74592337277073,
2022-04-01 03:30:00,-159.4995558486639,
2022-04-01 04:00:00,-129.0683929553566,
2022-04-01 06:00:00,-85.78885111600752,
2022-04-01 08:00:00,-135.91615470162577,
2022-04-01 10:30:00,-105.6448390712213,
2022-04-01 11:00:00,-69.83678692916581,
2022-04-01 23:59:59,-122.26226711038427,w
2022-04-04 00:00:00,-104.61208472458358,
2022-04-04 03:30:00,-136.5452844252252,
2022-04-04 04:00:00,-140.84554665293305,
2022-04-04 06:00:00,-121.75938205920554,
2022-04-04 08:00:00,-38.4160952620872,
2022-04-04 10:30:00,38.2391045987203,
2022-04-04 11:00:00,20.145098914561686,
2022-04-04 23:59:59,30.38409806691027,c
2022-04-05 00:00:00,34.958509874721756,
2022-04-05 03:30:00,181.48933895406617,
2022-04-05 04:00:00,177.80433429468275,
2022-04-05 06:00:00,235.55195678786436,
2022-04-05 08:00:00,266.3703465949076,
2022-04-05 10:30:00,235.36827090962583,
2022-04-05 11:00:00,216.16251591823368,
2022-04-05 23:59:59,171.64648042733864,c
2022-04-06 00:00:00,186.51611787150136,
2022-04-06 03:30:00,176.81165374896045,
2022-04-06 04:00:00,142.54203930180307,
2022-04-06 06:00:00,179.21865151146778,
2022-04-06 08:00:00,145.93120100736166,
2022-04-06 10:30:00,194.3907939611443,
2022-04-06 11:00:00,184.56435422098912,
2022-04-06 23:59:59,180.7200325153343,c
2022-04-07 00:00:00,189.97193729466193,
2022-04-07 03:30:00,127.80036143053371,
2022-04-07 04:00:00,149.9474244114993,
2022-04-07 06:00:00,97.5431626641892,
2022-04-07 08:00:00,31.90802746465124,
2022-04-07 10:30:00,56.784229542713206,
2022-04-07 11:00:00,83.90389378296902,
2022-04-07 23:59:59,107.94274978673718,c
2022-04-08 00:00:00,42.003795356499666,
2022-04-08 03:30:00,-83.28250588167717,
2022-04-08 04:00:00,-98.8364182005601,
2022-04-08 06:00:00,-109.43159598613568,
2022-04-08 08:00:00,-68.79176703435118,
2022-04-08 10:30:00,-53.286467675332545,
2022-04-08 11:00:00,-54.189140481279225,
2022-04-08 23:59:59,-56.84260712144342,w
2022-04-11 00:00:00,-67.09668096649165,
2022-04-11 03:30:00,-96.98899053710952,
2022-04-11 04:00:00,-94.09678977998993,
2022-04-11 06:00:00,-34.77990269912249,
2022-04-11 08:00:00,-48.821195295746804,
2022-04-11 10:30:00,-97.95541780303998,
2022-04-11 11:00:00,-90.19509945957935,
2022-04-11 23:59:59,-55.60802595563692,c
2022-04-12 00:00:00,13.01436737659111,
2022-04-12 03:30:00,47.78367042697579,
2022-04-12 04:00:00,62.063054718389026,
2022-04-12 06:00:00,45.21943656283315,
2022-04-12 08:00:00,34.767198166778655,
2022-04-12 10:30:00,0.42158277675565614,
2022-04-12 11:00:00,15.514061139893158,
2022-04-12 23:59:59,2.8890497189835287,c
2022-04-13 00:00:00,43.5165351318567,
2022-04-13 03:30:00,31.506538520496804,
2022-04-13 04:00:00,-14.085621557110471,
2022-04-13 06:00:00,-42.74306879649572,
2022-04-13 08:00:00,-32.35671589472361,
2022-04-13 10:30:00,-58.964214943510825,
2022-04-13 11:00:00,-50.93359646753214,
2022-04-13 23:59:59,-70.4121765745036,c
2022-04-14 00:00:00,-46.46076943148182,
2022-04-14 03:30:00,-43.10348087232791,
2022-04-14 04:00:00,-70.80070024835982,
2022-04-14 06:00:00,-50.80526544117734,
2022-04-14 08:00:00,-9.543296839610377,
2022-04-14 10:30:00,16.088538762811197,
2022-04-14 11:00:00,28.351553960381978,
2022-04-14 23:59:59,-29.31988367222027,c
2022-04-15 00:00:00,-29.31988367222027,
2022-04-15 03:30:00,-29.31988367222027,
2022-04-15 04:00:00,-29.31988367222027,
2022-04-15 06:00:00,-29.31988367222027,
2022-04-15 08:00:00,-29.31988367222027,
2022-04-15 10:30:00,-29.31988367222027,
2022-04-15 11:00:00,-29.31988367222027,
2022-04-15 23:59:59,-29.31988367222027,w
2022-04-18 00:00:00,-29.31988367222027,
2022-04-18 03:30:00,-29.31988367222027,
2022-04-18 04:00:00,-29.31988367222027,
2022-04-18 06:00:00,-29.31988367222027,
2022-04-18 08:00:00,-29.31988367222027,
2022-04-18 10:30:00,-29.31988367222027,
2022-04-18 11:00:00,-29.31988367222027,
2022-04-18 23:59:59,-29.31988367222027,c
2022-04-19 00:00:00,-58.151089125109706,
