date,CAD_MISC_2021_Q2,meta
2021-05-21 00:00:00,114.00452086691621,
2021-05-21 10:00:00,109.96612972475896,
2021-05-21 10:30:00,148.90781009974035,
2021-05-21 12:00:00,160.33643677588543,
2021-05-21 13:30:00,156.10016139426807,
2021-05-21 15:00:00,146.81868000319446,
2021-05-21 15:30:30,146.81868000319446,
2021-05-21 23:59:59,161.4725408307795,w
2021-05-24 00:00:00,161.4725408307795,
2021-05-24 10:00:00,161.4725408307795,
2021-05-24 10:30:00,161.4725408307795,
2021-05-24 12:00:00,161.4725408307795,
2021-05-24 13:30:00,161.4725408307795,
2021-05-24 15:00:00,161.4725408307795,
2021-05-24 15:30:30,161.4725408307795,
2021-05-24 23:59:59,161.4725408307795,c
2021-05-25 00:00:00,125.11739311908786,
2021-05-25 10:00:00,156.78928754033223,
2021-05-25 10:30:00,137.02765577837226,
2021-05-25 12:00:00,142.30802397467096,
2021-05-25 13:30:00,151.00966811761919,
2021-05-25 15:00:00,170.884567548444,
2021-05-25 15:30:30,170.884567548444,
2021-05-25 23:59:59,164.97279892334655,c
2021-05-26 00:00:00,149.28923606553053,
2021-05-26 10:00:00,186.46857882321547,
2021-05-26 10:30:00,151.79625266168114,
2021-05-26 12:00:00,143.7807144764247,
2021-05-26 13:30:00,150.12552296075273,
2021-05-26 15:00:00,142.39951694932597,
2021-05-26 15:30:30,142.39951694932597,
2021-05-26 23:59:59,142.74861994796765,c
2021-05-27 00:00:00,150.66198150929404,
2021-05-27 10:00:00,163.66017683569044,
2021-05-27 10:30:00,135.9840938495763,
2021-05-27 12:00:00,121.96888959261742,
2021-05-27 13:30:00,128.31265101193367,
2021-05-27 15:00:00,126.7776561073365,
2021-05-27 15:30:30,126.7776561073365,m
2021-05-27 23:59:59,123.13234805992943,c
2021-05-28 00:00:00,138.2033986141082,
2021-05-28 10:00:00,115.61574353293236,
2021-05-28 10:30:00,107.39101683838499,
2021-05-28 12:00:00,116.38821069214964,
2021-05-28 13:30:00,109.25337461241679,
2021-05-28 15:00:00,100.72189084814318,
2021-05-28 15:30:30,100.72189084814318,
2021-05-28 23:59:59,100.41958869190466,w
2021-05-31 00:00:00,101.384454643352,
2021-05-31 10:00:00,107.21052770270217,
2021-05-31 10:30:00,105.48000050542123,
2021-05-31 12:00:00,112.78325799452341,
