date,XIND_2021_Q3,meta
2021-08-20 00:00:00,74.28424337457568,
2021-08-20 10:00:00,57.584916145918896,
2021-08-20 10:30:00,65.64461324251306,
2021-08-20 12:00:00,45.42727217288848,
2021-08-20 13:30:00,31.901405899222482,
2021-08-20 15:00:00,38.91081304116233,
2021-08-20 15:30:30,38.91081304116233,
2021-08-20 23:59:59,32.27875255654271,w
2021-08-23 00:00:00,26.37362513461221,
2021-08-23 10:00:00,38.58127074102072,
2021-08-23 10:30:00,27.42795707737605,
2021-08-23 12:00:00,31.50299154679783,
2021-08-23 13:30:00,48.6542160251322,
2021-08-23 15:00:00,53.79784822965189,
2021-08-23 15:30:30,53.79784822965189,
2021-08-23 23:59:59,60.50985241126318,c
2021-08-24 00:00:00,46.33569391640299,
2021-08-24 10:00:00,48.88269204444077,
2021-08-24 10:30:00,63.048777014692405,
2021-08-24 12:00:00,57.33912874377461,
2021-08-24 13:30:00,69.93600360647997,
2021-08-24 15:00:00,83.86902993583294,
2021-08-24 15:30:30,83.86902993583294,
2021-08-24 23:59:59,76.55766933967902,c
2021-08-25 00:00:00,66.84493685464804,
2021-08-25 10:00:00,57.33190259277103,
2021-08-25 10:30:00,52.57329057720449,
2021-08-25 12:00:00,63.0668709060908,
2021-08-25 13:30:00,61.9378247474051,
2021-08-25 15:00:00,75.34987728887995,
2021-08-25 15:30:30,75.34987728887995,
2021-08-25 23:59:59,77.3315116711442,c
2021-08-26 00:00:00,76.19481477429485,
2021-08-26 10:00:00,101.4746163413904,
2021-08-26 10:30:00,95.32081053158345,
2021-08-26 12:00:00,91.33691875747604,
2021-08-26 13:30:00,79.48366144969987,
2021-08-26 15:00:00,87.1455778133568,
2021-08-26 15:30:30,87.1455778133568,
2021-08-26 23:59:59,90.870456963881,c
2021-08-27 00:00:00,69.8453813619094,
2021-08-27 10:00:00,65.98651334797182,
2021-08-27 10:30:00,60.59980010942286,
2021-08-27 12:00:00,57.49952554961328,
2021-08-27 13:30:00,47.644659794581,
2021-08-27 15:00:00,44.342826811891655,
2021-08-27 15:30:30,44.342826811891655,
2021-08-27 23:59:59,47.32766988689855,w
2021-08-30 00:00:00,24.70308340772658,
2021-08-30 10:00:00,5.933218148615197,
2021-08-30 10:30:00,-21.78370357427889,
2021-08-30 12:00:00,-12.132934321983385,
2021-08-30 13:30:00,-16.68801348475722,
2021-08-30 15:00:00,-21.680330436144686,
2021-08-30 15:30:30,-21.680330436144686,
2021-08-30 23:59:59,-17.89066528935973,c
2021-08-31 00:00:00,0.3788529533555902,
2021-08-31 10:00:00,3.6258064118947004,
2021-08-31 10:30:00,18.82014065609087,
2021-08-31 12:00:00,20.00059571684733,
2021-08-31 13:30:00,18.5126545849962,
2021-08-31 15:00:00,15.433213471500949,
2021-08-31 15:30:30,15.433213471500949,s
2021-08-31 23:59:59,-3.7523121707331484,c
2021-09-01 00:00:00,-1.0100447998001982,
2021-09-01 10:00:00,39.74842131008154,
2021-09-01 10:30:00,56.01715968931876,
2021-09-01 12:00:00,48.53457968898442,
2021-09-01 13:30:00,14.874544990375625,
2021-09-01 15:00:00,1.1385834706713922,
2021-09-01 15:30:30,1.1385834706713922,
2021-09-01 23:59:59,-7.189001298207586,c
2021-09-02 00:00:00,-27.21465368640247,
2021-09-02 10:00:00,-22.33396628446235,
2021-09-02 10:30:00,-36.91087541985098,
2021-09-02 12:00:00,-27.992204704046344,
2021-09-02 13:30:00,-12.256106271700446,
2021-09-02 15:00:00,-29.460918417790708,
2021-09-02 15:30:30,-29.460918417790708,
2021-09-02 23:59:59,-25.325845119929227,c
2021-09-03 00:00:00,-28.672464516926084,
2021-09-03 10:00:00,-0.0036439250222883857,
2021-09-03 10:30:00,-4.620972362319435,
2021-09-03 12:00:00,-10.523723826300738,
2021-09-03 13:30:00,-25.893806686784956,
2021-09-03 15:00:00,-23.283734215477352,
2021-09-03 15:30:30,-23.283734215477352,
2021-09-03 23:59:59,-14.885747856192893,w
2021-09-06 00:00:00,-14.885747856192893,
2021-09-06 10:00:00,-14.885747856192893,
2021-09-06 10:30:00,-14.885747856192893,
2021-09-06 12:00:00,-14.885747856192893,
2021-09-06 13:30:00,-14.885747856192893,
2021-09-06 15:00:00,-14.885747856192893,
2021-09-06 15:30:30,-14.885747856192893,
2021-09-06 23:59:59,-14.885747856192893,c
2021-09-07 00:00:00,-9.961833470360034,
2021-09-07 10:00:00,8.68912491906326,
2021-09-07 10:30:00,17.448160237233196,
2021-09-07 12:00:00,7.604940338114147,
2021-09-07 13:30:00,26.444409248024158,
2021-09-07 15:00:00,28.843642137030656,
2021-09-07 15:30:30,28.843642137030656,
2021-09-07 23:59:59,27.507194949730092,c
2021-09-08 00:00:00,34.46048113295092,
2021-09-08 10:00:00,18.174858353035006,
2021-09-08 10:30:00,18.097228914086372,
2021-09-08 12:00:00,2.919761095369722,
2021-09-08 13:30:00,6.606975322232984,
2021-09-08 15:00:00,10.591391329234057,
2021-09-08 15:30:30,10.591391329234057,
2021-09-08 23:59:59,-0.05448219706886448,c
2021-09-09 00:00:00,-18.953010726294906,
2021-09-09 10:00:00,25.22410976872493,
