date,FVD_2022_Jun,meta
2022-06-07 00:00:00,230.7911896623339,
2022-06-07 10:00:00,223.07254170716084,
2022-06-07 10:30:00,219.29109798387802,
2022-06-07 12:00:00,219.94862083774706,
2022-06-07 13:30:00,201.86458154209214,
2022-06-07 15:00:00,203.3321172771221,
2022-06-07 15:30:30,203.3321172771221,u
2022-06-07 23:59:59,212.5479316816506,c
2022-06-08 00:00:00,201.99683769373536,
2022-06-08 10:00:00,203.3373864484251,
2022-06-08 10:30:00,210.94633832361794,
2022-06-08 12:00:00,222.14786409157946,
2022-06-08 13:30:00,218.5141662757963,
2022-06-08 15:00:00,220.1708068738595,
2022-06-08 15:30:30,220.1708068738595,
2022-06-08 23:59:59,229.05563904934286,c
2022-06-09 00:00:00,246.0732753199134,
2022-06-09 10:00:00,232.28769806015282,
2022-06-09 10:30:00,225.76124718188163,
2022-06-09 12:00:00,221.67833370801318,
2022-06-09 13:30:00,220.64200919720528,
2022-06-09 15:00:00,216.0498162586272,
2022-06-09 15:30:30,216.0498162586272,
2022-06-09 23:59:59,208.30273609559544,c
2022-06-10 00:00:00,203.64932989368378,
2022-06-10 10:00:00,175.85547494475716,
2022-06-10 10:30:00,179.55529190258918,
2022-06-10 12:00:00,172.44751454648463,
2022-06-10 13:30:00,168.2010053251839,
2022-06-10 15:00:00,168.5985314442015,
2022-06-10 15:30:30,168.5985314442015,
2022-06-10 23:59:59,170.0191892458023,w
2022-06-13 00:00:00,177.83705638310173,
2022-06-13 10:00:00,147.37708325649587,
2022-06-13 10:30:00,150.49149385459936,
2022-06-13 12:00:00,95.16092159357527,
2022-06-13 13:30:00,99.6899218670596,
2022-06-13 15:00:00,100.32715806465436,
2022-06-13 15:30:30,100.32715806465436,
2022-06-13 23:59:59,87.2103854584228,c
2022-06-14 00:00:00,128.46574969453079,
2022-06-14 10:00:00,132.64332228547966,
2022-06-14 10:30:00,124.5073322438998,
2022-06-14 12:00:00,109.8196993997726,
2022-06-14 13:30:00,109.7186193130249,
2022-06-14 15:00:00,97.79112350572795,
2022-06-14 15:30:30,97.79112350572795,
2022-06-14 23:59:59,108.02299452312835,c
2022-06-15 00:00:00,114.03549451560573,
2022-06-15 10:00:00,124.9673337339023,
2022-06-15 10:30:00,116.49334489814349,
2022-06-15 12:00:00,102.20789315313854,
2022-06-15 13:30:00,95.612430085296,
2022-06-15 15:00:00,98.64284808623917,
2022-06-15 15:30:30,98.64284808623917,
2022-06-15 23:59:59,80.41149866429865,c
2022-06-16 00:00:00,63.83999453314149,
2022-06-16 10:00:00,23.880768700715365,
2022-06-16 10:30:00,35.66188217690972,
2022-06-16 12:00:00,42.7290843588051,
2022-06-16 13:30:00,44.98535044080823,
2022-06-16 15:00:00,49.27258690882456,
2022-06-16 15:30:30,49.27258690882456,
2022-06-16 23:59:59,57.585387189714,c
2022-06-17 00:00:00,58.22790987529221,
2022-06-17 10:00:00,46.68642520167675,
2022-06-17 10:30:00,31.064207554695038,
2022-06-17 12:00:00,32.52588033876334,
2022-06-17 13:30:00,31.43211727841691,
2022-06-17 15:00:00,36.968615020479135,
