date,GDX_2021_Q4,meta
2021-11-19 00:00:00,-348.19178419921036,
2021-11-19 10:00:00,-302.77069598054834,
2021-11-19 10:30:00,-302.7658110409426,
2021-11-19 12:00:00,-278.8043527896116,
2021-11-19 13:30:00,-284.861053433488,
2021-11-19 15:00:00,-287.6161482711176,
2021-11-19 15:30:30,-287.6161482711176,
2021-11-19 23:59:59,-288.5995359378428,w
2021-11-22 00:00:00,-313.4274144551197,
2021-11-22 10:00:00,-304.25340631279323,
2021-11-22 10:30:00,-313.8821149680632,
2021-11-22 12:00:00,-298.7275407013584,
2021-11-22 13:30:00,-311.7774314309181,
2021-11-22 15:00:00,-305.85983046774766,
2021-11-22 15:30:30,-305.85983046774766,u
2021-11-22 23:59:59,-319.9148664062568,c
2021-11-23 00:00:00,-314.0219814295325,
2021-11-23 10:00:00,-336.98855773319895,
2021-11-23 10:30:00,-311.16509102321527,
2021-11-23 12:00:00,-292.3688933615887,
2021-11-23 13:30:00,-273.091054971258,
2021-11-23 15:00:00,-281.77885842071055,
2021-11-23 15:30:30,-281.77885842071055,
2021-11-23 23:59:59,-287.8113824476675,c
2021-11-24 00:00:00,-269.576732052054,
2021-11-24 10:00:00,-248.61607146324252,
2021-11-24 10:30:00,-244.60290986693042,
2021-11-24 12:00:00,-272.1748982654451,
2021-11-24 13:30:00,-262.4309249778462,
2021-11-24 15:00:00,-250.4987401208723,
2021-11-24 15:30:30,-250.4987401208723,
2021-11-24 23:59:59,-259.2479165070888,c
2021-11-25 00:00:00,-262.66973543074084,
2021-11-25 10:00:00,-254.4479282479308,
2021-11-25 10:30:00,-253.4002787205734,
2021-11-25 12:00:00,-247.92450487646397,
2021-11-25 13:30:00,-251.31502341773728,
2021-11-25 15:00:00,-250.15165622941004,
2021-11-25 15:30:30,-250.15165622941004,
2021-11-25 23:59:59,-245.64348625089428,c
2021-11-26 00:00:00,-245.32813293987067,
2021-11-26 10:00:00,-173.3129553169938,
2021-11-26 10:30:00,-166.7103137663778,
2021-11-26 12:00:00,-182.7979061350428,
2021-11-26 13:30:00,-191.05833956294236,
2021-11-26 15:00:00,-187.58615570114966,
2021-11-26 15:30:30,-187.58615570114966,
2021-11-26 23:59:59,-189.46940936522662,w
2021-11-29 00:00:00,-208.38322570657965,
2021-11-29 10:00:00,-194.96022147653332,
2021-11-29 10:30:00,-190.1732334678004,
2021-11-29 12:00:00,-183.61821141668145,
2021-11-29 13:30:00,-181.81933550002714,
2021-11-29 15:00:00,-170.0032457426363,
2021-11-29 15:30:30,-170.0032457426363,
2021-11-29 23:59:59,-180.26574444128858,c
2021-11-30 00:00:00,-214.6893503705204,
2021-11-30 10:00:00,-241.94671298086598,
2021-11-30 10:30:00,-245.51391914781289,
2021-11-30 12:00:00,-231.25297584532916,
2021-11-30 13:30:00,-248.68494372195585,
2021-11-30 15:00:00,-253.82027641507761,
2021-11-30 15:30:30,-253.82027641507761,m
2021-11-30 23:59:59,-263.93580913368714,c
2021-12-01 00:00:00,-312.8892102877726,
2021-12-01 10:00:00,-271.7055622577417,
2021-12-01 10:30:00,-272.7249098508987,
2021-12-01 12:00:00,-246.34050643256944,
2021-12-01 13:30:00,-240.67751365218828,
2021-12-01 15:00:00,-245.5815543611427,
2021-12-01 15:30:30,-245.5815543611427,
2021-12-01 23:59:59,-265.8380010649835,c
2021-12-02 00:00:00,-296.46219882565526,
2021-12-02 10:00:00,-276.40985008514826,
2021-12-02 10:30:00,-262.1741509360843,
2021-12-02 12:00:00,-272.5719000526865,
2021-12-02 13:30:00,-268.54515550544625,
2021-12-02 15:00:00,-269.20557812781067,
2021-12-02 15:30:30,-269.20557812781067,
2021-12-02 23:59:59,-271.1387643962946,c
2021-12-03 00:00:00,-300.4733242319137,
2021-12-03 10:00:00,-276.3859108093816,
2021-12-03 10:30:00,-274.8084769321704,
2021-12-03 12:00:00,-237.85145663982246,
2021-12-03 13:30:00,-243.40546733515714,
2021-12-03 15:00:00,-233.35442471196677,
2021-12-03 15:30:30,-233.35442471196677,
2021-12-03 23:59:59,-229.38549837367896,w
2021-12-06 00:00:00,-231.0916788400558,
2021-12-06 10:00:00,-166.8470588863629,
2021-12-06 10:30:00,-157.66217562736733,
2021-12-06 12:00:00,-171.9620844580328,
2021-12-06 13:30:00,-180.10360202500692,
2021-12-06 15:00:00,-185.90336671610544,
2021-12-06 15:30:30,-185.90336671610544,
2021-12-06 23:59:59,-184.26499614737065,c
2021-12-07 00:00:00,-175.77674931882325,
2021-12-07 10:00:00,-179.05643278965226,
2021-12-07 10:30:00,-179.81039307100104,
2021-12-07 12:00:00,-154.61340472495328,
2021-12-07 13:30:00,-124.45479716270472,
2021-12-07 15:00:00,-123.1543818235466,
2021-12-07 15:30:30,-123.1543818235466,
2021-12-07 23:59:59,-132.0269410595796,c
2021-12-08 00:00:00,-139.70389433873174,
2021-12-08 10:00:00,-127.8418575572291,
2021-12-08 10:30:00,-114.99154902593887,
2021-12-08 12:00:00,-108.01560123775982,
2021-12-08 13:30:00,-95.4837282474191,
2021-12-08 15:00:00,-97.84680807193524,
2021-12-08 15:30:30,-97.84680807193524,
2021-12-08 23:59:59,-103.92660078124584,c
2021-12-09 00:00:00,-106.85728114485232,
2021-12-09 10:00:00,-64.93333204026987,
2021-12-09 10:30:00,-39.61111569773186,
2021-12-09 12:00:00,-21.032024924293182,
2021-12-09 13:30:00,-24.299679225580007,
2021-12-09 15:00:00,-18.325743506060917,
2021-12-09 15:30:30,-18.325743506060917,
2021-12-09 23:59:59,-23.983692837029935,c
2021-12-10 00:00:00,-27.59750358436156,
2021-12-10 10:00:00,-24.889262389169176,
2021-12-10 10:30:00,-34.90846184163081,
2021-12-10 12:00:00,2.1025478547793455,
2021-12-10 13:30:00,2.7398969773856834,
2021-12-10 15:00:00,-0.6263717356491725,
2021-12-10 15:30:30,-0.6263717356491725,s
2021-12-10 23:59:59,0.0,a
2021-12-13 00:00:00,21.37711603296009,
2021-12-13 10:00:00,71.15298057037148,
2021-12-13 10:30:00,63.163314800452326,
2021-12-13 12:00:00,76.75238954930842,
2021-12-13 13:30:00,54.90741181659564,
2021-12-13 15:00:00,66.40365696598064,
2021-12-13 15:30:30,66.40365696598064,
2021-12-13 23:59:59,71.6526936089432,c
2021-12-14 00:00:00,59.39426030352695,
2021-12-14 10:00:00,63.375262792222316,
2021-12-14 10:30:00,58.836151227406276,
2021-12-14 12:00:00,56.55266647589485,
2021-12-14 13:30:00,55.92778142449265,
2021-12-14 15:00:00,54.97432551194413,
2021-12-14 15:30:30,54.97432551194413,
2021-12-14 23:59:59,56.44815535263149,c
2021-12-15 00:00:00,58.728695306505074,
2021-12-15 10:00:00,42.04575360976992,
2021-12-15 10:30:00,43.369077447815926,
