date,KWEB_2021_Q4,meta
2021-11-02 00:00:00,243.46395393664068,
2021-11-02 10:00:00,267.2432795269238,
2021-11-02 10:30:00,173.61580187260813,
2021-11-02 12:00:00,222.78319908845253,
2021-11-02 13:30:00,241.89322825456344,
2021-11-02 15:00:00,222.81368856387888,
2021-11-02 15:30:30,222.81368856387888,
2021-11-02 23:59:59,250.34033509716687,c
2021-11-03 00:00:00,184.32335433659063,
2021-11-03 10:00:00,196.63455399987237,
2021-11-03 10:30:00,239.8695419469002,
2021-11-03 12:00:00,256.72854204826086,
2021-11-03 13:30:00,194.7433161534188,
2021-11-03 15:00:00,215.56300841644799,
2021-11-03 15:30:30,215.56300841644799,
2021-11-03 23:59:59,174.88985880880483,c
2021-11-04 00:00:00,150.76496658774886,
2021-11-04 10:00:00,146.06961838754398,
2021-11-04 10:30:00,206.12713908483238,
2021-11-04 12:00:00,240.00840606553282,
2021-11-04 13:30:00,194.90984106752188,
2021-11-04 15:00:00,107.65340163549564,
2021-11-04 15:30:30,107.65340163549564,
2021-11-04 23:59:59,193.93734064202738,c
2021-11-05 00:00:00,278.97782152006295,
2021-11-05 10:00:00,282.3184801645157,
2021-11-05 10:30:00,315.670175333487,
2021-11-05 12:00:00,247.25347453907494,
2021-11-05 13:30:00,214.03177982168864,
2021-11-05 15:00:00,239.9620896077273,
2021-11-05 15:30:30,239.9620896077273,
2021-11-05 23:59:59,248.43894847739125,w
2021-11-08 00:00:00,217.8919913444131,
2021-11-08 10:00:00,157.11770425590498,
2021-11-08 10:30:00,142.62278237285062,
2021-11-08 12:00:00,23.249086864369815,
2021-11-08 13:30:00,9.749666087371992,
2021-11-08 15:00:00,-17.063097757909276,
2021-11-08 15:30:30,-17.063097757909276,
2021-11-08 23:59:59,22.23928417126416,c
2021-11-09 00:00:00,19.988484804693712,
2021-11-09 10:00:00,31.12659492587204,
2021-11-09 10:30:00,34.778973399087846,
2021-11-09 12:00:00,-44.764434821213996,
2021-11-09 13:30:00,-47.53535232990305,
2021-11-09 15:00:00,-81.84479141928573,
2021-11-09 15:30:30,-81.84479141928573,
2021-11-09 23:59:59,-43.341308101753015,c
2021-11-10 00:00:00,-105.64716993030754,
2021-11-10 10:00:00,-228.56429461781016,
2021-11-10 10:30:00,-179.44329079250068,
2021-11-10 12:00:00,-177.13585388222992,
2021-11-10 13:30:00,-138.31652351682655,
2021-11-10 15:00:00,-83.60286124292675,
2021-11-10 15:30:30,-83.60286124292675,
2021-11-10 23:59:59,-72.35807985336481,c
2021-11-11 00:00:00,-32.24113035101706,
2021-11-11 10:00:00,51.18657135552397,
2021-11-11 10:30:00,25.885515259655563,
2021-11-11 12:00:00,-1.3012572467170571,
2021-11-11 13:30:00,-66.28276718983298,
2021-11-11 15:00:00,-55.58233854094783,
2021-11-11 15:30:30,-55.58233854094783,
2021-11-11 23:59:59,-7.0777318754091425,c
2021-11-12 00:00:00,47.66437313926269,
2021-11-12 10:00:00,178.17377819985137,
2021-11-12 10:30:00,190.47700946814552,
2021-11-12 12:00:00,113.73647655728956,
2021-11-12 13:30:00,167.60879051430464,
2021-11-12 15:00:00,134.81943097349898,
2021-11-12 15:30:30,134.81943097349898,
2021-11-12 23:59:59,144.94095726962445,w
2021-11-15 00:00:00,161.1577161876715,
