date,R2_STAY_HEDGED_2022_Q1,meta
2022-01-07 00:00:00,39.56632840693101,
2022-01-07 10:00:00,16.818131929354422,
2022-01-07 10:30:00,11.941189535566082,
2022-01-07 12:00:00,26.485294528878057,
2022-01-07 13:30:00,22.236201981489558,
2022-01-07 15:00:00,36.61499213491106,
2022-01-07 15:30:30,36.61499213491106,
2022-01-07 23:59:59,21.29233345578359,w
2022-01-10 00:00:00,38.00171539558005,
2022-01-10 10:00:00,6.648238503006269,
2022-01-10 10:30:00,-5.436897912618861,
2022-01-10 12:00:00,-1.1362207463853338,
2022-01-10 13:30:00,-6.144986598960259,
2022-01-10 15:00:00,9.755508976544206,
2022-01-10 15:30:30,9.755508976544206,
2022-01-10 23:59:59,14.15750869666681,c
2022-01-11 00:00:00,20.20588645266207,
2022-01-11 10:00:00,5.380295398843828,
2022-01-11 10:30:00,24.529414482430184,
2022-01-11 12:00:00,31.699327439688204,
2022-01-11 13:30:00,24.779176804625877,
2022-01-11 15:00:00,22.917409343419877,
2022-01-11 15:30:30,22.917409343419877,
2022-01-11 23:59:59,34.51471225053456,c
2022-01-12 00:00:00,58.949320862837794,
2022-01-12 10:00:00,31.282355069197365,
2022-01-12 10:30:00,47.697788027055594,
2022-01-12 12:00:00,37.34906031377932,
2022-01-12 13:30:00,58.38688006958182,
2022-01-12 15:00:00,43.23155594385935,
2022-01-12 15:30:30,43.23155594385935,
2022-01-12 23:59:59,39.269860394424995,c
2022-01-13 00:00:00,59.23430814757603,
2022-01-13 10:00:00,39.241627521986175,
2022-01-13 10:30:00,34.64654238692174,
2022-01-13 12:00:00,50.46962869903746,
2022-01-13 13:30:00,36.885414088329526,
2022-01-13 15:00:00,23.41060696861041,
2022-01-13 15:30:30,23.41060696861041,
2022-01-13 23:59:59,9.597283719089774,c
2022-01-14 00:00:00,-22.077956382920547,
2022-01-14 10:00:00,-34.0550327692863,
2022-01-14 10:30:00,-24.5234064735414,
2022-01-14 12:00:00,-55.27863508610835,
2022-01-14 13:30:00,-96.48462580048817,
2022-01-14 15:00:00,-81.63659995358785,
2022-01-14 15:30:30,-81.63659995358785,
2022-01-14 23:59:59,-81.37982462661284,w
2022-01-17 00:00:00,-81.37982462661284,
2022-01-17 10:00:00,-81.37982462661284,
2022-01-17 10:30:00,-81.37982462661284,
2022-01-17 12:00:00,-81.37982462661284,
2022-01-17 13:30:00,-81.37982462661284,
2022-01-17 15:00:00,-81.37982462661284,
2022-01-17 15:30:30,-81.37982462661284,
2022-01-17 23:59:59,-81.37982462661284,c
2022-01-18 00:00:00,-143.89979839411626,
2022-01-18 10:00:00,-135.76263014148208,
2022-01-18 10:30:00,-142.86880372430915,
2022-01-18 12:00:00,-152.59834085498824,
2022-01-18 13:30:00,-161.64986959894577,
2022-01-18 15:00:00,-146.11561513492825,
2022-01-18 15:30:30,-146.11561513492825,
2022-01-18 23:59:59,-139.5794838850802,c
2022-01-19 00:00:00,-172.51566368374597,
2022-01-19 10:00:00,-170.49356618413867,
2022-01-19 10:30:00,-170.46661802947256,
2022-01-19 12:00:00,-150.8609475594999,
2022-01-19 13:30:00,-159.45503220001274,
2022-01-19 15:00:00,-155.55104660670395,
2022-01-19 15:30:30,-155.55104660670395,
2022-01-19 23:59:59,-152.0800793091994,c
2022-01-20 00:00:00,-154.59315008845488,
2022-01-20 10:00:00,-150.4837423355907,
2022-01-20 10:30:00,-103.43252286208826,
2022-01-20 12:00:00,-66.7949654187205,
2022-01-20 13:30:00,-94.94013799966478,
2022-01-20 15:00:00,-118.29693339716277,
2022-01-20 15:30:30,-118.29693339716277,
2022-01-20 23:59:59,-157.36256963664937,c
2022-01-21 00:00:00,-197.65945680270988,
2022-01-21 10:00:00,-211.46983193985898,
2022-01-21 10:30:00,-188.05060826349018,
2022-01-21 12:00:00,-168.9513896883518,
2022-01-21 13:30:00,-202.21535260440487,
2022-01-21 15:00:00,-210.63355266362987,
2022-01-21 15:30:30,-210.63355266362987,
2022-01-21 23:59:59,-192.50713199542997,w
2022-01-24 00:00:00,-182.26594640804706,
2022-01-24 10:00:00,-265.31832718810665,
2022-01-24 10:30:00,-252.00240167267384,
2022-01-24 12:00:00,-258.89824384820486,
2022-01-24 13:30:00,-250.86484363500904,
2022-01-24 15:00:00,-246.0524435372081,
2022-01-24 15:30:30,-246.0524435372081,
2022-01-24 23:59:59,-216.5444511303872,c
2022-01-25 00:00:00,-282.15340854326905,
2022-01-25 10:00:00,-273.0874476908907,
2022-01-25 10:30:00,-256.27251582430154,
2022-01-25 12:00:00,-253.90778035343374,
2022-01-25 13:30:00,-243.39902425760602,
2022-01-25 15:00:00,-207.78381763322432,
2022-01-25 15:30:30,-207.78381763322432,
2022-01-25 23:59:59,-207.0788671181749,c
2022-01-26 00:00:00,-170.45199614250305,
2022-01-26 10:00:00,-188.3375005895614,
2022-01-26 10:30:00,-177.10122793290384,
2022-01-26 12:00:00,-166.8388495923964,
2022-01-26 13:30:00,-169.73704966530613,
2022-01-26 15:00:00,-185.12525545657627,
2022-01-26 15:30:30,-185.12525545657627,
2022-01-26 23:59:59,-207.74408809079068,c
2022-01-27 00:00:00,-227.67675944864732,
2022-01-27 10:00:00,-195.53493836622692,
2022-01-27 10:30:00,-193.8000352899835,
2022-01-27 12:00:00,-192.6661524517831,
2022-01-27 13:30:00,-241.06393849866708,
2022-01-27 15:00:00,-254.5249238899446,
2022-01-27 15:30:30,-254.5249238899446,
2022-01-27 23:59:59,-251.60120160804945,c
2022-01-28 00:00:00,-198.54702053024312,
2022-01-28 10:00:00,-282.76714551156965,
2022-01-28 10:30:00,-257.46886559446466,
