date,MSCI_US_SC_AD_HEDGED_2021_Q2,meta
2021-04-06 00:00:00,57.4362822750345,
2021-04-06 10:00:00,9.749379984237748,
2021-04-06 10:30:00,11.757806523129602,
2021-04-06 12:00:00,20.572163133869708,
2021-04-06 13:30:00,33.82918993176827,
2021-04-06 15:00:00,56.997801622442694,
2021-04-06 15:30:30,56.997801622442694,
2021-04-06 23:59:59,83.14911464598299,c
2021-04-07 00:00:00,52.98411453971994,
2021-04-07 10:00:00,74.04883416481243,
2021-04-07 10:30:00,66.68366221600718,
2021-04-07 12:00:00,67.66047008690839,
2021-04-07 13:30:00,54.849037639495236,
2021-04-07 15:00:00,48.42943852477629,
2021-04-07 15:30:30,48.42943852477629,
2021-04-07 23:59:59,70.28319068327801,c
2021-04-08 00:00:00,65.20768715856457,
2021-04-08 10:00:00,79.0243375080031,
2021-04-08 10:30:00,102.969034805928,
2021-04-08 12:00:00,55.534911462216314,
2021-04-08 13:30:00,53.46708938342999,
2021-04-08 15:00:00,55.433008584825075,
2021-04-08 15:30:30,55.433008584825075,
2021-04-08 23:59:59,53.33454950123269,c
2021-04-09 00:00:00,55.66981402141755,
2021-04-09 10:00:00,79.89713949191764,
2021-04-09 10:30:00,88.31789573484684,
2021-04-09 12:00:00,87.09793536590769,
2021-04-09 13:30:00,107.21088508329922,
2021-04-09 15:00:00,99.11485330691357,
2021-04-09 15:30:30,99.11485330691357,
2021-04-09 23:59:59,99.31047076068262,w
2021-04-12 00:00:00,104.83679327432355,
2021-04-12 10:00:00,143.2864175620607,
2021-04-12 10:30:00,136.98651176356907,
2021-04-12 12:00:00,114.44352282813179,
2021-04-12 13:30:00,108.7303945037379,
2021-04-12 15:00:00,103.5308595010165,
2021-04-12 15:30:30,103.5308595010165,
2021-04-12 23:59:59,103.05104390734914,c
2021-04-13 00:00:00,107.60685351218126,
2021-04-13 10:00:00,90.69938615803312,
2021-04-13 10:30:00,74.4502624216575,
2021-04-13 12:00:00,111.45843219904555,
2021-04-13 13:30:00,111.01566894883354,
2021-04-13 15:00:00,87.06375490758137,
2021-04-13 15:30:30,87.06375490758137,
2021-04-13 23:59:59,86.91950382420737,c
2021-04-14 00:00:00,73.36482439972451,
2021-04-14 10:00:00,-18.052496119843,
2021-04-14 10:30:00,-14.356640100003915,
2021-04-14 12:00:00,-49.72297530611104,
2021-04-14 13:30:00,-45.035069557870884,
2021-04-14 15:00:00,-27.01178963676466,
2021-04-14 15:30:30,-27.01178963676466,
2021-04-14 23:59:59,-19.884599163218354,c
2021-04-15 00:00:00,-58.16539363408356,
2021-04-15 10:00:00,-39.1322701520462,
2021-04-15 10:30:00,-43.45384698777025,
2021-04-15 12:00:00,-71.49736530286282,
2021-04-15 13:30:00,-91.22660560738768,
2021-04-15 15:00:00,-98.04248969165565,
2021-04-15 15:30:30,-98.04248969165565,
2021-04-15 23:59:59,-95.05865612432171,c
2021-04-16 00:00:00,-128.2449583456896,
2021-04-16 10:00:00,-74.623367193175,
2021-04-16 10:30:00,-55.26819851508753,
2021-04-16 12:00:00,-50.214883229731186,
2021-04-16 13:30:00,-54.2125918401789,
2021-04-16 15:00:00,-69.43073232764618,
2021-04-16 15:30:30,-69.43073232764618,
2021-04-16 23:59:59,-70.91485879697348,w
2021-04-19 00:00:00,-55.09725809070915,
2021-04-19 10:00:00,-50.019182251020084,
2021-04-19 10:30:00,-44.30532471598826,
2021-04-19 12:00:00,-31.57684453365391,
2021-04-19 13:30:00,-30.808287518215366,
2021-04-19 15:00:00,-44.93388097744992,
2021-04-19 15:30:30,-44.93388097744992,s
2021-04-19 23:59:59,-41.97365893034021,c
2021-04-20 00:00:00,-19.544496460553546,
2021-04-20 10:00:00,15.939638956565432,
2021-04-20 10:30:00,2.0716695046230598,
2021-04-20 12:00:00,30.101065955796003,
2021-04-20 13:30:00,46.46452518361184,
2021-04-20 15:00:00,55.0339323480589,
2021-04-20 15:30:30,55.0339323480589,
2021-04-20 23:59:59,39.26931628182592,c
2021-04-21 00:00:00,43.94408919583748,
2021-04-21 10:00:00,11.777966649924565,
2021-04-21 10:30:00,1.1534507346086684,
2021-04-21 12:00:00,22.749967628548802,
2021-04-21 13:30:00,11.541485297021154,
2021-04-21 15:00:00,3.651817787474556,
2021-04-21 15:30:30,3.651817787474556,
2021-04-21 23:59:59,-1.7335479821667832,c
2021-04-22 00:00:00,-10.139571387619071,
2021-04-22 10:00:00,2.8964991345878843,
2021-04-22 10:30:00,16.177869939598168,
2021-04-22 12:00:00,-40.427438993012856,
2021-04-22 13:30:00,-32.75781783162665,
2021-04-22 15:00:00,-16.687479648158387,
2021-04-22 15:30:30,-16.687479648158387,
2021-04-22 23:59:59,2.0904132718196706,c
2021-04-23 00:00:00,-29.629715722805486,
2021-04-23 10:00:00,-30.01628276720612,
2021-04-23 10:30:00,-28.360583680495893,
