date,AS_FTSE_EM_HK_MIG_2023_Q1,meta
2023-01-06 00:00:00,-155.15247616561737,
2023-01-06 01:00:00,-210.8258700440747,
2023-01-06 02:30:00,-193.73151758634822,
2023-01-06 03:00:00,-181.8687164031271,
2023-01-06 18:30:00,-181.8687164031271,
2023-01-06 20:00:00,-181.8687164031271,
2023-01-06 23:00:00,-181.8687164031271,
2023-01-06 23:59:59,-181.31340203181253,w
2023-01-09 00:00:00,-86.83776356177759,
2023-01-09 01:00:00,-115.24639966166933,
2023-01-09 02:30:00,-168.47928464853476,
2023-01-09 03:00:00,-157.49683726279727,
2023-01-09 18:30:00,-157.49683726279727,
2023-01-09 20:00:00,-157.49683726279727,
2023-01-09 23:00:00,-266.7263449753882,
2023-01-09 23:59:59,-267.1463303039868,c
2023-01-10 00:00:00,-200.41762730555047,
2023-01-10 01:00:00,-128.1545040257197,
2023-01-10 02:30:00,-130.5950081877595,
2023-01-10 03:00:00,-163.39041880735067,
2023-01-10 18:30:00,-163.39041880735067,
2023-01-10 20:00:00,-163.39041880735067,
2023-01-10 23:00:00,-80.86427484845535,
2023-01-10 23:59:59,-81.40801082481084,c
2023-01-11 00:00:00,19.899056567702246,
2023-01-11 01:00:00,-86.99851281629935,
2023-01-11 02:30:00,-92.6938146906432,
2023-01-11 03:00:00,-16.16874367681703,
2023-01-11 18:30:00,-16.16874367681703,
2023-01-11 20:00:00,-16.16874367681703,
2023-01-11 23:00:00,-36.37041186758324,
2023-01-11 23:59:59,-35.55908560715807,c
2023-01-12 00:00:00,-135.86977452695282,
2023-01-12 01:00:00,-184.94083841230622,
2023-01-12 02:30:00,-161.69516751406218,
2023-01-12 03:00:00,-160.11334977860452,
2023-01-12 18:30:00,-160.11334977860452,
2023-01-12 20:00:00,-160.11334977860452,
2023-01-12 23:00:00,-126.48150160349405,
2023-01-12 23:59:59,-125.71373335959606,c
2023-01-13 00:00:00,-34.261519701552515,
2023-01-13 01:00:00,-47.43877999365668,
2023-01-13 02:30:00,191.53622275374255,
2023-01-13 03:00:00,185.23662522650466,
2023-01-13 18:30:00,185.23662522650466,
2023-01-13 20:00:00,185.23662522650466,
2023-01-13 23:00:00,185.23662522650466,
2023-01-13 23:59:59,185.78857262709425,w
2023-01-16 00:00:00,-181.83756577660552,
2023-01-16 01:00:00,-32.01717518794794,
2023-01-16 02:30:00,-74.70640156141917,
2023-01-16 03:00:00,-96.04699270604851,
2023-01-16 18:30:00,-96.04699270604851,
2023-01-16 20:00:00,-96.04699270604851,
2023-01-16 23:00:00,-87.95047484087354,
2023-01-16 23:59:59,-87.48525415595213,c
2023-01-17 00:00:00,-55.191897958860864,
2023-01-17 01:00:00,6.617145878470183,
2023-01-17 02:30:00,90.63292032144,
2023-01-17 03:00:00,48.84809231684267,
2023-01-17 18:30:00,48.84809231684267,
2023-01-17 20:00:00,48.84809231684267,
2023-01-17 23:00:00,-87.67832378728326,
2023-01-17 23:59:59,-84.18975323427594,c
2023-01-18 00:00:00,-111.53059125014397,
2023-01-18 01:00:00,-152.3875723919009,
2023-01-18 02:30:00,-49.55435122947847,
2023-01-18 03:00:00,-28.554050768922025,
2023-01-18 18:30:00,-28.554050768922025,
2023-01-18 20:00:00,-28.554050768922025,
2023-01-18 23:00:00,56.52893141589175,
2023-01-18 23:59:59,59.33514026749617,c
2023-01-19 00:00:00,119.04174072966453,
2023-01-19 01:00:00,156.65334404761325,
2023-01-19 02:30:00,147.9979927330569,
2023-01-19 03:00:00,221.42891195634002,
2023-01-19 18:30:00,221.42891195634002,
2023-01-19 20:00:00,221.42891195634002,
2023-01-19 23:00:00,201.4724506375287,
2023-01-19 23:59:59,203.7392137155448,c
2023-01-20 00:00:00,268.49999478838254,
2023-01-20 01:00:00,484.7610970310534,
2023-01-20 02:30:00,498.66044537679136,
2023-01-20 03:00:00,538.3645288525586,
2023-01-20 18:30:00,538.3645288525586,
2023-01-20 20:00:00,538.3645288525586,
2023-01-20 23:00:00,538.3645288525586,
2023-01-20 23:59:59,537.9776132357147,w
2023-01-23 00:00:00,537.9776132357147,
2023-01-23 01:00:00,537.9776132357147,
2023-01-23 02:30:00,537.9776132357147,
2023-01-23 03:00:00,537.9776132357147,
2023-01-23 18:30:00,537.9776132357147,
2023-01-23 20:00:00,537.9776132357147,
2023-01-23 23:00:00,537.9776132357147,
2023-01-23 23:59:59,537.9776132357147,c
2023-01-24 00:00:00,537.9776132357147,
2023-01-24 01:00:00,537.9776132357147,
2023-01-24 02:30:00,537.9776132357147,
2023-01-24 03:00:00,537.9776132357147,
2023-01-24 18:30:00,537.9776132357147,
2023-01-24 20:00:00,537.9776132357147,
2023-01-24 23:00:00,537.9776132357147,
2023-01-24 23:59:59,537.9776132357147,c
2023-01-25 00:00:00,537.9776132357147,
2023-01-25 01:00:00,537.9776132357147,
2023-01-25 02:30:00,537.9776132357147,
2023-01-25 03:00:00,537.9776132357147,
2023-01-25 18:30:00,537.9776132357147,
2023-01-25 20:00:00,537.9776132357147,
2023-01-25 23:00:00,253.01430461582186,
2023-01-25 23:59:59,253.01430461582186,c
2023-01-26 00:00:00,301.8166583747716,
2023-01-26 01:00:00,285.0954785774675,
2023-01-26 02:30:00,367.40481201478724,
2023-01-26 03:00:00,421.7271211040197,
2023-01-26 18:30:00,421.7271211040197,
2023-01-26 20:00:00,421.7271211040197,
2023-01-26 23:00:00,235.52122711199536,
2023-01-26 23:59:59,236.63487829173573,c
2023-01-27 00:00:00,314.264260281283,
2023-01-27 01:00:00,391.7652331262234,
2023-01-27 02:30:00,408.36718305718387,
2023-01-27 03:00:00,403.75558009940596,
2023-01-27 18:30:00,403.75558009940596,
2023-01-27 20:00:00,403.75558009940596,
2023-01-27 23:00:00,403.75558009940596,
2023-01-27 23:59:59,403.90015324533033,w
2023-01-30 00:00:00,124.25115403819382,
2023-01-30 01:00:00,121.58156548546503,
