date,R2_IPO_2022_Q3,meta
2022-07-18 00:00:00,-862.7771351723709,
2022-07-18 10:00:00,-787.9105317479756,
2022-07-18 10:30:00,-791.9957950287419,
2022-07-18 12:00:00,-830.9534307509814,
2022-07-18 13:30:00,-884.7977677573947,
2022-07-18 15:00:00,-891.5948463416072,
2022-07-18 15:30:30,-891.5948463416072,
2022-07-18 23:59:59,-874.1173819617488,c
2022-07-19 00:00:00,-882.1281974128281,
2022-07-19 10:00:00,-888.3785733404903,
2022-07-19 10:30:00,-795.5134087344479,
2022-07-19 12:00:00,-924.789530143278,
2022-07-19 13:30:00,-859.7114495347992,
2022-07-19 15:00:00,-848.3820864059788,
2022-07-19 15:30:30,-848.3820864059788,
2022-07-19 23:59:59,-839.8401888408364,c
2022-07-20 00:00:00,-846.0941951552978,
2022-07-20 10:00:00,-857.8877305840208,
2022-07-20 10:30:00,-803.4337594163835,
2022-07-20 12:00:00,-804.5548261369702,
2022-07-20 13:30:00,-787.2404533441154,
2022-07-20 15:00:00,-765.6261820243163,
2022-07-20 15:30:30,-765.6261820243163,
2022-07-20 23:59:59,-767.5222307642572,c
2022-07-21 00:00:00,-781.3846087452005,
2022-07-21 10:00:00,-799.4292371386317,
2022-07-21 10:30:00,-761.7446488357054,
2022-07-21 12:00:00,-742.6990410280139,
2022-07-21 13:30:00,-805.6308308734865,
2022-07-21 15:00:00,-788.014929253827,
2022-07-21 15:30:30,-788.014929253827,
2022-07-21 23:59:59,-809.6790206516173,c
2022-07-22 00:00:00,-877.5686090958898,
2022-07-22 10:00:00,-805.3643287310462,
2022-07-22 10:30:00,-772.7381936635331,
2022-07-22 12:00:00,-764.7089618178816,
2022-07-22 13:30:00,-813.0715268053796,
2022-07-22 15:00:00,-851.2368485642951,
2022-07-22 15:30:30,-851.2368485642951,
2022-07-22 23:59:59,-815.1580999304003,w
2022-07-25 00:00:00,-717.6945746731872,
2022-07-25 10:00:00,-768.987111187692,
2022-07-25 10:30:00,-709.313465521718,
2022-07-25 12:00:00,-709.8472396387617,
2022-07-25 13:30:00,-678.2472450255939,
2022-07-25 15:00:00,-637.7541398438204,
2022-07-25 15:30:30,-637.7541398438204,
2022-07-25 23:59:59,-627.1798598340444,c
2022-07-26 00:00:00,-531.1024759582837,
2022-07-26 10:00:00,-575.5693446844433,
2022-07-26 10:30:00,-591.4445681895651,
2022-07-26 12:00:00,-547.8987898345905,
2022-07-26 13:30:00,-529.8465246504869,
2022-07-26 15:00:00,-535.2016788270302,
2022-07-26 15:30:30,-535.2016788270302,
2022-07-26 23:59:59,-528.6585528313313,c
2022-07-27 00:00:00,-520.0618940219795,
2022-07-27 10:00:00,-483.15958340680083,
2022-07-27 10:30:00,-487.93998401700264,
2022-07-27 12:00:00,-432.44773090781274,
2022-07-27 13:30:00,-445.48995198824474,
2022-07-27 15:00:00,-479.5870696915922,
2022-07-27 15:30:30,-479.5870696915922,
2022-07-27 23:59:59,-469.62861458212296,c
2022-07-28 00:00:00,-507.7309889557557,
2022-07-28 10:00:00,-560.9334650534113,
2022-07-28 10:30:00,-521.0845033315296,
2022-07-28 12:00:00,-522.3627810602569,
2022-07-28 13:30:00,-528.1846426931346,
2022-07-28 15:00:00,-562.0735498305388,
2022-07-28 15:30:30,-562.0735498305388,
2022-07-28 23:59:59,-534.5087092676167,c
2022-07-29 00:00:00,-499.41462782765626,
2022-07-29 10:00:00,-575.3582203659954,
2022-07-29 10:30:00,-527.8183423218456,
2022-07-29 12:00:00,-518.7070583056017,
2022-07-29 13:30:00,-551.2902986398384,
2022-07-29 15:00:00,-552.4588542332601,
2022-07-29 15:30:30,-552.4588542332601,
2022-07-29 23:59:59,-525.1071215497436,w
2022-08-01 00:00:00,-529.2103306452987,
2022-08-01 10:00:00,-639.6025207505506,
2022-08-01 10:30:00,-663.9481144144418,
2022-08-01 12:00:00,-694.3391006655849,
2022-08-01 13:30:00,-655.1187361547577,
2022-08-01 15:00:00,-661.2301574195216,
2022-08-01 15:30:30,-661.2301574195216,
2022-08-01 23:59:59,-651.807824172685,c
2022-08-02 00:00:00,-624.9469400405056,
2022-08-02 10:00:00,-674.4799284547668,
2022-08-02 10:30:00,-673.8846001988356,
2022-08-02 12:00:00,-503.9417897907207,
2022-08-02 13:30:00,-476.8009737653168,
2022-08-02 15:00:00,-451.59914191457307,
2022-08-02 15:30:30,-451.59914191457307,
2022-08-02 23:59:59,-440.0428838051902,c
2022-08-03 00:00:00,-445.50482116650977,
2022-08-03 10:00:00,-552.7239364249018,
2022-08-03 10:30:00,-562.2780219463918,
2022-08-03 12:00:00,-581.9464806929343,
2022-08-03 13:30:00,-545.5603453595344,
2022-08-03 15:00:00,-517.5470837298051,
2022-08-03 15:30:30,-517.5470837298051,
2022-08-03 23:59:59,-410.87251502703697,c
2022-08-04 00:00:00,-460.8808694414346,
2022-08-04 10:00:00,-540.7167243015763,
2022-08-04 10:30:00,-500.10067551032034,
2022-08-04 12:00:00,-393.78397122097084,
2022-08-04 13:30:00,-397.2308447581295,
2022-08-04 15:00:00,-373.4696043553318,
2022-08-04 15:30:30,-373.4696043553318,
2022-08-04 23:59:59,-427.4537685368316,c
2022-08-05 00:00:00,-438.4731354727534,
2022-08-05 10:00:00,-371.060264620372,
2022-08-05 10:30:00,-466.48876599844766,
2022-08-05 12:00:00,-428.69526678737384,
2022-08-05 13:30:00,-417.71395030276926,
2022-08-05 15:00:00,-368.02927378075765,
2022-08-05 15:30:30,-368.02927378075765,
2022-08-05 23:59:59,-358.54219112714986,w
2022-08-08 00:00:00,-357.9993094191362,
2022-08-08 10:00:00,-478.80076816601706,
2022-08-08 10:30:00,-378.82991187426535,
2022-08-08 12:00:00,-432.52254661952253,
2022-08-08 13:30:00,-404.266746024794,
2022-08-08 15:00:00,-391.95718440852545,
2022-08-08 15:30:30,-391.95718440852545,
2022-08-08 23:59:59,-439.4746754765108,c
2022-08-09 00:00:00,-403.92444270546434,
2022-08-09 10:00:00,-449.6002028076555,
2022-08-09 10:30:00,-458.0438837621191,
2022-08-09 12:00:00,-493.08167429082056,
2022-08-09 13:30:00,-497.0381614409722,
2022-08-09 15:00:00,-407.70052919801884,
2022-08-09 15:30:30,-407.70052919801884,
2022-08-09 23:59:59,-398.7682027141121,c
2022-08-10 00:00:00,-453.9037611235774,
2022-08-10 10:00:00,-405.9481894463427,
2022-08-10 10:30:00,-495.9305591771752,
2022-08-10 12:00:00,-446.1216916248193,
2022-08-10 13:30:00,-390.75512940307544,
2022-08-10 15:00:00,-359.7604699750784,
2022-08-10 15:30:30,-359.7604699750784,
2022-08-10 23:59:59,-347.3086597167383,c
2022-08-11 00:00:00,-330.2558697330867,
2022-08-11 10:00:00,-142.5043240588529,
2022-08-11 10:30:00,-225.57758344990572,
2022-08-11 12:00:00,-261.79800715219443,
2022-08-11 13:30:00,-229.44998262740245,
2022-08-11 15:00:00,-197.79365698132506,
2022-08-11 15:30:30,-197.79365698132506,
2022-08-11 23:59:59,-83.39709571333702,c
2022-08-12 00:00:00,-184.11233596571594,
2022-08-12 10:00:00,-409.7646142830196,
2022-08-12 10:30:00,-410.7737742163107,
2022-08-12 12:00:00,-336.65336238194095,
2022-08-12 13:30:00,-158.15098691673415,
2022-08-12 15:00:00,-174.61185635400108,
2022-08-12 15:30:30,-174.61185635400108,s
2022-08-12 23:59:59,-121.341893351196,w
2022-08-15 00:00:00,-39.350513309688495,
2022-08-15 10:00:00,-312.28947734029384,
2022-08-15 10:30:00,-371.09750150756594,
2022-08-15 12:00:00,-292.65206071674737,
2022-08-15 13:30:00,-341.9271372539666,
2022-08-15 15:00:00,-331.2762954608361,
2022-08-15 15:30:30,-331.2762954608361,
2022-08-15 23:59:59,-334.15496585322956,c
2022-08-16 00:00:00,-375.1774211840441,
2022-08-16 10:00:00,-344.62593704727226,
2022-08-16 10:30:00,-442.26316290982345,
2022-08-16 12:00:00,-469.8795467360161,
2022-08-16 13:30:00,-478.5711036016837,
2022-08-16 15:00:00,-422.95978413298633,
2022-08-16 15:30:30,-422.95978413298633,
2022-08-16 23:59:59,-426.295824284134,c
2022-08-17 00:00:00,-373.8474425771865,
2022-08-17 10:00:00,-447.0204618458126,
2022-08-17 10:30:00,-475.4758983656075,
2022-08-17 12:00:00,-453.92855977530724,
2022-08-17 13:30:00,-376.103526931446,
2022-08-17 15:00:00,-448.18426078490563,
2022-08-17 15:30:30,-448.18426078490563,
2022-08-17 23:59:59,-508.0185681242522,c
2022-08-18 00:00:00,-384.5145776108991,
2022-08-18 10:00:00,-405.462937929493,
2022-08-18 10:30:00,-340.61321910161837,
2022-08-18 12:00:00,-503.8193123819719,
2022-08-18 13:30:00,-495.4345101340075,
2022-08-18 15:00:00,-511.3201527228106,
2022-08-18 15:30:30,-511.3201527228106,
2022-08-18 23:59:59,-570.15538552782,c
2022-08-19 00:00:00,-569.817464969891,
2022-08-19 10:00:00,-605.01765970582,
2022-08-19 10:30:00,-551.2511100353864,
2022-08-19 12:00:00,-489.9348026533881,
2022-08-19 13:30:00,-496.48956001953616,
2022-08-19 15:00:00,-447.4370976991545,
2022-08-19 15:30:30,-447.4370976991545,
2022-08-19 23:59:59,-465.24778137058655,w
2022-08-22 00:00:00,-369.5870763254298,
2022-08-22 10:00:00,-505.699255123847,
2022-08-22 10:30:00,-519.98920444459,
2022-08-22 12:00:00,-491.7793049623553,
2022-08-22 13:30:00,-436.5245781466813,
2022-08-22 15:00:00,-451.0290538698131,
2022-08-22 15:30:30,-451.0290538698131,
2022-08-22 23:59:59,-362.4225510191222,c
2022-08-23 00:00:00,-391.93480097831355,
2022-08-23 10:00:00,-236.66805681740396,
2022-08-23 10:30:00,-235.566487625916,
2022-08-23 12:00:00,-281.6478204384585,
2022-08-23 13:30:00,-298.69368513680456,
2022-08-23 15:00:00,-268.2505402574569,
2022-08-23 15:30:30,-268.2505402574569,
2022-08-23 23:59:59,-255.21078988322677,c
2022-08-24 00:00:00,-230.07648387483766,
2022-08-24 10:00:00,-345.7288908527371,
2022-08-24 10:30:00,-318.43643993216216,
2022-08-24 12:00:00,-221.35381279387883,
2022-08-24 13:30:00,-232.5062959069444,
2022-08-24 15:00:00,-285.635632349112,
2022-08-24 15:30:30,-285.635632349112,
2022-08-24 23:59:59,-266.63433937539827,c
2022-08-25 00:00:00,-117.03950118167222,
2022-08-25 10:00:00,-160.51846312192367,
2022-08-25 10:30:00,-248.35438462236885,
2022-08-25 12:00:00,-285.5338455969681,
2022-08-25 13:30:00,-269.6660240173798,
2022-08-25 15:00:00,-271.72365713375535,
2022-08-25 15:30:30,-271.72365713375535,
2022-08-25 23:59:59,-323.5268961379543,c
2022-08-26 00:00:00,-261.36687408362786,
2022-08-26 10:00:00,-212.6509549407445,
2022-08-26 10:30:00,-171.2321610561778,
2022-08-26 12:00:00,-195.2883333500966,
2022-08-26 13:30:00,-102.35969097978426,
2022-08-26 15:00:00,-41.81036665100362,
2022-08-26 15:30:30,-41.81036665100362,
2022-08-26 23:59:59,27.628989718610796,w
2022-08-29 00:00:00,66.49941438150063,
2022-08-29 10:00:00,55.15552660480341,
2022-08-29 10:30:00,-80.50207359324088,
2022-08-29 12:00:00,-62.39846835741355,
2022-08-29 13:30:00,-69.59273480155025,
2022-08-29 15:00:00,-51.13534178561997,
2022-08-29 15:30:30,-51.13534178561997,
2022-08-29 23:59:59,0.0,a
2022-08-30 00:00:00,-18.8285970389328,
2022-08-30 10:00:00,-101.8008507180378,
2022-08-30 10:30:00,-175.77331399826966,
2022-08-30 12:00:00,-150.40317010382654,
2022-08-30 13:30:00,-144.27025213998746,
2022-08-30 15:00:00,-96.3202357160427,
2022-08-30 15:30:30,-96.3202357160427,
2022-08-30 23:59:59,-60.94074413084945,c
2022-08-31 00:00:00,-93.26060859370227,
2022-08-31 10:00:00,-50.924323671869274,
2022-08-31 10:30:00,5.106105424122802,
2022-08-31 12:00:00,-36.350563941332325,
2022-08-31 13:30:00,2.8195130308242824,
2022-08-31 15:00:00,26.728216761071394,
2022-08-31 15:30:30,26.728216761071394,m
2022-08-31 23:59:59,-1.7155598422000367,c
2022-09-01 00:00:00,14.726168777115959,
2022-09-01 10:00:00,-192.02265778590674,
2022-09-01 10:30:00,-117.72154632524621,
2022-09-01 12:00:00,-80.53805792647881,
2022-09-01 13:30:00,-92.22783462227216,
2022-09-01 15:00:00,-8.947619431135081,
2022-09-01 15:30:30,-8.947619431135081,
2022-09-01 23:59:59,39.86012470357582,c
0,39.86012470357582,
0,39.86012470357582,
0,39.86012470357582,
0,39.86012470357582,
0,39.86012470357582,
0,39.86012470357582,
0,39.86012470357582,
0,39.86012470357582,
2022-09-02 00:00:00,-59.42315617783845,
2022-09-02 10:00:00,92.34692663302872,
2022-09-02 10:30:00,115.35303110115683,
2022-09-02 12:00:00,172.09110831247483,
2022-09-02 13:30:00,220.85157276868267,
2022-09-02 15:00:00,351.3439870123659,
2022-09-02 15:30:30,351.3439870123659,
2022-09-02 23:59:59,452.63181890795465,w
2022-09-05 00:00:00,452.63181890795465,
2022-09-05 10:00:00,452.63181890795465,
2022-09-05 10:30:00,452.63181890795465,
2022-09-05 12:00:00,452.63181890795465,
2022-09-05 13:30:00,452.63181890795465,
2022-09-05 15:00:00,452.63181890795465,
2022-09-05 15:30:30,452.63181890795465,
2022-09-05 23:59:59,452.63181890795465,c
2022-09-06 00:00:00,444.03051586444656,
2022-09-06 10:00:00,776.7353028167191,
2022-09-06 10:30:00,895.3807590193604,
2022-09-06 12:00:00,673.2262973173796,
2022-09-06 13:30:00,525.53425681134,
2022-09-06 15:00:00,460.10823052562966,
2022-09-06 15:30:30,460.10823052562966,
2022-09-06 23:59:59,479.2252205669139,c
2022-09-07 00:00:00,451.6677122887246,
2022-09-07 10:00:00,373.68673451981203,
2022-09-07 10:30:00,355.95691216926275,
2022-09-07 12:00:00,247.5626256736292,
2022-09-07 13:30:00,270.44485797095297,
2022-09-07 15:00:00,233.7005936574012,
2022-09-07 15:30:30,233.7005936574012,
2022-09-07 23:59:59,187.99198378988274,c
2022-09-08 00:00:00,179.86621869780515,
2022-09-08 10:00:00,201.30371758099,
2022-09-08 10:30:00,85.10913300677385,
2022-09-08 12:00:00,163.34199764044092,
2022-09-08 13:30:00,153.4981350461669,
2022-09-08 15:00:00,94.56010533440121,
2022-09-08 15:30:30,94.56010533440121,
2022-09-08 23:59:59,54.12208907026127,c
2022-09-09 00:00:00,175.2281303537285,
2022-09-09 10:00:00,202.52445696134816,
2022-09-09 10:30:00,248.30479395787802,
2022-09-09 12:00:00,234.2895254687761,
2022-09-09 13:30:00,273.4909809269607,
2022-09-09 15:00:00,288.9691284227705,
2022-09-09 15:30:30,288.9691284227705,
2022-09-09 23:59:59,286.9731333259633,w
2022-09-12 00:00:00,344.81434139640476,
2022-09-12 10:00:00,385.1781074466393,
2022-09-12 10:30:00,376.7486149995116,
2022-09-12 12:00:00,454.1186221657962,
2022-09-12 13:30:00,375.1241298431909,
2022-09-12 15:00:00,383.93094797461345,
2022-09-12 15:30:30,383.93094797461345,
2022-09-12 23:59:59,421.92342422382774,c
2022-09-13 00:00:00,503.68319341628273,
2022-09-13 10:00:00,544.5864304753173,
2022-09-13 10:30:00,472.8092336988117,
2022-09-13 12:00:00,524.6623070316454,
2022-09-13 13:30:00,538.1385974750414,
2022-09-13 15:00:00,546.305214610482,
2022-09-13 15:30:30,546.305214610482,
2022-09-13 23:59:59,519.2669507152244,c
2022-09-14 00:00:00,488.1855597180478,
2022-09-14 10:00:00,531.6511178972834,
2022-09-14 10:30:00,452.4776373156636,
2022-09-14 12:00:00,423.5095204942644,
2022-09-14 13:30:00,412.7824139316839,
2022-09-14 15:00:00,453.9804222137833,
2022-09-14 15:30:30,453.9804222137833,
2022-09-14 23:59:59,353.9655464089842,c
2022-09-15 00:00:00,327.83870583739713,
2022-09-15 10:00:00,255.73769366851354,
2022-09-15 10:30:00,270.6149754825909,
2022-09-15 12:00:00,156.0249125145192,
2022-09-15 13:30:00,112.30393754424438,
2022-09-15 15:00:00,93.01282996833743,
2022-09-15 15:30:30,93.01282996833743,
2022-09-15 23:59:59,31.061314408539943,c
2022-09-16 00:00:00,15.67494845289093,
2022-09-16 10:00:00,-54.49494868138527,
2022-09-16 10:30:00,-79.11768576814643,
2022-09-16 12:00:00,-111.34898821373429,
2022-09-16 13:30:00,-49.54477287609302,
2022-09-16 15:00:00,-107.52241977052188,
2022-09-16 15:30:30,-107.52241977052188,
2022-09-16 23:59:59,-173.12774084691773,e
2022-09-19 00:00:00,-238.7107342487264,
2022-09-19 10:00:00,-276.2537564144921,
2022-09-19 10:30:00,-208.96175070532638,
2022-09-19 12:00:00,-222.0375617618937,
2022-09-19 13:30:00,-351.2541998084504,
2022-09-19 15:00:00,-412.85531943771764,
2022-09-19 15:30:30,-412.85531943771764,
2022-09-19 23:59:59,-422.40741658543936,c
2022-09-20 00:00:00,-374.17591367768887,
2022-09-20 10:00:00,-399.40308256930336,
2022-09-20 10:30:00,-364.44303293473047,
2022-09-20 12:00:00,-392.6273083121126,
2022-09-20 13:30:00,-389.60143635560155,
2022-09-20 15:00:00,-415.58188822488216,
2022-09-20 15:30:30,-415.58188822488216,
2022-09-20 23:59:59,-398.09779536198715,c
2022-09-21 00:00:00,-406.12926467753107,
2022-09-21 10:00:00,-505.4432259638835,
2022-09-21 10:30:00,-450.984874714497,
2022-09-21 12:00:00,-451.1312061201113,
2022-09-21 13:30:00,-477.9162431348845,
2022-09-21 15:00:00,-429.29679286544933,
2022-09-21 15:30:30,-429.29679286544933,
2022-09-21 23:59:59,-393.96397465796906,c
2022-09-22 00:00:00,-353.7785943895756,
2022-09-22 10:00:00,-359.0706335478887,
2022-09-22 10:30:00,-331.8393498851236,
2022-09-22 12:00:00,-312.9344442647424,
2022-09-22 13:30:00,-315.3451731712292,
2022-09-22 15:00:00,-278.9250139579965,
2022-09-22 15:30:30,-278.9250139579965,
2022-09-22 23:59:59,-263.5783679885195,c
2022-09-23 00:00:00,-442.33438924570385,
2022-09-23 10:00:00,-468.3637303628096,
2022-09-23 10:30:00,-403.74020204893884,
2022-09-23 12:00:00,-482.4577000024875,
2022-09-23 13:30:00,-453.7504229186357,
2022-09-23 15:00:00,-381.3162774373262,
2022-09-23 15:30:30,-381.3162774373262,
2022-09-23 23:59:59,-386.5715762631256,w
2022-09-26 00:00:00,-422.6269120098739,
2022-09-26 10:00:00,-482.6436636798644,
2022-09-26 10:30:00,-496.830204720915,
2022-09-26 12:00:00,-497.27875520545933,
2022-09-26 13:30:00,-467.9158314320938,
2022-09-26 15:00:00,-475.5957616422335,
2022-09-26 15:30:30,-475.5957616422335,
2022-09-26 23:59:59,-451.74065491340093,c
2022-09-27 00:00:00,-489.78944317945263,
2022-09-27 10:00:00,-468.1556047957772,
2022-09-27 10:30:00,-464.49744836890545,
2022-09-27 12:00:00,-451.3359611503718,
2022-09-27 13:30:00,-468.09047678887487,
2022-09-27 15:00:00,-511.14847654273285,
2022-09-27 15:30:30,-511.14847654273285,
2022-09-27 23:59:59,-532.7766711691049,c
2022-09-28 00:00:00,-500.9616383216017,
2022-09-28 10:00:00,-495.5731167789131,
2022-09-28 10:30:00,-428.59652842748955,
2022-09-28 12:00:00,-324.52940106809433,
2022-09-28 13:30:00,-314.76598728932305,
2022-09-28 15:00:00,-310.576791288774,
2022-09-28 15:30:30,-310.576791288774,
2022-09-28 23:59:59,-293.96152069189696,c
2022-09-29 00:00:00,-324.84120794674357,
2022-09-29 10:00:00,-330.71705959204564,
2022-09-29 10:30:00,-384.48107659628704,
2022-09-29 12:00:00,-293.8890829388384,
2022-09-29 13:30:00,-248.96194990259266,
2022-09-29 15:00:00,-272.77168470229634,
2022-09-29 15:30:30,-272.77168470229634,
2022-09-29 23:59:59,-278.98137084153603,c
2022-09-30 00:00:00,-265.24706037553767,
