date,EU_FTSE_DM_SC_2022_Q4,meta
2022-10-07 00:00:00,209.38984382710134,
2022-10-07 03:30:00,180.9628777169969,
2022-10-07 04:00:00,168.34580131293455,
2022-10-07 06:00:00,160.77205414948634,
2022-10-07 08:00:00,151.7405623429795,
2022-10-07 10:30:00,142.7898453565681,
2022-10-07 11:00:00,148.6033214541199,
2022-10-07 23:59:59,152.4623920364616,w
2022-10-10 00:00:00,169.87569471454322,
2022-10-10 03:30:00,147.80980175052014,
2022-10-10 04:00:00,141.70645506818988,
2022-10-10 06:00:00,124.58492405378178,
2022-10-10 08:00:00,129.49751598443987,
2022-10-10 10:30:00,141.20568110706836,
2022-10-10 11:00:00,138.87959975951787,
2022-10-10 23:59:59,121.42701706027333,c
2022-10-11 00:00:00,119.01681716175642,
2022-10-11 03:30:00,112.41029493669924,
2022-10-11 04:00:00,126.21870073994398,
2022-10-11 06:00:00,119.13862750857294,
2022-10-11 08:00:00,114.18402920133212,
2022-10-11 10:30:00,103.81599442633495,
2022-10-11 11:00:00,101.00621518702366,
2022-10-11 23:59:59,96.28447143984982,c
2022-10-12 00:00:00,85.37147375187709,
2022-10-12 03:30:00,98.91646284369887,
2022-10-12 04:00:00,94.41537935635756,
2022-10-12 06:00:00,101.94415435405853,
2022-10-12 08:00:00,103.37646572844244,
2022-10-12 10:30:00,95.92208407646183,
2022-10-12 11:00:00,73.21754145621611,
2022-10-12 23:59:59,78.07711830819386,c
2022-10-13 00:00:00,83.3467885797682,
2022-10-13 03:30:00,82.23230850826354,
2022-10-13 04:00:00,81.66075775994943,
2022-10-13 06:00:00,66.89257977043218,
2022-10-13 08:00:00,101.15863593449552,
2022-10-13 10:30:00,113.43176739692586,
2022-10-13 11:00:00,102.18561459041024,
2022-10-13 23:59:59,94.57420878091455,c
2022-10-14 00:00:00,70.86086161395048,
2022-10-14 03:30:00,98.32223160361474,
2022-10-14 04:00:00,90.65524789427099,
2022-10-14 06:00:00,82.12047351165694,
2022-10-14 08:00:00,68.77470229254271,
2022-10-14 10:30:00,78.01484791995733,
2022-10-14 11:00:00,88.16361129482152,
2022-10-14 23:59:59,70.95227382385457,w
2022-10-17 00:00:00,70.63103679091051,
2022-10-17 03:30:00,102.06139760299084,
2022-10-17 04:00:00,111.67176653881148,
2022-10-17 06:00:00,125.89531039624819,
2022-10-17 08:00:00,129.6107691415358,
2022-10-17 10:30:00,128.65956226990778,
2022-10-17 11:00:00,114.46117342508575,
2022-10-17 23:59:59,114.03054301668789,c
2022-10-18 00:00:00,119.97439728907347,
2022-10-18 03:30:00,113.40518853733977,
2022-10-18 04:00:00,100.45869456486548,
2022-10-18 06:00:00,95.28392085889959,
2022-10-18 08:00:00,91.411219291041,
2022-10-18 10:30:00,100.79657487293076,
2022-10-18 11:00:00,109.90496580713881,
2022-10-18 23:59:59,116.23021859667216,c
2022-10-19 00:00:00,101.33510628154988,
2022-10-19 03:30:00,75.3660270947961,
2022-10-19 04:00:00,83.0316031530561,
2022-10-19 06:00:00,92.59710937272655,
2022-10-19 08:00:00,83.74385088562127,
2022-10-19 10:30:00,84.01824305001583,
2022-10-19 11:00:00,80.8532706251815,
2022-10-19 23:59:59,74.58374955384164,c
2022-10-20 00:00:00,59.08689115776804,
2022-10-20 03:30:00,70.86975389693879,
2022-10-20 04:00:00,66.5834247366949,
2022-10-20 06:00:00,54.85995590191476,
2022-10-20 08:00:00,54.648426390053146,
2022-10-20 10:30:00,68.45052825540603,
2022-10-20 11:00:00,64.42937664918009,
2022-10-20 23:59:59,71.84321296145538,c
2022-10-21 00:00:00,89.37397124583333,
2022-10-21 03:30:00,109.01799812762926,
