date,MSCI_FACT_INTL_2021_Q4,meta
2021-10-14 00:00:00,-242.9364764376239,
2021-10-14 10:00:00,-239.02966679373066,
2021-10-14 10:30:00,-243.84098591561107,
2021-10-14 12:00:00,-234.58709957530016,
2021-10-14 13:30:00,-238.65427756457126,
2021-10-14 15:00:00,-239.06260624409134,
2021-10-14 15:30:30,-239.06260624409134,
2021-10-14 23:59:59,-238.71981723733953,c
2021-10-15 00:00:00,-243.6039224582164,
2021-10-15 10:00:00,-253.25602786445808,
2021-10-15 10:30:00,-254.32003634465218,
2021-10-15 12:00:00,-258.9331309825818,
2021-10-15 13:30:00,-262.45331099948737,
2021-10-15 15:00:00,-268.81413123971765,
2021-10-15 15:30:30,-268.81413123971765,
2021-10-15 23:59:59,-267.88791916125444,w
2021-10-18 00:00:00,-251.48186085012802,
2021-10-18 10:00:00,-250.50790488813666,
2021-10-18 10:30:00,-247.49560413556716,
2021-10-18 12:00:00,-247.30698525712592,
2021-10-18 13:30:00,-245.848468594644,
2021-10-18 15:00:00,-244.1500561057576,
2021-10-18 15:30:30,-244.1500561057576,
2021-10-18 23:59:59,-242.01774957291693,c
2021-10-19 00:00:00,-253.53406697691779,
2021-10-19 10:00:00,-247.40901987925818,
2021-10-19 10:30:00,-242.75646910429765,
2021-10-19 12:00:00,-243.0785360288933,
2021-10-19 13:30:00,-243.7416935490117,
2021-10-19 15:00:00,-245.65411853774276,
2021-10-19 15:30:30,-245.65411853774276,
2021-10-19 23:59:59,-246.81481218827764,c
2021-10-20 00:00:00,-243.2701400193673,
2021-10-20 10:00:00,-250.60786860867918,
2021-10-20 10:30:00,-254.56852247443595,
2021-10-20 12:00:00,-258.98184218705137,
2021-10-20 13:30:00,-259.3562044513097,
2021-10-20 15:00:00,-259.2308566495698,
2021-10-20 15:30:30,-259.2308566495698,
2021-10-20 23:59:59,-260.4666047567202,c
2021-10-21 00:00:00,-249.91617196499502,
2021-10-21 10:00:00,-246.00299594930001,
2021-10-21 10:30:00,-243.4276861400436,
2021-10-21 12:00:00,-236.3286728301055,
2021-10-21 13:30:00,-235.13950961307074,
2021-10-21 15:00:00,-235.3224318572099,
2021-10-21 15:30:30,-235.3224318572099,
2021-10-21 23:59:59,-235.9093976046018,c
2021-10-22 00:00:00,-236.12371698784506,
2021-10-22 10:00:00,-248.8310344041346,
2021-10-22 10:30:00,-249.6717561619281,
2021-10-22 12:00:00,-241.2740684418369,
2021-10-22 13:30:00,-236.20545779611652,
2021-10-22 15:00:00,-233.78930351056826,
2021-10-22 15:30:30,-233.78930351056826,
2021-10-22 23:59:59,-232.94487663387076,w
2021-10-25 00:00:00,-239.936465302133,
2021-10-25 10:00:00,-235.9808046065568,
2021-10-25 10:30:00,-232.65588325416442,
2021-10-25 12:00:00,-232.36879759231505,
2021-10-25 13:30:00,-235.9201062514371,
2021-10-25 15:00:00,-232.22006981704908,
2021-10-25 15:30:30,-232.22006981704908,
2021-10-25 23:59:59,-237.80232251993036,c
2021-10-26 00:00:00,-233.02330907315246,
2021-10-26 10:00:00,-227.0405257795115,
2021-10-26 10:30:00,-222.06920155202272,
2021-10-26 12:00:00,-214.16846612214874,
2021-10-26 13:30:00,-217.466379908486,
2021-10-26 15:00:00,-222.81671581156556,
2021-10-26 15:30:30,-222.81671581156556,
2021-10-26 23:59:59,-216.6359635960632,c
2021-10-27 00:00:00,-209.3467774853218,
2021-10-27 10:00:00,-205.36280418816014,
2021-10-27 10:30:00,-206.71890896687503,
2021-10-27 12:00:00,-192.6638949584514,
2021-10-27 13:30:00,-195.26850621355175,
2021-10-27 15:00:00,-202.87739949760996,
2021-10-27 15:30:30,-202.87739949760996,
2021-10-27 23:59:59,-200.71976779434482,c
2021-10-28 00:00:00,-198.24027457129887,
2021-10-28 10:00:00,-202.07684301141643,
2021-10-28 10:30:00,-202.32868253860602,
2021-10-28 12:00:00,-209.1811598052237,
2021-10-28 13:30:00,-209.51728801072187,
2021-10-28 15:00:00,-205.01237343588264,
2021-10-28 15:30:30,-205.01237343588264,
2021-10-28 23:59:59,-203.38177916177494,c
2021-10-29 00:00:00,-199.66043769294618,
2021-10-29 10:00:00,-196.6793383905491,
2021-10-29 10:30:00,-194.6313979680415,
2021-10-29 12:00:00,-184.32642446524028,
2021-10-29 13:30:00,-179.54112227070559,
2021-10-29 15:00:00,-171.63734417088534,
2021-10-29 15:30:30,-171.63734417088534,s
2021-10-29 23:59:59,-172.05404053450937,w
2021-11-01 00:00:00,-183.79409262812192,
2021-11-01 10:00:00,-193.11701309479952,
2021-11-01 10:30:00,-193.63322976048698,
2021-11-01 12:00:00,-199.00681674183554,
2021-11-01 13:30:00,-203.7409768006472,
2021-11-01 15:00:00,-202.2110122120547,
2021-11-01 15:30:30,-202.2110122120547,
2021-11-01 23:59:59,-200.89356830244378,c
2021-11-02 00:00:00,-191.59929552687262,
2021-11-02 10:00:00,-180.97098120956403,
2021-11-02 10:30:00,-184.0094138981001,
2021-11-02 12:00:00,-174.68530637106073,
2021-11-02 13:30:00,-170.72613615844904,
2021-11-02 15:00:00,-174.00437787690004,
2021-11-02 15:30:30,-174.00437787690004,
2021-11-02 23:59:59,-174.36365360800988,c
2021-11-03 00:00:00,-154.24918798342065,
2021-11-03 10:00:00,-148.08768442776494,
2021-11-03 10:30:00,-151.69898304951732,
2021-11-03 12:00:00,-142.22697494202066,
2021-11-03 13:30:00,-144.99711510857986,
2021-11-03 15:00:00,-150.79328423727586,
2021-11-03 15:30:30,-150.79328423727586,
2021-11-03 23:59:59,-149.31224839042306,c
2021-11-04 00:00:00,-151.23827336572,
2021-11-04 10:00:00,-126.6022668769927,
2021-11-04 10:30:00,-118.0434477053933,
2021-11-04 12:00:00,-101.15527599101279,
2021-11-04 13:30:00,-101.93394182763666,
2021-11-04 15:00:00,-94.527335009145,
2021-11-04 15:30:30,-94.527335009145,
2021-11-04 23:59:59,-101.61058819052039,c
2021-11-05 00:00:00,-118.01174494365038,
2021-11-05 10:00:00,-121.16732584406833,
2021-11-05 10:30:00,-115.13082455894427,
2021-11-05 12:00:00,-110.81240572961138,
2021-11-05 13:30:00,-122.78216873590995,
2021-11-05 15:00:00,-116.41262592754272,
2021-11-05 15:30:30,-116.41262592754272,
2021-11-05 23:59:59,-117.83774400749945,w
2021-11-08 00:00:00,-120.58389681567417,
2021-11-08 10:00:00,-116.4702256578812,
2021-11-08 10:30:00,-121.3066807598064,
2021-11-08 12:00:00,-107.9847944653308,
2021-11-08 13:30:00,-96.65652304274631,
2021-11-08 15:00:00,-97.6429234761001,
2021-11-08 15:30:30,-97.6429234761001,
2021-11-08 23:59:59,-95.42799329335861,c
2021-11-09 00:00:00,-74.10853432519096,
2021-11-09 10:00:00,-77.18199576083374,
2021-11-09 10:30:00,-81.3871797806581,
2021-11-09 12:00:00,-65.81776312758174,
2021-11-09 13:30:00,-78.56276857701621,
2021-11-09 15:00:00,-77.97340887997436,
2021-11-09 15:30:30,-77.97340887997436,
2021-11-09 23:59:59,-80.20838011409155,c
2021-11-10 00:00:00,-103.23158167952607,
2021-11-10 10:00:00,-107.481800966157,
2021-11-10 10:30:00,-105.48599757297974,
2021-11-10 12:00:00,-118.96846983710066,
2021-11-10 13:30:00,-122.83353563315006,
2021-11-10 15:00:00,-124.72987327789852,
2021-11-10 15:30:30,-124.72987327789852,
2021-11-10 23:59:59,-129.4995632706215,c
2021-11-11 00:00:00,-116.23604563532598,
2021-11-11 10:00:00,-107.41558150799516,
2021-11-11 10:30:00,-114.77492951240626,
2021-11-11 12:00:00,-113.72387807985805,
2021-11-11 13:30:00,-111.85898309730956,
2021-11-11 15:00:00,-115.45841204935196,
2021-11-11 15:30:30,-115.45841204935196,
2021-11-11 23:59:59,-115.6116323386211,c
2021-11-12 00:00:00,-115.90915484355268,
2021-11-12 10:00:00,-107.47963397700411,
2021-11-12 10:30:00,-105.95257679724679,
2021-11-12 12:00:00,-99.15509527789644,
2021-11-12 13:30:00,-93.99522647571615,
2021-11-12 15:00:00,-94.33882514250263,
2021-11-12 15:30:30,-94.33882514250263,
2021-11-12 23:59:59,-95.83466477297355,w
2021-11-15 00:00:00,-92.55906156487126,
2021-11-15 10:00:00,-95.60778433478397,
2021-11-15 10:30:00,-99.06821386382732,
2021-11-15 12:00:00,-91.60760906262115,
2021-11-15 13:30:00,-85.7527598133397,
2021-11-15 15:00:00,-84.20531481251132,
2021-11-15 15:30:30,-84.20531481251132,
2021-11-15 23:59:59,-80.07739546580088,c
2021-11-16 00:00:00,-89.00233187652606,
2021-11-16 10:00:00,-72.68537636806916,
2021-11-16 10:30:00,-71.5196231126401,
2021-11-16 12:00:00,-53.651646632601526,
2021-11-16 13:30:00,-54.31747467880315,
2021-11-16 15:00:00,-46.864307884999825,
2021-11-16 15:30:30,-46.864307884999825,
2021-11-16 23:59:59,-46.88321314314916,c
2021-11-17 00:00:00,-32.666222014367285,
2021-11-17 10:00:00,-32.61360333754785,
2021-11-17 10:30:00,-29.71889242294734,
2021-11-17 12:00:00,-24.01278438914465,
2021-11-17 13:30:00,-32.36763651467161,
2021-11-17 15:00:00,-29.954505836750165,
2021-11-17 15:30:30,-29.954505836750165,
2021-11-17 23:59:59,-36.02268494369085,c
2021-11-18 00:00:00,-11.740732066370668,
2021-11-18 10:00:00,-1.2739317130092473,
2021-11-18 10:30:00,-4.138255898645113,
2021-11-18 12:00:00,7.183909003305246,
2021-11-18 13:30:00,6.479212945539956,
2021-11-18 15:00:00,-2.462365209175587,
2021-11-18 15:30:30,-2.462365209175587,
2021-11-18 23:59:59,0.0,a
2021-11-19 00:00:00,41.84111243000547,
2021-11-19 10:00:00,53.943143043212956,
2021-11-19 10:30:00,49.60277159417231,
2021-11-19 12:00:00,50.772245960318784,
2021-11-19 13:30:00,49.554662132871115,
2021-11-19 15:00:00,54.260745477521084,
2021-11-19 15:30:30,54.260745477521084,
2021-11-19 23:59:59,51.98425937145919,w
2021-11-22 00:00:00,50.23006540886381,
2021-11-22 10:00:00,60.452737209365836,
2021-11-22 10:30:00,68.83234302832591,
2021-11-22 12:00:00,26.03560459349714,
2021-11-22 13:30:00,23.41641090012496,
2021-11-22 15:00:00,15.911431936446618,
2021-11-22 15:30:30,15.911431936446618,u
2021-11-22 23:59:59,5.774456908555493,c
2021-11-23 00:00:00,-8.729591734288505,
2021-11-23 10:00:00,8.241698187448051,
2021-11-23 10:30:00,-10.689071852866974,
2021-11-23 12:00:00,-10.529060842036728,
2021-11-23 13:30:00,-7.53754260287279,
2021-11-23 15:00:00,-3.4039808875782,
2021-11-23 15:30:30,-3.4039808875782,
2021-11-23 23:59:59,0.9510982496648523,c
0,0.9510982496648523,
0,0.9510982496648523,
0,0.9510982496648523,
0,0.9510982496648523,
0,0.9510982496648523,
0,0.9510982496648523,
0,0.9510982496648523,
0,0.9510982496648523,
0,0.9510982496648523,
0,0.9510982496648523,
