date,CRSP_MIG_HEDGED_2021_Q3,meta
2021-07-23 00:00:00,85.4700424539443,
2021-07-23 10:00:00,44.74032160970103,
2021-07-23 10:30:00,53.546728827811194,
2021-07-23 12:00:00,37.91879967328805,
2021-07-23 13:30:00,37.60361440794168,
2021-07-23 15:00:00,34.616077975305416,
2021-07-23 15:30:30,34.616077975305416,
2021-07-23 23:59:59,35.35289702919033,w
2021-07-26 00:00:00,52.46153610212309,
2021-07-26 10:00:00,58.87970340916138,
2021-07-26 10:30:00,66.1172556551544,
2021-07-26 12:00:00,33.44697100304904,
2021-07-26 13:30:00,39.28112384770907,
2021-07-26 15:00:00,53.89633155899776,
2021-07-26 15:30:30,53.89633155899776,
2021-07-26 23:59:59,45.4313926707614,c
2021-07-27 00:00:00,40.84037280878056,
2021-07-27 10:00:00,-3.163011459014456,
2021-07-27 10:30:00,-11.833741541757831,
2021-07-27 12:00:00,15.35292104971029,
2021-07-27 13:30:00,5.948098291509723,
2021-07-27 15:00:00,6.213396424615212,
2021-07-27 15:30:30,6.213396424615212,
2021-07-27 23:59:59,1.7246964355979344,c
2021-07-28 00:00:00,-3.64174805589721,
2021-07-28 10:00:00,17.36334657367854,
2021-07-28 10:30:00,3.7611985447357483,
2021-07-28 12:00:00,15.000347233121147,
2021-07-28 13:30:00,14.577732505615131,
2021-07-28 15:00:00,19.958493074932903,
2021-07-28 15:30:30,19.958493074932903,
2021-07-28 23:59:59,12.785413441078504,c
2021-07-29 00:00:00,14.662180777131084,
2021-07-29 10:00:00,-21.57957947010732,
2021-07-29 10:30:00,-19.866445322990103,
2021-07-29 12:00:00,-54.78594728093776,
2021-07-29 13:30:00,-61.18498555669726,
2021-07-29 15:00:00,-65.06469542698267,
2021-07-29 15:30:30,-65.06469542698267,
2021-07-29 23:59:59,-73.49790900486062,c
2021-07-30 00:00:00,-19.255555908785595,
2021-07-30 10:00:00,-48.97657721392659,
2021-07-30 10:30:00,-47.8832711723835,
2021-07-30 12:00:00,-63.77402101500331,
2021-07-30 13:30:00,-83.14919565413129,
2021-07-30 15:00:00,-90.6408509223512,
2021-07-30 15:30:30,-90.6408509223512,
2021-07-30 23:59:59,-91.08738532186919,w
2021-08-02 00:00:00,-103.5248537998832,
2021-08-02 10:00:00,-43.2048047153354,
2021-08-02 10:30:00,-74.89728142391789,
2021-08-02 12:00:00,-82.32287413638267,
2021-08-02 13:30:00,-85.8747370942798,
2021-08-02 15:00:00,-79.53315091429192,
2021-08-02 15:30:30,-79.53315091429192,
2021-08-02 23:59:59,-85.25322465584543,c
2021-08-03 00:00:00,-103.5151873196262,
2021-08-03 10:00:00,-121.25677825443529,
2021-08-03 10:30:00,-114.73719611671629,
2021-08-03 12:00:00,-123.52561329004459,
2021-08-03 13:30:00,-114.4575910691425,
2021-08-03 15:00:00,-112.20007596692255,
2021-08-03 15:30:30,-112.20007596692255,
2021-08-03 23:59:59,-111.45287577932595,c
2021-08-04 00:00:00,-125.17826338392558,
2021-08-04 10:00:00,-125.51394949695725,
2021-08-04 10:30:00,-119.22001844087197,
2021-08-04 12:00:00,-126.85753494654807,
2021-08-04 13:30:00,-144.97342951788858,
2021-08-04 15:00:00,-145.32058604865642,
2021-08-04 15:30:30,-145.32058604865642,
2021-08-04 23:59:59,-153.74360060924596,c
2021-08-05 00:00:00,-158.19754146830724,
2021-08-05 10:00:00,-154.3141496457073,
2021-08-05 10:30:00,-129.6101881046941,
2021-08-05 12:00:00,-113.07937869883119,
2021-08-05 13:30:00,-113.75517680987377,
2021-08-05 15:00:00,-124.37550961009731,
2021-08-05 15:30:30,-124.37550961009731,
2021-08-05 23:59:59,-126.9249381274858,c
2021-08-06 00:00:00,-104.448311331794,
2021-08-06 10:00:00,-89.94245088274454,
2021-08-06 10:30:00,-88.07902624281883,
2021-08-06 12:00:00,-73.69761134635951,
2021-08-06 13:30:00,-89.68465227677677,
2021-08-06 15:00:00,-97.78003822640426,
2021-08-06 15:30:30,-97.78003822640426,
2021-08-06 23:59:59,-100.49243745118542,w
2021-08-09 00:00:00,-105.17961305796132,
2021-08-09 10:00:00,-85.66674289362174,
2021-08-09 10:30:00,-92.0984622591368,
2021-08-09 12:00:00,-85.46421203084435,
2021-08-09 13:30:00,-75.07084002770785,
2021-08-09 15:00:00,-95.192340892591,
2021-08-09 15:30:30,-95.192340892591,
2021-08-09 23:59:59,-97.16876533892184,c
2021-08-10 00:00:00,-106.97807903548983,
2021-08-10 10:00:00,-112.36250351382455,
2021-08-10 10:30:00,-98.883084743974,
2021-08-10 12:00:00,-93.88700724760747,
2021-08-10 13:30:00,-89.2070199054491,
2021-08-10 15:00:00,-68.59437464612313,
2021-08-10 15:30:30,-68.59437464612313,
2021-08-10 23:59:59,-71.99117203809863,c
2021-08-11 00:00:00,-69.5201173796844,
2021-08-11 10:00:00,-80.88684352770281,
2021-08-11 10:30:00,-72.62834448938736,
2021-08-11 12:00:00,-24.622158474165644,
2021-08-11 13:30:00,-34.470014371383286,
2021-08-11 15:00:00,-28.674951982073935,
2021-08-11 15:30:30,-28.674951982073935,
2021-08-11 23:59:59,-16.752895082700547,c
2021-08-12 00:00:00,-11.954003273005924,
2021-08-12 10:00:00,-37.871392047765994,
2021-08-12 10:30:00,-46.19568117781489,
2021-08-12 12:00:00,-58.993474675006496,
2021-08-12 13:30:00,-49.21275082070417,
2021-08-12 15:00:00,-39.06620334134129,
2021-08-12 15:30:30,-39.06620334134129,
2021-08-12 23:59:59,-50.31071887728126,c
2021-08-13 00:00:00,-47.68660212515249,
2021-08-13 10:00:00,-76.68667170451295,
2021-08-13 10:30:00,-73.39571403026343,
2021-08-13 12:00:00,-50.491119717937295,
2021-08-13 13:30:00,-52.39972042060447,
2021-08-13 15:00:00,-59.39770167648169,
2021-08-13 15:30:30,-59.39770167648169,
2021-08-13 23:59:59,-64.55122726878494,w
2021-08-16 00:00:00,-62.156882489701616,
2021-08-16 10:00:00,-65.35056602611564,
2021-08-16 10:30:00,-65.83540812737874,
2021-08-16 12:00:00,-54.97857739403901,
2021-08-16 13:30:00,-48.146843480503776,
2021-08-16 15:00:00,-45.70172523178644,
2021-08-16 15:30:30,-45.70172523178644,
2021-08-16 23:59:59,-53.80322551981294,c
2021-08-17 00:00:00,-59.25505700324857,
2021-08-17 10:00:00,-45.640815495835,
2021-08-17 10:30:00,-44.16873671862004,
2021-08-17 12:00:00,-40.5195775359897,
2021-08-17 13:30:00,-49.11796044139794,
2021-08-17 15:00:00,-42.19588834161277,
2021-08-17 15:30:30,-42.19588834161277,
2021-08-17 23:59:59,-38.9177922772584,c
2021-08-18 00:00:00,-37.97538051297386,
2021-08-18 10:00:00,-44.61358390599548,
2021-08-18 10:30:00,-51.6788314706223,
2021-08-18 12:00:00,-38.60756830282082,
2021-08-18 13:30:00,-27.59187713811957,
2021-08-18 15:00:00,-26.494075641058203,
2021-08-18 15:30:30,-26.494075641058203,
2021-08-18 23:59:59,-32.804794524622025,c
2021-08-19 00:00:00,-16.689716568818653,
2021-08-19 10:00:00,-54.59467285029666,
2021-08-19 10:30:00,-69.49103301772777,
2021-08-19 12:00:00,-66.94680642966227,
2021-08-19 13:30:00,-60.831033685290095,
2021-08-19 15:00:00,-54.13588665056045,
2021-08-19 15:30:30,-54.13588665056045,
2021-08-19 23:59:59,-62.979942681713396,c
2021-08-20 00:00:00,-60.151485769899864,
2021-08-20 10:00:00,-71.55649620854479,
2021-08-20 10:30:00,-62.50415902595637,
2021-08-20 12:00:00,-32.782821343823684,
2021-08-20 13:30:00,-36.17918518281704,
2021-08-20 15:00:00,-34.642037943287505,
2021-08-20 15:30:30,-34.642037943287505,
2021-08-20 23:59:59,-40.29946203089992,w
2021-08-23 00:00:00,-32.30462875890544,
2021-08-23 10:00:00,-23.266138817253477,
2021-08-23 10:30:00,-48.223625363644146,
2021-08-23 12:00:00,-30.11366601034024,
2021-08-23 13:30:00,-19.894360932330983,
2021-08-23 15:00:00,-12.076557840414807,
2021-08-23 15:30:30,-12.076557840414807,
2021-08-23 23:59:59,-10.752092446834467,c
2021-08-24 00:00:00,-19.639352408995137,
2021-08-24 10:00:00,-30.512281714996902,
2021-08-24 10:30:00,-26.819906580449242,
2021-08-24 12:00:00,-44.72392276281823,
2021-08-24 13:30:00,-23.49182701825805,
2021-08-24 15:00:00,-31.712140795920163,
2021-08-24 15:30:30,-31.712140795920163,
2021-08-24 23:59:59,-28.67519725393572,c
2021-08-25 00:00:00,-44.938390469964475,
2021-08-25 10:00:00,-36.18068023129206,
2021-08-25 10:30:00,-27.026510258892472,
2021-08-25 12:00:00,-23.411188473559946,
2021-08-25 13:30:00,-37.47752286441539,
2021-08-25 15:00:00,-39.423704966185596,
2021-08-25 15:30:30,-39.423704966185596,
2021-08-25 23:59:59,-40.368950816444794,c
2021-08-26 00:00:00,-63.94091109713543,
2021-08-26 10:00:00,-54.00198234545371,
2021-08-26 10:30:00,-34.812061089148756,
2021-08-26 12:00:00,-36.92830067575949,
2021-08-26 13:30:00,-30.288997324315687,
2021-08-26 15:00:00,-20.608076112214462,
2021-08-26 15:30:30,-20.608076112214462,
2021-08-26 23:59:59,-20.547748677364552,c
2021-08-27 00:00:00,-3.2889908366870486,
2021-08-27 10:00:00,0.5772825602280136,
2021-08-27 10:30:00,3.5425322656922162,
2021-08-27 12:00:00,20.922092411469634,
2021-08-27 13:30:00,29.978576373220903,
2021-08-27 15:00:00,41.7257272562739,
2021-08-27 15:30:30,41.7257272562739,
2021-08-27 23:59:59,48.85072252545899,w
2021-08-30 00:00:00,49.069198416719814,
2021-08-30 10:00:00,8.587049491541393,
2021-08-30 10:30:00,-3.5970772019205697,
2021-08-30 12:00:00,-2.177193188390447,
2021-08-30 13:30:00,6.160815023549276,
2021-08-30 15:00:00,10.485546068327608,
2021-08-30 15:30:30,10.485546068327608,
2021-08-30 23:59:59,8.192277758325872,c
2021-08-31 00:00:00,27.40681592462056,
2021-08-31 10:00:00,25.125165944499145,
2021-08-31 10:30:00,25.134749560228897,
2021-08-31 12:00:00,34.04958642589236,
2021-08-31 13:30:00,57.02512341376007,
2021-08-31 15:00:00,48.41947576449411,
2021-08-31 15:30:30,48.41947576449411,m
2021-08-31 23:59:59,44.325841186293246,c
2021-09-01 00:00:00,52.13997331521239,
2021-09-01 10:00:00,63.00591267385528,
2021-09-01 10:30:00,65.41137922175255,
2021-09-01 12:00:00,53.93567657375536,
2021-09-01 13:30:00,58.49172296901145,
2021-09-01 15:00:00,46.60710328606751,
2021-09-01 15:30:30,46.60710328606751,
2021-09-01 23:59:59,43.31212692251722,c
2021-09-02 00:00:00,51.83528491903712,
2021-09-02 10:00:00,39.59368653400429,
2021-09-02 10:30:00,47.96414766853297,
2021-09-02 12:00:00,68.6584617037986,
2021-09-02 13:30:00,46.425133020339445,
2021-09-02 15:00:00,37.989265236845426,
2021-09-02 15:30:30,37.989265236845426,
2021-09-02 23:59:59,39.455580891265186,c
2021-09-03 00:00:00,33.32679956576271,
2021-09-03 10:00:00,-1.0005913869259757,
2021-09-03 10:30:00,11.951822527823992,
2021-09-03 12:00:00,17.386519385416477,
2021-09-03 13:30:00,9.9113706442389,
2021-09-03 15:00:00,-1.2325583849504937,
2021-09-03 15:30:30,-1.2325583849504937,s
2021-09-03 23:59:59,0.0,a
2021-09-06 00:00:00,0.0,
2021-09-06 10:00:00,0.0,
2021-09-06 10:30:00,0.0,
2021-09-06 12:00:00,0.0,
2021-09-06 13:30:00,0.0,
2021-09-06 15:00:00,0.0,
2021-09-06 15:30:30,0.0,
2021-09-06 23:59:59,0.0,c
2021-09-07 00:00:00,7.523477322348526,
2021-09-07 10:00:00,62.08254476271043,
2021-09-07 10:30:00,48.40180519339344,
2021-09-07 12:00:00,41.771383928451655,
2021-09-07 13:30:00,57.422866640005964,
2021-09-07 15:00:00,57.7909972330192,
2021-09-07 15:30:30,57.7909972330192,
2021-09-07 23:59:59,65.78107279693768,c
2021-09-08 00:00:00,50.772636116057924,
2021-09-08 10:00:00,38.37488538519017,
2021-09-08 10:30:00,30.287212029614466,
2021-09-08 12:00:00,20.914930810122883,
2021-09-08 13:30:00,13.741767947496783,
2021-09-08 15:00:00,17.53181044538303,
2021-09-08 15:30:30,17.53181044538303,
2021-09-08 23:59:59,23.931302687666744,c
2021-09-09 00:00:00,15.941003921423658,
2021-09-09 10:00:00,28.898649362735,
2021-09-09 10:30:00,42.53402342397317,
2021-09-09 12:00:00,44.00095482930078,
2021-09-09 13:30:00,45.64845471573972,
2021-09-09 15:00:00,49.02960643925837,
2021-09-09 15:30:30,49.02960643925837,
2021-09-09 23:59:59,50.142131186036295,c
2021-09-10 00:00:00,40.118051550467044,
2021-09-10 10:00:00,49.6559274229528,
2021-09-10 10:30:00,53.05631724486295,
2021-09-10 12:00:00,59.610797442434205,
2021-09-10 13:30:00,51.341462339165105,
2021-09-10 15:00:00,49.32358831509487,
2021-09-10 15:30:30,49.32358831509487,
2021-09-10 23:59:59,47.512189375723324,w
2021-09-13 00:00:00,39.02093211722274,
2021-09-13 10:00:00,94.63086299716406,
2021-09-13 10:30:00,100.08146206554841,
2021-09-13 12:00:00,130.90509334290743,
2021-09-13 13:30:00,114.36363797447586,
2021-09-13 15:00:00,107.29216758266546,
2021-09-13 15:30:30,107.29216758266546,
2021-09-13 23:59:59,106.6078823920908,c
2021-09-14 00:00:00,92.97925379489743,
2021-09-14 10:00:00,97.55209413834234,
2021-09-14 10:30:00,92.13734776068304,
2021-09-14 12:00:00,86.32166207912042,
2021-09-14 13:30:00,93.29176568573291,
