date,SPHD_2021_Q3,meta
2021-07-02 00:00:00,-147.96084160303394,
2021-07-02 10:00:00,-131.58637096727617,
2021-07-02 10:30:00,-121.15789412797835,
2021-07-02 12:00:00,-112.39125419257228,
2021-07-02 13:30:00,-118.82085223958434,
2021-07-02 15:00:00,-122.36505676942596,
2021-07-02 15:30:30,-122.36505676942596,
2021-07-02 23:59:59,-119.00414618760348,w
2021-07-05 00:00:00,-119.00414618760348,
2021-07-05 10:00:00,-119.00414618760348,
2021-07-05 10:30:00,-119.00414618760348,
2021-07-05 12:00:00,-119.00414618760348,
2021-07-05 13:30:00,-119.00414618760348,
2021-07-05 15:00:00,-119.00414618760348,
2021-07-05 15:30:30,-119.00414618760348,
2021-07-05 23:59:59,-119.00414618760348,c
2021-07-06 00:00:00,-107.03164996274978,
2021-07-06 10:00:00,-97.96829959647886,
2021-07-06 10:30:00,-91.34514924771392,
2021-07-06 12:00:00,-78.09550563314956,
2021-07-06 13:30:00,-79.86558249723686,
2021-07-06 15:00:00,-79.04659360332116,
2021-07-06 15:30:30,-79.04659360332116,
2021-07-06 23:59:59,-74.96991075292051,c
2021-07-07 00:00:00,-83.09230425695581,
2021-07-07 10:00:00,-69.50947752913261,
2021-07-07 10:30:00,-50.051780817779836,
2021-07-07 12:00:00,-62.184237747806634,
2021-07-07 13:30:00,-65.03465281963841,
2021-07-07 15:00:00,-68.93544805168712,
2021-07-07 15:30:30,-68.93544805168712,
2021-07-07 23:59:59,-69.38188497203139,c
2021-07-08 00:00:00,-53.08622065735646,
2021-07-08 10:00:00,-56.388399379389426,
2021-07-08 10:30:00,-62.96010553326866,
2021-07-08 12:00:00,-75.59754578114409,
2021-07-08 13:30:00,-70.39213181748586,
2021-07-08 15:00:00,-51.096502532637025,
2021-07-08 15:30:30,-51.096502532637025,
2021-07-08 23:59:59,-43.773317033002485,c
2021-07-09 00:00:00,-66.5284753999485,
2021-07-09 10:00:00,-74.38241151380575,
2021-07-09 10:30:00,-82.06699796145216,
2021-07-09 12:00:00,-78.59970098454775,
2021-07-09 13:30:00,-76.02446178469296,
2021-07-09 15:00:00,-76.36376983998926,
2021-07-09 15:30:30,-76.36376983998926,
2021-07-09 23:59:59,-78.20598339762833,w
2021-07-12 00:00:00,-74.37473490206142,
2021-07-12 10:00:00,-76.5532773798653,
2021-07-12 10:30:00,-84.45379580204087,
2021-07-12 12:00:00,-81.69650861754586,
2021-07-12 13:30:00,-81.81754257113184,
2021-07-12 15:00:00,-81.84757427428988,
2021-07-12 15:30:30,-81.84757427428988,
2021-07-12 23:59:59,-76.16559490955814,c
2021-07-13 00:00:00,-92.44923303635159,
2021-07-13 10:00:00,-71.49473528883365,
2021-07-13 10:30:00,-63.98657803504183,
2021-07-13 12:00:00,-89.90844976174661,
2021-07-13 13:30:00,-79.97249870114368,
2021-07-13 15:00:00,-75.22072594594725,
2021-07-13 15:30:30,-75.22072594594725,
2021-07-13 23:59:59,-68.89450366798434,c
2021-07-14 00:00:00,-82.20329322499306,
2021-07-14 10:00:00,-87.59455042650637,
2021-07-14 10:30:00,-72.78862521285053,
2021-07-14 12:00:00,-62.75502147963272,
2021-07-14 13:30:00,-69.86745614768193,
2021-07-14 15:00:00,-62.36439508892681,
2021-07-14 15:30:30,-62.36439508892681,
2021-07-14 23:59:59,-63.90087358998174,c
2021-07-15 00:00:00,-59.44993424206409,
2021-07-15 10:00:00,-43.79797879245757,
2021-07-15 10:30:00,-34.388263696199324,
2021-07-15 12:00:00,-42.15887724290381,
2021-07-15 13:30:00,-31.39718096901992,
2021-07-15 15:00:00,-35.760032749778745,
2021-07-15 15:30:30,-35.760032749778745,
2021-07-15 23:59:59,-32.11133582572543,c
2021-07-16 00:00:00,-39.96918324207422,
2021-07-16 10:00:00,-20.53611491954801,
2021-07-16 10:30:00,-2.646323825255706,
2021-07-16 12:00:00,1.7671514409976794,
2021-07-16 13:30:00,22.574139430882187,
2021-07-16 15:00:00,34.902014347689644,
2021-07-16 15:30:30,34.902014347689644,
2021-07-16 23:59:59,32.41533062988063,w
2021-07-19 00:00:00,59.084809663554466,
2021-07-19 10:00:00,43.88025908469652,
2021-07-19 10:30:00,35.43891964842386,
2021-07-19 12:00:00,21.55879810758272,
2021-07-19 13:30:00,22.23651293541764,
2021-07-19 15:00:00,20.131743739553716,
2021-07-19 15:30:30,20.131743739553716,
2021-07-19 23:59:59,27.282726821721685,c
2021-07-20 00:00:00,29.236062993807554,
2021-07-20 10:00:00,32.7832956450419,
2021-07-20 10:30:00,20.510664070247085,
2021-07-20 12:00:00,6.066124249098802,
2021-07-20 13:30:00,17.588675103082398,
2021-07-20 15:00:00,15.38578336535382,
2021-07-20 15:30:30,15.38578336535382,
2021-07-20 23:59:59,12.773481222241603,c
