date,FPX_2022_Q2,meta
2022-05-31 00:00:00,-595.7981325333257,
2022-05-31 10:00:00,-561.7113901214257,
2022-05-31 10:30:00,-559.2370189513134,
2022-05-31 12:00:00,-573.6121996466441,
2022-05-31 13:30:00,-548.5578099337845,
2022-05-31 15:00:00,-530.236347899467,
2022-05-31 15:30:30,-530.236347899467,m
2022-05-31 23:59:59,-534.3852498029839,c
2022-06-01 00:00:00,-507.92830491480237,
2022-06-01 10:00:00,-529.063696318992,
2022-06-01 10:30:00,-500.45919062932705,
2022-06-01 12:00:00,-466.84162232856085,
2022-06-01 13:30:00,-460.8192075205871,
2022-06-01 15:00:00,-479.9206497738301,
2022-06-01 15:30:30,-479.9206497738301,
2022-06-01 23:59:59,-484.58137554859866,c
2022-06-02 00:00:00,-485.5636894658678,
2022-06-02 10:00:00,-554.3207978611765,
2022-06-02 10:30:00,-540.1980967716487,
2022-06-02 12:00:00,-563.6642681827872,
2022-06-02 13:30:00,-594.9369048835664,
2022-06-02 15:00:00,-589.2170173518274,
2022-06-02 15:30:30,-589.2170173518274,
2022-06-02 23:59:59,-578.1665310316082,c
2022-06-03 00:00:00,-525.335311378333,
2022-06-03 10:00:00,-542.1601635204577,
2022-06-03 10:30:00,-508.8741540445625,
2022-06-03 12:00:00,-490.38935985494015,
2022-06-03 13:30:00,-498.07654252333623,
2022-06-03 15:00:00,-484.1383733777168,
2022-06-03 15:30:30,-484.1383733777168,
2022-06-03 23:59:59,-483.54849932827835,w
2022-06-06 00:00:00,-427.3308271430329,
2022-06-06 10:00:00,-417.1060666848367,
2022-06-06 10:30:00,-426.5512466298618,
2022-06-06 12:00:00,-404.48297885967,
2022-06-06 13:30:00,-394.29806114122187,
2022-06-06 15:00:00,-390.21767057190533,
2022-06-06 15:30:30,-390.21767057190533,
2022-06-06 23:59:59,-390.2317262592906,c
2022-06-07 00:00:00,-341.3562687806871,
2022-06-07 10:00:00,-355.7850412208605,
2022-06-07 10:30:00,-364.09343744068065,
2022-06-07 12:00:00,-396.35300975790364,
2022-06-07 13:30:00,-395.8649712769188,
2022-06-07 15:00:00,-396.43531817575,
2022-06-07 15:30:30,-396.43531817575,u
2022-06-07 23:59:59,-397.9439897942164,c
2022-06-08 00:00:00,-383.09273317815956,
2022-06-08 10:00:00,-386.1273773317847,
2022-06-08 10:30:00,-377.60189519410835,
2022-06-08 12:00:00,-367.93909036510337,
2022-06-08 13:30:00,-352.6854221784011,
2022-06-08 15:00:00,-348.73936991084906,
2022-06-08 15:30:30,-348.73936991084906,
2022-06-08 23:59:59,-354.2019335699267,c
2022-06-09 00:00:00,-352.93049197027426,
2022-06-09 10:00:00,-332.0092849110886,
2022-06-09 10:30:00,-333.965055136772,
2022-06-09 12:00:00,-283.48892170413586,
2022-06-09 13:30:00,-269.0488275292905,
2022-06-09 15:00:00,-261.8459369882433,
2022-06-09 15:30:30,-261.8459369882433,
2022-06-09 23:59:59,-250.26701373430097,c
2022-06-10 00:00:00,-238.47837330035452,
2022-06-10 10:00:00,-176.24787152541626,
2022-06-10 10:30:00,-149.26309545687934,
2022-06-10 12:00:00,-131.06721229667724,
2022-06-10 13:30:00,-125.52565564490462,
2022-06-10 15:00:00,-145.2824519187242,
2022-06-10 15:30:30,-145.2824519187242,
2022-06-10 23:59:59,-133.87061837565332,w
2022-06-13 00:00:00,-86.78755576399377,
2022-06-13 10:00:00,-55.20134456180654,
2022-06-13 10:30:00,-57.05307737390721,
2022-06-13 12:00:00,-40.591190951596005,
2022-06-13 13:30:00,-54.137191299557635,
2022-06-13 15:00:00,-47.02715388026809,
2022-06-13 15:30:30,-47.02715388026809,A
2022-06-13 23:59:59,-30.65143520861325,c
2022-06-14 00:00:00,-20.82445054629342,
2022-06-14 10:00:00,-56.336018348622076,
2022-06-14 10:30:00,-20.181213710207246,
2022-06-14 12:00:00,-21.914084510055844,
2022-06-14 13:30:00,-6.1836436733689055,
2022-06-14 15:00:00,-1.3424076527145274,
2022-06-14 15:30:30,-1.3424076527145274,
2022-06-14 23:59:59,0.0,a
2022-06-15 00:00:00,-10.53116698300002,
2022-06-15 10:00:00,-1.2057903467694615,
2022-06-15 10:30:00,-0.8547991246343969,
2022-06-15 12:00:00,-6.603559360965974,
2022-06-15 13:30:00,-27.787544813034046,
2022-06-15 15:00:00,-49.15046077594325,
2022-06-15 15:30:30,-49.15046077594325,
2022-06-15 23:59:59,-47.31088246988426,c
2022-06-16 00:00:00,-20.537814435507173,
2022-06-16 10:00:00,21.311320871275612,
2022-06-16 10:30:00,12.404291778457036,
2022-06-16 12:00:00,15.047480099992683,
2022-06-16 13:30:00,7.724823623068403,
2022-06-16 15:00:00,16.180795899501035,
2022-06-16 15:30:30,16.180795899501035,
2022-06-16 23:59:59,21.586841951181086,c
2022-06-17 00:00:00,17.68581057638896,
2022-06-17 10:00:00,12.19880226853148,
2022-06-17 10:30:00,11.401552246203863,
2022-06-17 12:00:00,-30.716767704773147,
2022-06-17 13:30:00,-41.982916490556214,
2022-06-17 15:00:00,-40.984597107486664,
2022-06-17 15:30:30,-40.984597107486664,
2022-06-17 23:59:59,-34.63931559582788,e
2022-06-20 00:00:00,-34.63931559582788,
2022-06-20 10:00:00,-34.318358583984605,
2022-06-20 10:30:00,-35.09432625774559,
2022-06-20 12:00:00,-34.21817475146602,
2022-06-20 13:30:00,-34.42243529206246,
2022-06-20 15:00:00,-33.98342836731855,
2022-06-20 15:30:30,-33.98342836731855,
2022-06-20 23:59:59,-33.98342836731855,c
2022-06-21 00:00:00,-47.35074733374144,
2022-06-21 10:00:00,-67.33598653274963,
2022-06-21 10:30:00,-54.20285958785485,
2022-06-21 12:00:00,-23.52639534629654,
2022-06-21 13:30:00,-32.3455401172766,
2022-06-21 15:00:00,-24.76636649366182,
2022-06-21 15:30:30,-24.76636649366182,
2022-06-21 23:59:59,-11.618305734876586,c
2022-06-22 00:00:00,1.0860510963438799,
2022-06-22 10:00:00,-49.71532161431465,
2022-06-22 10:30:00,-56.963176978010225,
2022-06-22 12:00:00,-26.893915186715432,
2022-06-22 13:30:00,-31.65372501034743,
2022-06-22 15:00:00,-35.91240100125164,
2022-06-22 15:30:30,-35.91240100125164,
2022-06-22 23:59:59,-21.795585153959607,c
2022-06-23 00:00:00,-18.0825053980317,
2022-06-23 10:00:00,-7.3268916507290385,
2022-06-23 10:30:00,-20.457915356493757,
2022-06-23 12:00:00,-28.85694733695759,
2022-06-23 13:30:00,-5.929048291710174,
2022-06-23 15:00:00,-30.98212781090338,
2022-06-23 15:30:30,-30.98212781090338,
2022-06-23 23:59:59,-32.377405220423114,c
2022-06-24 00:00:00,-26.86959476853322,
2022-06-24 10:00:00,-68.74162716624674,
2022-06-24 10:30:00,-61.737484235356796,
2022-06-24 12:00:00,-49.39384811844706,
2022-06-24 13:30:00,-45.57759922254717,
2022-06-24 15:00:00,-44.17350853750841,
2022-06-24 15:30:30,-44.17350853750841,
2022-06-24 23:59:59,-72.7979975469918,w
2022-06-27 00:00:00,-96.40372989791663,
2022-06-27 10:00:00,-68.41073964961637,
2022-06-27 10:30:00,-54.452804920368514,
2022-06-27 12:00:00,-59.61960292474343,
2022-06-27 13:30:00,-58.19318591187519,
2022-06-27 15:00:00,-48.961735615974185,
2022-06-27 15:30:30,-48.961735615974185,
2022-06-27 23:59:59,-44.52706639144103,c
2022-06-28 00:00:00,-53.18375099822644,
2022-06-28 10:00:00,-56.460251621608016,
2022-06-28 10:30:00,-29.667850841719314,
2022-06-28 12:00:00,-17.751802108648306,
2022-06-28 13:30:00,-16.39247977635688,
2022-06-28 15:00:00,-11.200154984650524,
2022-06-28 15:30:30,-11.200154984650524,
2022-06-28 23:59:59,-7.373123159531644,c
2022-06-29 00:00:00,-6.254174556863902,
2022-06-29 10:00:00,11.040794776827624,
2022-06-29 10:30:00,7.593483928262273,
2022-06-29 12:00:00,2.776006047770224,
2022-06-29 13:30:00,-3.7340532217234994,
2022-06-29 15:00:00,-10.640663591348329,
2022-06-29 15:30:30,-10.640663591348329,
2022-06-29 23:59:59,-11.871276581948791,c
2022-06-30 00:00:00,-11.783742497818949,
2022-06-30 10:00:00,38.452808048202186,
2022-06-30 10:30:00,53.493223986190756,
2022-06-30 12:00:00,-1.4940880714995899,
2022-06-30 13:30:00,15.33525991263457,
2022-06-30 15:00:00,22.35932989858911,
2022-06-30 15:30:30,22.35932989858911,
2022-06-30 23:59:59,34.49113785619436,c
2022-07-01 00:00:00,28.06916870763102,
2022-07-01 10:00:00,-6.46555202422968,
2022-07-01 10:30:00,-17.707910811746743,
2022-07-01 12:00:00,-31.74290881701981,
2022-07-01 13:30:00,-22.781839458063203,
2022-07-01 15:00:00,-24.49729939916898,
2022-07-01 15:30:30,-24.49729939916898,
2022-07-01 23:59:59,-19.47531785742909,w
