date,MSCI_VNQ_2022_Q1,meta
2022-01-12 00:00:00,-54.49127023732447,
2022-01-12 10:00:00,-52.89040418501537,
2022-01-12 10:30:00,-52.96529952448921,
2022-01-12 12:00:00,-51.09981253010782,
2022-01-12 13:30:00,-44.9986465431824,
2022-01-12 15:00:00,-43.69127638836627,
2022-01-12 15:30:30,-43.69127638836627,
2022-01-12 23:59:59,-39.51643411988509,c
2022-01-13 00:00:00,-42.60878284582473,
2022-01-13 10:00:00,-45.20766710882415,
2022-01-13 10:30:00,-40.18981667732365,
2022-01-13 12:00:00,-36.14564050228638,
2022-01-13 13:30:00,-34.07190672773906,
2022-01-13 15:00:00,-30.211905296378596,
2022-01-13 15:30:30,-30.211905296378596,
2022-01-13 23:59:59,-35.537339150036026,c
2022-01-14 00:00:00,-28.48020656047084,
2022-01-14 10:00:00,-22.503349071302548,
2022-01-14 10:30:00,-11.696081075894504,
2022-01-14 12:00:00,-14.99431994184284,
2022-01-14 13:30:00,-3.6059604101975538,
2022-01-14 15:00:00,-8.49344076165842,
2022-01-14 15:30:30,-8.49344076165842,
2022-01-14 23:59:59,-9.381061752906867,w
2022-01-17 00:00:00,-9.381061752906867,
2022-01-17 10:00:00,-9.381061752906867,
2022-01-17 10:30:00,-9.381061752906867,
2022-01-17 12:00:00,-9.381061752906867,
2022-01-17 13:30:00,-9.381061752906867,
2022-01-17 15:00:00,-9.381061752906867,
2022-01-17 15:30:30,-9.381061752906867,
2022-01-17 23:59:59,-9.381061752906867,c
2022-01-18 00:00:00,-1.8265380447143755,
2022-01-18 10:00:00,-10.354804241493483,
2022-01-18 10:30:00,-7.573920403139027,
2022-01-18 12:00:00,-15.17071283112281,
2022-01-18 13:30:00,-17.75764729446246,
2022-01-18 15:00:00,-25.723418900917608,
2022-01-18 15:30:30,-25.723418900917608,
2022-01-18 23:59:59,-32.833249266819614,c
2022-01-19 00:00:00,-38.840899428786585,
2022-01-19 10:00:00,-33.07684646632008,
2022-01-19 10:30:00,-23.261281489207065,
2022-01-19 12:00:00,-15.817701392145924,
2022-01-19 13:30:00,-19.95907609833652,
2022-01-19 15:00:00,-15.500737651278993,
2022-01-19 15:30:30,-15.500737651278993,
2022-01-19 23:59:59,-17.910823929663927,c
2022-01-20 00:00:00,-18.422623263288546,
2022-01-20 10:00:00,-26.239984667815506,
2022-01-20 10:30:00,-19.20754905259259,
2022-01-20 12:00:00,-31.28297477819401,
2022-01-20 13:30:00,-37.512131772745654,
2022-01-20 15:00:00,-33.42967296550991,
2022-01-20 15:30:30,-33.42967296550991,
2022-01-20 23:59:59,-31.44629557674792,c
2022-01-21 00:00:00,-45.74336315064049,
2022-01-21 10:00:00,-26.494392741947742,
2022-01-21 10:30:00,-24.489672430552478,
2022-01-21 12:00:00,-17.44740205889381,
2022-01-21 13:30:00,-8.699487504495863,
2022-01-21 15:00:00,-10.681328318271412,
2022-01-21 15:30:30,-10.681328318271412,
2022-01-21 23:59:59,-2.9134524824056243,w
2022-01-24 00:00:00,-16.623103545726607,
2022-01-24 10:00:00,-19.823513722033017,
2022-01-24 10:30:00,-25.318305683604226,
2022-01-24 12:00:00,-33.915842215848784,
2022-01-24 13:30:00,-42.432049381430446,
2022-01-24 15:00:00,-36.595433965199106,
