date,FVD_2022_Jul,meta
2022-07-11 00:00:00,247.65407227570785,
2022-07-11 10:00:00,269.0922315335982,
2022-07-11 10:30:00,258.81795476427277,
2022-07-11 12:00:00,260.4487759614245,
2022-07-11 13:30:00,259.6228119448454,
2022-07-11 15:00:00,256.3620223589557,
2022-07-11 15:30:30,256.3620223589557,
2022-07-11 23:59:59,263.71009034289153,c
2022-07-12 00:00:00,255.79304121683748,
2022-07-12 10:00:00,252.98376101660637,
2022-07-12 10:30:00,263.2681802556114,
2022-07-12 12:00:00,267.1268516891949,
2022-07-12 13:30:00,261.00225223692263,
2022-07-12 15:00:00,269.3230135898039,
2022-07-12 15:30:30,269.3230135898039,
2022-07-12 23:59:59,259.17311797041185,c
2022-07-13 00:00:00,265.35689709374054,
2022-07-13 10:00:00,272.46221552850017,
2022-07-13 10:30:00,264.5001660937871,
2022-07-13 12:00:00,272.1136317910245,
2022-07-13 13:30:00,266.56563979236813,
2022-07-13 15:00:00,263.2043754297542,
2022-07-13 15:30:30,263.2043754297542,
2022-07-13 23:59:59,259.76135834665666,c
2022-07-14 00:00:00,213.9184151521867,
2022-07-14 10:00:00,191.95004178968162,
2022-07-14 10:30:00,190.71281631509208,
2022-07-14 12:00:00,177.01911199335353,
2022-07-14 13:30:00,164.46071079059897,
2022-07-14 15:00:00,168.34169225333193,
2022-07-14 15:30:30,168.34169225333193,
2022-07-14 23:59:59,163.41217012911812,c
2022-07-15 00:00:00,162.90360761495384,
2022-07-15 10:00:00,142.26877444906705,
2022-07-15 10:30:00,147.59923569739152,
2022-07-15 12:00:00,137.63794240633644,
2022-07-15 13:30:00,134.57971895757925,
2022-07-15 15:00:00,137.12500892497195,
2022-07-15 15:30:30,137.12500892497195,
2022-07-15 23:59:59,140.37926887839416,w
2022-07-18 00:00:00,142.43544129191235,
2022-07-18 10:00:00,153.27678252628579,
2022-07-18 10:30:00,161.12565718138484,
2022-07-18 12:00:00,149.2164368966159,
2022-07-18 13:30:00,148.68646464714305,
2022-07-18 15:00:00,153.00010442468277,
2022-07-18 15:30:30,153.00010442468277,
2022-07-18 23:59:59,152.0057495111477,c
2022-07-19 00:00:00,153.9956582285202,
2022-07-19 10:00:00,140.3679820919636,
2022-07-19 10:30:00,138.53915631634146,
2022-07-19 12:00:00,142.5342327041041,
2022-07-19 13:30:00,136.09414405060699,
2022-07-19 15:00:00,125.80817665131866,
2022-07-19 15:30:30,125.80817665131866,
2022-07-19 23:59:59,124.62475076930781,c
2022-07-20 00:00:00,111.25431886338282,
2022-07-20 10:00:00,103.84750212437444,
2022-07-20 10:30:00,90.40865483679124,
2022-07-20 12:00:00,97.73622746792131,
2022-07-20 13:30:00,96.2332040842137,
2022-07-20 15:00:00,88.68476781187098,
2022-07-20 15:30:30,88.68476781187098,
2022-07-20 23:59:59,83.0068694387727,c
2022-07-21 00:00:00,71.65450485219884,
2022-07-21 10:00:00,68.83230481725178,
2022-07-21 10:30:00,61.40807811923065,
2022-07-21 12:00:00,52.63542457050278,
2022-07-21 13:30:00,59.72380541135749,
2022-07-21 15:00:00,50.7060817738398,
2022-07-21 15:30:30,50.7060817738398,
2022-07-21 23:59:59,54.071247757769925,c
2022-07-22 00:00:00,56.43879211799771,
2022-07-22 10:00:00,42.324037599015014,
2022-07-22 10:30:00,48.035211906769405,
2022-07-22 12:00:00,46.31782505552826,
2022-07-22 13:30:00,42.76407200561829,
2022-07-22 15:00:00,42.53060939466502,
2022-07-22 15:30:30,42.53060939466502,s
2022-07-22 23:59:59,44.832250449347384,w
2022-07-25 00:00:00,38.78986934139431,
2022-07-25 10:00:00,21.966999339854624,
2022-07-25 10:30:00,18.779650227064963,
2022-07-25 12:00:00,9.5893210425495,
2022-07-25 13:30:00,3.3055939600648117,
2022-07-25 15:00:00,-2.115943659462175,
2022-07-25 15:30:30,-2.115943659462175,
2022-07-25 23:59:59,0.0,a
2022-07-26 00:00:00,22.137653189344235,
2022-07-26 10:00:00,40.26076498008007,
2022-07-26 10:30:00,28.846596861439878,
2022-07-26 12:00:00,29.09473536605651,
2022-07-26 13:30:00,32.226045456591976,
2022-07-26 15:00:00,24.396429805766616,
2022-07-26 15:30:30,24.396429805766616,
2022-07-26 23:59:59,23.231758879565348,c
2022-07-27 00:00:00,21.337597585171864,
2022-07-27 10:00:00,26.39514349783417,
2022-07-27 10:30:00,5.518047347117033,
2022-07-27 12:00:00,6.64424524227536,
