date,BRL_FTSE_2022_Q3,meta
2022-07-08 00:00:00,161.57343843569743,
2022-07-08 10:00:00,161.57343843569743,
2022-07-08 10:30:00,161.57343843569743,
2022-07-08 12:00:00,161.57343843569743,
2022-07-08 13:30:00,161.57343843569743,
2022-07-08 15:00:00,161.57343843569743,
2022-07-08 15:30:30,161.57343843569743,
2022-07-08 23:59:59,161.57343843569743,w
2022-07-11 00:00:00,161.57343843569743,
2022-07-11 10:00:00,186.78659608897487,
2022-07-11 10:30:00,204.50872829666287,
2022-07-11 12:00:00,185.5584932164361,
2022-07-11 13:30:00,196.84493968742754,
2022-07-11 15:00:00,252.54517112919302,
2022-07-11 15:30:30,252.54517112919302,
2022-07-11 23:59:59,214.75326201524786,c
2022-07-12 00:00:00,228.7270881238992,
2022-07-12 10:00:00,219.07417615505892,
2022-07-12 10:30:00,188.09053489613962,
2022-07-12 12:00:00,143.23607992386133,
2022-07-12 13:30:00,111.28330477918917,
2022-07-12 15:00:00,116.44573723461144,
2022-07-12 15:30:30,116.44573723461144,
2022-07-12 23:59:59,102.57263333800256,c
2022-07-13 00:00:00,133.70147836005617,
2022-07-13 10:00:00,94.0162502870894,
2022-07-13 10:30:00,128.65474365781256,
2022-07-13 12:00:00,92.58953096739651,
2022-07-13 13:30:00,91.4350074721774,
2022-07-13 15:00:00,125.85943731124735,
2022-07-13 15:30:30,125.85943731124735,
2022-07-13 23:59:59,174.60813494379045,c
2022-07-14 00:00:00,242.305291437734,
2022-07-14 10:00:00,307.6685279095914,
2022-07-14 10:30:00,302.01652799491876,
2022-07-14 12:00:00,290.4510907407562,
2022-07-14 13:30:00,316.2598319805402,
2022-07-14 15:00:00,330.4675101292569,
2022-07-14 15:30:30,330.4675101292569,
2022-07-14 23:59:59,343.6344908473475,c
2022-07-15 00:00:00,344.6189284639672,
2022-07-15 10:00:00,391.59863989910855,
2022-07-15 10:30:00,356.7556517922608,
2022-07-15 12:00:00,349.1341485647681,
2022-07-15 13:30:00,347.5763317722822,
2022-07-15 15:00:00,342.9023409799479,
2022-07-15 15:30:30,342.9023409799479,
2022-07-15 23:59:59,338.4842234377211,w
2022-07-18 00:00:00,278.3673901231841,
2022-07-18 10:00:00,236.33373305684972,
2022-07-18 10:30:00,266.76021035825033,
2022-07-18 12:00:00,288.2536816164138,
2022-07-18 13:30:00,297.9199153689983,
2022-07-18 15:00:00,381.0857511062077,
2022-07-18 15:30:30,381.0857511062077,
2022-07-18 23:59:59,364.25766584562825,c
2022-07-19 00:00:00,363.1269638119129,
2022-07-19 10:00:00,352.21631692954406,
2022-07-19 10:30:00,342.9883776902302,
2022-07-19 12:00:00,370.54090560187797,
2022-07-19 13:30:00,362.1218855233801,
2022-07-19 15:00:00,345.15354103581103,
2022-07-19 15:30:30,345.15354103581103,
2022-07-19 23:59:59,327.352022404285,c
2022-07-20 00:00:00,352.0248495017049,
2022-07-20 10:00:00,364.8284391861853,
2022-07-20 10:30:00,362.67431058238026,
2022-07-20 12:00:00,328.90022223963297,
2022-07-20 13:30:00,327.084492547639,
2022-07-20 15:00:00,328.4334666178038,
2022-07-20 15:30:30,328.4334666178038,
2022-07-20 23:59:59,299.65136363770944,c
2022-07-21 00:00:00,304.62089052110923,
2022-07-21 10:00:00,283.05011828005945,
2022-07-21 10:30:00,322.4766496421116,
2022-07-21 12:00:00,305.98032348011884,
2022-07-21 13:30:00,303.4626402262206,
2022-07-21 15:00:00,314.83307932224716,
2022-07-21 15:30:30,314.83307932224716,
2022-07-21 23:59:59,270.59998783590527,c
2022-07-22 00:00:00,227.50685830808106,
2022-07-22 10:00:00,237.45195566727898,
2022-07-22 10:30:00,262.06935000940894,
2022-07-22 12:00:00,284.4200462669014,
2022-07-22 13:30:00,314.3796240370343,
2022-07-22 15:00:00,330.322016623084,
2022-07-22 15:30:30,330.322016623084,
2022-07-22 23:59:59,309.4874939135907,w
2022-07-25 00:00:00,270.66068168929723,
2022-07-25 10:00:00,305.4615831398587,
2022-07-25 10:30:00,305.7671983197629,
2022-07-25 12:00:00,325.5369453268763,
2022-07-25 13:30:00,330.715256864778,
2022-07-25 15:00:00,308.9599639873127,
2022-07-25 15:30:30,308.9599639873127,
2022-07-25 23:59:59,347.9949076533844,c
2022-07-26 00:00:00,333.490229551272,
2022-07-26 10:00:00,392.4898543337831,
2022-07-26 10:30:00,420.2572963078919,
2022-07-26 12:00:00,433.74787021331986,
2022-07-26 13:30:00,421.02680515668453,
2022-07-26 15:00:00,421.24444595938576,
2022-07-26 15:30:30,421.24444595938576,
2022-07-26 23:59:59,413.9921674477605,c
2022-07-27 00:00:00,425.2282564371794,
2022-07-27 10:00:00,425.9898111963257,
2022-07-27 10:30:00,411.0456815197854,
2022-07-27 12:00:00,387.10410761646654,
2022-07-27 13:30:00,398.02712046458237,
2022-07-27 15:00:00,355.53874762864734,
2022-07-27 15:30:30,355.53874762864734,
2022-07-27 23:59:59,365.9440347953778,c
2022-07-28 00:00:00,367.3790399341692,
2022-07-28 10:00:00,402.82839703513673,
2022-07-28 10:30:00,420.81069065726115,
2022-07-28 12:00:00,371.45699295946497,
2022-07-28 13:30:00,357.5896011070122,
2022-07-28 15:00:00,330.97588730718917,
2022-07-28 15:30:30,330.97588730718917,
2022-07-28 23:59:59,344.4258044956973,c
2022-07-29 00:00:00,349.20063624509885,
2022-07-29 10:00:00,412.03161494720143,
2022-07-29 10:30:00,387.38469702968405,
2022-07-29 12:00:00,383.317666294266,
2022-07-29 13:30:00,399.56657422091894,
2022-07-29 15:00:00,365.91760586281407,
2022-07-29 15:30:30,365.91760586281407,
2022-07-29 23:59:59,406.67715606167803,w
2022-08-01 00:00:00,417.1894572898382,
2022-08-01 10:00:00,417.47500565718656,
2022-08-01 10:30:00,411.84534230843883,
2022-08-01 12:00:00,382.63693950731977,
2022-08-01 13:30:00,434.1125975768409,
2022-08-01 15:00:00,406.40628132402435,
2022-08-01 15:30:30,406.40628132402435,
2022-08-01 23:59:59,409.9413888000199,c
2022-08-02 00:00:00,418.29258471655567,
2022-08-02 10:00:00,450.81667688698053,
2022-08-02 10:30:00,468.34062300602227,
2022-08-02 12:00:00,397.06895338228287,
2022-08-02 13:30:00,381.5105174390037,
2022-08-02 15:00:00,406.91004013323345,
2022-08-02 15:30:30,406.91004013323345,
2022-08-02 23:59:59,390.83819246856046,c
2022-08-03 00:00:00,385.4513531451016,
2022-08-03 10:00:00,380.72974047517346,
2022-08-03 10:30:00,394.0666888293281,
2022-08-03 12:00:00,341.60818754430966,
2022-08-03 13:30:00,344.13091658985013,
2022-08-03 15:00:00,312.54836482787186,
2022-08-03 15:30:30,312.54836482787186,
2022-08-03 23:59:59,294.35781449471233,c
2022-08-04 00:00:00,264.0648525685233,
2022-08-04 10:00:00,178.7241339689508,
2022-08-04 10:30:00,167.54336458971375,
2022-08-04 12:00:00,135.72010212400482,
2022-08-04 13:30:00,72.67710906666935,
2022-08-04 15:00:00,87.86283883132546,
2022-08-04 15:30:30,87.86283883132546,
2022-08-04 23:59:59,109.18532509603392,c
2022-08-05 00:00:00,113.33926574445013,
2022-08-05 10:00:00,80.84982183507327,
2022-08-05 10:30:00,42.27218579244618,
2022-08-05 12:00:00,109.44730377740461,
2022-08-05 13:30:00,75.5693476280785,
2022-08-05 15:00:00,98.57587378336166,
2022-08-05 15:30:30,98.57587378336166,
2022-08-05 23:59:59,134.38002615330652,w
2022-08-08 00:00:00,86.61581802163619,
2022-08-08 10:00:00,82.53904490607556,
2022-08-08 10:30:00,104.42980152928703,
2022-08-08 12:00:00,141.77580733039395,
2022-08-08 13:30:00,118.33162518086738,
2022-08-08 15:00:00,116.62280768119854,
2022-08-08 15:30:30,116.62280768119854,
2022-08-08 23:59:59,108.35687399860126,c
2022-08-09 00:00:00,91.32911351716666,
2022-08-09 10:00:00,150.6302780734968,
2022-08-09 10:30:00,183.69107024786763,
2022-08-09 12:00:00,178.73539143636071,
2022-08-09 13:30:00,167.8050423028958,
2022-08-09 15:00:00,175.038550173535,
2022-08-09 15:30:30,175.038550173535,
2022-08-09 23:59:59,137.77616454230838,c
2022-08-10 00:00:00,39.663677252268826,
2022-08-10 10:00:00,63.510435583059916,
2022-08-10 10:30:00,72.69082128715672,
2022-08-10 12:00:00,52.85871182366509,
2022-08-10 13:30:00,1.9645675406154623,
2022-08-10 15:00:00,51.27054394778452,
2022-08-10 15:30:30,51.27054394778452,
2022-08-10 23:59:59,33.343273987152315,c
2022-08-11 00:00:00,-25.416157095198287,
2022-08-11 10:00:00,-26.472763921705337,
2022-08-11 10:30:00,1.5382906432928394,
2022-08-11 12:00:00,48.51961156648258,
2022-08-11 13:30:00,35.09729306444524,
2022-08-11 15:00:00,84.46814699410606,
2022-08-11 15:30:30,84.46814699410606,
2022-08-11 23:59:59,28.00207717124931,c
2022-08-12 00:00:00,3.4184894121713114,
2022-08-12 10:00:00,-96.55545676940528,
2022-08-12 10:30:00,-96.7415539947142,
2022-08-12 12:00:00,-110.65622165887044,
2022-08-12 13:30:00,-151.6439753761224,
2022-08-12 15:00:00,-180.27634956543216,
2022-08-12 15:30:30,-180.27634956543216,
2022-08-12 23:59:59,-166.26089134496715,w
2022-08-15 00:00:00,-91.22369490681558,
2022-08-15 10:00:00,-140.81049668193828,
2022-08-15 10:30:00,-188.75569132481678,
2022-08-15 12:00:00,-239.08579142977896,
2022-08-15 13:30:00,-246.31657748621137,
2022-08-15 15:00:00,-266.57862993639674,
2022-08-15 15:30:30,-266.57862993639674,
2022-08-15 23:59:59,-268.21515057611305,c
2022-08-16 00:00:00,-285.93342440847164,
2022-08-16 10:00:00,-233.06839604697598,
2022-08-16 10:30:00,-206.5098637864644,
2022-08-16 12:00:00,-207.44902692159258,
2022-08-16 13:30:00,-202.54059942239564,
2022-08-16 15:00:00,-223.13105852046328,
2022-08-16 15:30:30,-223.13105852046328,
2022-08-16 23:59:59,-247.60426053560695,c
2022-08-17 00:00:00,-174.37183714786897,
2022-08-17 10:00:00,-225.03027681724097,
2022-08-17 10:30:00,-251.1589628510169,
2022-08-17 12:00:00,-201.17120732390276,
2022-08-17 13:30:00,-210.53889260246524,
2022-08-17 15:00:00,-256.2545101834871,
2022-08-17 15:30:30,-256.2545101834871,
2022-08-17 23:59:59,-223.38769185565252,c
2022-08-18 00:00:00,-253.55605713319937,
2022-08-18 10:00:00,-168.85978270461737,
2022-08-18 10:30:00,-157.32596748078186,
2022-08-18 12:00:00,-160.4664049829671,
2022-08-18 13:30:00,-138.07984070634348,
2022-08-18 15:00:00,-149.71749359653768,
2022-08-18 15:30:30,-149.71749359653768,
2022-08-18 23:59:59,-173.2035631612407,c
2022-08-19 00:00:00,-106.96547042169277,
2022-08-19 10:00:00,-41.435786736104546,
2022-08-19 10:30:00,-26.742470728009266,
2022-08-19 12:00:00,5.219320589172639,
