date,BCHN_2023_Q1,meta
2023-01-11 00:00:00,-207.57241011283622,
2023-01-11 10:00:00,-254.4789865876428,
2023-01-11 10:30:00,-201.8946570749813,
2023-01-11 12:00:00,-208.9872919574418,
2023-01-11 13:30:00,-220.82869330410904,
2023-01-11 15:00:00,-246.70017780338821,
2023-01-11 15:30:30,-246.70017780338821,
2023-01-11 23:59:59,-162.84725744781463,c
2023-01-12 00:00:00,-164.7736516694049,
2023-01-12 10:00:00,-291.361752450779,
2023-01-12 10:30:00,-84.42544005730451,
2023-01-12 12:00:00,-42.73894030231804,
2023-01-12 13:30:00,164.73436206013412,
2023-01-12 15:00:00,302.64485633612094,
2023-01-12 15:30:30,302.64485633612094,
2023-01-12 23:59:59,110.44607069625636,c
2023-01-13 00:00:00,228.68587952038342,
2023-01-13 10:00:00,116.15412634760196,
2023-01-13 10:30:00,128.10624687220297,
2023-01-13 12:00:00,-111.92903807186576,
2023-01-13 13:30:00,-298.9809614729911,
2023-01-13 15:00:00,-97.05418038860262,
2023-01-13 15:30:30,-97.05418038860262,
2023-01-13 23:59:59,-47.8758936262675,w
2023-01-16 00:00:00,-47.8758936262675,
2023-01-16 10:00:00,-47.8758936262675,
2023-01-16 10:30:00,-47.8758936262675,
2023-01-16 12:00:00,-47.8758936262675,
2023-01-16 13:30:00,-47.8758936262675,
2023-01-16 15:00:00,-47.8758936262675,
2023-01-16 15:30:30,-47.8758936262675,
2023-01-16 23:59:59,-47.8758936262675,c
2023-01-17 00:00:00,716.3837463531563,
2023-01-17 10:00:00,248.16833835516536,
2023-01-17 10:30:00,539.574370339843,
2023-01-17 12:00:00,168.2193341496568,
2023-01-17 13:30:00,34.89529259156734,
2023-01-17 15:00:00,-103.50771089126738,
2023-01-17 15:30:30,-103.50771089126738,
2023-01-17 23:59:59,-187.38131577387685,c
2023-01-18 00:00:00,-80.98963112202546,
2023-01-18 10:00:00,-112.73520004446073,
2023-01-18 10:30:00,-234.27329936160368,
2023-01-18 12:00:00,-443.6263507860922,
2023-01-18 13:30:00,-398.03127969599245,
2023-01-18 15:00:00,-356.55945692496243,
2023-01-18 15:30:30,-356.55945692496243,
2023-01-18 23:59:59,-463.0240176940015,c
2023-01-19 00:00:00,-463.05915183701563,
2023-01-19 10:00:00,-504.4627952328792,
2023-01-19 10:30:00,-564.6717709222512,
2023-01-19 12:00:00,-614.9801942433724,
2023-01-19 13:30:00,-700.7280598216585,
2023-01-19 15:00:00,-645.6065820678223,
2023-01-19 15:30:30,-645.6065820678223,
2023-01-19 23:59:59,-601.4005368078288,c
2023-01-20 00:00:00,-578.5431686310849,
2023-01-20 10:00:00,-472.7340398146516,
2023-01-20 10:30:00,-352.96166088412065,
2023-01-20 12:00:00,-167.10027911194902,
2023-01-20 13:30:00,-212.7088384116014,
2023-01-20 15:00:00,-42.27719953547421,
2023-01-20 15:30:30,-42.27719953547421,
2023-01-20 23:59:59,-93.35325218379512,w
2023-01-23 00:00:00,-123.56845252148469,
2023-01-23 10:00:00,172.92874883957847,
2023-01-23 10:30:00,182.828111771345,
2023-01-23 12:00:00,232.1865680410101,
2023-01-23 13:30:00,531.5414917174421,
2023-01-23 15:00:00,360.3364626582734,
2023-01-23 15:30:30,360.3364626582734,
2023-01-23 23:59:59,391.9873110761,c
2023-01-24 00:00:00,735.2290225613197,
2023-01-24 10:00:00,957.9632788951658,
2023-01-24 10:30:00,917.8187749336203,
2023-01-24 12:00:00,871.7785183706674,
2023-01-24 13:30:00,624.7409666379126,
2023-01-24 15:00:00,612.1359511089377,
2023-01-24 15:30:30,612.1359511089377,
2023-01-24 23:59:59,-60.457697844970426,c
2023-01-25 00:00:00,-166.49615123868261,
2023-01-25 10:00:00,-334.3340318866303,
2023-01-25 10:30:00,-220.61917188121606,
2023-01-25 12:00:00,-211.3595766849694,
2023-01-25 13:30:00,-233.70184441427136,
2023-01-25 15:00:00,-179.51151919744916,
2023-01-25 15:30:30,-179.51151919744916,s
2023-01-25 23:59:59,0.0,a
2023-01-26 00:00:00,202.3951259886362,
2023-01-26 10:00:00,-182.54249859731044,
2023-01-26 10:30:00,-167.9646497108506,
2023-01-26 12:00:00,-276.5698625911018,
2023-01-26 13:30:00,-268.55050538339674,
2023-01-26 15:00:00,-186.86784097022337,
2023-01-26 15:30:30,-186.86784097022337,
2023-01-26 23:59:59,-232.7116922313944,c
2023-01-27 00:00:00,-494.4249825151355,
2023-01-27 10:00:00,-636.7857961254385,
2023-01-27 10:30:00,-431.36272012695645,
2023-01-27 12:00:00,-486.991018787151,
2023-01-27 13:30:00,-385.91959096767914,
2023-01-27 15:00:00,-297.16382254139353,
2023-01-27 15:30:30,-297.16382254139353,
2023-01-27 23:59:59,-239.80540406375349,w
2023-01-30 00:00:00,-309.5257901785535,
2023-01-30 10:00:00,102.15747257695057,
2023-01-30 10:30:00,-28.733754344697445,
2023-01-30 12:00:00,-152.51952913500463,
2023-01-30 13:30:00,-299.3113275016649,
2023-01-30 15:00:00,-314.4275114159318,
2023-01-30 15:30:30,-314.4275114159318,
2023-01-30 23:59:59,-421.6814951839824,c
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
0,-421.6814951839824,
2023-01-31 00:00:00,-360.813933223606,
2023-01-31 10:00:00,-307.3844431787438,
2023-01-31 10:30:00,-394.4574274950537,
2023-01-31 12:00:00,-399.43238307416505,
2023-01-31 13:30:00,-370.45923745878827,
2023-01-31 15:00:00,-204.69665523994536,
2023-01-31 15:30:30,-204.69665523994536,
2023-01-31 23:59:59,-125.4781291782374,e
2023-02-01 00:00:00,-70.04233966270294,
