date,MDIV_2021_Q4,meta
2021-11-12 00:00:00,294.66710175457865,
2021-11-12 10:00:00,315.7338338931122,
2021-11-12 10:30:00,287.6552918868383,
2021-11-12 12:00:00,271.45198563827034,
2021-11-12 13:30:00,270.14134709890186,
2021-11-12 15:00:00,269.0462834539894,
2021-11-12 15:30:30,269.0462834539894,
2021-11-12 23:59:59,287.53959459862836,w
2021-11-15 00:00:00,305.4493246658749,
2021-11-15 10:00:00,282.2092698477545,
2021-11-15 10:30:00,274.75751829414094,
2021-11-15 12:00:00,277.60358008491494,
2021-11-15 13:30:00,304.8586431731301,
2021-11-15 15:00:00,300.4015603459311,
2021-11-15 15:30:30,300.4015603459311,
2021-11-15 23:59:59,287.8438365389411,c
2021-11-16 00:00:00,334.4233485759887,
2021-11-16 10:00:00,296.62879649785464,
2021-11-16 10:30:00,269.4219885069342,
2021-11-16 12:00:00,271.59238532057043,
2021-11-16 13:30:00,293.36635239417865,
2021-11-16 15:00:00,297.1591750658554,
2021-11-16 15:30:30,297.1591750658554,
2021-11-16 23:59:59,279.7571887129916,c
2021-11-17 00:00:00,263.10677808899254,
2021-11-17 10:00:00,220.62396636655194,
2021-11-17 10:30:00,251.62942030310114,
2021-11-17 12:00:00,234.72198549111545,
2021-11-17 13:30:00,245.3833383969095,
2021-11-17 15:00:00,230.3437384202116,
2021-11-17 15:30:30,230.3437384202116,
2021-11-17 23:59:59,228.21184967373028,c
2021-11-18 00:00:00,224.9849075414786,
2021-11-18 10:00:00,199.89187827303704,
2021-11-18 10:30:00,177.7664157471918,
2021-11-18 12:00:00,192.11306694549876,
2021-11-18 13:30:00,200.98677402275462,
2021-11-18 15:00:00,195.44743078860483,
2021-11-18 15:30:30,195.44743078860483,
2021-11-18 23:59:59,197.32377304003148,c
2021-11-19 00:00:00,152.1422291922745,
2021-11-19 10:00:00,63.484149550095026,
2021-11-19 10:30:00,43.72403222631874,
2021-11-19 12:00:00,12.502478418505234,
2021-11-19 13:30:00,26.269754015108447,
2021-11-19 15:00:00,43.566372435318954,
2021-11-19 15:30:30,43.566372435318954,
2021-11-19 23:59:59,36.256382476294675,w
2021-11-22 00:00:00,4.849366227243991,
2021-11-22 10:00:00,47.51317737584668,
2021-11-22 10:30:00,58.425715157484774,
2021-11-22 12:00:00,80.97269279817374,
2021-11-22 13:30:00,66.25943298234688,
2021-11-22 15:00:00,101.9967810158505,
2021-11-22 15:30:30,101.9967810158505,u
2021-11-22 23:59:59,67.53016545456467,c
2021-11-23 00:00:00,109.78197086931141,
2021-11-23 10:00:00,131.92107939797734,
2021-11-23 10:30:00,169.1779955856564,
2021-11-23 12:00:00,149.26827407901055,
2021-11-23 13:30:00,146.23286739235664,
2021-11-23 15:00:00,157.20290390695027,
2021-11-23 15:30:30,157.20290390695027,
2021-11-23 23:59:59,145.3413228350064,c
2021-11-24 00:00:00,152.51485988630156,
