date,FCG_2022_Q3,meta
2022-08-26 00:00:00,-53.762013512397886,
2022-08-26 10:00:00,-91.34222038296215,
2022-08-26 10:30:00,-94.70587362923266,
2022-08-26 12:00:00,-109.49481344785588,
2022-08-26 13:30:00,-110.02563136532038,
2022-08-26 15:00:00,-114.46400816358164,
2022-08-26 15:30:30,-114.46400816358164,
2022-08-26 23:59:59,-107.24229754346283,w
2022-08-29 00:00:00,-70.68870859648138,
2022-08-29 10:00:00,-138.5997347571212,
2022-08-29 10:30:00,-117.2875212463511,
2022-08-29 12:00:00,-88.41337420462409,
2022-08-29 13:30:00,-96.8116737006244,
2022-08-29 15:00:00,-100.35656832673729,
2022-08-29 15:30:30,-100.35656832673729,
2022-08-29 23:59:59,-79.51761261391184,c
2022-08-30 00:00:00,1.4410427457554533,
2022-08-30 10:00:00,29.401411345316717,
2022-08-30 10:30:00,30.893970033100857,
2022-08-30 12:00:00,42.81645928888031,
2022-08-30 13:30:00,3.2315127837447335,
2022-08-30 15:00:00,10.247431667154444,
2022-08-30 15:30:30,10.247431667154444,
2022-08-30 23:59:59,12.027025604577204,c
2022-08-31 00:00:00,-18.970871963088996,
2022-08-31 10:00:00,-83.15959352821585,
2022-08-31 10:30:00,-112.56217280845178,
2022-08-31 12:00:00,-145.2641940081006,
2022-08-31 13:30:00,-169.74670326828402,
2022-08-31 15:00:00,-175.28487673706917,
2022-08-31 15:30:30,-175.28487673706917,s
2022-08-31 23:59:59,-175.47838301683424,c
2022-09-01 00:00:00,-161.57146202450335,
2022-09-01 10:00:00,-133.458270357466,
2022-09-01 10:30:00,-147.55449852389083,
2022-09-01 12:00:00,-135.30666781142253,
2022-09-01 13:30:00,-129.71149001696764,
2022-09-01 15:00:00,-118.8357375705844,
2022-09-01 15:30:30,-118.8357375705844,
2022-09-01 23:59:59,-122.67591640295069,c
2022-09-02 00:00:00,-135.05354940814868,
2022-09-02 10:00:00,-106.06523735394123,
2022-09-02 10:30:00,-102.84632289195363,
2022-09-02 12:00:00,-80.15650429704672,
2022-09-02 13:30:00,-106.89471061782905,
2022-09-02 15:00:00,-108.04404013726028,
2022-09-02 15:30:30,-108.04404013726028,
2022-09-02 23:59:59,-139.44329278940114,w
2022-09-05 00:00:00,-139.44329278940114,
2022-09-05 10:00:00,-139.44329278940114,
2022-09-05 10:30:00,-139.44329278940114,
2022-09-05 12:00:00,-139.44329278940114,
2022-09-05 13:30:00,-139.44329278940114,
2022-09-05 15:00:00,-139.44329278940114,
2022-09-05 15:30:30,-139.44329278940114,
2022-09-05 23:59:59,-139.44329278940114,c
2022-09-06 00:00:00,-81.05156703599732,
2022-09-06 10:00:00,-19.69421680391224,
2022-09-06 10:30:00,20.86150759911311,
2022-09-06 12:00:00,-16.884274353685726,
2022-09-06 13:30:00,-31.219954119238423,
2022-09-06 15:00:00,-21.916514281017896,
2022-09-06 15:30:30,-21.916514281017896,
2022-09-06 23:59:59,-7.2017385156743785,c
2022-09-07 00:00:00,-30.86279064667258,
2022-09-07 10:00:00,-23.905433574872006,
2022-09-07 10:30:00,-21.32863523136814,
2022-09-07 12:00:00,-38.98813690154702,
2022-09-07 13:30:00,-1.6543046350419104,
2022-09-07 15:00:00,-15.265100069446078,
2022-09-07 15:30:30,-15.265100069446078,
2022-09-07 23:59:59,-16.069078375882953,c
2022-09-08 00:00:00,-52.22069915412047,
2022-09-08 10:00:00,-53.65969243580187,
2022-09-08 10:30:00,-24.875682624656918,
2022-09-08 12:00:00,-46.695446405504555,
2022-09-08 13:30:00,-43.29327502203782,
2022-09-08 15:00:00,-29.46323551298252,
2022-09-08 15:30:30,-29.46323551298252,
2022-09-08 23:59:59,-35.8601670040249,c
2022-09-09 00:00:00,-31.212578767149466,
2022-09-09 10:00:00,-19.38048276668701,
2022-09-09 10:30:00,0.1901650792123064,
2022-09-09 12:00:00,27.289894778272185,
2022-09-09 13:30:00,29.810214619933504,
2022-09-09 15:00:00,16.624620844999868,
2022-09-09 15:30:30,16.624620844999868,
2022-09-09 23:59:59,0.0,a
2022-09-12 00:00:00,-17.67598022951995,
2022-09-12 10:00:00,42.442984894602944,
2022-09-12 10:30:00,33.4975798611996,
2022-09-12 12:00:00,72.44272762348987,
2022-09-12 13:30:00,97.8295282939115,
2022-09-12 15:00:00,79.88161714058162,
2022-09-12 15:30:30,79.88161714058162,
2022-09-12 23:59:59,69.94085602186362,c
2022-09-13 00:00:00,12.431407121482607,
2022-09-13 10:00:00,8.28797542981124,
2022-09-13 10:30:00,12.549904106176143,
2022-09-13 12:00:00,-8.44603375007415,
2022-09-13 13:30:00,-13.112437261157368,
2022-09-13 15:00:00,-21.716456005351063,
2022-09-13 15:30:30,-21.716456005351063,
2022-09-13 23:59:59,-31.000673457431333,c
2022-09-14 00:00:00,-55.450828288212335,
2022-09-14 10:00:00,-94.5866718452551,
2022-09-14 10:30:00,-97.70549793490585,
2022-09-14 12:00:00,-95.35391577253978,
2022-09-14 13:30:00,-109.59609582882848,
2022-09-14 15:00:00,-82.73684535546832,
2022-09-14 15:30:30,-82.73684535546832,
2022-09-14 23:59:59,-105.83106224723491,c
2022-09-15 00:00:00,-17.304411585392927,
2022-09-15 10:00:00,-4.505395029094302,
2022-09-15 10:30:00,-17.972945172263678,
2022-09-15 12:00:00,-35.67703144002138,
2022-09-15 13:30:00,-21.486214767266745,
2022-09-15 15:00:00,-8.281424896734961,
2022-09-15 15:30:30,-8.281424896734961,
2022-09-15 23:59:59,-22.5391027605869,c
2022-09-16 00:00:00,-77.79189729481996,
2022-09-16 10:00:00,-3.525342970920917,
2022-09-16 10:30:00,-17.959454858473464,
2022-09-16 12:00:00,-41.404724245035595,
2022-09-16 13:30:00,-6.667004776800525,
2022-09-16 15:00:00,-23.307202948598615,
2022-09-16 15:30:30,-23.307202948598615,
2022-09-16 23:59:59,-39.532134822231086,e
2022-09-19 00:00:00,17.746413245789086,
2022-09-19 10:00:00,-44.97691509901205,
2022-09-19 10:30:00,-36.45787691614555,
2022-09-19 12:00:00,-27.28429778799665,
2022-09-19 13:30:00,-27.66430073242236,
2022-09-19 15:00:00,-5.140948491259053,
2022-09-19 15:30:30,-5.140948491259053,
2022-09-19 23:59:59,13.909190150612858,c
2022-09-20 00:00:00,28.39024501100789,
2022-09-20 10:00:00,89.10480783233118,
2022-09-20 10:30:00,88.8697321908295,
2022-09-20 12:00:00,92.83769385029194,
2022-09-20 13:30:00,65.6404153197808,
2022-09-20 15:00:00,75.8383671738041,
2022-09-20 15:30:30,75.8383671738041,
2022-09-20 23:59:59,69.47122851707178,c
2022-09-21 00:00:00,1.2340331048609414,
2022-09-21 10:00:00,-8.806985301828206,
2022-09-21 10:30:00,-26.338581522265713,
2022-09-21 12:00:00,-7.1943197148495415,
2022-09-21 13:30:00,1.1452243705019214,
2022-09-21 15:00:00,15.557819740448394,
2022-09-21 15:30:30,15.557819740448394,
2022-09-21 23:59:59,19.4281297274336,c
2022-09-22 00:00:00,21.112932834480603,
2022-09-22 10:00:00,46.458141651375,
2022-09-22 10:30:00,37.83274622776929,
2022-09-22 12:00:00,74.25599078770585,
2022-09-22 13:30:00,86.90484711354321,
2022-09-22 15:00:00,104.70999680966383,
2022-09-22 15:30:30,104.70999680966383,
2022-09-22 23:59:59,108.30160628002068,c
2022-09-23 00:00:00,77.80128555111969,
2022-09-23 10:00:00,121.26151917781283,
2022-09-23 10:30:00,98.52149179895912,
2022-09-23 12:00:00,118.05422322735399,
2022-09-23 13:30:00,128.75116954188542,
2022-09-23 15:00:00,153.17147499525856,
2022-09-23 15:30:30,153.17147499525856,
2022-09-23 23:59:59,148.65570580934963,w
2022-09-26 00:00:00,114.4111109414294,
2022-09-26 10:00:00,119.76957845716379,
2022-09-26 10:30:00,122.50096753188257,
2022-09-26 12:00:00,110.43346896292701,
2022-09-26 13:30:00,105.33043645424931,
2022-09-26 15:00:00,125.64430084802353,
2022-09-26 15:30:30,125.64430084802353,
2022-09-26 23:59:59,122.53938796445522,c
2022-09-27 00:00:00,182.1230467791906,
2022-09-27 10:00:00,204.29694246930296,
2022-09-27 10:30:00,196.24025078530104,
2022-09-27 12:00:00,158.66392243204854,
2022-09-27 13:30:00,145.98887359465664,
2022-09-27 15:00:00,139.75433425205478,
2022-09-27 15:30:30,139.75433425205478,
2022-09-27 23:59:59,129.20738465297336,c
2022-09-28 00:00:00,114.98983031564592,
2022-09-28 10:00:00,146.31287180078556,
2022-09-28 10:30:00,157.24821988222754,
2022-09-28 12:00:00,157.99410181969705,
2022-09-28 13:30:00,164.38620936675773,
2022-09-28 15:00:00,153.64793280089935,
2022-09-28 15:30:30,153.64793280089935,
2022-09-28 23:59:59,137.16339997359057,c
2022-09-29 00:00:00,130.37041463912362,
2022-09-29 10:00:00,170.0178507009892,
2022-09-29 10:30:00,181.4170915396479,
2022-09-29 12:00:00,163.38862485162656,
2022-09-29 13:30:00,159.54524613176073,
2022-09-29 15:00:00,151.25679377749753,
2022-09-29 15:30:30,151.25679377749753,
2022-09-29 23:59:59,135.16816006274553,c
2022-09-30 00:00:00,113.4443491063792,
2022-09-30 10:00:00,121.98169642493576,
2022-09-30 10:30:00,113.62999540401336,
2022-09-30 12:00:00,104.26938921125327,
2022-09-30 13:30:00,95.3294245945425,
2022-09-30 15:00:00,81.86309747209941,
2022-09-30 15:30:30,81.86309747209941,
2022-09-30 23:59:59,78.40690101889612,w
