date,WMT_WW_2018_Q3,meta
2018-08-09 00:00:00,363.10860672174914,
2018-08-09 10:00:00,374.67464105238173,
2018-08-09 10:30:00,363.37096601695345,
2018-08-09 12:00:00,381.2688274823308,
2018-08-09 13:30:00,369.69711148543206,
2018-08-09 15:00:00,376.71229824514165,
2018-08-09 15:30:30,376.71229824514165,
2018-08-09 23:59:59,381.9115799042769,c
2018-08-10 00:00:00,386.6362753224038,
2018-08-10 10:00:00,324.61587479835447,
2018-08-10 10:30:00,316.67071067618355,
2018-08-10 12:00:00,311.2728714918472,
2018-08-10 13:30:00,317.0770835004374,
2018-08-10 15:00:00,294.290816644828,
2018-08-10 15:30:30,294.290816644828,
2018-08-10 23:59:59,304.2899922461964,w
2018-08-13 00:00:00,309.68646114631593,
2018-08-13 10:00:00,317.8613762555391,
2018-08-13 10:30:00,327.0667896580338,
2018-08-13 12:00:00,323.17429123998585,
2018-08-13 13:30:00,318.7113980909586,
2018-08-13 15:00:00,331.2701086423703,
2018-08-13 15:30:30,331.2701086423703,
2018-08-13 23:59:59,331.6622550199173,c
2018-08-14 00:00:00,348.14577150343285,
2018-08-14 10:00:00,321.2581771432109,
2018-08-14 10:30:00,319.18821243638394,
2018-08-14 12:00:00,305.502081049522,
2018-08-14 13:30:00,293.9582720604554,
2018-08-14 15:00:00,299.0845832999073,
2018-08-14 15:30:30,299.0845832999073,
2018-08-14 23:59:59,304.21089453935696,c
2018-08-15 00:00:00,318.9587176813416,
2018-08-15 10:00:00,319.23611668136795,
2018-08-15 10:30:00,342.9955081414901,
2018-08-15 12:00:00,361.9154568059623,
2018-08-15 13:30:00,357.64752279350455,
2018-08-15 15:00:00,345.92435139880183,
2018-08-15 15:30:30,345.92435139880183,
2018-08-15 23:59:59,356.2917212552234,c
2018-08-16 00:00:00,-94.6599021416545,
2018-08-16 10:00:00,-2.405238719108701,
2018-08-16 10:30:00,-45.94251044981182,
2018-08-16 12:00:00,-26.145691291677952,
2018-08-16 13:30:00,-3.7227502829693258,
2018-08-16 15:00:00,-16.306994911009074,
2018-08-16 15:30:30,-16.306994911009074,
2018-08-16 23:59:59,0.0,a
2018-08-17 00:00:00,49.59426218550205,
2018-08-17 10:00:00,36.95533987504691,
2018-08-17 10:30:00,27.76663725568578,
2018-08-17 12:00:00,-9.693368270016462,
2018-08-17 13:30:00,56.38218229458183,
2018-08-17 15:00:00,76.4462625776425,
2018-08-17 15:30:30,76.4462625776425,
2018-08-17 23:59:59,78.50614511197507,w
2018-08-20 00:00:00,99.20746325854883,
2018-08-20 10:00:00,103.09996167659462,
