date,AS_FTSE_EM_MIG_2022_Q3,meta
2022-07-08 00:00:00,221.88842889275656,
2022-07-08 01:00:00,221.88842889275656,
2022-07-08 02:30:00,220.05842915333415,
2022-07-08 03:00:00,197.66042597271735,
2022-07-08 18:30:00,197.66042597271735,
2022-07-08 20:00:00,197.66042597271735,
2022-07-08 23:00:00,197.66042597271735,
2022-07-08 23:59:59,245.98475334966497,w
2022-07-11 00:00:00,-6.091102711410713,
2022-07-11 01:00:00,-6.091102711410713,
2022-07-11 02:30:00,-42.19565184669136,
2022-07-11 03:00:00,-75.34343253872612,
2022-07-11 18:30:00,-75.34343253872612,
2022-07-11 20:00:00,-75.34343253872612,
2022-07-11 23:00:00,-94.5407587289692,
2022-07-11 23:59:59,-202.64417010572288,c
2022-07-12 00:00:00,-208.2231670138881,
2022-07-12 01:00:00,-208.2231670138881,
2022-07-12 02:30:00,-138.06775888698485,
2022-07-12 03:00:00,-149.4574884160038,
2022-07-12 18:30:00,-149.4574884160038,
2022-07-12 20:00:00,-149.4574884160038,
2022-07-12 23:00:00,-411.13884963168584,
2022-07-12 23:59:59,-376.594931125951,c
2022-07-13 00:00:00,-315.7718739888196,
2022-07-13 01:00:00,-315.7718739888196,
2022-07-13 02:30:00,-520.8405398938212,
2022-07-13 03:00:00,-481.8910326872692,
2022-07-13 18:30:00,-481.8910326872692,
2022-07-13 20:00:00,-481.8910326872692,
2022-07-13 23:00:00,-341.10209351758385,
2022-07-13 23:59:59,-336.3551820506582,c
2022-07-14 00:00:00,-292.7939838559505,
2022-07-14 01:00:00,-292.7939838559505,
2022-07-14 02:30:00,-146.45854484630854,
2022-07-14 03:00:00,-97.39838126042378,
2022-07-14 18:30:00,-97.39838126042378,
2022-07-14 20:00:00,-97.39838126042378,
2022-07-14 23:00:00,-14.16526803501256,
2022-07-14 23:59:59,-133.12061795147838,c
2022-07-15 00:00:00,-145.73515919346482,
2022-07-15 01:00:00,-145.73515919346482,
2022-07-15 02:30:00,-364.22787167038496,
2022-07-15 03:00:00,-372.561556860167,
2022-07-15 18:30:00,-372.561556860167,
2022-07-15 20:00:00,-372.561556860167,
2022-07-15 23:00:00,-372.561556860167,
2022-07-15 23:59:59,-249.66687111241845,w
