date,VIG_HEDGED_2023_Q1,meta
2023-02-03 00:00:00,23.481101510420103,
2023-02-03 10:00:00,65.0749043494377,
2023-02-03 10:30:00,73.8948159517908,
2023-02-03 12:00:00,66.47090206335952,
2023-02-03 13:30:00,61.84850706105743,
2023-02-03 15:00:00,60.76865970437342,
2023-02-03 15:30:30,60.76865970437342,
2023-02-03 23:59:59,63.36301333891464,w
2023-02-06 00:00:00,65.62046595400756,
2023-02-06 10:00:00,67.19538768971353,
2023-02-06 10:30:00,67.20274678497083,
2023-02-06 12:00:00,65.76698766507758,
2023-02-06 13:30:00,69.84578896148025,
2023-02-06 15:00:00,70.9729972317084,
2023-02-06 15:30:30,70.9729972317084,
2023-02-06 23:59:59,74.39538410948131,c
2023-02-07 00:00:00,65.14754837904076,
2023-02-07 10:00:00,75.90275741293749,
2023-02-07 10:30:00,78.04629669148187,
2023-02-07 12:00:00,86.15122562151777,
2023-02-07 13:30:00,88.23980183525856,
2023-02-07 15:00:00,89.60376017248944,
2023-02-07 15:30:30,89.60376017248944,
2023-02-07 23:59:59,90.98590145627202,c
2023-02-08 00:00:00,105.49586188846041,
2023-02-08 10:00:00,89.54855170888897,
2023-02-08 10:30:00,94.0657215106911,
2023-02-08 12:00:00,94.95906538884856,
2023-02-08 13:30:00,94.40836162378031,
2023-02-08 15:00:00,94.06924693847691,
2023-02-08 15:30:30,94.06924693847691,
2023-02-08 23:59:59,93.69257607128952,c
2023-02-09 00:00:00,98.9478200576475,
2023-02-09 10:00:00,95.01174242787681,
2023-02-09 10:30:00,101.82964666980013,
2023-02-09 12:00:00,112.12461232265304,
2023-02-09 13:30:00,108.53637303450199,
2023-02-09 15:00:00,104.92644171202392,
2023-02-09 15:30:30,104.92644171202392,
2023-02-09 23:59:59,94.40557529630098,c
2023-02-10 00:00:00,87.95537858227345,
2023-02-10 10:00:00,95.39593039182779,
2023-02-10 10:30:00,101.93787551086513,
2023-02-10 12:00:00,98.26541063308542,
2023-02-10 13:30:00,100.5842238021961,
2023-02-10 15:00:00,103.91982036686431,
2023-02-10 15:30:30,103.91982036686431,
2023-02-10 23:59:59,104.2525175353673,w
2023-02-13 00:00:00,92.5223176220851,
2023-02-13 10:00:00,88.05813375624325,
2023-02-13 10:30:00,87.76671755900145,
2023-02-13 12:00:00,91.54157633534453,
2023-02-13 13:30:00,90.27539307611778,
2023-02-13 15:00:00,89.17921546833009,
2023-02-13 15:30:30,89.17921546833009,
2023-02-13 23:59:59,95.1953210702967,c
2023-02-14 00:00:00,90.54291501391094,
2023-02-14 10:00:00,81.51416383441546,
2023-02-14 10:30:00,80.07810817486143,
2023-02-14 12:00:00,78.49406816456593,
2023-02-14 13:30:00,79.23423049207179,
2023-02-14 15:00:00,80.8170968677664,
2023-02-14 15:30:30,80.8170968677664,
2023-02-14 23:59:59,75.66524070180816,c
2023-02-15 00:00:00,87.2764029653818,
2023-02-15 10:00:00,83.9636369106247,
2023-02-15 10:30:00,90.912267635854,
2023-02-15 12:00:00,97.00504838714926,
2023-02-15 13:30:00,91.64710122266342,
2023-02-15 15:00:00,94.5823150768656,
2023-02-15 15:30:30,94.5823150768656,
2023-02-15 23:59:59,97.8909473468197,c
2023-02-16 00:00:00,83.59434952202923,
2023-02-16 10:00:00,89.19836038688709,
2023-02-16 10:30:00,98.51680760075635,
2023-02-16 12:00:00,96.79976574294284,
2023-02-16 13:30:00,103.04804418058717,
2023-02-16 15:00:00,103.50792570846869,
2023-02-16 15:30:30,103.50792570846869,
2023-02-16 23:59:59,97.33914811938007,c
2023-02-17 00:00:00,90.30556100199897,
2023-02-17 10:00:00,92.57886603911055,
2023-02-17 10:30:00,92.24892647651183,
2023-02-17 12:00:00,98.19201749473598,
2023-02-17 13:30:00,98.62533734700418,
2023-02-17 15:00:00,96.8390307338949,
2023-02-17 15:30:30,96.8390307338949,
2023-02-17 23:59:59,96.72260780651442,w
2023-02-20 00:00:00,96.72260780651442,
2023-02-20 10:00:00,96.72260780651442,
2023-02-20 10:30:00,96.72260780651442,
2023-02-20 12:00:00,96.72260780651442,
2023-02-20 13:30:00,96.72260780651442,
2023-02-20 15:00:00,96.72260780651442,
2023-02-20 15:30:30,96.72260780651442,
2023-02-20 23:59:59,96.72260780651442,c
2023-02-21 00:00:00,88.6465842518578,
2023-02-21 10:00:00,92.81062073978444,
2023-02-21 10:30:00,87.99267620832552,
2023-02-21 12:00:00,87.13745368386645,
2023-02-21 13:30:00,88.65030532063872,
2023-02-21 15:00:00,86.09910196446629,
2023-02-21 15:30:30,86.09910196446629,
2023-02-21 23:59:59,86.60142491854504,c
2023-02-22 00:00:00,89.99163253998205,
2023-02-22 10:00:00,79.32848421157013,
2023-02-22 10:30:00,83.06588940393857,
2023-02-22 12:00:00,86.19312579389845,
2023-02-22 13:30:00,92.18053061894136,
2023-02-22 15:00:00,90.64392612609964,
2023-02-22 15:30:30,90.64392612609964,
2023-02-22 23:59:59,88.59232507637086,c
2023-02-23 00:00:00,86.5667931461092,
2023-02-23 10:00:00,101.27881138378979,
2023-02-23 10:30:00,102.72386383295577,
2023-02-23 12:00:00,92.5954688509421,
2023-02-23 13:30:00,90.61553154844592,
2023-02-23 15:00:00,92.19702282500197,
2023-02-23 15:30:30,92.19702282500197,
2023-02-23 23:59:59,90.8169833176247,c
2023-02-24 00:00:00,84.01820899600216,
2023-02-24 10:00:00,89.31671747761646,
2023-02-24 10:30:00,82.13365191864,
2023-02-24 12:00:00,77.68877906918789,
2023-02-24 13:30:00,78.42720169427434,
2023-02-24 15:00:00,82.45281454875527,
2023-02-24 15:30:30,82.45281454875527,
2023-02-24 23:59:59,80.42903690482694,w
2023-02-27 00:00:00,75.79437294041907,
2023-02-27 10:00:00,69.41258738369226,
2023-02-27 10:30:00,75.26648803320177,
2023-02-27 12:00:00,69.18179758330041,
2023-02-27 13:30:00,69.80965617080909,
2023-02-27 15:00:00,70.06056595453072,
2023-02-27 15:30:30,70.06056595453072,
