date,FDL_2022_Q2,meta
2022-05-20 00:00:00,-36.137360030683695,
2022-05-20 10:00:00,-66.74585210242486,
2022-05-20 10:30:00,-61.28127199343035,
2022-05-20 12:00:00,-59.946949183665595,
2022-05-20 13:30:00,-62.45024206899749,
2022-05-20 15:00:00,-70.29343349151893,
2022-05-20 15:30:30,-70.29343349151893,
2022-05-20 23:59:59,-69.52866904157628,w
2022-05-23 00:00:00,-28.821708879349572,
2022-05-23 10:00:00,-50.061495026264765,
2022-05-23 10:30:00,-56.95491361852726,
2022-05-23 12:00:00,-41.86495502383404,
2022-05-23 13:30:00,-36.35841640147231,
2022-05-23 15:00:00,-40.1598083145435,
2022-05-23 15:30:30,-40.1598083145435,
2022-05-23 23:59:59,-46.16601077030806,c
2022-05-24 00:00:00,-60.811824478227514,
2022-05-24 10:00:00,-101.62853552732611,
2022-05-24 10:30:00,-105.17603668744272,
2022-05-24 12:00:00,-105.96442195160246,
2022-05-24 13:30:00,-93.71404468078103,
2022-05-24 15:00:00,-89.52374174392178,
2022-05-24 15:30:30,-89.52374174392178,
2022-05-24 23:59:59,-77.61352823671953,c
2022-05-25 00:00:00,-77.56183101647034,
2022-05-25 10:00:00,-81.51635423885932,
2022-05-25 10:30:00,-62.473389916627,
2022-05-25 12:00:00,-58.856299379379365,
2022-05-25 13:30:00,-58.9302405212449,
2022-05-25 15:00:00,-42.88576713997338,
2022-05-25 15:30:30,-42.88576713997338,
2022-05-25 23:59:59,-43.14459703885693,c
2022-05-26 00:00:00,-35.162956772954516,
2022-05-26 10:00:00,-18.04348223059057,
2022-05-26 10:30:00,-13.710218975920569,
2022-05-26 12:00:00,-8.44745736996714,
2022-05-26 13:30:00,6.17362286527009,
2022-05-26 15:00:00,-1.1835997605126352,
2022-05-26 15:30:30,-1.1835997605126352,
2022-05-26 23:59:59,0.06727171101663032,c
2022-05-27 00:00:00,-4.525529936162513,
2022-05-27 10:00:00,1.2712149463481381,
2022-05-27 10:30:00,0.48308761640623743,
2022-05-27 12:00:00,14.944289773890574,
2022-05-27 13:30:00,14.442180442046123,
2022-05-27 15:00:00,17.925909649754402,
2022-05-27 15:30:30,17.925909649754402,
2022-05-27 23:59:59,16.460690566645752,w
2022-05-30 00:00:00,16.460690566645752,
2022-05-30 10:00:00,16.460690566645752,
2022-05-30 10:30:00,16.460690566645752,
2022-05-30 12:00:00,16.460690566645752,
2022-05-30 13:30:00,16.460690566645752,
2022-05-30 15:00:00,16.460690566645752,
2022-05-30 15:30:30,16.460690566645752,
2022-05-30 23:59:59,16.460690566645752,c
2022-05-31 00:00:00,17.430111999270878,
2022-05-31 10:00:00,39.41021295339411,
2022-05-31 10:30:00,40.36451335252352,
2022-05-31 12:00:00,41.94822711109936,
2022-05-31 13:30:00,35.507368743729955,
2022-05-31 15:00:00,35.347612737316865,
2022-05-31 15:30:30,35.347612737316865,s
2022-05-31 23:59:59,49.342531444790126,c
2022-06-01 00:00:00,39.097998765866464,
2022-06-01 10:00:00,60.00896870443836,
2022-06-01 10:30:00,42.42593195180547,
2022-06-01 12:00:00,31.482410274193825,
2022-06-01 13:30:00,48.78235832824143,
2022-06-01 15:00:00,45.80838214138282,
2022-06-01 15:30:30,45.80838214138282,
2022-06-01 23:59:59,42.24774801943184,c
2022-06-02 00:00:00,41.98956030741877,
2022-06-02 10:00:00,67.21128252253902,
2022-06-02 10:30:00,69.06771326344926,
2022-06-02 12:00:00,73.75118047712047,
2022-06-02 13:30:00,83.8284003915611,
2022-06-02 15:00:00,80.21047847687456,
2022-06-02 15:30:30,80.21047847687456,
2022-06-02 23:59:59,76.21386899262396,c
2022-06-03 00:00:00,82.90240836205919,
2022-06-03 10:00:00,78.50534126143035,
2022-06-03 10:30:00,72.7839775171125,
2022-06-03 12:00:00,71.96399825146952,
2022-06-03 13:30:00,72.40208208194142,
2022-06-03 15:00:00,70.86824595204183,
2022-06-03 15:30:30,70.86824595204183,
2022-06-03 23:59:59,75.68899045039731,w
2022-06-06 00:00:00,89.62327878125757,
2022-06-06 10:00:00,112.140723369364,
2022-06-06 10:30:00,105.15682722218764,
2022-06-06 12:00:00,96.23660015142121,
2022-06-06 13:30:00,102.47163543270202,
2022-06-06 15:00:00,99.52318800080698,
2022-06-06 15:30:30,99.52318800080698,
2022-06-06 23:59:59,90.88027648828205,c
2022-06-07 00:00:00,73.47159222788244,
2022-06-07 10:00:00,68.40839516842686,
2022-06-07 10:30:00,78.86488022231202,
2022-06-07 12:00:00,75.79306437517192,
2022-06-07 13:30:00,80.20425947801314,
2022-06-07 15:00:00,76.19923075768702,
2022-06-07 15:30:30,76.19923075768702,u
2022-06-07 23:59:59,78.49115181247694,c
2022-06-08 00:00:00,54.069955525661214,
2022-06-08 10:00:00,52.41899349105731,
2022-06-08 10:30:00,46.21959313192809,
2022-06-08 12:00:00,52.3209840600164,
2022-06-08 13:30:00,41.574902723081436,
2022-06-08 15:00:00,38.430731100938516,
2022-06-08 15:30:30,38.430731100938516,
2022-06-08 23:59:59,43.87620359685704,c
2022-06-09 00:00:00,46.75793948927176,
2022-06-09 10:00:00,35.36785425032997,
2022-06-09 10:30:00,41.34005817847523,
2022-06-09 12:00:00,49.601985758163664,
2022-06-09 13:30:00,48.84635470300475,
2022-06-09 15:00:00,40.57562362978214,
2022-06-09 15:30:30,40.57562362978214,
2022-06-09 23:59:59,38.096648316163055,c
2022-06-10 00:00:00,24.1590868848065,
2022-06-10 10:00:00,10.694169835706248,
2022-06-10 10:30:00,9.908666720758731,
2022-06-10 12:00:00,-5.303807363663836,
2022-06-10 13:30:00,-7.403579952346092,
2022-06-10 15:00:00,0.776526937776751,
2022-06-10 15:30:30,0.776526937776751,
2022-06-10 23:59:59,0.0,a
2022-06-13 00:00:00,2.7894173813146637,
2022-06-13 10:00:00,10.812478778445723,
2022-06-13 10:30:00,2.2169945909350446,
2022-06-13 12:00:00,22.0906870279251,
2022-06-13 13:30:00,41.16131264604502,
2022-06-13 15:00:00,53.02251500919871,
2022-06-13 15:30:30,53.02251500919871,
2022-06-13 23:59:59,48.0369473480155,c
2022-06-14 00:00:00,57.695749753397706,
2022-06-14 10:00:00,84.52837884171626,
2022-06-14 10:30:00,85.0369094769037,
2022-06-14 12:00:00,97.47276313780034,
2022-06-14 13:30:00,91.11777748686228,
2022-06-14 15:00:00,77.51847021235949,
2022-06-14 15:30:30,77.51847021235949,
2022-06-14 23:59:59,74.14142464788887,c
2022-06-15 00:00:00,76.26561014008729,
2022-06-15 10:00:00,105.6557762616336,
2022-06-15 10:30:00,106.60342332240032,
2022-06-15 12:00:00,93.61452304322057,
2022-06-15 13:30:00,87.80637531871727,
2022-06-15 15:00:00,74.76617690555946,
2022-06-15 15:30:30,74.76617690555946,
2022-06-15 23:59:59,80.73212705866624,c
2022-06-16 00:00:00,68.38166106064605,
2022-06-16 10:00:00,65.96846136187796,
2022-06-16 10:30:00,83.31366673105691,
2022-06-16 12:00:00,68.06143679923164,
2022-06-16 13:30:00,79.71258981880445,
2022-06-16 15:00:00,79.44644766131756,
2022-06-16 15:30:30,79.44644766131756,
2022-06-16 23:59:59,69.78082780225498,c
2022-06-17 00:00:00,57.5130566392107,
2022-06-17 10:00:00,82.06927176261928,
2022-06-17 10:30:00,66.15431161308123,
2022-06-17 12:00:00,72.57760348642549,
2022-06-17 13:30:00,85.83469121050777,
2022-06-17 15:00:00,76.27137159297439,
2022-06-17 15:30:30,76.27137159297439,
2022-06-17 23:59:59,52.53889376742049,e
2022-06-20 00:00:00,52.53889376742049,
2022-06-20 10:00:00,52.53889376742049,
2022-06-20 10:30:00,52.53889376742049,
2022-06-20 12:00:00,52.53889376742049,
2022-06-20 13:30:00,52.53889376742049,
2022-06-20 15:00:00,52.53889376742049,
2022-06-20 15:30:30,52.53889376742049,
2022-06-20 23:59:59,52.53889376742049,c
2022-06-21 00:00:00,66.95632706804975,
2022-06-21 10:00:00,60.1142346503334,
2022-06-21 10:30:00,59.10989268112016,
2022-06-21 12:00:00,39.880112896890694,
2022-06-21 13:30:00,30.11951756337305,
2022-06-21 15:00:00,35.94450912807605,
2022-06-21 15:30:30,35.94450912807605,
2022-06-21 23:59:59,45.16897008148092,c
2022-06-22 00:00:00,19.922458535501846,
2022-06-22 10:00:00,0.7248563049813868,
2022-06-22 10:30:00,2.7648891007984275,
