date,AS_FTSE_AS_DM_SC_2021_Q4,meta
2021-10-28 01:00:00,-190.63950165927568,
2021-10-28 02:30:00,-189.6429937717188,
2021-10-28 03:00:00,-190.8464253633844,
2021-10-28 18:30:00,-190.8464253633844,
2021-10-28 20:00:00,-182.7298613221428,
2021-10-28 23:00:00,-154.45160568591518,
2021-10-28 23:59:59,-140.99998650183397,c
2021-10-29 00:00:00,-151.8957564570624,
2021-10-29 01:00:00,-137.48283941392663,
2021-10-29 02:30:00,-148.5450581832947,
2021-10-29 03:00:00,-148.59295135304626,
2021-10-29 18:30:00,-148.59295135304626,
2021-10-29 20:00:00,-148.59295135304626,
2021-10-29 23:00:00,-148.59295135304626,
2021-10-29 23:59:59,-148.70734250557527,w
2021-11-01 00:00:00,-140.75772077910597,
2021-11-01 01:00:00,-146.34834002727558,
2021-11-01 02:30:00,-155.9643639443417,
2021-11-01 03:00:00,-155.924713035389,
2021-11-01 18:30:00,-155.924713035389,
2021-11-01 20:00:00,-135.20862590514196,
2021-11-01 23:00:00,-128.8086965150457,
2021-11-01 23:59:59,-136.14079660779657,c
2021-11-02 00:00:00,-135.0095654348775,
2021-11-02 01:00:00,-130.17884615190013,
2021-11-02 02:30:00,-132.12291056201857,
2021-11-02 03:00:00,-131.4580363261975,
2021-11-02 18:30:00,-131.4580363261975,
2021-11-02 20:00:00,-127.60018925924577,
2021-11-02 23:00:00,-116.94401003263383,
2021-11-02 23:59:59,-120.38913519505486,c
2021-11-03 00:00:00,-126.01647755971402,
2021-11-03 01:00:00,-120.23992708761617,
2021-11-03 02:30:00,-121.1500625422315,
2021-11-03 03:00:00,-114.37009511673725,
2021-11-03 18:30:00,-114.37009511673725,
2021-11-03 20:00:00,-118.14779717988863,
2021-11-03 23:00:00,-133.16964431567814,
2021-11-03 23:59:59,-141.5999136401387,c
2021-11-04 00:00:00,-138.1641383047932,
2021-11-04 01:00:00,-138.9697619648357,
2021-11-04 02:30:00,-137.79085062069018,
2021-11-04 03:00:00,-137.52669870514495,
2021-11-04 18:30:00,-137.52669870514495,
2021-11-04 20:00:00,-143.75824573620054,
2021-11-04 23:00:00,-133.55251800422755,
2021-11-04 23:59:59,-134.5243417096243,c
2021-11-05 00:00:00,-137.833776129223,
2021-11-05 01:00:00,-130.72977409556324,
2021-11-05 02:30:00,-121.84514214936137,
2021-11-05 03:00:00,-116.22062171793429,
2021-11-05 18:30:00,-116.22062171793429,
2021-11-05 20:00:00,-116.22062171793429,
2021-11-05 23:00:00,-116.22062171793429,
2021-11-05 23:59:59,-124.57180381286811,w
2021-11-08 00:00:00,-131.53189695170863,
2021-11-08 01:00:00,-132.52833370911404,
2021-11-08 02:30:00,-130.9900297880327,
2021-11-08 03:00:00,-129.41739767897667,
2021-11-08 18:30:00,-126.37718322517894,
2021-11-08 20:00:00,-110.34181804732165,
2021-11-08 23:00:00,-101.93480549710998,
2021-11-08 23:59:59,-94.96064528363313,c
2021-11-09 00:00:00,-92.50201157026021,
2021-11-09 01:00:00,-83.09847083908517,
2021-11-09 02:30:00,-89.9328218817894,
2021-11-09 03:00:00,-89.76240689914239,
2021-11-09 18:30:00,-97.7026672998743,
2021-11-09 20:00:00,-124.88137806632945,
2021-11-09 23:00:00,-131.2627000609019,
2021-11-09 23:59:59,-119.32697310237906,c
2021-11-10 00:00:00,-119.98969272761751,
2021-11-10 01:00:00,-118.6399548792341,
2021-11-10 02:30:00,-110.3671609869501,
2021-11-10 03:00:00,-110.2089074137503,
2021-11-10 18:30:00,-148.44012509098036,
2021-11-10 20:00:00,-120.96738257142582,
2021-11-10 23:00:00,-116.55236991118032,
2021-11-10 23:59:59,-109.593536806767,c
2021-11-11 00:00:00,-117.00150304591973,
2021-11-11 01:00:00,-119.87073940910042,
2021-11-11 02:30:00,-119.37164935632454,
2021-11-11 03:00:00,-118.64908746931917,
2021-11-11 18:30:00,-96.58906029794193,
2021-11-11 20:00:00,-111.44513299436912,
2021-11-11 23:00:00,-85.1133352462831,
2021-11-11 23:59:59,-93.91027148100717,c
2021-11-12 00:00:00,-87.50297984100389,
2021-11-12 01:00:00,-93.51622124904783,
2021-11-12 02:30:00,-90.86939885980239,
2021-11-12 03:00:00,-91.12002261199365,
2021-11-12 18:30:00,-91.12002261199365,
2021-11-12 20:00:00,-91.12002261199365,
2021-11-12 23:00:00,-91.12002261199365,
2021-11-12 23:59:59,-91.36513014615724,w
2021-11-15 00:00:00,-41.44706348289094,
2021-11-15 01:00:00,-39.433698999438434,
2021-11-15 02:30:00,-41.598780175156435,
2021-11-15 03:00:00,-40.700896415493304,
2021-11-15 18:30:00,-34.62084347558414,
2021-11-15 20:00:00,-13.150529337608475,
2021-11-15 23:00:00,3.0687719637147097,
2021-11-15 23:59:59,0.9180303547834683,c
2021-11-16 00:00:00,6.21198251402879,
2021-11-16 01:00:00,3.3865469246283624,
2021-11-16 02:30:00,5.634321036566092,
2021-11-16 03:00:00,5.255746144205403,
2021-11-16 18:30:00,17.121473361473733,
2021-11-16 20:00:00,19.67699121295084,
2021-11-16 23:00:00,42.12822614103911,
2021-11-16 23:59:59,40.25174213268866,c
2021-11-17 00:00:00,26.312202384434755,
2021-11-17 01:00:00,18.76422073030966,
2021-11-17 02:30:00,19.78136213332624,
2021-11-17 03:00:00,28.119328857424648,
2021-11-17 18:30:00,19.37854934266258,
2021-11-17 20:00:00,12.064010790971537,
2021-11-17 23:00:00,23.659116594283574,
2021-11-17 23:59:59,26.36633690098418,c
2021-11-18 00:00:00,30.164887583903067,
2021-11-18 01:00:00,24.262776370867925,
2021-11-18 02:30:00,31.262175506480105,
2021-11-18 03:00:00,32.50559585010291,
2021-11-18 18:30:00,30.02260636892899,
2021-11-18 20:00:00,13.905019774539312,
2021-11-18 23:00:00,15.509055644965883,
2021-11-18 23:59:59,4.856326592048049,c
2021-11-19 00:00:00,-11.168944697412144,
2021-11-19 01:00:00,-8.53060048166418,
2021-11-19 02:30:00,-1.3002518815523274,
2021-11-19 03:00:00,-0.7887010578902505,
2021-11-19 18:30:00,-0.7887010578902505,
2021-11-19 20:00:00,-0.7887010578902505,
2021-11-19 23:00:00,-0.7887010578902505,
2021-11-19 23:59:59,0.0,a
2021-11-22 00:00:00,96.70810553350123,
2021-11-22 01:00:00,107.09322927385722,
2021-11-22 02:30:00,100.11060187596115,
2021-11-22 03:00:00,107.71332748379234,
2021-11-22 18:30:00,75.6359528676656,
2021-11-22 20:00:00,77.22482339065664,
2021-11-22 23:00:00,76.25227538351453,
2021-11-22 23:59:59,69.73333238362335,c
2021-11-23 00:00:00,50.13791912305055,
2021-11-23 01:00:00,48.42375154339919,
2021-11-23 02:30:00,46.006982792642305,
2021-11-23 03:00:00,45.90818569217254,
2021-11-23 18:30:00,35.725536582362906,
2021-11-23 20:00:00,29.08446722433908,
2021-11-23 23:00:00,13.568983163199817,
2021-11-23 23:59:59,14.379870605904273,c
2021-11-24 00:00:00,0.2986960613175995,
2021-11-24 01:00:00,9.423264385766998,
2021-11-24 02:30:00,9.939585751411897,
2021-11-24 03:00:00,7.758312690032881,
2021-11-24 18:30:00,-9.386433461316642,
2021-11-24 20:00:00,-3.5009173579073263,
2021-11-24 23:00:00,42.2239557770597,
2021-11-24 23:59:59,41.212708847349035,c
2021-11-25 00:00:00,58.009912530133704,
2021-11-25 01:00:00,55.19821920873545,
2021-11-25 02:30:00,55.263597154205,
2021-11-25 03:00:00,55.32992922007986,
2021-11-25 18:30:00,65.8390781588817,
2021-11-25 20:00:00,59.943949215003954,
2021-11-25 23:00:00,52.31700172093991,
2021-11-25 23:59:59,39.002628635563724,c
2021-11-26 00:00:00,34.77226067404112,
2021-11-26 01:00:00,41.238923255110194,
2021-11-26 02:30:00,42.05855121044672,
2021-11-26 03:00:00,41.48519079562317,
2021-11-26 18:30:00,41.48519079562317,
2021-11-26 20:00:00,41.48519079562317,
2021-11-26 23:00:00,41.48519079562317,
2021-11-26 23:59:59,41.960689631428664,w
2021-11-29 00:00:00,53.59320730857331,
2021-11-29 01:00:00,53.32259685813551,
2021-11-29 02:30:00,46.52379652290506,
2021-11-29 03:00:00,45.7159596251484,
2021-11-29 18:30:00,20.101028906388734,
2021-11-29 20:00:00,17.601083683106964,
2021-11-29 23:00:00,64.68876345150807,
2021-11-29 23:59:59,62.22663938970584,c
2021-11-30 00:00:00,77.51198354540963,
2021-11-30 01:00:00,71.98423993604138,
2021-11-30 02:30:00,71.8197971855073,
2021-11-30 03:00:00,71.4674864264664,
2021-11-30 18:30:00,70.59308000903974,
2021-11-30 20:00:00,57.128480525485145,
2021-11-30 23:00:00,57.46154420716658,
2021-11-30 23:59:59,57.88993319906439,c
2021-12-01 00:00:00,62.90514200271423,
2021-12-01 01:00:00,67.38056573096713,
2021-12-01 02:30:00,68.6836706791733,
2021-12-01 03:00:00,61.21175500921464,
2021-12-01 18:30:00,60.692991196021865,
2021-12-01 20:00:00,50.762377979738176,
2021-12-01 23:00:00,32.602218953084986,
2021-12-01 23:59:59,21.270177240003875,c
2021-12-02 00:00:00,8.13792670415802,
2021-12-02 01:00:00,-1.9822289067097074,
2021-12-02 02:30:00,-8.1289889408487,
2021-12-02 03:00:00,0.5953523968555885,
2021-12-02 18:30:00,4.155226485511093,
2021-12-02 20:00:00,-0.3867376336915527,
2021-12-02 23:00:00,-22.74961290675543,
2021-12-02 23:59:59,-26.112266409782194,c
2021-12-03 00:00:00,-6.839724292025181,
2021-12-03 01:00:00,2.160966708098954,
2021-12-03 02:30:00,-6.309815501228485,
2021-12-03 03:00:00,0.9807367119271646,
2021-12-03 18:30:00,0.9807367119271646,
2021-12-03 20:00:00,0.9807367119271646,
2021-12-03 23:00:00,0.9807367119271646,
2021-12-03 23:59:59,1.2945685936218752,w
2021-12-06 00:00:00,-69.81530356550707,
2021-12-06 01:00:00,-73.10472970486293,
2021-12-06 02:30:00,-75.34896690499033,
2021-12-06 03:00:00,-75.10889542501471,
2021-12-06 18:30:00,-88.66958260712545,
2021-12-06 20:00:00,-63.87024322315651,
2021-12-06 23:00:00,-63.42969393769985,
2021-12-06 23:59:59,-74.26696030417455,c
2021-12-07 00:00:00,-66.34680865303045,
2021-12-07 01:00:00,-81.72996467546398,
2021-12-07 02:30:00,-79.73965203588315,
2021-12-07 03:00:00,-87.01606557664725,
2021-12-07 18:30:00,-79.51727730216646,
2021-12-07 20:00:00,-64.45567902610904,
2021-12-07 23:00:00,-75.64458797028234,
2021-12-07 23:59:59,-76.21386943874455,c
2021-12-08 00:00:00,-70.62405122021548,
2021-12-08 01:00:00,-70.46826030733419,
2021-12-08 02:30:00,-69.59691600945098,
2021-12-08 03:00:00,-70.55951529030128,
2021-12-08 18:30:00,-78.24594039171714,
2021-12-08 20:00:00,-34.46145224738916,
2021-12-08 23:00:00,-29.331115775755848,
2021-12-08 23:59:59,-26.96650307159473,c
2021-12-09 00:00:00,-11.381796031364303,
2021-12-09 01:00:00,-15.444398850326877,
2021-12-09 02:30:00,-15.453943536128179,
2021-12-09 03:00:00,-6.925073758612172,
2021-12-09 18:30:00,-26.980403285155404,
2021-12-09 20:00:00,-35.535179277249796,
2021-12-09 23:00:00,7.392677096945391,
2021-12-09 23:59:59,19.134250424921277,c
2021-12-10 00:00:00,19.024520054696325,
2021-12-10 01:00:00,20.43455263172777,
2021-12-10 02:30:00,19.63769715249515,
2021-12-10 03:00:00,13.43465654139564,
2021-12-10 18:30:00,13.43465654139564,
2021-12-10 20:00:00,13.43465654139564,
2021-12-10 23:00:00,13.43465654139564,
2021-12-10 23:59:59,13.1086347822542,w
2021-12-13 00:00:00,47.49896876251785,
2021-12-13 01:00:00,56.14910255183713,
2021-12-13 02:30:00,54.33163889376516,
2021-12-13 03:00:00,60.98155820193193,
2021-12-13 18:30:00,58.44282890769222,
2021-12-13 20:00:00,66.09580033586712,
2021-12-13 23:00:00,53.7725786065447,
2021-12-13 23:59:59,51.90838756155364,c
2021-12-14 00:00:00,47.74991468855478,
2021-12-14 01:00:00,49.36501707414607,
2021-12-14 02:30:00,48.09847940939909,
2021-12-14 03:00:00,42.189526824276015,
2021-12-14 18:30:00,38.309150560609964,
2021-12-14 20:00:00,36.4310782892498,
2021-12-14 23:00:00,-14.584626504585884,
2021-12-14 23:59:59,-3.5318627446901303,c
2021-12-15 00:00:00,2.2652288103487024,
2021-12-15 01:00:00,9.504194926423395,
2021-12-15 02:30:00,13.368021916369997,
2021-12-15 03:00:00,13.642598223273637,
2021-12-15 18:30:00,3.0323673160887097,
2021-12-15 20:00:00,-23.91785289125167,
2021-12-15 23:00:00,27.969526097648554,
2021-12-15 23:59:59,30.802403539158547,c
2021-12-16 00:00:00,1.250585399454394,
2021-12-16 01:00:00,2.4306344835549965,
2021-12-16 02:30:00,3.1147438024994187,
2021-12-16 03:00:00,4.833632005292628,
2021-12-16 18:30:00,-7.114879211907748,
2021-12-16 20:00:00,-19.553510105311005,
2021-12-16 23:00:00,18.011490318463473,
2021-12-16 23:59:59,30.652221996412948,c
2021-12-17 00:00:00,14.574642731448819,
2021-12-17 01:00:00,3.0438421472769903,
2021-12-17 02:30:00,-5.067745347087907,
2021-12-17 03:00:00,2.0762877019957955,
2021-12-17 18:30:00,2.0762877019957955,
2021-12-17 20:00:00,2.0762877019957955,
2021-12-17 23:00:00,2.0762877019957955,
2021-12-17 23:59:59,-0.7538016122986733,e
2021-12-20 00:00:00,-50.3741906045619,
2021-12-20 01:00:00,-48.41452694862977,
2021-12-20 02:30:00,-50.069777444979394,
2021-12-20 03:00:00,-51.146034553664066,
2021-12-20 18:30:00,-60.280782880731095,
2021-12-20 20:00:00,-64.47334032114497,
2021-12-20 23:00:00,-46.840649378880784,
2021-12-20 23:59:59,-42.31760833450619,c
2021-12-21 00:00:00,-35.865815747654324,
2021-12-21 01:00:00,-31.552154229785714,
2021-12-21 02:30:00,-29.48449513361612,
2021-12-21 03:00:00,-30.409044948685306,
2021-12-21 18:30:00,-11.99821823525906,
2021-12-21 20:00:00,6.95366889322554,
2021-12-21 23:00:00,10.046862658892962,
2021-12-21 23:59:59,2.8930967186247187,c
2021-12-22 00:00:00,-1.996751060462799,
2021-12-22 01:00:00,-8.668333054169807,
2021-12-22 02:30:00,-8.028819590087352,
2021-12-22 03:00:00,-8.405777758647503,
2021-12-22 18:30:00,26.80303757155562,
2021-12-22 20:00:00,18.622633860328506,
2021-12-22 23:00:00,17.224247314370217,
2021-12-22 23:59:59,10.37691407536795,c
2021-12-23 00:00:00,24.373266011056728,
2021-12-23 01:00:00,23.466330124737766,
2021-12-23 02:30:00,22.9473360108843,
2021-12-23 03:00:00,22.677393678395788,
2021-12-23 18:30:00,26.483461683546864,
2021-12-23 20:00:00,36.35922966144639,
2021-12-23 23:00:00,41.77282567916214,
2021-12-23 23:59:59,41.92197126275346,c
2021-12-24 00:00:00,42.386968344667935,
2021-12-24 01:00:00,41.76827127455917,
2021-12-24 02:30:00,41.76827127455917,
2021-12-24 03:00:00,41.76827127455917,
2021-12-24 18:30:00,41.76827127455917,
2021-12-24 20:00:00,41.76827127455917,
2021-12-24 23:00:00,41.76827127455917,
2021-12-24 23:59:59,41.76574354520142,w
2021-12-27 00:00:00,28.488175233401165,
2021-12-27 01:00:00,24.82575977056777,
2021-12-27 02:30:00,23.00174536010948,
2021-12-27 03:00:00,24.27518974531563,
2021-12-27 18:30:00,24.27518974531563,
2021-12-27 20:00:00,25.370642695458457,
2021-12-27 23:00:00,38.03893672352487,
2021-12-27 23:59:59,37.93932476325335,c
2021-12-28 00:00:00,41.260466288572104,
2021-12-28 01:00:00,46.47274232032021,
2021-12-28 02:30:00,48.63702451824497,
2021-12-28 03:00:00,48.28589496247491,
2021-12-28 18:30:00,86.16935526495809,
2021-12-28 20:00:00,117.61252756998067,
2021-12-28 23:00:00,131.66928537537336,
2021-12-28 23:59:59,129.7853028394461,c
2021-12-29 00:00:00,131.67181642285698,
2021-12-29 01:00:00,129.3948044633296,
2021-12-29 02:30:00,129.54954549100222,
2021-12-29 03:00:00,130.07195440036816,
2021-12-29 18:30:00,115.87215809158482,
2021-12-29 20:00:00,125.48548660786327,
2021-12-29 23:00:00,130.20678273892872,
2021-12-29 23:59:59,125.13930198690218,c
2021-12-30 00:00:00,135.40489983759966,
2021-12-30 01:00:00,134.88748845325057,
2021-12-30 02:30:00,135.748270611375,
2021-12-30 03:00:00,136.01063838216453,
2021-12-30 18:30:00,150.0258447934399,
2021-12-30 20:00:00,154.91101948480446,
2021-12-30 23:00:00,195.8567310595751,
2021-12-30 23:59:59,197.3582268130392,c
2021-12-31 00:00:00,196.06651930993218,
2021-12-31 01:00:00,196.06651930993218,
2021-12-31 02:30:00,196.06651930993218,
2021-12-31 03:00:00,196.06651930993218,
2021-12-31 18:30:00,196.06651930993218,
2021-12-31 20:00:00,196.06651930993218,
2021-12-31 23:00:00,196.06651930993218,
2021-12-31 23:59:59,195.56975696709918,w
2022-01-03 00:00:00,193.0977456969967,
2022-01-03 01:00:00,193.64706832415152,
2022-01-03 02:30:00,194.08081029341565,
2022-01-03 03:00:00,194.56184324483934,
2022-01-03 18:30:00,231.65849321365704,
2022-01-03 20:00:00,218.41819087734802,
2022-01-03 23:00:00,194.05323749019522,
2022-01-03 23:59:59,198.35423314928693,c
2022-01-04 00:00:00,196.84429983715,
2022-01-04 01:00:00,196.8713742204868,
2022-01-04 02:30:00,195.07145627484954,
2022-01-04 03:00:00,196.00238952864828,
2022-01-04 18:30:00,181.50733241749066,
2022-01-04 20:00:00,163.20957909199416,
2022-01-04 23:00:00,168.6901733217283,
2022-01-04 23:59:59,160.81933454509937,c
2022-01-05 00:00:00,156.68501827874434,
2022-01-05 01:00:00,143.13376826440106,
2022-01-05 02:30:00,141.88712416665464,
2022-01-05 03:00:00,141.20139896831,
2022-01-05 18:30:00,127.060885016967,
2022-01-05 20:00:00,115.43577994911061,
2022-01-05 23:00:00,143.6090553327536,
2022-01-05 23:59:59,135.87838983841732,c
2022-01-06 00:00:00,138.3061294698071,
2022-01-06 01:00:00,140.07852180490823,
2022-01-06 02:30:00,138.67035901697488,
2022-01-06 03:00:00,138.9728810252243,
2022-01-06 18:30:00,123.09511888887238,
2022-01-06 20:00:00,117.15532324085399,
2022-01-06 23:00:00,97.6741918167724,
2022-01-06 23:59:59,106.41762276080527,c
2022-01-07 00:00:00,101.32447701867864,
2022-01-07 01:00:00,99.37201736624718,
2022-01-07 02:30:00,99.19889696824538,
2022-01-07 03:00:00,99.27771065381717,
2022-01-07 18:30:00,99.27771065381717,
2022-01-07 20:00:00,99.27771065381717,
2022-01-07 23:00:00,99.27771065381717,
2022-01-07 23:59:59,100.57438611110996,w
