date,CAD_ETFS_2021_Q2,meta
2021-05-21 00:00:00,35.935183580897046,
2021-05-21 10:00:00,53.26872233799986,
2021-05-21 10:30:00,51.39435574130084,
2021-05-21 12:00:00,48.55779555061463,
2021-05-21 13:30:00,57.1562862779042,
2021-05-21 15:00:00,47.81639455441973,
2021-05-21 15:30:30,47.81639455441973,
2021-05-21 23:59:59,54.54957462394259,w
2021-05-24 00:00:00,54.54957462394259,
2021-05-24 10:00:00,54.54957462394259,
2021-05-24 10:30:00,54.54957462394259,
2021-05-24 12:00:00,54.54957462394259,
2021-05-24 13:30:00,54.54957462394259,
2021-05-24 15:00:00,54.54957462394259,
2021-05-24 15:30:30,54.54957462394259,
2021-05-24 23:59:59,54.54957462394259,c
2021-05-25 00:00:00,45.25544746873038,
2021-05-25 10:00:00,17.826724076729533,
2021-05-25 10:30:00,9.868024527577745,
2021-05-25 12:00:00,25.196648350612577,
2021-05-25 13:30:00,30.48317516969064,
2021-05-25 15:00:00,25.729880820449125,
2021-05-25 15:30:30,25.729880820449125,
2021-05-25 23:59:59,29.736676168744907,c
2021-05-26 00:00:00,10.547374496024531,
2021-05-26 10:00:00,-5.945555040661475,
2021-05-26 10:30:00,-13.128176559610438,
2021-05-26 12:00:00,-11.635166134664814,
2021-05-26 13:30:00,-15.757763658003569,
2021-05-26 15:00:00,-14.574982250529956,
2021-05-26 15:30:30,-14.574982250529956,
2021-05-26 23:59:59,-16.822122014590605,c
2021-05-27 00:00:00,-14.916305164235837,
2021-05-27 10:00:00,-33.78468208380855,
2021-05-27 10:30:00,-35.59005587795218,
2021-05-27 12:00:00,-33.183067193799616,
2021-05-27 13:30:00,-22.35139218879067,
2021-05-27 15:00:00,-24.19160016280921,
2021-05-27 15:30:30,-24.19160016280921,m
2021-05-27 23:59:59,-21.87311862582419,c
2021-05-28 00:00:00,-27.029530285944475,
2021-05-28 10:00:00,-48.07774734458053,
2021-05-28 10:30:00,-45.60632511466929,
2021-05-28 12:00:00,-34.18745968504663,
2021-05-28 13:30:00,-35.06380904128764,
2021-05-28 15:00:00,-32.73461883238588,
2021-05-28 15:30:30,-32.73461883238588,
2021-05-28 23:59:59,-23.065957671072283,w
2021-05-31 00:00:00,-40.34143847646965,
2021-05-31 10:00:00,-25.014103928691384,
2021-05-31 10:30:00,-26.91476523009578,
2021-05-31 12:00:00,-24.18585516768644,
2021-05-31 13:30:00,-12.111347356051283,
2021-05-31 15:00:00,-12.61055777423735,
2021-05-31 15:30:30,-12.61055777423735,s
2021-05-31 23:59:59,13.698647185392929,c
2021-06-01 00:00:00,9.236547255526148,
2021-06-01 10:00:00,-16.997205730618134,
2021-06-01 10:30:00,-2.3316756256604094,
2021-06-01 12:00:00,9.44040789094197,
2021-06-01 13:30:00,7.3265208687671475,
2021-06-01 15:00:00,2.3214725662373894,
2021-06-01 15:30:30,2.3214725662373894,
2021-06-01 23:59:59,6.248279386536069,c
2021-06-02 00:00:00,5.284317810419452,
2021-06-02 10:00:00,1.6935211806589905,
2021-06-02 10:30:00,-3.279098916082603,
2021-06-02 12:00:00,1.3085141118135653,
2021-06-02 13:30:00,4.600262244615806,
2021-06-02 15:00:00,12.35414624377563,
2021-06-02 15:30:30,12.35414624377563,
2021-06-02 23:59:59,10.057742145944303,c
2021-06-03 00:00:00,3.1441366358471896,
2021-06-03 10:00:00,1.1783616735820033,
2021-06-03 10:30:00,-12.007839192957817,
2021-06-03 12:00:00,-12.917560340526961,
2021-06-03 13:30:00,-19.736575046680173,
2021-06-03 15:00:00,-22.656451175965685,
2021-06-03 15:30:30,-22.656451175965685,
2021-06-03 23:59:59,-16.2917970204453,c
2021-06-04 00:00:00,-26.43826609388907,
2021-06-04 10:00:00,-24.113940202898448,
2021-06-04 10:30:00,-25.616464523930517,
2021-06-04 12:00:00,-24.553408802061313,
2021-06-04 13:30:00,-26.731295675469937,
2021-06-04 15:00:00,-29.28448018817744,
2021-06-04 15:30:30,-29.28448018817744,
2021-06-04 23:59:59,-34.327900194033646,w
2021-06-07 00:00:00,-37.55040695144726,
