date,MSCI_FACT_QUAL_HEDGED_2022_Q4,meta
2022-10-14 00:00:00,81.22565931631217,
2022-10-14 10:00:00,79.73908086416523,
2022-10-14 10:30:00,79.10094719146528,
2022-10-14 12:00:00,85.91822803112379,
2022-10-14 13:30:00,81.6762715458085,
2022-10-14 15:00:00,75.30185072286261,
2022-10-14 15:30:30,75.30185072286261,
2022-10-14 23:59:59,78.51661255832829,w
2022-10-17 00:00:00,72.94586620886815,
2022-10-17 10:00:00,76.74391609173671,
2022-10-17 10:30:00,72.79274106793136,
2022-10-17 12:00:00,67.24731610523457,
2022-10-17 13:30:00,69.96117428236815,
2022-10-17 15:00:00,68.97990423429965,
2022-10-17 15:30:30,68.97990423429965,
2022-10-17 23:59:59,68.4145908292179,c
2022-10-18 00:00:00,72.40669463384029,
2022-10-18 10:00:00,68.95390448351449,
2022-10-18 10:30:00,77.26526021272292,
2022-10-18 12:00:00,71.45084222410367,
2022-10-18 13:30:00,71.27144688676452,
2022-10-18 15:00:00,68.99105408547047,
2022-10-18 15:30:30,68.99105408547047,
2022-10-18 23:59:59,68.26860478098268,c
2022-10-19 00:00:00,52.39945678633754,
2022-10-19 10:00:00,33.395088852737985,
2022-10-19 10:30:00,38.16211482132036,
2022-10-19 12:00:00,39.96720329550817,
2022-10-19 13:30:00,34.5243764097213,
2022-10-19 15:00:00,40.36830661759598,
2022-10-19 15:30:30,40.36830661759598,
2022-10-19 23:59:59,39.28810795277005,c
2022-10-20 00:00:00,48.35226445974206,
2022-10-20 10:00:00,54.85958933584638,
2022-10-20 10:30:00,52.23363159189253,
2022-10-20 12:00:00,61.36370697455001,
2022-10-20 13:30:00,53.60565714459571,
2022-10-20 15:00:00,47.39913209395431,
2022-10-20 15:30:30,47.39913209395431,
2022-10-20 23:59:59,47.5702639995699,c
2022-10-21 00:00:00,27.884846479445002,
2022-10-21 10:00:00,20.37870953962647,
2022-10-21 10:30:00,19.578358831090668,
2022-10-21 12:00:00,16.548467354751892,
2022-10-21 13:30:00,10.213517056527792,
2022-10-21 15:00:00,6.476588427039587,
2022-10-21 15:30:30,6.476588427039587,
2022-10-21 23:59:59,6.425067990144896,w
2022-10-24 00:00:00,14.28707767041874,
2022-10-24 10:00:00,6.573471066578691,
2022-10-24 10:30:00,18.945844129429815,
2022-10-24 12:00:00,5.862659251299135,
2022-10-24 13:30:00,9.001257496001585,
2022-10-24 15:00:00,12.98772127058129,
2022-10-24 15:30:30,12.98772127058129,
2022-10-24 23:59:59,17.83172537263175,c
2022-10-25 00:00:00,18.878058729119573,
2022-10-25 10:00:00,9.206182408073232,
2022-10-25 10:30:00,-0.5422702004836992,
2022-10-25 12:00:00,-18.219753012230967,
2022-10-25 13:30:00,-24.550656329326785,
2022-10-25 15:00:00,-27.202579284999956,
2022-10-25 15:30:30,-27.202579284999956,
2022-10-25 23:59:59,-22.537731172804172,c
2022-10-26 00:00:00,-46.98329154672609,
2022-10-26 10:00:00,-55.37661189929389,
2022-10-26 10:30:00,-62.61267102275974,
2022-10-26 12:00:00,-64.29041994582872,
2022-10-26 13:30:00,-59.88833369957047,
2022-10-26 15:00:00,-52.49966195497353,
2022-10-26 15:30:30,-52.49966195497353,
2022-10-26 23:59:59,-49.22778120351336,c
2022-10-27 00:00:00,-66.93440944047211,
2022-10-27 10:00:00,-74.44170047862559,
2022-10-27 10:30:00,-83.38614715027643,
2022-10-27 12:00:00,-64.231719986217,
2022-10-27 13:30:00,-56.14319261466687,
2022-10-27 15:00:00,-65.07618115367387,
2022-10-27 15:30:30,-65.07618115367387,
2022-10-27 23:59:59,-56.29320419388381,c
2022-10-28 00:00:00,-43.44919720572864,
