date,MSCI_FACT_USMV_HEDGED_2021_Q4,meta
2021-10-14 00:00:00,-86.73380532409512,
2021-10-14 10:00:00,-93.2821760663612,
2021-10-14 10:30:00,-95.31185039621502,
2021-10-14 12:00:00,-98.50737226200638,
2021-10-14 13:30:00,-93.88482577680915,
2021-10-14 15:00:00,-98.09349827729052,
2021-10-14 15:30:30,-98.09349827729052,
2021-10-14 23:59:59,-105.1012174924827,c
2021-10-15 00:00:00,-112.56904606959918,
2021-10-15 10:00:00,-117.03671718629376,
2021-10-15 10:30:00,-109.93762950452287,
2021-10-15 12:00:00,-115.42325154781342,
2021-10-15 13:30:00,-112.95149577496957,
2021-10-15 15:00:00,-121.27760974668765,
2021-10-15 15:30:30,-121.27760974668765,
2021-10-15 23:59:59,-121.27239403193633,w
2021-10-18 00:00:00,-99.64004150557155,
2021-10-18 10:00:00,-110.71878525501103,
2021-10-18 10:30:00,-107.74177157028542,
2021-10-18 12:00:00,-107.49909875582591,
2021-10-18 13:30:00,-107.7583945116634,
2021-10-18 15:00:00,-110.87220029642904,
2021-10-18 15:30:30,-110.87220029642904,
2021-10-18 23:59:59,-108.59093099179442,c
2021-10-19 00:00:00,-106.83322274516046,
2021-10-19 10:00:00,-98.46064363297843,
2021-10-19 10:30:00,-93.01758590345449,
2021-10-19 12:00:00,-99.48451017336195,
2021-10-19 13:30:00,-98.14913348330057,
2021-10-19 15:00:00,-89.16500759460146,
2021-10-19 15:30:30,-89.16500759460146,
2021-10-19 23:59:59,-89.29074061775083,c
2021-10-20 00:00:00,-88.922783924596,
2021-10-20 10:00:00,-91.14523200873599,
2021-10-20 10:30:00,-83.18178228644129,
2021-10-20 12:00:00,-83.01119945951149,
2021-10-20 13:30:00,-87.54480456015138,
2021-10-20 15:00:00,-90.7036652158963,
2021-10-20 15:30:30,-90.7036652158963,
2021-10-20 23:59:59,-91.08881779734985,c
2021-10-21 00:00:00,-85.78064608447767,
2021-10-21 10:00:00,-88.60450390218494,
2021-10-21 10:30:00,-92.19984052218555,
2021-10-21 12:00:00,-90.622477923804,
2021-10-21 13:30:00,-93.41629401434527,
2021-10-21 15:00:00,-94.90573275668305,
2021-10-21 15:30:30,-94.90573275668305,
2021-10-21 23:59:59,-102.2655550450843,c
2021-10-22 00:00:00,-105.77673449811817,
2021-10-22 10:00:00,-92.48985703830445,
2021-10-22 10:30:00,-87.86295175629263,
2021-10-22 12:00:00,-91.88003976354048,
2021-10-22 13:30:00,-90.55601853256805,
2021-10-22 15:00:00,-97.65004088364769,
2021-10-22 15:30:30,-97.65004088364769,
2021-10-22 23:59:59,-99.67038433738907,w
2021-10-25 00:00:00,-102.5723257707338,
2021-10-25 10:00:00,-94.67868138700611,
2021-10-25 10:30:00,-100.27789171253735,
2021-10-25 12:00:00,-103.77280413795746,
2021-10-25 13:30:00,-100.70340817256569,
