date,RBOT_2022_Q2,meta
2022-05-20 00:00:00,67.73546467714948,
2022-05-20 10:00:00,37.251675220050174,
2022-05-20 10:30:00,26.818829684172215,
2022-05-20 12:00:00,-2.48183628414381,
2022-05-20 13:30:00,-3.5042399652680842,
2022-05-20 15:00:00,35.40046437253375,
2022-05-20 15:30:30,35.40046437253375,
2022-05-20 23:59:59,23.850616994919278,w
2022-05-23 00:00:00,61.13224975553851,
2022-05-23 10:00:00,-24.761494105650627,
2022-05-23 10:30:00,-31.834664169521318,
2022-05-23 12:00:00,-8.208922910287356,
2022-05-23 13:30:00,-4.663607055142506,
2022-05-23 15:00:00,-21.52049100610435,
2022-05-23 15:30:30,-21.52049100610435,
2022-05-23 23:59:59,-13.343351873135816,c
2022-05-24 00:00:00,-30.14394277231463,
2022-05-24 10:00:00,-106.37916077359296,
2022-05-24 10:30:00,-84.304887017532,
2022-05-24 12:00:00,-56.4355252251014,
2022-05-24 13:30:00,-75.94341362566126,
2022-05-24 15:00:00,-113.43065943280595,
2022-05-24 15:30:30,-113.43065943280595,
2022-05-24 23:59:59,-105.6203043899576,c
2022-05-25 00:00:00,-95.46084269978826,
2022-05-25 10:00:00,-78.95577674277592,
2022-05-25 10:30:00,-34.52209385305713,
2022-05-25 12:00:00,-65.58677295354829,
2022-05-25 13:30:00,-47.29608812736842,
2022-05-25 15:00:00,-47.54075883117605,
2022-05-25 15:30:30,-47.54075883117605,
2022-05-25 23:59:59,-40.55827549530096,c
2022-05-26 00:00:00,-34.304018852784395,
2022-05-26 10:00:00,-41.23383337682873,
2022-05-26 10:30:00,-40.26060490980865,
2022-05-26 12:00:00,-48.53600703635402,
2022-05-26 13:30:00,-31.494331066060454,
2022-05-26 15:00:00,-30.251141326815798,
2022-05-26 15:30:30,-30.251141326815798,
2022-05-26 23:59:59,-32.47538626503251,c
2022-05-27 00:00:00,-54.65876924174967,
2022-05-27 10:00:00,-30.480871633012896,
2022-05-27 10:30:00,-35.519147417430645,
2022-05-27 12:00:00,-58.54090655099145,
2022-05-27 13:30:00,-43.87775434964584,
2022-05-27 15:00:00,-36.63313851529671,
2022-05-27 15:30:30,-36.63313851529671,
2022-05-27 23:59:59,-44.47207115983616,w
2022-05-30 00:00:00,-44.47207115983616,
2022-05-30 10:00:00,-44.435109476199614,
2022-05-30 10:30:00,-43.722169016524845,
2022-05-30 12:00:00,-43.986683343908,
2022-05-30 13:30:00,-43.94858038419039,
2022-05-30 15:00:00,-44.01895138950374,
2022-05-30 15:30:30,-44.01895138950374,
2022-05-30 23:59:59,-44.01895138950374,c
2022-05-31 00:00:00,-31.188687116810343,
2022-05-31 10:00:00,-78.76814622930931,
2022-05-31 10:30:00,-80.76138717888102,
2022-05-31 12:00:00,-99.86455453779001,
2022-05-31 13:30:00,-116.74000539781264,
2022-05-31 15:00:00,-138.1090115195065,
2022-05-31 15:30:30,-138.1090115195065,s
2022-05-31 23:59:59,-115.17633938394789,c
2022-06-01 00:00:00,-109.80297138406854,
2022-06-01 10:00:00,-32.83878271802928,
2022-06-01 10:30:00,-92.59711523155602,
2022-06-01 12:00:00,-126.76203858644544,
2022-06-01 13:30:00,-129.7895631617351,
2022-06-01 15:00:00,-120.04325626899725,
2022-06-01 15:30:30,-120.04325626899725,
2022-06-01 23:59:59,-125.35730411280105,c
2022-06-02 00:00:00,-97.00277317004952,
2022-06-02 10:00:00,-9.822347627550698,
2022-06-02 10:30:00,0.35065044385146393,
2022-06-02 12:00:00,37.418874369767195,
2022-06-02 13:30:00,51.413522571765384,
2022-06-02 15:00:00,51.79929106732902,
2022-06-02 15:30:30,51.79929106732902,
2022-06-02 23:59:59,44.284422546474616,c
2022-06-03 00:00:00,41.88549145636898,
2022-06-03 10:00:00,81.22425918215777,
2022-06-03 10:30:00,51.56886952682589,
2022-06-03 12:00:00,2.6451495123698123,
2022-06-03 13:30:00,-3.7350898085675226,
