date,EU_MSCI_FACTOR_2022_Q4,meta
2022-10-14 00:00:00,100.71763296475635,
2022-10-14 03:30:00,99.71985314671,
2022-10-14 04:00:00,113.78549749127032,
2022-10-14 06:00:00,113.53029409119611,
2022-10-14 08:00:00,104.87734449275686,
2022-10-14 10:30:00,112.99206010758334,
2022-10-14 11:00:00,109.12213148826041,
2022-10-14 23:59:59,111.46329823900058,w
2022-10-17 00:00:00,111.17400521772325,
2022-10-17 03:30:00,130.92172461964847,
2022-10-17 04:00:00,122.79313638775997,
2022-10-17 06:00:00,122.27546780786966,
2022-10-17 08:00:00,133.9523201753204,
2022-10-17 10:30:00,117.99997467606775,
2022-10-17 11:00:00,122.0573206013045,
2022-10-17 23:59:59,124.85945179590951,c
2022-10-18 00:00:00,104.10469035168248,
2022-10-18 03:30:00,93.13781104775993,
2022-10-18 04:00:00,86.30303479618621,
2022-10-18 06:00:00,91.2725092698399,
2022-10-18 08:00:00,82.37956792521558,
2022-10-18 10:30:00,84.92038735585388,
2022-10-18 11:00:00,83.9560699330876,
2022-10-18 23:59:59,87.48818103816299,c
2022-10-19 00:00:00,87.07659588895379,
2022-10-19 03:30:00,82.17793667548389,
2022-10-19 04:00:00,67.29739944083272,
2022-10-19 06:00:00,71.26849461425829,
2022-10-19 08:00:00,97.86095667481854,
2022-10-19 10:30:00,106.44155117181825,
2022-10-19 11:00:00,110.76574945907876,
2022-10-19 23:59:59,119.64758182682621,c
2022-10-20 00:00:00,109.79775291310736,
2022-10-20 03:30:00,104.19622193087392,
2022-10-20 04:00:00,129.91866724669117,
2022-10-20 06:00:00,124.82806649291777,
2022-10-20 08:00:00,132.6682366299796,
2022-10-20 10:30:00,124.64924058025437,
2022-10-20 11:00:00,124.31478829132286,
2022-10-20 23:59:59,112.27840753447381,c
2022-10-21 00:00:00,113.42320314763461,
2022-10-21 03:30:00,98.25061730161943,
2022-10-21 04:00:00,105.15297302243593,
2022-10-21 06:00:00,103.13251109054355,
2022-10-21 08:00:00,105.72888662438035,
2022-10-21 10:30:00,88.59579549791974,
2022-10-21 11:00:00,99.14926295636533,
2022-10-21 23:59:59,91.76852117723823,w
2022-10-24 00:00:00,89.56498403885243,
2022-10-24 03:30:00,98.76246818435598,
2022-10-24 04:00:00,89.78353973143479,
2022-10-24 06:00:00,96.17451998085235,
2022-10-24 08:00:00,93.99132995620178,
2022-10-24 10:30:00,116.9637454095006,
2022-10-24 11:00:00,114.48113473956116,
2022-10-24 23:59:59,105.80630945880606,c
2022-10-25 00:00:00,97.55417203863911,
2022-10-25 03:30:00,101.4934120348768,
2022-10-25 04:00:00,116.68920916130062,
2022-10-25 06:00:00,104.17730079020893,
2022-10-25 08:00:00,111.01196519961493,
2022-10-25 10:30:00,93.59729936918481,
2022-10-25 11:00:00,85.77194279324468,
2022-10-25 23:59:59,96.56116027793612,c
2022-10-26 00:00:00,73.08568361466402,
2022-10-26 03:30:00,78.83218026541991,
2022-10-26 04:00:00,74.44373893030789,
2022-10-26 06:00:00,88.38446321796309,
2022-10-26 08:00:00,83.22529647953397,
2022-10-26 10:30:00,73.08851750108298,
2022-10-26 11:00:00,69.61849811800752,
2022-10-26 23:59:59,78.01711612793227,c
2022-10-27 00:00:00,82.70052122492731,
2022-10-27 03:30:00,100.15774132525539,
2022-10-27 04:00:00,97.43586200781894,
2022-10-27 06:00:00,98.56570098469288,
2022-10-27 08:00:00,96.81963481840788,
2022-10-27 10:30:00,106.81987329918033,
2022-10-27 11:00:00,105.78849464368076,
2022-10-27 23:59:59,108.37107797310748,c
2022-10-28 00:00:00,112.38829649872028,
2022-10-28 03:30:00,98.04815701862648,
2022-10-28 04:00:00,100.58984591696472,
2022-10-28 06:00:00,79.80256562081306,
2022-10-28 08:00:00,73.76439301109704,
2022-10-28 10:30:00,82.6684965165982,
2022-10-28 11:00:00,88.60066191555083,
2022-10-28 23:59:59,94.7539068757313,w
2022-10-31 00:00:00,84.51400451983724,
2022-10-31 03:30:00,84.51400451983724,
2022-10-31 04:00:00,84.51400451983724,
2022-10-31 06:00:00,92.32096479114384,
2022-10-31 08:00:00,102.58495170758172,
2022-10-31 10:30:00,113.04096200027178,
2022-10-31 11:00:00,117.26319298867415,
2022-10-31 23:59:59,107.02395851929876,c
2022-11-01 00:00:00,102.26408285381407,
2022-11-01 03:30:00,102.26408285381407,
2022-11-01 04:00:00,102.26408285381407,
2022-11-01 06:00:00,95.78042650024261,
2022-11-01 08:00:00,98.99279527806388,
2022-11-01 10:30:00,85.25253243258956,
2022-11-01 11:00:00,83.19431440044193,
2022-11-01 23:59:59,93.78090125940585,c
2022-11-02 00:00:00,109.37036571726432,
2022-11-02 03:30:00,109.37036571726432,
2022-11-02 04:00:00,109.37036571726432,
2022-11-02 06:00:00,111.26320977661535,
2022-11-02 08:00:00,159.00156564754198,
2022-11-02 10:30:00,155.75681977870957,
2022-11-02 11:00:00,160.17515991507807,
2022-11-02 23:59:59,166.9946296497172,c
2022-11-03 00:00:00,163.68628787332554,
2022-11-03 03:30:00,163.68628787332554,
2022-11-03 04:00:00,163.68628787332554,
2022-11-03 06:00:00,141.8007580120558,
2022-11-03 08:00:00,151.00368657186058,
2022-11-03 10:30:00,143.8638145493134,
2022-11-03 11:00:00,150.57041642215873,
2022-11-03 23:59:59,154.23323072166417,c
2022-11-04 00:00:00,158.52695004083287,
2022-11-04 03:30:00,158.52695004083287,
2022-11-04 04:00:00,158.52695004083287,
2022-11-04 06:00:00,135.41644140211437,
2022-11-04 08:00:00,125.00572170041195,
2022-11-04 10:30:00,149.7952214362554,
2022-11-04 11:00:00,145.50218269866545,
2022-11-04 23:59:59,136.6345372360503,w
2022-11-07 00:00:00,127.98799197293735,
2022-11-07 03:30:00,135.34511706348704,
2022-11-07 04:00:00,132.1947830079122,
2022-11-07 06:00:00,118.58931420915232,
2022-11-07 08:00:00,136.08738826460726,
2022-11-07 10:30:00,144.6658595635689,
2022-11-07 11:00:00,142.37534987439707,
2022-11-07 23:59:59,143.25006772874028,c
2022-11-08 00:00:00,131.71937172781892,
2022-11-08 03:30:00,130.69550533837221,
2022-11-08 04:00:00,121.65388355275778,
2022-11-08 06:00:00,127.91261886339922,
2022-11-08 08:00:00,121.75833569582417,
2022-11-08 10:30:00,94.16121700962609,
2022-11-08 11:00:00,89.40980666630296,
2022-11-08 23:59:59,86.83988037573474,c
2022-11-09 00:00:00,86.21095761844478,
2022-11-09 03:30:00,73.73704076142255,
2022-11-09 04:00:00,62.778624555474295,
2022-11-09 06:00:00,60.86429285299275,
2022-11-09 08:00:00,65.3859613614371,
2022-11-09 10:30:00,64.48064331290371,
2022-11-09 11:00:00,70.12755050422689,
2022-11-09 23:59:59,59.082504119769595,c
2022-11-10 00:00:00,53.166880396084565,
2022-11-10 03:30:00,71.17490826173182,
2022-11-10 04:00:00,88.47771967610728,
2022-11-10 06:00:00,79.222087839399,
2022-11-10 08:00:00,68.28263165104548,
2022-11-10 10:30:00,-0.13827338324841776,
2022-11-10 11:00:00,-11.221495087056724,
2022-11-10 23:59:59,-6.473076046176288,c
2022-11-11 00:00:00,8.181215125702323,
2022-11-11 03:30:00,7.9788596770229105,
2022-11-11 04:00:00,-12.244048257398845,
2022-11-11 06:00:00,11.997614672962897,
2022-11-11 08:00:00,4.068514377415113,
2022-11-11 10:30:00,-23.443926991898365,
2022-11-11 11:00:00,-19.053476943448175,
2022-11-11 23:59:59,-40.83066786163681,w
2022-11-14 00:00:00,-44.34752308396321,
2022-11-14 03:30:00,-52.5031542736522,
2022-11-14 04:00:00,-71.45101250306669,
2022-11-14 06:00:00,-49.661965863901145,
2022-11-14 08:00:00,-62.514624070429505,
2022-11-14 10:30:00,-46.347299981682085,
2022-11-14 11:00:00,-43.441953971726235,
2022-11-14 23:59:59,-56.98643938551811,c
2022-11-15 00:00:00,-70.64266611793826,
2022-11-15 03:30:00,-30.410944270359323,
2022-11-15 04:00:00,-35.498985288248065,
2022-11-15 06:00:00,-27.70317997641257,
2022-11-15 08:00:00,-37.442244175504726,
2022-11-15 10:30:00,-7.279840589871242,
2022-11-15 11:00:00,-15.302399617936516,
2022-11-15 23:59:59,-7.748088773450235,c
2022-11-16 00:00:00,-10.724425589191355,
2022-11-16 03:30:00,-10.98688563745543,
2022-11-16 04:00:00,-8.820786821413549,
2022-11-16 06:00:00,-6.220098228572425,
2022-11-16 08:00:00,-12.197972491626103,
2022-11-16 10:30:00,8.099281633326939,
2022-11-16 11:00:00,8.838485230578499,
2022-11-16 23:59:59,5.206741409984716,c
2022-11-17 00:00:00,-21.83933238509252,
