date,SPYD_2022_Q3,meta
2022-07-14 12:00:00,-182.5718071788151,
2022-07-14 13:30:00,-191.4694413698503,
2022-07-14 15:00:00,-198.2104526024225,
2022-07-14 15:30:30,-198.2104526024225,
2022-07-14 23:59:59,-202.15822003811627,c
2022-07-15 00:00:00,-175.12304137557953,
2022-07-15 10:00:00,-182.69993161187267,
2022-07-15 10:30:00,-167.46726510941585,
2022-07-15 12:00:00,-171.55157149228353,
2022-07-15 13:30:00,-156.88264946475078,
2022-07-15 15:00:00,-159.24157443490708,
2022-07-15 15:30:30,-159.24157443490708,
2022-07-15 23:59:59,-162.48974243807697,w
2022-07-18 00:00:00,-159.8933240691531,
2022-07-18 10:00:00,-132.64595237978574,
2022-07-18 10:30:00,-149.08021576650594,
2022-07-18 12:00:00,-107.56291362115917,
2022-07-18 13:30:00,-116.76271817444012,
2022-07-18 15:00:00,-151.76042774751727,
2022-07-18 15:30:30,-151.76042774751727,
2022-07-18 23:59:59,-130.92600074636653,c
2022-07-19 00:00:00,-117.01737715467016,
2022-07-19 10:00:00,-121.12091175488285,
2022-07-19 10:30:00,-107.07133927929658,
2022-07-19 12:00:00,-83.8021761087548,
2022-07-19 13:30:00,-85.82583740952464,
2022-07-19 15:00:00,-82.30608684104675,
2022-07-19 15:30:30,-82.30608684104675,
2022-07-19 23:59:59,-76.63626281644497,c
2022-07-20 00:00:00,-23.21661162200803,
2022-07-20 10:00:00,0.5831384332169591,
2022-07-20 10:30:00,28.421376683461517,
2022-07-20 12:00:00,17.285073993705964,
2022-07-20 13:30:00,10.264722707262877,
2022-07-20 15:00:00,29.02962902106549,
2022-07-20 15:30:30,29.02962902106549,
2022-07-20 23:59:59,43.42662524266677,c
2022-07-21 00:00:00,56.453732867066606,
2022-07-21 10:00:00,59.13486734359901,
2022-07-21 10:30:00,43.65877288460649,
2022-07-21 12:00:00,77.86634946002903,
2022-07-21 13:30:00,75.64709072253879,
2022-07-21 15:00:00,75.00574214512494,
2022-07-21 15:30:30,75.00574214512494,
2022-07-21 23:59:59,73.30839364383905,c
2022-07-22 00:00:00,30.507373473772418,
2022-07-22 10:00:00,30.853164437352802,
2022-07-22 10:30:00,26.0933167815989,
2022-07-22 12:00:00,7.667433673002847,
2022-07-22 13:30:00,-6.336139000108233,
2022-07-22 15:00:00,0.9413369478611457,
2022-07-22 15:30:30,0.9413369478611457,
2022-07-22 23:59:59,0.0,a
2022-07-25 00:00:00,10.268146863049878,
2022-07-25 10:00:00,-18.280344715304523,
2022-07-25 10:30:00,-43.4798852443447,
2022-07-25 12:00:00,-74.93659364776397,
2022-07-25 13:30:00,-72.64020527646926,
2022-07-25 15:00:00,-91.91653438252592,
2022-07-25 15:30:30,-91.91653438252592,
2022-07-25 23:59:59,-97.34592701658539,c
2022-07-26 00:00:00,-129.3375623394877,
2022-07-26 10:00:00,-132.99837169785792,
2022-07-26 10:30:00,-144.40953021516953,
2022-07-26 12:00:00,-174.59593557342737,
2022-07-26 13:30:00,-189.78280995263276,
2022-07-26 15:00:00,-183.1819064367064,
2022-07-26 15:30:30,-183.1819064367064,
2022-07-26 23:59:59,-197.33154490420566,c
2022-07-27 00:00:00,-171.82421304847662,
2022-07-27 10:00:00,-134.98919545604213,
2022-07-27 10:30:00,-111.73034966613955,
2022-07-27 12:00:00,-132.41985732530884,
2022-07-27 13:30:00,-146.6899757252395,
2022-07-27 15:00:00,-130.48105305841568,
2022-07-27 15:30:30,-130.48105305841568,
2022-07-27 23:59:59,-127.66544525014024,c
2022-07-28 00:00:00,-134.31111203062096,
2022-07-28 10:00:00,-112.18701248561842,
2022-07-28 10:30:00,-132.33066282146842,
2022-07-28 12:00:00,-72.27783232178535,
2022-07-28 13:30:00,-75.14638811330553,
2022-07-28 15:00:00,-70.97005803693685,
2022-07-28 15:30:30,-70.97005803693685,
2022-07-28 23:59:59,-78.19794995715517,c
2022-07-29 00:00:00,-96.41481717910324,
2022-07-29 10:00:00,-116.80051499600631,
2022-07-29 10:30:00,-133.9015250571315,
2022-07-29 12:00:00,-177.94966057408624,
2022-07-29 13:30:00,-166.92401434143767,
2022-07-29 15:00:00,-137.17935730635918,
2022-07-29 15:30:30,-137.17935730635918,
2022-07-29 23:59:59,-161.15323508017377,e
2022-08-01 00:00:00,-171.98315430201114,
2022-08-01 10:00:00,-165.74848919063606,
2022-08-01 10:30:00,-151.60647300832306,
2022-08-01 12:00:00,-136.17969794480473,
2022-08-01 13:30:00,-159.97944773399468,
2022-08-01 15:00:00,-145.51447818136353,
2022-08-01 15:30:30,-145.51447818136353,
2022-08-01 23:59:59,-134.56495904722283,c
2022-08-02 00:00:00,-160.87642894103737,
2022-08-02 10:00:00,-173.71858305083765,
2022-08-02 10:30:00,-161.40194567391086,
2022-08-02 12:00:00,-156.56765144363544,
2022-08-02 13:30:00,-142.70525974926977,
2022-08-02 15:00:00,-161.9618980141679,
2022-08-02 15:30:30,-161.9618980141679,
2022-08-02 23:59:59,-170.98195026486042,c
2022-08-03 00:00:00,-137.82792343756023,
2022-08-03 10:00:00,-130.83044544576342,
2022-08-03 10:30:00,-127.18609405262669,
2022-08-03 12:00:00,-121.33823979790509,
2022-08-03 13:30:00,-136.93115011896384,
2022-08-03 15:00:00,-130.05425806541984,
2022-08-03 15:30:30,-130.05425806541984,
2022-08-03 23:59:59,-142.16689618127407,c
2022-08-04 00:00:00,-157.35442072694605,
2022-08-04 10:00:00,-94.58303618213426,
2022-08-04 10:30:00,-97.18252106861132,
2022-08-04 12:00:00,-116.57930124709537,
2022-08-04 13:30:00,-96.99057082853619,
2022-08-04 15:00:00,-115.4970951748046,
2022-08-04 15:30:30,-115.4970951748046,
2022-08-04 23:59:59,-95.56542133484618,c
2022-08-05 00:00:00,-118.30452649390918,
2022-08-05 10:00:00,-92.12418628579098,
2022-08-05 10:30:00,-60.909507520766965,
2022-08-05 12:00:00,-98.44503626137771,
2022-08-05 13:30:00,-101.18939844785541,
2022-08-05 15:00:00,-117.35675348474024,
2022-08-05 15:30:30,-117.35675348474024,
2022-08-05 23:59:59,-111.64587980341003,w
2022-08-08 00:00:00,-113.14664116157019,
2022-08-08 10:00:00,-68.82200874894829,
2022-08-08 10:30:00,-68.24243576111189,
2022-08-08 12:00:00,-83.22216724525833,
2022-08-08 13:30:00,-84.04209542794774,
2022-08-08 15:00:00,-89.94215287643374,
2022-08-08 15:30:30,-89.94215287643374,
2022-08-08 23:59:59,-99.63832562101993,c
2022-08-09 00:00:00,-120.81587038416706,
2022-08-09 10:00:00,-198.96864598124216,
2022-08-09 10:30:00,-195.78722078703504,
2022-08-09 12:00:00,-216.62582667018592,
2022-08-09 13:30:00,-215.3030569788482,
2022-08-09 15:00:00,-204.8129139209841,
2022-08-09 15:30:30,-204.8129139209841,
2022-08-09 23:59:59,-192.37310047986534,c
2022-08-10 00:00:00,-145.19439876168008,
2022-08-10 10:00:00,-117.38591068190613,
2022-08-10 10:30:00,-117.44429138325722,
2022-08-10 12:00:00,-96.4391081255178,
2022-08-10 13:30:00,-108.44363459336273,
2022-08-10 15:00:00,-103.62951747353827,
2022-08-10 15:30:30,-103.62951747353827,
2022-08-10 23:59:59,-125.69874986684567,c
2022-08-11 00:00:00,-99.6027189102208,
2022-08-11 10:00:00,-108.0733556195703,
2022-08-11 10:30:00,-84.3432646606559,
2022-08-11 12:00:00,-110.24765912826774,
2022-08-11 13:30:00,-100.07802633784036,
2022-08-11 15:00:00,-91.46385735261151,
2022-08-11 15:30:30,-91.46385735261151,
2022-08-11 23:59:59,-78.50816635184628,c
2022-08-12 00:00:00,-67.08032020792223,
2022-08-12 10:00:00,-74.87091437202116,
2022-08-12 10:30:00,-63.99178793809892,
2022-08-12 12:00:00,-73.45190605852258,
2022-08-12 13:30:00,-75.28043524994587,
2022-08-12 15:00:00,-74.64771260694454,
2022-08-12 15:30:30,-74.64771260694454,
2022-08-12 23:59:59,-80.92196505848949,w
