date,WT_HEDGED_2022_Q4,meta
2022-11-18 00:00:00,-14.691852756048434,
2022-11-18 10:00:00,-13.56243848404722,
2022-11-18 10:30:00,-15.358221178656436,
2022-11-18 12:00:00,-12.547594827590274,
2022-11-18 13:30:00,-8.747295952991067,
2022-11-18 15:00:00,-9.943861313245748,
2022-11-18 15:30:30,-9.943861313245748,
2022-11-18 23:59:59,-11.784393967471715,w
2022-11-21 00:00:00,-6.860863873463131,
2022-11-21 10:00:00,2.750204103603437,
2022-11-21 10:30:00,1.6111519817133058,
2022-11-21 12:00:00,10.298312089827277,
2022-11-21 13:30:00,7.067302099545145,
2022-11-21 15:00:00,10.386477506952474,
2022-11-21 15:30:30,10.386477506952474,
2022-11-21 23:59:59,6.666058604817636,c
2022-11-22 00:00:00,8.49682565326566,
2022-11-22 10:00:00,9.697026166997375,
2022-11-22 10:30:00,5.785660346708369,
2022-11-22 12:00:00,8.04508044717511,
2022-11-22 13:30:00,2.1914752253055667,
2022-11-22 15:00:00,7.765895218842729,
2022-11-22 15:30:30,7.765895218842729,
2022-11-22 23:59:59,6.270485564222895,c
2022-11-23 00:00:00,11.587965289995509,
2022-11-23 10:00:00,19.129601654984526,
2022-11-23 10:30:00,16.696323685126913,
2022-11-23 12:00:00,17.578438943670562,
2022-11-23 13:30:00,16.129993559531385,
2022-11-23 15:00:00,14.549047532763552,
2022-11-23 15:30:30,14.549047532763552,
2022-11-23 23:59:59,11.057638843128188,c
2022-11-24 00:00:00,11.057638843128188,
2022-11-24 10:00:00,11.057638843128188,
2022-11-24 10:30:00,11.057638843128188,
2022-11-24 12:00:00,11.057638843128188,
2022-11-24 13:30:00,11.057638843128188,
2022-11-24 15:00:00,11.057638843128188,
2022-11-24 15:30:30,11.057638843128188,
2022-11-24 23:59:59,11.057638843128188,c
2022-11-25 00:00:00,9.091012910223867,
2022-11-25 10:00:00,8.231802030256404,
2022-11-25 10:30:00,4.915382230568866,
2022-11-25 12:00:00,7.995657220710996,
2022-11-25 13:30:00,7.995657220710996,
2022-11-25 15:00:00,7.995657220710996,
2022-11-25 15:30:30,7.995657220710996,
2022-11-25 23:59:59,9.824960952416404,w
2022-11-28 00:00:00,17.676596799337858,
2022-11-28 10:00:00,11.970388413634055,
2022-11-28 10:30:00,9.626834948466808,
2022-11-28 12:00:00,7.724011983018954,
2022-11-28 13:30:00,8.779712001231928,
2022-11-28 15:00:00,13.360598983444788,
2022-11-28 15:30:30,13.360598983444788,
2022-11-28 23:59:59,12.89997265727493,c
2022-11-29 00:00:00,13.290932099678571,
2022-11-29 10:00:00,16.5597859425892,
2022-11-29 10:30:00,15.479102019519814,
2022-11-29 12:00:00,20.85307617458966,
2022-11-29 13:30:00,21.195705175230273,
2022-11-29 15:00:00,19.52202589695662,
2022-11-29 15:30:30,19.52202589695662,
2022-11-29 23:59:59,19.948290954169693,c
2022-11-30 00:00:00,13.050858264064459,
2022-11-30 10:00:00,15.613741636906639,
2022-11-30 10:30:00,17.43509626440084,
2022-11-30 12:00:00,21.753873006849062,
2022-11-30 13:30:00,20.61567459266223,
2022-11-30 15:00:00,11.19385886043574,
2022-11-30 15:30:30,11.19385886043574,s
2022-11-30 23:59:59,0.893261886717255,c
2022-12-01 00:00:00,5.731348940801581,
2022-12-01 10:00:00,-3.916958937384152,
2022-12-01 10:30:00,6.547332041306959,
2022-12-01 12:00:00,6.593538361012293,
2022-12-01 13:30:00,7.860892842041494,
2022-12-01 15:00:00,13.682796092438139,
2022-12-01 15:30:30,13.682796092438139,
2022-12-01 23:59:59,15.498345973708979,c
2022-12-02 00:00:00,24.58330229023204,
2022-12-02 10:00:00,16.781093774896135,
2022-12-02 10:30:00,13.363255170473963,
2022-12-02 12:00:00,2.3367910908093563,
2022-12-02 13:30:00,3.5445945004262285,
2022-12-02 15:00:00,1.3732077226413821,
2022-12-02 15:30:30,1.3732077226413821,
2022-12-02 23:59:59,0.0,a
2022-12-05 00:00:00,10.55380108462532,
2022-12-05 10:00:00,5.09750523525247,
2022-12-05 10:30:00,5.154320810391823,
2022-12-05 12:00:00,5.390049316723548,
2022-12-05 13:30:00,5.10476646735674,
2022-12-05 15:00:00,6.6123538912455615,
2022-12-05 15:30:30,6.6123538912455615,
2022-12-05 23:59:59,6.829437689969495,c
2022-12-06 00:00:00,5.758190011560487,
2022-12-06 10:00:00,8.834062694812815,
2022-12-06 10:30:00,12.462068809763537,
2022-12-06 12:00:00,13.709020132235764,
2022-12-06 13:30:00,22.050769096429917,
2022-12-06 15:00:00,28.70540400004313,
2022-12-06 15:30:30,28.70540400004313,
2022-12-06 23:59:59,29.464035927902273,c
2022-12-07 00:00:00,24.153399722597783,
2022-12-07 10:00:00,28.984045947078926,
2022-12-07 10:30:00,26.2386870241952,
2022-12-07 12:00:00,28.868365216012307,
2022-12-07 13:30:00,24.09906252916005,
2022-12-07 15:00:00,24.696432465263115,
2022-12-07 15:30:30,24.696432465263115,
2022-12-07 23:59:59,24.890765545872682,c
2022-12-08 00:00:00,22.507890345317378,
2022-12-08 10:00:00,22.61259980179966,
2022-12-08 10:30:00,24.537509282565452,
2022-12-08 12:00:00,26.11989458778885,
2022-12-08 13:30:00,27.12569821426473,
2022-12-08 15:00:00,27.159674800773814,
2022-12-08 15:30:30,27.159674800773814,
2022-12-08 23:59:59,25.150005053916743,c
2022-12-09 00:00:00,31.807830018977256,
2022-12-09 10:00:00,25.880441722147793,
2022-12-09 10:30:00,24.21162303632957,
2022-12-09 12:00:00,29.384472241578237,
2022-12-09 13:30:00,33.206746898999995,
