date,EU_FTSEUK_AD_2022_Q2,meta
2022-05-13 00:00:00,-221.71136221405646,
2022-05-13 03:30:00,-161.8701394945328,
2022-05-13 04:00:00,-137.81456632384118,
2022-05-13 06:00:00,-166.63392791415853,
2022-05-13 08:00:00,-207.84279738599753,
2022-05-13 10:30:00,-287.38126459844466,
2022-05-13 11:00:00,-290.7139158781955,
2022-05-13 23:59:59,-280.70778099293096,w
2022-05-16 00:00:00,-253.88525830169812,
2022-05-16 03:30:00,-247.1477170032079,
2022-05-16 04:00:00,-243.6510748270204,
2022-05-16 06:00:00,-264.9340983409634,
2022-05-16 08:00:00,-279.80353154813406,
2022-05-16 10:30:00,-271.2509465993597,
2022-05-16 11:00:00,-260.9710455759287,
2022-05-16 23:59:59,-254.51594558203237,c
2022-05-17 00:00:00,-243.5574238050479,
2022-05-17 03:30:00,-174.60529693690017,
2022-05-17 04:00:00,-221.26508610835964,
2022-05-17 06:00:00,-221.98131461987072,
2022-05-17 08:00:00,-190.75337507293585,
2022-05-17 10:30:00,-185.015269748546,
2022-05-17 11:00:00,-192.28559721713768,
2022-05-17 23:59:59,-197.82522584062303,c
2022-05-18 00:00:00,-199.73233873067005,
2022-05-18 03:30:00,-179.48014802896347,
2022-05-18 04:00:00,-192.56959622161872,
2022-05-18 06:00:00,-171.62310753862556,
2022-05-18 08:00:00,-198.68651862450992,
2022-05-18 10:30:00,-213.31346072307764,
2022-05-18 11:00:00,-205.40320311363348,
2022-05-18 23:59:59,-218.63885564814092,c
2022-05-19 00:00:00,-176.9470878463825,
2022-05-19 03:30:00,-206.89545820163835,
2022-05-19 04:00:00,-192.424114570308,
2022-05-19 06:00:00,-178.80788631354486,
2022-05-19 08:00:00,-200.1955589714122,
2022-05-19 10:30:00,-147.76694997456372,
2022-05-19 11:00:00,-174.09640389464795,
2022-05-19 23:59:59,-143.50968826937947,c
2022-05-20 00:00:00,-172.22948756379324,
2022-05-20 03:30:00,-127.49959269866365,
2022-05-20 04:00:00,-127.60340985914132,
2022-05-20 06:00:00,-138.18211539874324,
2022-05-20 08:00:00,-169.4482158377342,
2022-05-20 10:30:00,-137.2763883868757,
2022-05-20 11:00:00,-114.53964248176504,
2022-05-20 23:59:59,-106.7063077641212,w
2022-05-23 00:00:00,-132.6588454672189,
2022-05-23 03:30:00,-113.569457564812,
2022-05-23 04:00:00,-118.06213308508703,
2022-05-23 06:00:00,-111.88986705358431,
2022-05-23 08:00:00,-112.77110716057348,
2022-05-23 10:30:00,-139.7555555801987,
2022-05-23 11:00:00,-147.9845135007946,
2022-05-23 23:59:59,-124.41098685340486,c
2022-05-24 00:00:00,-93.78335073396264,
2022-05-24 03:30:00,-135.7862127744986,
2022-05-24 04:00:00,-138.4946911224018,
2022-05-24 06:00:00,-200.67647952786285,
2022-05-24 08:00:00,-194.99453741836817,
2022-05-24 10:30:00,-217.4299002434472,
2022-05-24 11:00:00,-235.18465303381703,
2022-05-24 23:59:59,-254.3588245976478,c
2022-05-25 00:00:00,-224.64844656352142,
2022-05-25 03:30:00,-260.2343864389445,
2022-05-25 04:00:00,-238.26797312551616,
2022-05-25 06:00:00,-270.48425213211027,
2022-05-25 08:00:00,-285.01846354906127,
2022-05-25 10:30:00,-259.8042238283939,
2022-05-25 11:00:00,-232.7303726206892,
2022-05-25 23:59:59,-251.537497799545,c
2022-05-26 00:00:00,-224.13629272526725,
2022-05-26 03:30:00,-242.76705193624235,
2022-05-26 04:00:00,-250.39771199768808,
2022-05-26 06:00:00,-156.20082188049327,
2022-05-26 08:00:00,-118.26095601292403,
2022-05-26 10:30:00,-68.60903607904652,
2022-05-26 11:00:00,-63.44443104148195,
2022-05-26 23:59:59,-38.742633785827366,c
2022-05-27 00:00:00,-18.251232602746754,
2022-05-27 03:30:00,-39.07554312717236,
2022-05-27 04:00:00,-35.053381737891065,
2022-05-27 06:00:00,-28.529418346860687,
2022-05-27 08:00:00,-53.25897559693605,
2022-05-27 10:30:00,-77.18498237913673,
2022-05-27 11:00:00,-70.39331831527217,
2022-05-27 23:59:59,-79.98402818337946,w
2022-05-30 00:00:00,-53.61612127465065,
2022-05-30 03:30:00,-26.653341058637274,
2022-05-30 04:00:00,-4.782041100053327,
2022-05-30 06:00:00,21.51790809863479,
2022-05-30 08:00:00,28.683792761603996,
2022-05-30 10:30:00,36.74766933522582,
2022-05-30 11:00:00,42.508450170733624,
2022-05-30 23:59:59,34.281393980358985,c
2022-05-31 00:00:00,27.899606716471695,
2022-05-31 03:30:00,4.263837951989899,
2022-05-31 04:00:00,-1.097919487324944,
2022-05-31 06:00:00,-5.27480061016211,
2022-05-31 08:00:00,-8.973510025089496,
2022-05-31 10:30:00,-21.848545293421125,
2022-05-31 11:00:00,-40.707134758197014,
2022-05-31 23:59:59,-12.454126879339498,c
2022-06-01 00:00:00,-13.238675339413284,
2022-06-01 03:30:00,-11.850337444323372,
2022-06-01 04:00:00,0.6833511014660161,
2022-06-01 06:00:00,11.487194367485344,
2022-06-01 08:00:00,26.82379677949183,
2022-06-01 10:30:00,-6.638030604054251,
2022-06-01 11:00:00,-8.182245640531484,
2022-06-01 23:59:59,0.0,c
2022-06-02 00:00:00,0.0,
2022-06-02 03:30:00,0.0,
2022-06-02 04:00:00,0.0,
2022-06-02 06:00:00,0.0,
2022-06-02 08:00:00,0.0,
2022-06-02 10:30:00,0.0,
2022-06-02 11:00:00,0.0,
2022-06-02 23:59:59,0.0,c
2022-06-03 00:00:00,0.0,
2022-06-03 03:30:00,0.0,
2022-06-03 04:00:00,0.0,
2022-06-03 06:00:00,0.0,
2022-06-03 08:00:00,0.0,
2022-06-03 10:30:00,0.0,
2022-06-03 11:00:00,0.0,
2022-06-03 23:59:59,0.0,a
2022-06-06 00:00:00,11.828219199762628,
2022-06-06 03:30:00,71.66501150896902,
2022-06-06 04:00:00,42.080298053179206,
2022-06-06 06:00:00,19.051849129635485,
2022-06-06 08:00:00,56.9756071884339,
2022-06-06 10:30:00,62.32374446232396,
2022-06-06 11:00:00,68.78469742292036,
2022-06-06 23:59:59,103.89016846071279,c
2022-06-07 00:00:00,72.1433534298519,
2022-06-07 03:30:00,45.129597234760695,
2022-06-07 04:00:00,35.15883589500581,
2022-06-07 06:00:00,-13.05044728048179,
2022-06-07 08:00:00,-63.418122909411935,
2022-06-07 10:30:00,-87.76028157334693,
2022-06-07 11:00:00,-55.1373361264445,
2022-06-07 23:59:59,-23.632230703913663,c
2022-06-08 00:00:00,-8.808069488553969,
2022-06-08 03:30:00,31.442892974246945,
2022-06-08 04:00:00,56.45062374616221,
2022-06-08 06:00:00,54.39351248447005,
2022-06-08 08:00:00,43.987093826404205,
2022-06-08 10:30:00,19.461320558447014,
2022-06-08 11:00:00,10.749890417685634,
2022-06-08 23:59:59,20.591165954734237,c
0,20.591165954734237,
0,20.591165954734237,
0,20.591165954734237,
0,20.591165954734237,
0,20.591165954734237,
0,20.591165954734237,
0,20.591165954734237,
0,20.591165954734237,
0,20.591165954734237,
0,20.591165954734237,
0,20.591165954734237,
0,20.591165954734237,
0,20.591165954734237,
0,20.591165954734237,
0,20.591165954734237,
0,20.591165954734237,
2022-06-09 00:00:00,54.207867603916185,
2022-06-09 03:30:00,-19.347805459953676,
2022-06-09 04:00:00,-32.72542892715221,
2022-06-09 06:00:00,-67.27084238195621,
