date,EU_SXXEP6_AD_2022_Q2,meta
2022-05-11 00:00:00,-726.4084912958756,
2022-05-11 03:30:00,-725.6685086475231,
2022-05-11 04:00:00,-699.3522647778977,
2022-05-11 06:00:00,-708.6373679757703,
2022-05-11 08:00:00,-735.476579148537,
2022-05-11 10:30:00,-710.819795247824,
2022-05-11 11:00:00,-704.0286429804064,
2022-05-11 23:59:59,-686.0230065010865,c
2022-05-12 00:00:00,-682.8153488213334,
2022-05-12 03:30:00,-699.6417044029586,
2022-05-12 04:00:00,-745.0825126640548,
2022-05-12 06:00:00,-773.5378113835241,
2022-05-12 08:00:00,-741.3279896569934,
2022-05-12 10:30:00,-781.8733408591297,
2022-05-12 11:00:00,-780.088103809896,
2022-05-12 23:59:59,-760.054096696219,c
2022-05-13 00:00:00,-708.0743180469872,
2022-05-13 03:30:00,-656.0993595950376,
2022-05-13 04:00:00,-621.340010528364,
2022-05-13 06:00:00,-702.7749548988022,
2022-05-13 08:00:00,-706.0948966763658,
2022-05-13 10:30:00,-655.6969193336377,
2022-05-13 11:00:00,-681.2563367360085,
2022-05-13 23:59:59,-650.1752800551708,w
2022-05-16 00:00:00,-646.5206963502987,
2022-05-16 03:30:00,-546.2689099187355,
2022-05-16 04:00:00,-545.6253250124801,
2022-05-16 06:00:00,-565.4996455390456,
2022-05-16 08:00:00,-546.2070965953753,
2022-05-16 10:30:00,-520.5695608876122,
2022-05-16 11:00:00,-510.9116058716918,
2022-05-16 23:59:59,-482.4273989073672,c
2022-05-17 00:00:00,-432.6243160826516,
2022-05-17 03:30:00,-475.82935282373273,
2022-05-17 04:00:00,-494.97343807960897,
2022-05-17 06:00:00,-472.1316674809541,
2022-05-17 08:00:00,-427.3335929068071,
2022-05-17 10:30:00,-419.7784336474115,
2022-05-17 11:00:00,-418.75734462452147,
2022-05-17 23:59:59,-434.64822776711753,c
2022-05-18 00:00:00,-407.77002671022,
2022-05-18 03:30:00,-375.07968156785773,
2022-05-18 04:00:00,-344.9537658103127,
2022-05-18 06:00:00,-306.75999818292166,
2022-05-18 08:00:00,-285.80655518992717,
2022-05-18 10:30:00,-153.10431688087556,
2022-05-18 11:00:00,-164.6506957944439,
2022-05-18 23:59:59,-178.7283684255899,c
2022-05-19 00:00:00,-219.22500849745484,
2022-05-19 03:30:00,-148.08304217479235,
2022-05-19 04:00:00,-189.76265298750423,
2022-05-19 06:00:00,-255.49124252066304,
2022-05-19 08:00:00,-216.99154479886874,
2022-05-19 10:30:00,-170.33900107154113,
2022-05-19 11:00:00,-153.92150629288153,
2022-05-19 23:59:59,-202.26342767113965,c
2022-05-20 00:00:00,-189.4426377061509,
2022-05-20 03:30:00,-134.2153792570707,
2022-05-20 04:00:00,-143.37348236078105,
2022-05-20 06:00:00,-108.72551714048859,
2022-05-20 08:00:00,-134.62373742682394,
2022-05-20 10:30:00,-160.71939055662824,
2022-05-20 11:00:00,-192.34847441002967,
2022-05-20 23:59:59,-176.6907139983041,w
2022-05-23 00:00:00,-123.27049647792137,
2022-05-23 03:30:00,-127.22992867938774,
2022-05-23 04:00:00,-130.60965798592042,
2022-05-23 06:00:00,-112.1973753403272,
2022-05-23 08:00:00,-112.87414418712797,
2022-05-23 10:30:00,-100.41351253059929,
2022-05-23 11:00:00,-104.20241903072201,
2022-05-23 23:59:59,-114.32705613919461,c
2022-05-24 00:00:00,-111.74573109966786,
2022-05-24 03:30:00,-100.4962384150358,
2022-05-24 04:00:00,-86.18824015846076,
