date,MDIV_2022_Q4,meta
2022-11-11 00:00:00,-684.7812872860752,
2022-11-11 10:00:00,-691.1190467530789,
2022-11-11 10:30:00,-706.8797652403289,
2022-11-11 12:00:00,-682.6686193720518,
2022-11-11 13:30:00,-672.3113271791342,
2022-11-11 15:00:00,-693.7412719203496,
2022-11-11 15:30:30,-693.7412719203496,u
2022-11-11 23:59:59,-662.6732521165402,w
2022-11-14 00:00:00,-694.3303383055811,
2022-11-14 10:00:00,-666.0260550027954,
2022-11-14 10:30:00,-668.521431742917,
2022-11-14 12:00:00,-670.9458342921532,
2022-11-14 13:30:00,-702.8365137548597,
2022-11-14 15:00:00,-708.3350782381342,
2022-11-14 15:30:30,-708.3350782381342,
2022-11-14 23:59:59,-692.6529153618992,c
2022-11-15 00:00:00,-715.8930958587964,
2022-11-15 10:00:00,-712.3068562677311,
2022-11-15 10:30:00,-719.8655981696604,
2022-11-15 12:00:00,-700.9446041812396,
2022-11-15 13:30:00,-678.0371285635836,
2022-11-15 15:00:00,-664.8978137104775,
2022-11-15 15:30:30,-664.8978137104775,
2022-11-15 23:59:59,-653.0625932692094,c
2022-11-16 00:00:00,-604.2965101631605,
2022-11-16 10:00:00,-585.1585596547382,
2022-11-16 10:30:00,-560.8240654291665,
2022-11-16 12:00:00,-574.4883625043628,
2022-11-16 13:30:00,-566.1138273991521,
2022-11-16 15:00:00,-575.2286153317152,
2022-11-16 15:30:30,-575.2286153317152,
2022-11-16 23:59:59,-578.6903442431105,c
2022-11-17 00:00:00,-546.7939009888898,
2022-11-17 10:00:00,-488.55902094222597,
2022-11-17 10:30:00,-518.0231974663163,
2022-11-17 12:00:00,-475.5988068816994,
2022-11-17 13:30:00,-470.4334660655361,
2022-11-17 15:00:00,-463.55701606374873,
2022-11-17 15:30:30,-463.55701606374873,
2022-11-17 23:59:59,-478.4812696506799,c
2022-11-18 00:00:00,-521.1481281305412,
2022-11-18 10:00:00,-457.6086754219193,
2022-11-18 10:30:00,-452.6503093237145,
2022-11-18 12:00:00,-425.01867036791623,
2022-11-18 13:30:00,-421.9286405997625,
2022-11-18 15:00:00,-427.0336454306746,
2022-11-18 15:30:30,-427.0336454306746,
2022-11-18 23:59:59,-430.26954310702354,w
