date,AR2_STAY_2020_Q2,meta
2020-04-24 00:00:00,-125.65487004043523,
2020-04-24 10:00:00,-135.67768506864343,
2020-04-24 10:30:00,-134.44570728750142,
2020-04-24 12:00:00,-114.26199011989937,
2020-04-24 13:30:00,-112.8240300163511,
2020-04-24 15:00:00,-120.62360083866612,
2020-04-24 15:30:30,-120.62360083866612,
2020-04-24 23:59:59,-115.10818035169675,w
2020-04-27 00:00:00,-106.66226626758059,
2020-04-27 10:00:00,-98.52318112755928,
2020-04-27 10:30:00,-98.9353281192399,
2020-04-27 12:00:00,-102.95523608344142,
2020-04-27 13:30:00,-115.48429950376703,
2020-04-27 15:00:00,-132.45038195437115,
2020-04-27 15:30:30,-132.45038195437115,
2020-04-27 23:59:59,-126.19024254302816,c
2020-04-28 00:00:00,-133.52500914066115,
2020-04-28 10:00:00,-132.69428149677975,
2020-04-28 10:30:00,-141.0887057021032,
2020-04-28 12:00:00,-135.345922600934,
2020-04-28 13:30:00,-138.54256582896454,
2020-04-28 15:00:00,-129.1676112944167,
2020-04-28 15:30:30,-129.1676112944167,
2020-04-28 23:59:59,-128.42038213413176,c
2020-04-29 00:00:00,-151.6360263807057,
2020-04-29 10:00:00,-138.61394724656304,
2020-04-29 10:30:00,-129.50876488709153,
2020-04-29 12:00:00,-131.4656070938177,
2020-04-29 13:30:00,-134.42841297128393,
2020-04-29 15:00:00,-134.737630352594,
2020-04-29 15:30:30,-134.737630352594,
2020-04-29 23:59:59,-134.06391782911675,c
2020-04-30 00:00:00,-99.22257212839382,
2020-04-30 10:00:00,-115.34886491626004,
2020-04-30 10:30:00,-116.77832792015971,
2020-04-30 12:00:00,-128.66285506261588,
2020-04-30 13:30:00,-135.57292237426987,
2020-04-30 15:00:00,-144.15835605954663,
2020-04-30 15:30:30,-144.15835605954663,
2020-04-30 23:59:59,-136.33067931190135,c
2020-05-01 00:00:00,-124.38350728359292,
2020-05-01 10:00:00,-136.61264628469172,
2020-05-01 10:30:00,-149.65953353043307,
2020-05-01 12:00:00,-163.41084799963772,
2020-05-01 13:30:00,-163.10851094827729,
2020-05-01 15:00:00,-155.59080531569543,
2020-05-01 15:30:30,-155.59080531569543,
2020-05-01 23:59:59,-148.5247076215855,w
2020-05-04 00:00:00,-156.29808368697644,
2020-05-04 10:00:00,-140.5336257684236,
2020-05-04 10:30:00,-132.19455080147162,
2020-05-04 12:00:00,-131.8162156294035,
2020-05-04 13:30:00,-138.66242442336176,
2020-05-04 15:00:00,-145.27313656537146,
2020-05-04 15:30:30,-145.27313656537146,
2020-05-04 23:59:59,-145.03119577803392,c
2020-05-05 00:00:00,-147.84101836335486,
2020-05-05 10:00:00,-154.36613480266988,
2020-05-05 10:30:00,-134.47429294878333,
2020-05-05 12:00:00,-122.39154970166578,
2020-05-05 13:30:00,-117.48580638293134,
2020-05-05 15:00:00,-107.66304357980927,
2020-05-05 15:30:30,-107.66304357980927,
2020-05-05 23:59:59,-108.90840718559753,c
2020-05-06 00:00:00,-101.5461965947598,
2020-05-06 10:00:00,-110.18917240359417,
2020-05-06 10:30:00,-105.80847423712403,
2020-05-06 12:00:00,-94.22383212310496,
2020-05-06 13:30:00,-92.25144877337746,
2020-05-06 15:00:00,-95.28617406560079,
2020-05-06 15:30:30,-95.28617406560079,
2020-05-06 23:59:59,-94.32359387887854,c
2020-05-07 00:00:00,-98.61715284785275,
2020-05-07 10:00:00,-99.80943310312911,
2020-05-07 10:30:00,-103.76095578016339,
2020-05-07 12:00:00,-84.9077674844898,
2020-05-07 13:30:00,-74.21561003470362,
2020-05-07 15:00:00,-70.95415584826506,
2020-05-07 15:30:30,-70.95415584826506,
2020-05-07 23:59:59,-63.227434622555734,c
2020-05-08 00:00:00,-68.30823773640867,
2020-05-08 10:00:00,-74.80197105871954,
2020-05-08 10:30:00,-72.66234704007235,
2020-05-08 12:00:00,-60.73929873394354,
2020-05-08 13:30:00,-68.82827770314591,
2020-05-08 15:00:00,-80.93801964785396,
2020-05-08 15:30:30,-80.93801964785396,s
2020-05-08 23:59:59,-79.73962244972572,w
2020-05-11 00:00:00,-57.361208664236415,
2020-05-11 10:00:00,-50.70607280754484,
2020-05-11 10:30:00,-49.39807879802308,
2020-05-11 12:00:00,-47.363595279869486,
2020-05-11 13:30:00,-54.178201608518606,
2020-05-11 15:00:00,-35.09728532006494,
2020-05-11 15:30:30,-35.09728532006494,
2020-05-11 23:59:59,-38.24200547856242,c
2020-05-12 00:00:00,-9.203320883501675,
2020-05-12 10:00:00,3.490651235210919,
2020-05-12 10:30:00,24.576667562608122,
2020-05-12 12:00:00,33.90528436286479,
2020-05-12 13:30:00,47.83734687428182,
2020-05-12 15:00:00,43.60509846814409,
2020-05-12 15:30:30,43.60509846814409,
2020-05-12 23:59:59,25.43952955388457,c
2020-05-13 00:00:00,55.59379735039488,
2020-05-13 10:00:00,52.20233636638045,
2020-05-13 10:30:00,49.11032293163271,
2020-05-13 12:00:00,30.14740151645782,
2020-05-13 13:30:00,15.823945488259255,
2020-05-13 15:00:00,35.118028016281926,
2020-05-13 15:30:30,35.118028016281926,
2020-05-13 23:59:59,45.1947161188711,c
2020-05-14 00:00:00,61.20120225032258,
2020-05-14 10:00:00,49.255578292610664,
2020-05-14 10:30:00,57.84403462749469,
2020-05-14 12:00:00,64.72417873091558,
2020-05-14 13:30:00,54.780070777947174,
2020-05-14 15:00:00,61.1375627041981,
2020-05-14 15:30:30,61.1375627041981,
