date,CRSP_AD_HEDGED_2022_Q2,meta
2022-04-22 00:00:00,-405.37574926392654,
2022-04-22 10:00:00,-406.223152356691,
2022-04-22 10:30:00,-411.7397414321294,
2022-04-22 12:00:00,-409.2328845322848,
2022-04-22 13:30:00,-432.62767576143733,
2022-04-22 15:00:00,-442.2912502602218,
2022-04-22 15:30:30,-442.2912502602218,
2022-04-22 23:59:59,-432.9258747909588,w
2022-04-25 00:00:00,-455.42054071860287,
2022-04-25 10:00:00,-432.0316642193138,
2022-04-25 10:30:00,-415.18065754560155,
2022-04-25 12:00:00,-405.2517824471038,
2022-04-25 13:30:00,-430.58500311605985,
2022-04-25 15:00:00,-404.79940469904443,
2022-04-25 15:30:30,-404.79940469904443,
2022-04-25 23:59:59,-395.71333181185224,c
2022-04-26 00:00:00,-354.98754305047373,
2022-04-26 10:00:00,-343.66581922589035,
2022-04-26 10:30:00,-337.8457547474905,
2022-04-26 12:00:00,-327.2535002577616,
2022-04-26 13:30:00,-324.8955256602262,
2022-04-26 15:00:00,-337.74655363263344,
2022-04-26 15:30:30,-337.74655363263344,
2022-04-26 23:59:59,-316.5031018120537,c
2022-04-27 00:00:00,-272.1794481531994,
2022-04-27 10:00:00,-247.08954003155466,
2022-04-27 10:30:00,-248.61746925238316,
2022-04-27 12:00:00,-230.1141159274001,
2022-04-27 13:30:00,-221.61076268719643,
2022-04-27 15:00:00,-204.63749037086905,
2022-04-27 15:30:30,-204.63749037086905,
2022-04-27 23:59:59,-208.2068645761215,c
2022-04-28 00:00:00,-246.31428332147226,
2022-04-28 10:00:00,-276.64025178050315,
2022-04-28 10:30:00,-248.7889297388987,
2022-04-28 12:00:00,-217.5033923627266,
2022-04-28 13:30:00,-217.11524452105752,
2022-04-28 15:00:00,-205.32903987471863,
2022-04-28 15:30:30,-205.32903987471863,
2022-04-28 23:59:59,-199.17421442544014,c
2022-04-29 00:00:00,-119.82915018799798,
2022-04-29 10:00:00,-189.59690881981803,
2022-04-29 10:30:00,-169.83621854243904,
2022-04-29 12:00:00,-171.44075940752595,
2022-04-29 13:30:00,-165.1702252703242,
2022-04-29 15:00:00,-136.7351706513698,
2022-04-29 15:30:30,-136.7351706513698,
2022-04-29 23:59:59,-132.38569357497545,w
2022-05-02 00:00:00,-140.55573152695763,
2022-05-02 10:00:00,-216.29663211112359,
2022-05-02 10:30:00,-240.72633738202902,
2022-05-02 12:00:00,-286.35356741024987,
2022-05-02 13:30:00,-282.464602461706,
2022-05-02 15:00:00,-278.84192749664834,
2022-05-02 15:30:30,-278.84192749664834,
2022-05-02 23:59:59,-298.7659603677743,c
2022-05-03 00:00:00,-276.6491061224853,
2022-05-03 10:00:00,-265.56829693971133,
2022-05-03 10:30:00,-262.94174992100227,
2022-05-03 12:00:00,-229.43273802344842,
2022-05-03 13:30:00,-228.58574501176932,
2022-05-03 15:00:00,-236.54200158025102,
2022-05-03 15:30:30,-236.54200158025102,
2022-05-03 23:59:59,-218.8191665119402,c
2022-05-04 00:00:00,-200.48713743210428,
2022-05-04 10:00:00,-257.4402160214521,
2022-05-04 10:30:00,-270.88539177695833,
2022-05-04 12:00:00,-300.1647572036944,
2022-05-04 13:30:00,-317.41666440882614,
2022-05-04 15:00:00,-312.1022723096985,
2022-05-04 15:30:30,-312.1022723096985,
2022-05-04 23:59:59,-333.96610237396965,c
2022-05-05 00:00:00,-272.37510815611097,
2022-05-05 10:00:00,-289.40361183387733,
2022-05-05 10:30:00,-288.70050980909366,
2022-05-05 12:00:00,-328.0378396912547,
2022-05-05 13:30:00,-321.7606593592735,
2022-05-05 15:00:00,-307.5587651799625,
2022-05-05 15:30:30,-307.5587651799625,
2022-05-05 23:59:59,-317.8521901796664,c
2022-05-06 00:00:00,-316.64057344658465,
2022-05-06 10:00:00,-323.0167993914289,
2022-05-06 10:30:00,-331.8387543518231,
2022-05-06 12:00:00,-318.62583887016973,
2022-05-06 13:30:00,-349.0849261393662,
2022-05-06 15:00:00,-321.7879878778756,
2022-05-06 15:30:30,-321.7879878778756,
2022-05-06 23:59:59,-311.2787897349542,w
2022-05-09 00:00:00,-313.3186646432723,
2022-05-09 10:00:00,-360.1844839654042,
2022-05-09 10:30:00,-370.71531630983094,
2022-05-09 12:00:00,-381.0317842352009,
2022-05-09 13:30:00,-387.01982220009324,
2022-05-09 15:00:00,-398.73765255491685,
2022-05-09 15:30:30,-398.73765255491685,
2022-05-09 23:59:59,-388.99313126729345,c
2022-05-10 00:00:00,-231.82032620156846,
2022-05-10 10:00:00,-369.74473529344647,
2022-05-10 10:30:00,-369.41792918906964,
2022-05-10 12:00:00,-388.8110965383663,
2022-05-10 13:30:00,-431.06218811388914,
2022-05-10 15:00:00,-426.61349690667583,
2022-05-10 15:30:30,-426.61349690667583,u
2022-05-10 23:59:59,-406.2614784044151,c
2022-05-11 00:00:00,-332.6281102841459,
2022-05-11 10:00:00,-382.54858193255143,
2022-05-11 10:30:00,-370.5492052431041,
2022-05-11 12:00:00,-335.30416795337413,
2022-05-11 13:30:00,-325.7956226257329,
2022-05-11 15:00:00,-336.32627649479497,
2022-05-11 15:30:30,-336.32627649479497,
2022-05-11 23:59:59,-327.98144972361627,c
2022-05-12 00:00:00,-333.0561521611615,
2022-05-12 10:00:00,-380.81445094916296,
2022-05-12 10:30:00,-352.66496544100755,
2022-05-12 12:00:00,-322.7831259372273,
2022-05-12 13:30:00,-333.7296272164296,
2022-05-12 15:00:00,-329.30777982656235,
2022-05-12 15:30:30,-329.30777982656235,
2022-05-12 23:59:59,-347.86761073384173,c
2022-05-13 00:00:00,-371.6334188892182,
2022-05-13 10:00:00,-266.2840708936493,
2022-05-13 10:30:00,-277.15448970630587,
2022-05-13 12:00:00,-289.29311556783193,
2022-05-13 13:30:00,-283.6303159193501,
2022-05-13 15:00:00,-269.41040082196963,
2022-05-13 15:30:30,-269.41040082196963,
2022-05-13 23:59:59,-270.2321845879429,w
2022-05-16 00:00:00,-251.1449924441134,
2022-05-16 10:00:00,-204.66668969712447,
2022-05-16 10:30:00,-214.66297428713423,
2022-05-16 12:00:00,-224.60894505069894,
2022-05-16 13:30:00,-245.24996038252385,
2022-05-16 15:00:00,-206.98312052306522,
2022-05-16 15:30:30,-206.98312052306522,
2022-05-16 23:59:59,-201.2244901577395,c
2022-05-17 00:00:00,-203.0849429275829,
2022-05-17 10:00:00,-237.68743270437727,
2022-05-17 10:30:00,-212.1239448317827,
2022-05-17 12:00:00,-190.52151170659957,
2022-05-17 13:30:00,-178.74336007491812,
2022-05-17 15:00:00,-194.74208089308183,
2022-05-17 15:30:30,-194.74208089308183,
2022-05-17 23:59:59,-178.84028515201032,c
2022-05-18 00:00:00,-187.7570274310864,
2022-05-18 10:00:00,-188.94297242430076,
2022-05-18 10:30:00,-184.04505803142888,
2022-05-18 12:00:00,-177.04896724216056,
2022-05-18 13:30:00,-189.28958208503747,
2022-05-18 15:00:00,-209.22569753774508,
2022-05-18 15:30:30,-209.22569753774508,
2022-05-18 23:59:59,-186.13921130568554,c
2022-05-19 00:00:00,-173.14773074178422,
2022-05-19 10:00:00,-139.77027500102193,
2022-05-19 10:30:00,-135.00847885944478,
2022-05-19 12:00:00,-128.2696662178389,
2022-05-19 13:30:00,-139.44834259934547,
2022-05-19 15:00:00,-166.70696599710647,
2022-05-19 15:30:30,-166.70696599710647,
2022-05-19 23:59:59,-155.86204198168252,c
2022-05-20 00:00:00,-147.85223749641418,
2022-05-20 10:00:00,-169.35609607277834,
2022-05-20 10:30:00,-170.19993280530446,
2022-05-20 12:00:00,-151.44437930271852,
2022-05-20 13:30:00,-186.82648610287708,
2022-05-20 15:00:00,-176.4213445546959,
2022-05-20 15:30:30,-176.4213445546959,
2022-05-20 23:59:59,-166.17121876244647,w
2022-05-23 00:00:00,-182.43958042596566,
2022-05-23 10:00:00,-133.11600673910027,
2022-05-23 10:30:00,-105.22369653864462,
