date,AR1_STAY_2019_Q2,meta
2019-04-26 00:00:00,-19.85881672751583,
2019-04-26 10:00:00,-21.27234520565301,
2019-04-26 10:30:00,-22.324459556712696,
2019-04-26 12:00:00,-25.69219133978794,
2019-04-26 13:30:00,-22.97872992006768,
2019-04-26 15:00:00,-21.02082010178549,
2019-04-26 15:30:30,-21.02082010178549,
2019-04-26 23:59:59,-23.93813079010195,w
2019-04-29 00:00:00,-21.115149464646663,
2019-04-29 10:00:00,-19.60626064950111,
2019-04-29 10:30:00,-20.66968373922279,
2019-04-29 12:00:00,-24.333706770687655,
2019-04-29 13:30:00,-21.256238715463468,
2019-04-29 15:00:00,-22.377455074037385,
2019-04-29 15:30:30,-22.377455074037385,
2019-04-29 23:59:59,-21.210190153720447,c
2019-04-30 00:00:00,-30.03296517044683,
2019-04-30 10:00:00,-25.004267583837304,
2019-04-30 10:30:00,-27.316725158857167,
2019-04-30 12:00:00,-24.87931706080704,
2019-04-30 13:30:00,-28.33306273393592,
2019-04-30 15:00:00,-28.307282349630327,
2019-04-30 15:30:30,-28.307282349630327,
2019-04-30 23:59:59,-27.577872518380445,c
2019-05-01 00:00:00,-24.307147307531977,
2019-05-01 10:00:00,-15.563924498543344,
2019-05-01 10:30:00,-15.14875230512402,
2019-05-01 12:00:00,-18.138591622518362,
2019-05-01 13:30:00,-21.28502366132693,
2019-05-01 15:00:00,-21.916005591726503,
2019-05-01 15:30:30,-21.916005591726503,
2019-05-01 23:59:59,-21.49293335426799,c
2019-05-02 00:00:00,-24.70853643380113,
2019-05-02 10:00:00,-21.777250954541046,
2019-05-02 10:30:00,-23.78745497648191,
2019-05-02 12:00:00,-27.900633351297586,
2019-05-02 13:30:00,-24.64860199856699,
2019-05-02 15:00:00,-26.851176264519154,
2019-05-02 15:30:30,-26.851176264519154,
2019-05-02 23:59:59,-29.415737273797788,c
2019-05-03 00:00:00,-29.198119544218116,
2019-05-03 10:00:00,-27.80418670803971,
2019-05-03 10:30:00,-22.748887145611747,
2019-05-03 12:00:00,-24.483952543529,
2019-05-03 13:30:00,-24.42775293946275,
2019-05-03 15:00:00,-24.81731556226083,
2019-05-03 15:30:30,-24.81731556226083,
2019-05-03 23:59:59,-27.150926464603515,w
2019-05-06 00:00:00,-18.058729604732804,
2019-05-06 10:00:00,-14.313655618669713,
2019-05-06 10:30:00,-19.277100938873957,
2019-05-06 12:00:00,-20.86804007324139,
2019-05-06 13:30:00,-24.62818775502305,
2019-05-06 15:00:00,-25.090107067436406,
2019-05-06 15:30:30,-25.090107067436406,
2019-05-06 23:59:59,-25.152988335127105,c
2019-05-07 00:00:00,-23.271198364593033,
2019-05-07 10:00:00,-27.34106149204939,
2019-05-07 10:30:00,-24.370632882724294,
2019-05-07 12:00:00,-26.739640564184953,
2019-05-07 13:30:00,-27.70991245760365,
2019-05-07 15:00:00,-24.581080869836597,
2019-05-07 15:30:30,-24.581080869836597,
2019-05-07 23:59:59,-27.3872677682742,c
2019-05-08 00:00:00,-22.578617178241046,
2019-05-08 10:00:00,-17.288272355556046,
2019-05-08 10:30:00,-18.895123849470593,
2019-05-08 12:00:00,-22.070520971801045,
2019-05-08 13:30:00,-21.63442560546096,
2019-05-08 15:00:00,-21.29543788760529,
2019-05-08 15:30:30,-21.29543788760529,
2019-05-08 23:59:59,-17.755390936136706,c
2019-05-09 00:00:00,-13.614607130564451,
2019-05-09 10:00:00,-15.21290465059488,
2019-05-09 10:30:00,-14.881019929255245,
2019-05-09 12:00:00,-10.32043281220848,
2019-05-09 13:30:00,-12.869461142361871,
2019-05-09 15:00:00,-9.831568433101864,
2019-05-09 15:30:30,-9.831568433101864,
2019-05-09 23:59:59,-11.506478747481083,c
2019-05-10 00:00:00,-8.636635465883472,
2019-05-10 10:00:00,-3.8767158799113304,
2019-05-10 10:30:00,-4.996692805177304,
2019-05-10 12:00:00,-7.495811825460777,
2019-05-10 13:30:00,-12.739332925753473,
2019-05-10 15:00:00,-13.631003635274823,
2019-05-10 15:30:30,-13.631003635274823,s
2019-05-10 23:59:59,-13.202784392375719,w
2019-05-13 00:00:00,-9.605604241956286,
2019-05-13 10:00:00,-1.889698331757529,
2019-05-13 10:30:00,1.2253780357414712,
2019-05-13 12:00:00,1.4655307847870063,
2019-05-13 13:30:00,6.802259364550878,
2019-05-13 15:00:00,3.0577081972426186,
2019-05-13 15:30:30,3.0577081972426186,
2019-05-13 23:59:59,5.375587963738582,c
2019-05-14 00:00:00,8.225368790868544,
2019-05-14 10:00:00,2.241308968636531,
2019-05-14 10:30:00,7.1988768034266,
2019-05-14 12:00:00,2.841853294905121,
2019-05-14 13:30:00,2.3586557057684274,
2019-05-14 15:00:00,0.8539944256638705,
2019-05-14 15:30:30,0.8539944256638705,
2019-05-14 23:59:59,5.334354884059934,c
2019-05-15 00:00:00,2.241535513556329,
2019-05-15 10:00:00,9.678351639076567,
2019-05-15 10:30:00,8.150147294067438,
2019-05-15 12:00:00,10.044150123810908,
2019-05-15 13:30:00,11.17969810448733,
2019-05-15 15:00:00,9.530774266761739,
2019-05-15 15:30:30,9.530774266761739,
2019-05-15 23:59:59,11.811552855569005,c
2019-05-16 00:00:00,12.11916660664474,
2019-05-16 10:00:00,14.72197399343247,
2019-05-16 10:30:00,12.444745166235037,
2019-05-16 12:00:00,10.95404912335863,
2019-05-16 13:30:00,9.218958759948748,
2019-05-16 15:00:00,11.738332377900463,
2019-05-16 15:30:30,11.738332377900463,
2019-05-16 23:59:59,13.85937144562314,c
2019-05-17 00:00:00,17.019138452691806,
2019-05-17 10:00:00,18.37515950573487,
2019-05-17 10:30:00,19.517013353576118,
2019-05-17 12:00:00,17.480394135744717,
2019-05-17 13:30:00,15.988282522266672,
2019-05-17 15:00:00,16.838907245149386,
2019-05-17 15:30:30,16.838907245149386,
2019-05-17 23:59:59,15.656941293387945,w
2019-05-20 00:00:00,20.856742090048215,
2019-05-20 10:00:00,21.173328407086103,
2019-05-20 10:30:00,22.089145471747173,
2019-05-20 12:00:00,22.189720000863957,
2019-05-20 13:30:00,21.539948961195563,
2019-05-20 15:00:00,23.321234092401113,
2019-05-20 15:30:30,23.321234092401113,
2019-05-20 23:59:59,22.383277107372038,c
2019-05-21 00:00:00,20.60803166502427,
2019-05-21 10:00:00,27.44699179969541,
2019-05-21 10:30:00,25.458422271613443,
