date,KBE_2021_Q4,meta
2021-11-19 00:00:00,-96.65445931228088,
2021-11-19 10:00:00,-159.4615334827656,
2021-11-19 10:30:00,-177.54375524215024,
2021-11-19 12:00:00,-185.9138251205139,
2021-11-19 13:30:00,-206.71466015393847,
2021-11-19 15:00:00,-232.54790527555528,
2021-11-19 15:30:30,-232.54790527555528,
2021-11-19 23:59:59,-205.11660826612075,w
2021-11-22 00:00:00,-197.44249354820678,
2021-11-22 10:00:00,-217.99343223548266,
2021-11-22 10:30:00,-246.17234832224702,
2021-11-22 12:00:00,-101.89597187803498,
2021-11-22 13:30:00,-156.04446417132598,
2021-11-22 15:00:00,-172.81349026045106,
2021-11-22 15:30:30,-172.81349026045106,u
2021-11-22 23:59:59,-142.8954448894841,c
2021-11-23 00:00:00,-106.4391017676481,
2021-11-23 10:00:00,-158.56207639648932,
2021-11-23 10:30:00,-112.92838571274648,
2021-11-23 12:00:00,-150.4907988846188,
2021-11-23 13:30:00,-116.5833830917047,
2021-11-23 15:00:00,-147.6993736031862,
2021-11-23 15:30:30,-147.6993736031862,
2021-11-23 23:59:59,-149.92265566509136,c
2021-11-24 00:00:00,-125.06517756891041,
2021-11-24 10:00:00,-170.8300383439266,
2021-11-24 10:30:00,-192.6026840373918,
2021-11-24 12:00:00,-178.95991786219687,
2021-11-24 13:30:00,-209.90014701569487,
2021-11-24 15:00:00,-217.77519875312564,
2021-11-24 15:30:30,-217.77519875312564,
2021-11-24 23:59:59,-230.23032943791046,c
2021-11-25 00:00:00,-230.23032943791046,
2021-11-25 10:00:00,-230.23032943791046,
2021-11-25 10:30:00,-230.23032943791046,
2021-11-25 12:00:00,-230.23032943791046,
2021-11-25 13:30:00,-230.23032943791046,
2021-11-25 15:00:00,-230.23032943791046,
2021-11-25 15:30:30,-230.23032943791046,
2021-11-25 23:59:59,-230.23032943791046,c
2021-11-26 00:00:00,-118.72658640932234,
2021-11-26 10:00:00,-168.61021164328056,
2021-11-26 10:30:00,-179.60996967912743,
2021-11-26 12:00:00,-185.3505865107695,
2021-11-26 13:30:00,-185.3505865107695,
2021-11-26 15:00:00,-185.3505865107695,
2021-11-26 15:30:30,-185.3505865107695,
2021-11-26 23:59:59,-178.78713024772753,w
2021-11-29 00:00:00,-191.81179094199675,
2021-11-29 10:00:00,-226.94222698731164,
2021-11-29 10:30:00,-187.55737918467054,
2021-11-29 12:00:00,-177.42327532104804,
2021-11-29 13:30:00,-210.1084803613551,
2021-11-29 15:00:00,-208.0010111718543,
2021-11-29 15:30:30,-208.0010111718543,
2021-11-29 23:59:59,-215.9999595847692,c
2021-11-30 00:00:00,-180.68500980825988,
2021-11-30 10:00:00,-250.76037742690684,
2021-11-30 10:30:00,-263.908812381126,
2021-11-30 12:00:00,-174.18078780326974,
2021-11-30 13:30:00,-170.42594143730145,
2021-11-30 15:00:00,-185.29797196841645,
2021-11-30 15:30:30,-185.29797196841645,s
2021-11-30 23:59:59,-180.17751776545902,c
2021-12-01 00:00:00,-161.3368463864892,
2021-12-01 10:00:00,-206.56593926736645,
2021-12-01 10:30:00,-214.96713619875777,
2021-12-01 12:00:00,-228.8608633816078,
2021-12-01 13:30:00,-194.57509864691914,
2021-12-01 15:00:00,-204.95227716868385,
2021-12-01 15:30:30,-204.95227716868385,
2021-12-01 23:59:59,-202.1805577505641,c
2021-12-02 00:00:00,-207.43986809408128,
2021-12-02 10:00:00,-170.83253762845777,
2021-12-02 10:30:00,-151.59487137983453,
2021-12-02 12:00:00,-134.6437356656743,
2021-12-02 13:30:00,-125.59905401293285,
2021-12-02 15:00:00,-128.52121589201457,
2021-12-02 15:30:30,-128.52121589201457,
2021-12-02 23:59:59,-162.67903297005864,c
2021-12-03 00:00:00,-118.0183068240476,
2021-12-03 10:00:00,-118.76352316065318,
2021-12-03 10:30:00,-113.98070155650443,
2021-12-03 12:00:00,-68.6150589842132,
2021-12-03 13:30:00,-83.92683285545209,
2021-12-03 15:00:00,-57.26395372940179,
2021-12-03 15:30:30,-57.26395372940179,
2021-12-03 23:59:59,-71.00663604281024,w
2021-12-06 00:00:00,-2.874432573148347,
2021-12-06 10:00:00,-7.126703048556603,
2021-12-06 10:30:00,-37.40234245941811,
2021-12-06 12:00:00,-53.18092803625484,
2021-12-06 13:30:00,-73.67650483150061,
2021-12-06 15:00:00,-63.779150812539854,
2021-12-06 15:30:30,-63.779150812539854,
2021-12-06 23:59:59,-56.81975212826477,c
2021-12-07 00:00:00,-5.060000686412156,
2021-12-07 10:00:00,-22.397321375008584,
2021-12-07 10:30:00,-23.953297362164438,
2021-12-07 12:00:00,-17.112843465422504,
2021-12-07 13:30:00,-56.916212856968016,
2021-12-07 15:00:00,-60.012745116010976,
2021-12-07 15:30:30,-60.012745116010976,
2021-12-07 23:59:59,-67.5118650043963,c
2021-12-08 00:00:00,-50.70239382378763,
2021-12-08 10:00:00,-52.69995960452377,
2021-12-08 10:30:00,-40.5313151305708,
2021-12-08 12:00:00,-27.311694340671583,
2021-12-08 13:30:00,-27.654224768811385,
2021-12-08 15:00:00,-35.605004743323875,
2021-12-08 15:30:30,-35.605004743323875,
2021-12-08 23:59:59,-17.27105514051345,c
2021-12-09 00:00:00,-10.99276064639577,
2021-12-09 10:00:00,42.28027207747747,
2021-12-09 10:30:00,58.990994231252756,
2021-12-09 12:00:00,62.66959846876556,
2021-12-09 13:30:00,44.49205251278604,
2021-12-09 15:00:00,63.266859310704476,
2021-12-09 15:30:30,63.266859310704476,
2021-12-09 23:59:59,46.74405248266391,c
2021-12-10 00:00:00,1.7244824750467416,
2021-12-10 10:00:00,49.95435740430004,
2021-12-10 10:30:00,58.00048021074686,
2021-12-10 12:00:00,62.424655039963554,
2021-12-10 13:30:00,27.800024256909715,
2021-12-10 15:00:00,25.602787377578075,
2021-12-10 15:30:30,25.602787377578075,
2021-12-10 23:59:59,0.0,a
2021-12-13 00:00:00,20.965698795018813,
2021-12-13 10:00:00,88.59807428348158,
2021-12-13 10:30:00,54.09534557012779,
2021-12-13 12:00:00,36.16600048389383,
2021-12-13 13:30:00,57.450293374665,
2021-12-13 15:00:00,72.97300428663104,
2021-12-13 15:30:30,72.97300428663104,
2021-12-13 23:59:59,62.58022237052482,c
2021-12-14 00:00:00,46.23323242203948,
2021-12-14 10:00:00,39.950600187642905,
