date,EU_IBUY_2021_Q4,meta
2021-10-25 00:00:00,-698.6985257228744,
2021-10-25 03:30:00,-719.0190770833206,
2021-10-25 04:00:00,-692.6611218532789,
2021-10-25 06:00:00,-682.9490109188455,
2021-10-25 08:00:00,-668.2467149977892,
2021-10-25 10:30:00,-655.9731785266304,
2021-10-25 11:00:00,-653.838542782637,
2021-10-25 23:59:59,-668.0661929429189,c
2021-10-26 00:00:00,-736.0007842398672,
2021-10-26 03:30:00,-630.1627005756945,
2021-10-26 04:00:00,-641.124621634297,
2021-10-26 06:00:00,-660.7573236410444,
2021-10-26 08:00:00,-575.4065487516455,
2021-10-26 10:30:00,-574.7970193443116,
2021-10-26 11:00:00,-532.0449995670906,
2021-10-26 23:59:59,-521.0100285835997,c
2021-10-27 00:00:00,-467.9942384175456,
2021-10-27 03:30:00,-455.6090881735154,
2021-10-27 04:00:00,-484.78425286738366,
2021-10-27 06:00:00,-438.6718831310545,
2021-10-27 08:00:00,-413.63761555962265,
2021-10-27 10:30:00,-385.47690774339026,
2021-10-27 11:00:00,-360.77514249032083,
2021-10-27 23:59:59,-300.2130696099375,c
2021-10-28 00:00:00,-259.36201586008156,
2021-10-28 03:30:00,-274.88864837954407,
2021-10-28 04:00:00,-301.1755244880869,
2021-10-28 06:00:00,-180.1254070073419,
2021-10-28 08:00:00,-183.05821226026728,
2021-10-28 10:30:00,-226.1464911355697,
2021-10-28 11:00:00,-201.1133533422144,
2021-10-28 23:59:59,-141.76484183935554,c
2021-10-29 00:00:00,-141.76484183935554,
2021-10-29 03:30:00,-92.76126803429452,
2021-10-29 04:00:00,-56.60853908626177,
2021-10-29 06:00:00,-63.32160734610534,
2021-10-29 08:00:00,-123.80579797725568,
2021-10-29 10:30:00,-59.95180493737098,
2021-10-29 11:00:00,-18.312665651943462,
2021-10-29 23:59:59,-47.515180638328275,w
2021-11-01 00:00:00,-34.21025740428195,
2021-11-01 03:30:00,-34.21025740428195,
2021-11-01 04:00:00,-34.21025740428195,
2021-11-01 06:00:00,-18.951054099140492,
2021-11-01 08:00:00,4.680124932356193,
2021-11-01 10:30:00,-6.8665328747811145,
2021-11-01 11:00:00,-4.3983274842703395,
2021-11-01 23:59:59,-6.683540837222608,c
2021-11-02 00:00:00,41.16311750433579,
2021-11-02 03:30:00,41.16311750433579,
2021-11-02 04:00:00,41.16311750433579,
2021-11-02 06:00:00,36.127532272352255,
2021-11-02 08:00:00,-14.396187170124904,
2021-11-02 10:30:00,60.057069525155384,
2021-11-02 11:00:00,84.50063650787706,
2021-11-02 23:59:59,100.21564302171646,c
2021-11-03 00:00:00,109.39746247166386,
2021-11-03 03:30:00,109.39746247166386,
2021-11-03 04:00:00,109.39746247166386,
2021-11-03 06:00:00,101.07571470943185,
2021-11-03 08:00:00,158.4952760392507,
2021-11-03 10:30:00,157.01320320489594,
2021-11-03 11:00:00,130.0249994899541,
2021-11-03 23:59:59,144.39295275534914,c
