date,EU_IBUY_2021_Q4,meta
2021-11-04 00:00:00,125.09242550870113,
2021-11-04 03:30:00,125.09242550870113,
2021-11-04 04:00:00,125.09242550870113,
2021-11-04 06:00:00,69.81516684608141,
2021-11-04 08:00:00,82.5654730095057,
2021-11-04 10:30:00,94.01178334391989,
2021-11-04 11:00:00,85.79767197587717,
2021-11-04 23:59:59,71.99877947356163,c
2021-11-05 00:00:00,72.53085286673195,
2021-11-05 03:30:00,72.53085286673195,
2021-11-05 04:00:00,72.53085286673195,
2021-11-05 06:00:00,60.010603488341076,
2021-11-05 08:00:00,63.281377520017486,
2021-11-05 10:30:00,30.42062973175689,
2021-11-05 11:00:00,47.00238944830653,
2021-11-05 23:59:59,31.359095156901276,w
2021-11-08 00:00:00,1.2339819831040586,
2021-11-08 03:30:00,9.158657607123132,
2021-11-08 04:00:00,30.675514858867245,
2021-11-08 06:00:00,15.147025654655408,
2021-11-08 08:00:00,-9.87204992945135,
2021-11-08 10:30:00,-27.748586652230188,
2021-11-08 11:00:00,-15.47483763001037,
2021-11-08 23:59:59,0.0,a
2021-11-09 00:00:00,63.10129764275007,
2021-11-09 03:30:00,77.32556477895469,
2021-11-09 04:00:00,16.12283622002633,
2021-11-09 06:00:00,-5.869981673424263,
2021-11-09 08:00:00,2.3747598956424554,
2021-11-09 10:30:00,66.5538840657282,
2021-11-09 11:00:00,42.36600516189628,
2021-11-09 23:59:59,56.77249699029562,c
2021-11-10 00:00:00,102.43052465019537,
2021-11-10 03:30:00,169.32309707837612,
2021-11-10 04:00:00,159.11837757446756,
2021-11-10 06:00:00,216.24684674157197,
2021-11-10 08:00:00,170.58757878178858,
2021-11-10 10:30:00,168.46625815722746,
2021-11-10 11:00:00,149.79538108742508,
2021-11-10 23:59:59,141.73190519891068,e
2021-11-11 00:00:00,159.93996944758146,
2021-11-11 03:30:00,144.23872178046804,
2021-11-11 04:00:00,168.3662362029936,
2021-11-11 06:00:00,132.9335881780289,
2021-11-11 08:00:00,186.4880475723612,
2021-11-11 10:30:00,274.5362768419682,
2021-11-11 11:00:00,275.6636630583971,
2021-11-11 23:59:59,268.30363856659096,c
0,268.30363856659096,
0,268.30363856659096,
0,268.30363856659096,
0,268.30363856659096,
0,268.30363856659096,
0,268.30363856659096,
0,268.30363856659096,
0,268.30363856659096,
0,268.30363856659096,
0,268.30363856659096,
0,268.30363856659096,
0,268.30363856659096,
0,268.30363856659096,
0,268.30363856659096,
0,268.30363856659096,
0,268.30363856659096,
0,268.30363856659096,
0,268.30363856659096,
0,268.30363856659096,
0,268.30363856659096,
0,268.30363856659096,
0,268.30363856659096,
0,268.30363856659096,
0,268.30363856659096,
2021-11-12 00:00:00,290.3661088270319,
2021-11-12 03:30:00,320.339387055933,
2021-11-12 04:00:00,320.79464245760664,
2021-11-12 06:00:00,352.27888262945726,
2021-11-12 08:00:00,416.567294970866,
2021-11-12 10:30:00,452.23185631637716,
2021-11-12 11:00:00,486.55245602784,
2021-11-12 23:59:59,475.0139931091717,w
2021-11-15 00:00:00,458.22264422078297,
2021-11-15 03:30:00,515.2501928605589,
2021-11-15 04:00:00,561.5266412942319,
2021-11-15 06:00:00,498.73790457136965,
2021-11-15 08:00:00,496.13923773024817,
2021-11-15 10:30:00,502.2606301325477,
2021-11-15 11:00:00,528.0806889095729,
2021-11-15 23:59:59,533.4889249455891,c
2021-11-16 00:00:00,524.7199995972787,
2021-11-16 03:30:00,554.4461910816099,
2021-11-16 04:00:00,584.3985440599427,
2021-11-16 06:00:00,665.6978524035012,
2021-11-16 08:00:00,580.282965897818,
2021-11-16 10:30:00,668.7768197003588,
2021-11-16 11:00:00,662.3582401429667,
2021-11-16 23:59:59,655.6430269562734,c
2021-11-17 00:00:00,631.4762917623648,
2021-11-17 03:30:00,602.7789444637583,
2021-11-17 04:00:00,659.4396365170915,
2021-11-17 06:00:00,693.0471819162494,
2021-11-17 08:00:00,724.063497064024,
2021-11-17 10:30:00,781.8363065318445,
2021-11-17 11:00:00,785.0998175084233,
2021-11-17 23:59:59,823.2536899727238,c
2021-11-18 00:00:00,829.6251107350099,
2021-11-18 03:30:00,806.9793610332781,
2021-11-18 04:00:00,842.2929957908991,
2021-11-18 06:00:00,858.9342076301773,
2021-11-18 08:00:00,885.4429216287263,
2021-11-18 10:30:00,915.203746829432,
2021-11-18 11:00:00,900.04084848818,
2021-11-18 23:59:59,867.541333133614,c
2021-11-19 00:00:00,872.1525368405128,
2021-11-19 03:30:00,901.3828720530046,
2021-11-19 04:00:00,899.2069307947932,
2021-11-19 06:00:00,743.178469695491,
2021-11-19 08:00:00,724.7709761828864,
2021-11-19 10:30:00,712.1314709405397,
2021-11-19 11:00:00,722.2121049384978,
2021-11-19 23:59:59,704.6890899702603,w
2021-11-22 00:00:00,736.5719913595976,
2021-11-22 03:30:00,779.3525234750805,
2021-11-22 04:00:00,766.0945467328283,
2021-11-22 06:00:00,805.6522871414218,
2021-11-22 08:00:00,826.9700028488278,
2021-11-22 10:30:00,864.2259633257108,
2021-11-22 11:00:00,856.7598733607465,
2021-11-22 23:59:59,847.244563557042,c
2021-11-23 00:00:00,998.427280707373,
2021-11-23 03:30:00,942.643003641052,
2021-11-23 04:00:00,944.5038949805066,
2021-11-23 06:00:00,883.8082318571105,
2021-11-23 08:00:00,991.441059982998,
2021-11-23 10:30:00,1004.8651795345895,
2021-11-23 11:00:00,996.5705692647407,
2021-11-23 23:59:59,1027.1336466578769,c
2021-11-24 00:00:00,881.8156633829485,
2021-11-24 03:30:00,998.2405788303777,
2021-11-24 04:00:00,1051.3424576578345,
2021-11-24 06:00:00,944.8143197814888,
2021-11-24 08:00:00,1007.1932607340159,
2021-11-24 10:30:00,917.5570614930512,
2021-11-24 11:00:00,894.8388796915578,
2021-11-24 23:59:59,870.7624519391302,c
