date,EU_FTSE_EU_DM_AW_ADDSDELS_2021_Q4,meta
2021-12-09 10:30:00,-223.38210482966792,
2021-12-09 11:00:00,-219.86958016159977,
2021-12-09 23:59:59,-229.11046766620458,c
2021-12-10 00:00:00,-234.20684787739037,
2021-12-10 03:30:00,-269.9889143084008,
2021-12-10 04:00:00,-279.7453630671176,
2021-12-10 06:00:00,-264.67830328828234,
2021-12-10 08:00:00,-298.5912613596086,
2021-12-10 10:30:00,-283.08900708800513,
2021-12-10 11:00:00,-297.5543525421265,
2021-12-10 23:59:59,-297.15218350986675,w
2021-12-13 00:00:00,-278.7859366415839,
2021-12-13 03:30:00,-330.93659128451895,
2021-12-13 04:00:00,-332.7193479160577,
2021-12-13 06:00:00,-285.54412546521036,
2021-12-13 08:00:00,-324.2620793166727,
2021-12-13 10:30:00,-314.30699228953387,
2021-12-13 11:00:00,-308.35431659342896,
2021-12-13 23:59:59,-302.94403061267076,c
2021-12-14 00:00:00,-303.56528016554205,
2021-12-14 03:30:00,-251.44862915288678,
2021-12-14 04:00:00,-216.81276302356588,
2021-12-14 06:00:00,-219.32628187077836,
2021-12-14 08:00:00,-206.28382408142826,
2021-12-14 10:30:00,-293.32032445831135,
2021-12-14 11:00:00,-346.3646271429085,
2021-12-14 23:59:59,-349.2884458134705,c
2021-12-15 00:00:00,-335.6736799906346,
2021-12-15 03:30:00,-381.80896212252253,
2021-12-15 04:00:00,-361.03290931654317,
2021-12-15 06:00:00,-385.2963610201928,
2021-12-15 08:00:00,-407.8031138988224,
2021-12-15 10:30:00,-377.18330675712275,
2021-12-15 11:00:00,-381.0688927844171,
2021-12-15 23:59:59,-359.5606973719365,c
2021-12-16 00:00:00,-365.46992616522994,
2021-12-16 03:30:00,-332.71332472920415,
2021-12-16 04:00:00,-312.28051277944826,
2021-12-16 06:00:00,-334.8467120198336,
2021-12-16 08:00:00,-315.84981458862785,
2021-12-16 10:30:00,-352.94254444990133,
2021-12-16 11:00:00,-366.96961716864513,
2021-12-16 23:59:59,-368.4939207815387,c
2021-12-17 00:00:00,-338.7020427459966,
2021-12-17 03:30:00,-437.2904978903505,
2021-12-17 04:00:00,-491.03446054500967,
2021-12-17 06:00:00,-471.2839786115617,
2021-12-17 08:00:00,-433.0990197256515,
2021-12-17 10:30:00,-400.0931791436211,
2021-12-17 11:00:00,-397.94714961582304,
2021-12-17 23:59:59,-397.61355633401377,e
2021-12-20 00:00:00,-355.2660637449085,
2021-12-20 03:30:00,-286.1547542408432,
2021-12-20 04:00:00,-292.56373303987294,
2021-12-20 06:00:00,-318.62981211706233,
2021-12-20 08:00:00,-373.175346958021,
2021-12-20 10:30:00,-348.58147719983805,
2021-12-20 11:00:00,-342.8648705839875,
2021-12-20 23:59:59,-351.5687505911363,c
2021-12-21 00:00:00,-334.7069790006087,
2021-12-21 03:30:00,-367.24244962929424,
2021-12-21 04:00:00,-399.0569289615768,
2021-12-21 06:00:00,-371.5330460552412,
2021-12-21 08:00:00,-393.9808873913024,
2021-12-21 10:30:00,-437.14204064613136,
2021-12-21 11:00:00,-430.07700707959964,
2021-12-21 23:59:59,-439.8962223604733,c
2021-12-22 00:00:00,-444.58861636780625,
2021-12-22 03:30:00,-407.6574994096669,
2021-12-22 04:00:00,-403.19815780789725,
2021-12-22 06:00:00,-415.06672388152845,
2021-12-22 08:00:00,-419.91484556451144,
2021-12-22 10:30:00,-439.1297528089448,
