date,TAN_2022_Q1,meta
2022-02-18 00:00:00,262.46893389905193,
2022-02-18 10:00:00,264.03383013089547,
2022-02-18 10:30:00,310.11599572083287,
2022-02-18 12:00:00,316.5236738232494,
2022-02-18 13:30:00,315.769941249852,
2022-02-18 15:00:00,290.1321889648993,
2022-02-18 15:30:30,290.1321889648993,
2022-02-18 23:59:59,313.78561254260984,w
2022-02-21 00:00:00,313.78561254260984,
2022-02-21 10:00:00,313.78561254260984,
2022-02-21 10:30:00,313.78561254260984,
2022-02-21 12:00:00,313.78561254260984,
2022-02-21 13:30:00,313.78561254260984,
2022-02-21 15:00:00,313.78561254260984,
2022-02-21 15:30:30,313.78561254260984,
2022-02-21 23:59:59,313.78561254260984,c
2022-02-22 00:00:00,365.0598376204966,
2022-02-22 10:00:00,358.5292158595316,
2022-02-22 10:30:00,309.90850018602936,
2022-02-22 12:00:00,383.10270357908735,
2022-02-22 13:30:00,386.7751643061894,
2022-02-22 15:00:00,363.304292421106,
2022-02-22 15:30:30,363.304292421106,
2022-02-22 23:59:59,402.174981143205,c
2022-02-23 00:00:00,381.18156644059655,
2022-02-23 10:00:00,399.2405604014795,
2022-02-23 10:30:00,422.711665738659,
2022-02-23 12:00:00,435.44515950843163,
2022-02-23 13:30:00,441.2950230499189,
2022-02-23 15:00:00,460.6134627829405,
2022-02-23 15:30:30,460.6134627829405,
2022-02-23 23:59:59,456.618794435346,c
2022-02-24 00:00:00,572.2679320331181,
2022-02-24 10:00:00,516.2509400284239,
2022-02-24 10:30:00,473.52474012854714,
2022-02-24 12:00:00,370.0424661958929,
2022-02-24 13:30:00,351.0684808314396,
2022-02-24 15:00:00,317.2270625743315,
2022-02-24 15:30:30,317.2270625743315,
2022-02-24 23:59:59,267.223959874084,c
2022-02-25 00:00:00,292.56597007053216,
2022-02-25 10:00:00,354.69817620371805,
2022-02-25 10:30:00,319.4848705113154,
2022-02-25 12:00:00,319.2308970108745,
2022-02-25 13:30:00,322.3524325857293,
2022-02-25 15:00:00,318.9320126344723,
2022-02-25 15:30:30,318.9320126344723,
2022-02-25 23:59:59,310.97493540269585,w
2022-02-28 00:00:00,360.52372859041014,
2022-02-28 10:00:00,280.1236746879322,
2022-02-28 10:30:00,240.14722802731274,
2022-02-28 12:00:00,191.64462045246728,
2022-02-28 13:30:00,194.35799641134753,
2022-02-28 15:00:00,170.62244309773257,
2022-02-28 15:30:30,170.62244309773257,s
2022-02-28 23:59:59,129.02265945285183,c
2022-03-01 00:00:00,120.16674623499205,
2022-03-01 10:00:00,122.38950949533853,
2022-03-01 10:30:00,65.35996018024423,
2022-03-01 12:00:00,82.09252013267269,
2022-03-01 13:30:00,31.79881635416018,
2022-03-01 15:00:00,18.75343293922367,
2022-03-01 15:30:30,18.75343293922367,
2022-03-01 23:59:59,27.591145441963704,c
2022-03-02 00:00:00,111.26653066349343,
2022-03-02 10:00:00,116.75324949709795,
2022-03-02 10:30:00,133.00580071201568,
2022-03-02 12:00:00,109.92033097656201,
2022-03-02 13:30:00,86.02175381665677,
2022-03-02 15:00:00,71.93433272821494,
2022-03-02 15:30:30,71.93433272821494,
2022-03-02 23:59:59,38.15132338340197,c
2022-03-03 00:00:00,-20.508165060688157,
2022-03-03 10:00:00,24.722329852869166,
2022-03-03 10:30:00,78.27052534270592,
2022-03-03 12:00:00,75.23895363393672,
2022-03-03 13:30:00,89.98335808178263,
2022-03-03 15:00:00,97.14590223749667,
2022-03-03 15:30:30,97.14590223749667,
2022-03-03 23:59:59,117.12966952683576,c
2022-03-04 00:00:00,117.37754157923825,
2022-03-04 10:00:00,95.29879591714644,
2022-03-04 10:30:00,139.65488793265968,
2022-03-04 12:00:00,146.20830410310134,
2022-03-04 13:30:00,142.28130951884737,
2022-03-04 15:00:00,128.5154529725337,
2022-03-04 15:30:30,128.5154529725337,
2022-03-04 23:59:59,128.89832248891162,w
2022-03-07 00:00:00,112.6658237466703,
2022-03-07 10:00:00,48.42534808864082,
2022-03-07 10:30:00,80.55714647612263,
2022-03-07 12:00:00,46.14156716786158,
2022-03-07 13:30:00,55.17311108236436,
2022-03-07 15:00:00,54.97658457206512,
2022-03-07 15:30:30,54.97658457206512,
2022-03-07 23:59:59,59.4417136046161,c
2022-03-08 00:00:00,92.6627435744731,
2022-03-08 10:00:00,-58.82683862956105,
